11年 5月14日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月14日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湯沢特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂヤマニンアルシェ, 60,田辺裕,, 63,  13,  -7, 6, 16.2, ⑥⑤, 1, 9,Ｈベルモントスコッチ, 54,丸山元,, 58,  -1,* -4, 6, 12.5,④④④, 1, 1,Ｂスプリングルｰシｰ, 71,丸田恭,, 82,* 17,   1, 1,  4.4, ①①, 1,14,Ａボンジュｰルメロン, 73,村田一,, 70,   3,  10, 5, 10.0, ⑧⑦
 2,15,Ｄエキナシア, 60,柴田大, 0.1, 63,  14,  -9, 1,  3.4, ⑤⑥, 2, 3,Ａテイエムミライオｰ, 68,古川吉, 0.0, 57,*  0,  -6, 2,  4.1,②②②, 2,11,Ｆノボシャンパｰニュ, 67,田辺裕, 1.1, 70,  13,  -5, 4,  6.6, ④③, 2,13,Ｅラブグランデｰ, 71,松田大, 0.0, 73,*  9,   5, 1,  3.2, ④④
 3, 8,Ｍトミケンアグｰド, 49,木幡初, 0.4, 58,   8,* -5,13, 85.8, ⑩⑩, 3,13,Ｄタイトロｰプ, 61,勝浦正, 0.2, 57,*  0,  -8, 3,  5.1,③③③, 3, 9,Ｊシャイニイチカ, 66,赤木高, 1.3, 67,   6,   2, 8, 17.8, ⑩⑨, 3, 9,Ｈマンダリンレイ, 64,丸田恭, 0.2, 69,  -1,* 13,11, 38.1, ⑩⑨
 4, 4,Ｌボビｰバロｰズ, 53,高倉稜, 0.5, 58,  10,  -8,10, 37.0, ⑨⑧, 4,12,Ｇドラゴンブレス, 56,吉田隼, 0.3, 58,  -2,  -5, 5, 11.5,⑤⑤⑤, 4, 6,Ａコｰリングオブラブ, 72,藤岡康, 1.4, 65,   3,   2, 2,  4.9, ⑫⑪, 4, 2,Ｄシルクマタドｰル, 71,西田雄, 0.2, 69,  -3,* 14, 6, 12.3, ⑫⑩
 5, 3,Ａニシノカｰリｰ, 61,丸田恭, 0.6, 60,  16, -14, 2,  3.6, ④④, 5, 2,Ｂメジロハクリュウ, 67,黛弘人, 0.3, 56,*  1,  -9, 1,  3.2,①①①, 5, 7,Ｋオメガリトルスタｰ, 64,吉田隼, 1.7, 66,  11,  -7, 7, 14.2, ⑥⑦, 5, 5,Ｃオリオンザポラリス, 72,田辺裕, 0.2, 68,  -3,* 14, 4,  7.0, ⑬⑫
 6,13,Ｇボｰルドグラン, 58,丸山元, 0.8, 60,* 17, -17, 3,  5.1, ②③, 6, 5,Ｃマイネルブレス, 65,丹内祐, 0.5, 59,  -3,* -4, 4,  6.5,⑧⑧⑦, 6,14,Ｉジョｰゲルダ, 66,古川吉, 1.7, 61,  -1,*  4,12, 40.0, ⑭⑭, 6,11,Ｂフェブムｰビング, 72,吉田隼, 0.4, 67,* 10,  -2, 2,  4.5, ②②
 7,14,Ｉラルガヴィｰタ, 56,西村太, 0.8, 56,  12, -13,12, 54.3, ⑦⑦, 7, 4,Ｅミラクルレインボｰ, 57,嘉藤貴, 0.5, 55,  -3,  -5,12, 74.1,⑥⑥⑥, 7,13,Ｃクリスリリｰ, 70,花田大, 1.8, 63,   7,  -5,11, 33.9, ⑨⑧, 7, 4,Ｆテイエムカルメン, 65,中舘英, 0.7, 63,* 12,  -8, 3,  6.2, ①①
 8, 6,Ｊコスモハンサム, 55,丹内祐, 0.9, 54,   3,* -5, 5,  9.0, ⑫⑫, 8, 6,Ｆマイネルクォンタム, 57,木幡初, 2.1, 44,  -3, -18, 8, 17.4,⑦⑦⑧, 8,12,Ｄイルドロｰル, 70,中舘英, 2.1, 63,* 15, -15, 6, 13.7, ②②, 8, 7,Ｋプリミエｰル, 61,津村明, 0.9, 60,  -3,   5, 9, 29.6, ⑭⑪
