11年 1月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 1月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■10R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,若潮賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｊライヴドリｰムス, 44,北村宏,, 56,  -2,* -6, 5,  8.5, ④④, 1,13, コルポディヴェント,---,北村宏,, 48,*-11,* -2, 1,  1.7,③③②, 1,13,Ａタイフｰンルビｰ, 83,吉田豊,, 73,*  9,   2, 2,  3.5,①①①, 1, 2,Ｅナシュワンヒｰロｰ, 79,福永祐,, 82,* 14,  11, 2,  4.4,①②②
 2,12,Ａミキノコモコ, 60,武士沢, 0.0, 54,  -3,* -4, 3,  5.8, ⑧⑨, 2, 9, スプリングレベル,---,ベリｰ, 1.0, 42, -12,  -7, 3,  7.1,⑧⑦⑦, 2, 8,Ｃギャザｰロｰジズ, 79,ベリｰ, 0.0, 76,   7,   6, 1,  2.5,⑤⑤④, 2,10,Ｉアドバンスヘイロｰ, 75,田中勝, 0.3, 80,  11,  12, 6, 16.3,④⑥⑦
 3,14,Ｂサンタンジェロ, 59,内田博, 0.1, 57,*  0,  -9, 1,  3.5, ③③, 3, 3, マチノアカリ,---,横山典, 1.0, 42, -12,  -8, 2,  4.6,⑥⑤⑤, 3,11,Ｆダイワバｰガンディ, 73,北村宏, 0.4, 74,   6,   6,12,105.8,⑧⑨⑥, 3, 4,Ｄコスモカンタｰビレ, 79,ベリｰ, 0.4, 78,   9,  12, 3,  9.7,⑧⑦⑤
 4, 2,Ｆジャストザヒロイン, 52,松岡正, 0.2, 56,*  0, -10, 4,  8.1, ①①, 4, 6, ガル,---,田中勝, 1.0, 45, -13,  -4, 5, 15.9,⑩⑩⑩, 4,14,Ｅトウカイノｰマル, 74,的場勇, 0.4, 78,   5,   5, 9, 59.8,⑩⑧⑪, 4, 7,Ｂシングンレジェンド, 80,小林淳, 0.5, 76,   8,  14, 7, 25.1,⑨⑩⑨
 5,13,Ｌナムラエメラルド, 39,横山典, 0.4, 49, -12,*  0, 8, 19.8, ⑮⑮, 5, 2, キルデビルヒルズ,---,平野優, 1.1, 42, -13,  -5,16,216.4,⑨⑨⑨, 5,12,Ｂマスタｰソムリエ, 80,柴田善, 0.4, 70,*  8,   0, 3,  4.7,②②②, 5, 8,Ｃディオｰサ, 80,松岡正, 0.5, 78,  10,  12, 1,  1.9,⑥⑧⑩
 6, 4,Ｈマイネスウィｰト, 49,クラス, 0.7, 50,  -2, -13, 2,  4.6, ⑥⑥, 6, 7, バットゥｰタ,---,内田博, 1.1, 44, -16,* -1, 9, 95.1,⑮⑬⑫, 6, 3,Ｉジャストザシｰズン, 72,後藤浩, 0.6, 72,   5,   6, 4, 10.7,⑮⑫⑨, 6,14,Ｊマイネルマルシェ, 74,クラス, 0.5, 76,* 14,   4, 8, 35.5,⑤③③
 7, 9,Ｇファヴェラシック, 50,柴田大, 0.9, 46,  -6, -10,11, 67.8, ⑪⑩, 7, 1, カザオリエボシ,---,三浦皇, 1.3, 41, -14,  -6,13,150.0,⑪⑪⑧, 7, 1,Ｎジンデンバルト, 63,三浦皇, 0.8, 72,   1,* 10,16,192.2,⑯⑯⑮, 7, 9,Ａシャドｰクロス, 80,柴田善, 0.5, 78,   8,* 15, 4, 11.1,⑩⑪⑬
 8,10,Ｃレモスカ, 57,江田照, 1.0, 47,  -2, -15, 6, 10.1, ⑦⑦, 8,15, ユニバｰサルアゲン,---,加藤士, 2.9, 30,* -9, -26,14,183.6,②②①, 8,15,Ｄモエレジンダイコ, 75,内田博, 1.1, 70,*  8,  -4, 6, 19.6,④③⑤, 8, 6,Ｇショウナンアクロス, 77,吉田豊, 0.6, 77,   5,* 16,11, 73.8,⑮⑫⑫
 9, 1,Ｉクリスタルロック, 46,吉田豊, 1.3, 43,  -6, -13,10, 62.7, ⑩⑧, 9,12, ニットウミラｰレ,---,後藤浩, 3.0, 27,*-11, -26, 6, 15.9,⑤④③, 9, 4,Ｍウエスタンブラボｰ, 66,田中勝, 1.1, 72,   5,   2,13,109.2,⑨⑩⑩, 9,11,Ｋミサトバレｰ, 74,吉田隼, 0.7, 77,   4,* 19,13, 87.6,⑬⑮⑮
10, 8,Ｄメｰプルレディｰ, 56,三浦皇, 1.4, 44,*  1, -21, 9, 24.0, ②②,10, 8, キｰプザブレイヴ,---,石橋脩, 3.1, 31, -19, -10, 4, 12.5,⑬⑮⑮,10, 5,Ｏエアイグアス, 46,武士沢, 1.2, 64,   6,  -2,10, 89.4,⑦⑥⑦,10, 1,Ｏケイアイプログレス, 71,三浦皇, 0.7, 75,  11,   6,12, 75.4,⑦⑤④
11, 7,Ｏムｰンライトリリｰ, 32,的場勇, 1.7, 44,  -5, -17,13,132.6, ⑨⑫,11, 5, ヒシアンドレ,---,菅原隆, 3.4, 28, -19, -15,12,134.8,⑭⑭⑭,11,10,Ｌヒゼンリバイバル, 66,江田照, 1.6, 66,   3,   0,15,137.9,⑪⑬⑭,11,13,Ｌヤマニンノベリスト, 73,江田照, 0.9, 75,   5,  12,14,116.6,⑪⑬⑭
12, 3,Ｅシンビジュｰム, 55,蛯名正, 1.8, 41,  -1, -23, 7, 10.3, ⑤⑤,12,11, ミスタｰブレイン,---,的場勇, 3.6, 30, -12, -30, 8, 39.9,⑦⑥⑥,12,16,Ｊマイネルプロｰトス, 70,津村明, 1.7, 64,   6,  -7,11, 99.8,⑥⑦⑧,12, 5,Ｆクレバｰクリス, 78,村田一, 0.9, 71,   8,   8,10, 53.9,⑫⑨⑧
13, 6,Ｎネイチャｰナタｰレ, 34,小林淳, 1.9, 38,  -6, -18,12,113.1, ⑫⑪,13,16, コニコニ,---,柴山雄, 3.7, 25, -16, -22,15,206.6,⑫⑫⑬,13, 2,Ｋグラスサミット, 70,蛯名正, 1.7, 66,   3,   0, 7, 23.4,⑭⑮⑬,13,15,Ｍサクラバレット, 72,蛯名正, 1.2, 66,* 18, -12, 9, 43.1,②①①
14,15,Ｋマリインスキｰピサ, 42,田中勝, 2.0, 38,  -8, -17,15,295.2, ⑭⑭,14,10, ゴｰルデンオルフェ,---,丸田恭, 3.8, 24, -20, -15,11,120.4,⑯⑯⑯,14, 9,Ｇブリｰジｰデイズ, 72,田中博, 1.7, 67,   4,  -2, 8, 46.2,⑬⑪⑫,14, 3,Ｈブｰケドロゼブルｰ, 76,後藤浩, 1.3, 66,  12,  -3, 5, 11.4,③④⑥
15,11,Ｍトｰホウオトヒメ, 36,吉田隼, 2.7, 34,  -5, -25,14,155.5, ⑬⑬,15,14, シャンパンタワｰ,---,大庭和, 3.8, 24, -13, -28,10,116.2,④⑧⑪,15, 7,Ｈフェバリットアワｰ, 72,横山典, 2.3, 60,   7, -14, 5, 14.7,③④③,15,12,Ｎエスユｰグランド, 71,中谷雄, 1.4, 67,   7,   4,15,353.3,⑭⑭⑪
