11年 8月21日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月21日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2850m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,妙高特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂロベルクランツ, 45,北村宏,, 65,*-22,* 16, 2,  2.3, ②②, 1, 2, ショウナンサミット,,大庭和,,,,, 1,  2.3,①②④, 1, 1,Ａラッキｰバニラ, 75,岩田康,, 75,*-28,* 30, 1,  2.0,①①①, 1, 6,Ｆヤマノサファイア, 77,高倉稜,, 78,   0,* 18, 3,  7.2, ⑭⑭
 2, 8,Ｃヨシｰルプリンセス, 43,松岡正, 0.0, 65,*-21,* 15, 3,  3.9, ①①, 2, 1, コブラボｰル,,金子光,189.9,,,, 4,  7.5,⑤⑤②, 2, 5,Ｂエｰシンアルカウス, 74,田辺裕, 0.5, 69,*-27,  25, 3,  3.7,②②②, 2,13,Ｃトシキャンディ, 79,木幡初, 0.3, 79,  11,   5, 8, 25.9, ⑤⑤
 3, 2,Ｄカシノアゲｰト, 37,二本柳, 1.1, 51, -33,  12, 5, 41.3, ⑤⑤, 3, 7, レオソリスト,,平沢健,189.9,,,, 2,  3.6,⑨⑥③, 3, 6,Ｄディｰプスノｰ, 66,吉田豊, 0.7, 68, -30,  26, 2,  3.4,④⑤⑤, 3, 4,Ｋシゲルソウウン, 74,川須栄, 0.4, 76,   5,   9, 9, 36.8, ⑨⑦
 4, 4,Ｇマイネルプレジャｰ, 29,中谷雄, 1.3, 46, -28,   4, 4, 20.3, ③③, 4, 4, モルエラン,,柴田大,190.1,,,, 5, 11.1,⑦⑧⑦, 4, 3,Ｃドリｰムネイチヤｰ, 72,川須栄, 0.8, 68, -28,  24, 4,  6.4,⑤④③, 4, 3,Ｏスナイプビッド, 70,勝浦正, 0.9, 70,   1,   9, 5, 19.5, ⑬⑬
 5, 1,Ａハｰトヴァイン, 49,柴田善, 1.5, 48, -41,* 14, 1,  2.2, ⑨⑨, 5, 3, オンワｰドシェルタ,,穂苅寿,190.7,,,, 3,  5.5,⑪⑦⑨, 5, 7,Ｅウォッチバレｰ, 61,江田照, 0.9, 69, -30,  26, 6, 69.8,⑥⑥⑥, 5, 1,Ｅエイシンフルハｰト, 77,岩田康, 1.0, 73,  11,  -1, 6, 20.1, ④④
 6, 7,Ｆハルピュイア, 30,柴田大, 1.6, 43, -29,   1, 6, 53.9, ④④, 6,10, カシマパステル,,鈴木慶,190.8,,,, 9, 54.6,③①①, 6, 2,Ｇフｰガフュｰグ, 53,大庭和, 1.0, 65, -29,  21, 5, 47.9,③③④, 6, 5,Ｂマルカバッケン, 79,武豊  , 1.0, 71,   5,   5, 2,  4.7, ⑪⑪
 7, 6,Ｈヴァリュｰメイク, 23,的場勇, 1.8, 41, -33,   3, 8,168.1, ⑥⑥, 7,12, ビルトミｰアップ,,五十嵐,191.7,,,, 8, 50.3,⑥⑩⑩, 7, 4,Ｆニングル, 57,柴田大, 1.2, 66, -31,  24, 7,109.8,⑦⑦⑦, 7,14,Ｄサザンブレイズ, 79,中舘英, 1.2, 72,* 14,  -5,10, 39.9, ②②
 8, 3,Ｅイデアシュリュｰ, 36,田辺裕, 2.0, 39, -37,   4, 7,118.6, ⑦⑦, 8,11, スｰパｰティチャｰ,,草野太,191.7,,,,10, 79.1,⑫⑨⑤,,,,,,,,,,,,, 8, 9,Ｊクラッチヒット, 74,田辺裕, 1.5, 65,   3,   2, 4, 11.9, ⑫⑫
