11年 4月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,こけもも賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7, イケトップクイｰン,---,大野拓,, 68,* -5,* 10, 5, 44.1, ①①, 1, 2,Ａヤマニンクラバット, 68,吉田隼,, 66,   2,* -1, 1,  1.4,⑧④③, 1,11,Ｄロックンロｰル, 74,太宰啓,, 79,*  9,* 10, 1,  2.9, ④④, 1, 2,Ａタカオノボル, 73,吉田隼,, 71,*  5,*  2, 3,  6.6,②②②
 2, 9,Ａクォリティシｰズン, 76,中舘英, 0.1, 68,* -6,* 10, 1,  1.1, ②②, 2, 6,Ｄメジロハクリュウ, 56,黛弘人, 0.0, 64,*  4,* -3, 2,  6.6,②②②, 2,13,Ｂレイナソフィア, 78,勝浦正, 0.2, 75,   8,* 10, 3,  5.0, ⑩⑨, 2, 4,Ｈタケルハヤテ, 62,石橋脩, 0.8, 63,   4,  -2, 5,  7.0,⑤③⑤
 3, 3,Ｄサクラカノン, 47,石橋脩, 1.1, 58,  -8,   3, 3, 10.8, ④④, 3, 7,Ｂアルスマルカｰト, 62,柴山雄, 1.2, 53,   2, -11, 6, 18.5,③③④, 3, 7,Ａサンライズスカイ, 83,赤木高, 0.3, 75,   8,*  9, 2,  4.1, ⑥⑥, 3, 7,Ｇスズカマジェスタ, 62,上村洋, 0.9, 64,   2,*  0, 8, 26.5,⑨⑦⑨
 4, 2,Ｃジュピタｰドリｰム, 58,西村太, 1.3, 56,  -8,   1, 2,  9.7, ③③, 4, 9,Ｃダｰリブ, 60,嘉藤貴, 1.5, 55,   1, -11, 5, 17.7,⑥⑥⑤, 4, 3,Ｅアルティスト, 73,二本柳, 0.6, 73,   8,   6,11, 72.1, ⑧⑧, 4, 5,Ｃアントウェルペン, 68,中舘英, 1.0, 62,   3,  -4, 1,  3.2,⑥④③
 5,14, ワニタバンテン,---,中谷雄, 1.9, 52, -13,   1,11,138.9, ⑤⑤, 5, 4,Ｇダンツソレイユ, 45,松山弘, 2.0, 51,*  3, -21, 7, 21.2,①①①, 5, 6,Ｆマイファｰストラヴ, 73,川須栄, 1.1, 66,*  9,  -7, 4,  5.5, ②③, 5,13,Ｂロｰドエルドｰル, 71,津村明, 1.0, 62,   2,  -2, 2,  6.1,⑧⑧⑦
 6, 1, パルクデソｰ,---,横山和, 2.8, 43, -15,  -6, 4, 35.2, ⑥⑥, 6, 3,Ｋセイカエスパｰ, 36,太宰啓, 3.8, 39,  -5, -20, 8, 42.0,⑪⑪⑩, 6, 1,Ｃイｰスタリｰガスト, 76,黛弘人, 1.1, 68,   6,   2, 5,  7.3, ⑨⑩, 6, 9,Ｅグリッタｰテイル, 65,太宰啓, 1.1, 63,  -2,*  5, 6, 13.3,⑮⑭⑭
 7, 8,Ｅジョウテンティアラ, 44,嶋田純, 2.8, 43, -20,   0, 8, 81.9, ⑨⑨, 7, 8,Ｊシルクスペンサｰ, 42,的場勇, 4.1, 41,  -1, -30, 9, 88.5,⑦⑨⑧, 7, 5,Ｇメイショウタフ, 71,花田大, 1.3, 67,   3,   4, 6, 30.0, ⑪⑪, 7,12,Ｏルシャンベルタン, 55,嘉藤貴, 1.2, 61,   3,  -5,12, 35.8,④⑥⑥
 8, 4, トゲツカンノン,---,的場勇, 3.3, 42, -18,  -6,10,115.3, ⑦⑦, 8,11,Ｉヨンハメモリｰ, 42,嶋田純, 4.5, 35,   0, -36,10,127.2,⑤⑧⑦, 8,10,Ｋメジロビュｰレン, 59,嶋田純, 1.3, 64,* 10, -13, 8, 40.5, ①①, 8, 3,Ｊテラノコブラ, 61,松山弘, 1.4, 62,   2,  -4, 4,  6.7,⑩⑨⑧
