11年10月 1日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年10月 1日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-38,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,手稲山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂカアチャンコワイ, 59,竹之下,, 49,*  1,  -5, 2,  6.0,①①①, 1, 4,Ｆファンタズミック, 63,柴山雄,, 65,   2,*  3, 3, 11.0,⑪⑪⑦, 1, 4,Ｄモズハリケｰン, 69,吉田隼,, 71,*  6,   7, 4,  6.7,②②①, 1, 8,Ｆクィｰンズバｰン, 70,藤岡佑,, 83,* 14,* -3, 1,  2.8,②①①
 2, 5,Ｆハヤブサ, 47,小林徹, 0.1, 51,  -1,* -3, 6, 16.8,④④③, 2, 5,Ｂコパノカｰン, 68,藤岡佑, 0.1, 66,   4,  -2, 2,  2.5,⑦④②, 2, 9,Ａメイショウサリマン, 76,藤岡佑, 0.1, 72,   2,* 13, 3,  5.0,⑨⑨⑧, 2,12,Ｍノｰブルディｰド, 65,松田大, 0.3, 77,  12,* -3,11, 47.6,⑤⑤④
 3, 4,Ａサクセスフルビッド, 64,藤岡佑, 0.6, 46,  -2,  -6, 1,  1.6,⑦⑦④, 3, 3,Ｅジャガンナｰト, 64,三浦皇, 0.1, 66,   3,*  1, 4, 11.9,⑨⑦⑥, 3, 3,Ｃトｰセンヤッテキタ, 70,丸田恭, 0.4, 67,*  5,   6, 2,  4.6,④③④, 3,11,Ｄバトルシュリイマン, 72,的場勇, 0.6, 74,   8,* -1, 4,  7.9,⑨⑨⑦
 4,11,Ｄタマラマ, 52,秋山真, 0.6, 44,  -4,* -3, 4, 14.0,⑩⑨⑧, 4,13,Ａオペラ, 70,津村明, 0.2, 64,*  6,  -5, 1,  2.2,③②①, 4, 1,Ｌアイアムノココロ, 54,村田一, 0.8, 65,   1,*  9, 9, 35.4,⑩⑩⑩, 4,13,Ｎリルバイリル, 64,柴山雄, 1.1, 68,   9,  -9,10, 38.3,⑧⑥⑥
 5, 7,Ｍタマノフウジン,-100,黛弘人, 0.7, 47,  -5,*  0, 9, 42.7,⑨⑪⑩, 5,11,Ｃピエナセレブ, 67,古川吉, 0.2, 64,   4,  -1, 5, 15.8,⑩⑤⑤, 5, 6,Ｂハタノゼフィロス, 70,柴山雄, 1.1, 62,*  5,  -1, 7, 14.7,③④②, 5, 5,Ｂピｰチブロｰフィズ, 73,秋山真, 1.1, 67,   6,  -4, 6, 12.4,⑪⑬⑪
 6, 9,Ｃアズマリュウセイ, 55,吉田隼, 0.9, 43,  -3,  -7, 5, 15.4,⑧⑧⑦, 6, 9,Ｄマンテンマックス, 66,芹沢純, 1.2, 58,*  6, -13, 8, 52.9,⑬③③, 6, 5,Ｅアドマイヤアゲイン, 68,丸山元, 1.2, 63,   3,   1, 1,  3.7,⑦⑥⑥, 6, 1,Ｃマシラ, 73,黛弘人, 1.1, 69,  10, -12, 8, 28.5,④④⑤
 7, 1,Ｋシゲルマンゴｰ,  9,荻野琢, 1.2, 44,  -5,  -5,12,160.5,⑪⑩⑨, 7, 2,Ｋメダグリアスズカ, 44,吉田隼, 1.3, 58,   2,  -7,11,118.1,⑧⑬⑩, 7,12,Ｈスズノオオタカ, 63,松田大, 1.2, 65,*  5,  -1, 6,  9.2,⑤⑤⑤, 7, 3,Ｉウイニングドラゴン, 69,宮崎北, 1.2, 68,   7,  -6,13, 52.9,⑩⑫⑧
 8, 6,Ｊダイワアズｰル, 23,丸田恭, 1.5, 37,*  0, -17, 7, 27.3,②②②, 8,10,Ｌデルサラｰド, 43,横山典, 2.4, 49,   2, -20, 9, 56.1,⑤⑥⑨, 8,13,Ｇホトダｰ, 67,岩部純, 1.4, 62,   1,   5,12,215.8,⑫⑪⑪, 8, 7,Ｅアｰスツリｰ, 70,柴原央, 1.3, 66,   8, -10,12, 50.2,⑦⑧⑩
 9,13,Ｇヒミノオオワシ, 46,松田大, 1.7, 40,  -2, -16,11,145.0,⑥⑤⑥, 9, 6,Ｇボルト, 58,池添謙, 2.6, 48,   3, -21, 7, 24.0,⑫⑧⑧, 9, 7,Ｉロｰゼウィｰク, 57,黛弘人, 1.5, 62,   3,   0,10, 69.3,⑥⑧⑨, 9, 2,Ｇキタサンフクジン, 70,芹沢純, 1.3, 67,  12, -15, 2,  4.2,①③③
10, 8,Ｌジョウノバッカス,-52,四位洋, 1.9, 37,  -8,  -7, 8, 29.7,⑬⑬⑫,10, 1,Ｉロジポケット, 54,丸山元, 2.8, 46,   2, -20, 6, 20.0,⑥⑫⑫,10,11,Ｆトｰセンレラ, 68,西村太, 1.6, 59,   3,  -3, 5,  8.3,⑧⑦⑦,10,10,Ｊプリンセスミカ, 69,長谷川, 1.4, 63,   7, -10,14, 54.2,⑫⑩⑨
11, 3,Ｉグランデタンゴ, 38,柴山雄, 2.6, 30,  -8, -13,13,194.6,⑫⑫⑬,11, 8,Ｊスズカレディ, 49,水口優, 3.1, 44,   1, -24,12,132.8,④⑩⑪,11, 2,Ｋグランドジョラス, 54,勝浦正, 2.3, 53,*  6, -14, 8, 17.2,①①③,11, 9,Ａリトルドア, 74,横山典, 1.7, 60,   3,  -8, 3,  6.7,⑭⑭⑭
