11年 8月20日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月20日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9, 8,Ｊハｰトオブミニｰ, 30,国分優, 2.3, 28, -10, -19, 8,122.7, ⑩⑧, 9, 1,Ｆスマｰトアルタス, 62,武豊  , 2.0, 55,   1,  -3, 4,  9.9,⑩⑩⑩, 9,13,Ｋクレｰタｰズロｰド, 52,高倉稜, 2.4, 55,  -5,  -6,16,305.9,⑱⑮⑪, 9, 4,Ｊメロｰト, 63,幸英明, 1.0, 61,*  6, -16, 7, 24.0,②②②
10, 6,Ｆメイショウアサヒ, 33,飯田祐, 2.4, 28, -10, -20,12,198.6, ⑨⑪,10,13,Ｈハルカフジ, 60,藤岡康, 2.1, 53,*  2,  -8, 9, 39.8,④③③,10, 2,Ｍアクアピュｰラ, 46,倉富隆, 3.1, 46,   3, -34,14,191.4,④⑦⑥,10, 7,Ｇタニノネグロｰニ, 66,佐藤哲, 1.1, 64,  -2,   0,10, 66.6,⑬⑭⑬
11, 5,Ｅシゲルハッサク, 39,赤木高, 2.9, 22, -19, -18, 7,111.4, ⑫⑫,11, 9,Ｋマスタｰオブライト, 60,高倉稜, 2.5, 50,   2, -10,11,132.9,⑤⑥⑧,11, 3,Ｏパｰプルポケット, 45,渡辺薫, 3.8, 44,  -1, -33,18,411.4,⑩⑩⑬,11, 5,Ｈグラッツィア, 65,鮫島良, 1.1, 62,   2,  -9, 3,  8.0,⑤⑦⑦
12, 1,Ｍシゲルパパイア,  2,高倉稜, 3.0, 23, -28, -11,11,190.8, ⑬⑬,12, 5,Ｍキャピタルチャンス, 54,佐藤哲, 3.4, 44,  -3,  -9,16,387.1,⑯⑭⑬,12, 1,Ｇレイメイフライト, 55,酒井学, 4.0, 40,   4, -51, 8, 28.8,②④⑤,12, 1,Ｎコンゴウ, 51,国分恭, 1.5, 59,   2, -11,14,346.8,⑭⑪⑭
13, 4,Ｉハナズフレイム, 31,酒井学, 4.1,  7,  -5, -48, 9,141.5, ④⑥,13, 6,Ｏダイシンライン, 37,倉富隆, 3.5, 46,  -3,  -8,15,325.9,⑮⑯⑭,13,16,Ｎユキノセリｰヌ, 46,水口優, 4.7, 35,  -4, -43,17,370.0,⑪⑫⑮,13, 9,Ｍマイネルボｰデン, 59,和田竜, 1.9, 54,   4, -22, 6, 12.1,⑦⑥⑧
,,,,,,,,,,,,14,12,Ｌダノンクルソラ, 56,北村友, 4.2, 39,  -4, -14,14,235.4,⑬⑮⑯,14, 9,Ｐシルクプラズマ, 45,国分優, 4.7, 34,  -8, -31, 9, 72.2,⑯⑱⑯,14,12,Ｆゴｰルドサクセス, 68,藤岡康, 2.7, 43,*  7, -40, 9, 37.2,①①①
,,,,,,,,,,,,15, 7,Ｊネバｰミスザマｰク, 60,石橋守, 4.5, 39,   1, -25, 8, 36.9,⑪⑪⑫,15, 4,Ｈサウンドオブダイゴ, 54,太宰啓, 4.9, 35,   4, -62, 4,  7.5,③⑤⑫,,,,,,,,,,,,
,,,,,,,,,,,,16, 3,Ｐスペリアファイタｰ, 27,小林慎, 6.3, 27,  -3, -33,13,208.8,⑭⑬⑮,16,10,Ｌゴｰルデンコマンド, 51,幸英明, 7.0, -2,*  6, -97,15,203.7,①①⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｑメイショウヤマト, 22,石橋守, 7.4, -1,  -7, -72,13,189.7,⑧⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,
"単勝:540円 複勝:12=130円 10=150円 02=100円 枠連:1,600円",,,,,,,,,,,,単勝:320円 複勝:04=120円 15=110円 11=140円 枠連:370円,,,,,,,,,,,,単勝:220円 複勝:06=130円 12=270円 08=420円 枠連:390円,,,,,,,,,,,,"単勝:550円 複勝:08=150円 11=1,380円 14=120円 枠連:4,240円",,,,,,,,,,,
"馬連:1,630円 ワイド:10-12=330円 02-12=130円 02-10=180円",,,,,,,,,,,,馬連:350円 ワイド:04-15=160円 04-11=330円 11-15=260円,,,,,,,,,,,,"馬連:1,260円 ワイド:06-12=590円 06-08=890円 08-12=2,290円",,,,,,,,,,,,"馬連:34,040円 ワイド:08-11=5,180円 08-14=270円 11-14=2,460円",,,,,,,,,,,
"馬単:3,430円 3連複:430円 3連単:6,120円",,,,,,,,,,,,"馬単:820円 3連複:660円 3連単:2,820円",,,,,,,,,,,,"馬単:2,160円 3連複:8,070円 3連単:28,100円",,,,,,,,,,,,"馬単:49,240円 3連複:17,260円 3連単:176,580円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  ダ1700m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,TVQ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｄアイドルバイオ, 63,鮫島良,, 73,  -6,* 12, 3,  5.5,⑫⑧⑥, 1, 2, メイショウダビンチ,---,武豊  ,, 56, -14,*  3, 2,  3.4, ⑤⑤, 1, 7,Ｄメイショウマシュウ, 74,武豊  ,, 77,   8,*  4, 2,  3.1,⑫④②, 1,10,Ｃブルロック, 84,佐藤哲,, 77,* 11,  11, 1,  3.8,②②②
 2, 6,Ａエメラルドヴァレｰ, 65,川須栄, 0.2, 71,  -7,* 12, 2,  4.0,⑧⑩⑧, 2, 8, ケイアイユニコｰン,---,幸英明, 0.0, 56,* -7,  -4, 1,  2.0, ②②, 2, 9,Ａウインドミネｰタｰ, 85,和田竜, 0.7, 72,* 14, -10, 3,  7.8,①①①, 2,14,Ｂキラウエア, 84,幸英明, 0.1, 80,* 11,  11, 3,  4.9,⑤③④
 3,10,Ｅミラグロッサ, 62,国分恭, 0.4, 68, -10,* 11, 5, 10.4,⑮⑭⑪, 3, 6, シゲルアンズ,---,北村友, 0.4, 50, -18,*  2, 5, 15.7, ⑦⑥, 3,13,Ｃマキハタビリケン, 78,幸英明, 1.2, 69,   7,* -3, 4, 10.4,⑬⑨⑤, 3, 2,Ｅプレファシオ, 83,藤岡康, 0.1, 78,   9,* 12, 4,  9.9,④⑤③
 4,15,Ｎレディオスソｰプ, 52,川田将, 0.4, 65,  -5,   3, 4,  8.8,⑤④②, 4, 5, トウケイオリオン,---,飯田祐, 0.6, 47, -11,  -7, 4,  8.0, ④④, 4,11,Ｂモエレジュンキン, 83,国分優, 1.4, 68,   8,  -6, 1,  2.2,⑧⑦⑥, 4,11,Ｍダノンエクスプレス, 79,松山弘, 0.5, 77,   7,* 14,12, 46.8,⑦⑪⑫
 5, 4,Ｇメイショウルピナス, 61,佐藤哲, 0.4, 67,  -5,   5, 8, 22.2,④⑥③, 5, 4, ドｰントレス,---,中村将, 1.6, 35,* -5, -27, 7, 36.9, ①①, 5, 3,Ｅエクセルフラッグ, 73,酒井学, 1.6, 66,   5,* -3, 5, 16.6,⑮⑭⑩, 5, 6,Ｊタコ, 79,太宰啓, 0.8, 71,* 11,   3, 8, 23.6,①①①
 6, 1,Ｃエｰシンサクショｰ, 63,武豊  , 0.4, 67,  -6,   8, 6, 12.4,⑦⑨⑦, 6, 9, ノｰドラメｰル,---,佐藤哲, 1.7, 35,  -8, -24, 3,  5.7, ③③, 6,16,Ｋサンライズドバイ, 65,石橋守, 1.8, 66,   5,  -4,12,186.5,⑯⑮⑬, 6, 5,Ｄタガノジョｰカｰ, 83,国分恭, 0.9, 73,   8,   9, 7, 15.4,⑨⑨⑩
 7, 3,Ｂビュｰオペラ, 65,酒井学, 0.5, 68,  -9,* 11, 7, 19.0,⑪⑪⑩, 7, 7, テイエムブロンクス,---,国分恭, 1.7, 34, -22, -11, 6, 24.0, ⑧⑧, 7,14,Ｆドリｰムボンバｰ, 71,川須栄, 1.8, 63,   8, -11, 7, 19.9,⑤③④, 7, 1,Ｋイノセントリｰサム, 79,国分優, 0.9, 73,   8,   7, 6, 15.2,⑥⑦⑦
 8, 8,Ｈエイシンピンキｰ, 60,国分優, 0.7, 59,* -4,  -3, 9, 43.9,②②①, 8, 3, シゲルブルｰベリｰ,---,花田大, 2.1, 28, -20, -19, 9,118.1, ⑥⑦, 8,12,Ｍニイハオジュウクン, 62,鮫島良, 2.0, 65,   7,  -8,14,242.6,⑪⑪⑨, 8, 8,Ｌナムラブレット, 79,酒井学, 0.9, 74,   6,* 13,15,122.9,⑭⑭⑬
 9, 7,Ｉアカマイ, 59,太宰啓, 0.8, 63,  -9,   6,11, 58.0,⑬⑫⑫, 9, 1, クリノラウエン,---,和田竜, 3.0, 18, -32, -19, 8, 42.1, ⑨⑨, 9, 4,Ｎツィンクルブｰケ, 61,藤岡康, 2.3, 60,   8, -13,11,180.4,⑦⑥⑫, 9, 4,Ｇトップコマチ, 81,和田竜, 1.0, 72,   9,   4, 5, 10.2,③④⑥
10,14,Ｆグロｰリアスロｰズ, 61,北村友, 1.0, 57,  -7,  -3, 1,  2.9,⑥⑦④,,,,,,,,,,,,,10, 5,Ｊレイオス, 66,太宰啓, 2.5, 58,   7, -14,16,395.9,⑭⑩⑦,10, 9,Ｆピュアチャプレット, 82,鮫島良, 1.0, 72,   9,   4, 9, 24.2,⑩⑥⑤
11, 5,Ｍショウナンアピア, 52,和田竜, 1.0, 64, -10,   6,10, 48.2,⑯⑮⑬,,,,,,,,,,,,,11, 8,Ｈディアアプロｰズ, 69,佐藤哲, 3.7, 49,*  9, -29, 8, 25.3,③②③,11,16,Ｎコウエイテンプウ, 77,渡辺薫, 1.2, 71,   8,   5,11, 37.1,⑫⑧⑧
12, 9,Ｊユメノアイリス, 57,高倉稜, 1.1, 59,  -9,   3,15,311.3,⑭⑯⑭,,,,,,,,,,,,,12,15,Ｉフリｰアズアバｰド, 68,川田将, 3.9, 50,   8, -27, 6, 18.5,⑨⑧⑧,12, 3,Ｉクリスマスキング, 80,川須栄, 1.4, 69,   7,   6,16,156.2,⑪⑫⑪
13,16,Ｏシゲルカカリチョウ, 51,赤木高, 1.5, 50,  -5, -12,16,319.7,⑨⑤⑤,,,,,,,,,,,,,13, 2,Ｌオレサイキョｰ, 65,高橋智, 4.2, 48,   6, -25,13,239.1,⑥⑬⑮,13, 7,Ｈテイエムフルパワｰ, 80,野元昭, 1.5, 69,   7,   5,14, 85.5,⑬⑬⑨
14,12,Ｐメイショウトモミ, 41,渡辺薫, 2.7, 39,  -8, -23,13,249.4,⑩⑬⑯,,,,,,,,,,,,,14, 6,Ｇプルシアンオリｰブ, 70,北村友, 4.4, 46,   6, -27,10,116.9,④⑫⑭,14,13,Ａコウユｰヒｰロｰ, 86,北村友, 1.5, 69,   6,   8, 2,  4.1,⑮⑮⑮
15, 2,Ｌグランゴｰル, 53,松山弘, 3.1, 35,* -3, -36,12, 72.4,①①⑨,,,,,,,,,,,,,15,10, カリスマロｰレル,---,松山弘, 4.4, 48,   0, -17,15,296.8,⑩⑯⑯,15,12,Ｏエｰシンポルックス, 75,川田将, 1.6, 69,   5,   8,10, 26.5,⑯⑯⑯
16,11,Ｋアｰトスポット, 54,幸英明, 3.9, 28,* -3, -48,14,275.1,③③⑮,,,,,,,,,,,,,16, 1,Ｏハクユウサンサン, 61,高倉稜, 4.6, 45,   8, -33, 9, 46.6,②⑤⑪,16,15,Ｐパｰプルスタｰ, 74,高倉稜, 2.9, 58,   7,  -9,13, 53.6,⑧⑩⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,
単勝:550円 複勝:13=160円 06=170円 10=330円 枠連:390円,,,,,,,,,,,,単勝:340円 複勝:02=120円 08=110円 06=290円 枠連:210円,,,,,,,,,,,,"単勝:310円 複勝:07=190円 09=290円 13=360円 枠連:1,050円",,,,,,,,,,,,単勝:380円 複勝:10=150円 14=170円 02=280円 枠連:420円,,,,,,,,,,,
馬連:830円 ワイド:06-13=400円 10-13=910円 06-10=910円,,,,,,,,,,,,馬連:270円 ワイド:02-08=160円 02-06=750円 06-08=510円,,,,,,,,,,,,"馬連:1,400円 ワイド:07-09=590円 07-13=640円 09-13=1,080円",,,,,,,,,,,,馬連:870円 ワイド:10-14=380円 02-10=850円 02-14=890円,,,,,,,,,,,
"馬単:2,080円 3連複:3,160円 3連単:15,760円",,,,,,,,,,,,"馬単:620円 3連複:1,240円 3連単:4,080円",,,,,,,,,,,,"馬単:2,300円 3連複:4,440円 3連単:18,410円",,,,,,,,,,,,"馬単:1,660円 3連複:3,680円 3連単:14,870円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾌｪﾆｯｸｽ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｆジャベリン, 64,幸英明,, 70,*  5,*  2, 1,  2.2, ②②, 1,10,Ｎハナカゲ, 42,藤懸貴,, 68,*  8,  -4,11, 30.3, ①①, 1, 5,Ｄメイショウハガクレ, 52,川田将,, 66,  -2,* -1, 6,  9.0, ③②, 1,11,Ｅバラｰドソング, 65,川須栄,, 73,  -5,* 11, 5, 10.7, ⑥⑥
 2,11,Ａスイｰトレｰヌ, 69,川須栄, 0.2, 68,*  7,   0, 2,  5.1, ①①, 2, 3,Ｄメイショウセトウチ, 59,田嶋翔, 0.0, 66,   2,   2, 3,  6.8, ④③, 2, 4,Ｂシゲルスダチ, 58,武豊  , 0.1, 65,  -5,*  2, 4,  7.6, ⑤⑥, 2, 7,Ｃハピシン, 68,酒井学, 0.3, 69,  -7,*  9, 3,  7.8, ⑨⑧
 3, 3,Ｃダンツソレイユ, 65,松山弘, 0.7, 62,  -4,*  1, 3,  6.6, ⑥⑤, 3, 8,Ｂプレミアムカｰド, 63,藤岡康, 0.0, 66,   1,*  3, 1,  2.9, ⑦⑥, 3, 8,Ａカシノラピス, 58,野元昭, 0.3, 62,*  1,  -7, 2,  3.3, ②①, 3, 4,Ｊロイヤルネイチャｰ, 53,松山弘, 0.5, 67,  -2,   2, 9, 57.5, ③④
 4,10,Ｄキンシゴｰルド, 64,花田大, 0.8, 59,  -9,*  4, 4,  7.2, ⑫⑩, 4,14,Ｈシルダリア, 56,松山弘, 0.3, 62,   2,  -2, 8, 18.2, ⑤⑤, 4, 9,Ｅシゲルシバグリ, 51,川須栄, 1.0, 52,  -6, -10, 1,  2.5, ⑥③, 4, 8,Ａヤマニンラレｰヌ, 75,田中健, 0.6, 65,  -5,   3, 4,  9.2, ⑤⑤
 5, 6,Ｌピユカンタｰビレ, 41,和田竜, 0.9, 60,   1,  -3, 9, 32.1, ④③, 5, 1,Ｊニシノシュクラン, 51,北村友, 0.4, 59,  -2,   0,12, 37.0, ⑩⑧, 5, 3,Ｃトップキックス, 54,佐藤哲, 1.7, 44,  -3, -21, 3,  6.5, ④⑤, 5, 2,Ｄネオザミスティック, 65,北村友, 0.7, 64,  -6,   3, 2,  6.6, ⑦⑦
 6, 8,Ｂシゲルヤクイン, 67,太宰啓, 1.1, 57,  -1,  -4, 6, 11.0, ⑤⑥, 6,11,Ｌマイネルスフィア, 46,幸英明, 0.4, 59,  -7,*  6,13, 89.0, ⑮⑮, 6, 7,Ｆシゲルココナッツ, 35,幸英明, 1.9, 40, -17, -11, 8,140.4, ⑧⑧, 6,13,Ｂマルセイユシチｰ, 68,佐藤哲, 0.7, 65,  -2,  -1, 1,  1.8, ④③
 7, 5,Ｇタムロプリンセス, 53,北村友, 1.6, 52,  -5,  -6, 7, 24.6, ⑦⑧, 7, 5,Ｃオカノジョｰカｰ, 62,川須栄, 0.4, 63,*  6,  -7, 4,  7.2, ②②, 7, 1, テンザンフミスタ,---,倉富隆, 2.1, 37, -21, -10, 7, 93.1, ⑨⑨, 7, 9,Ｇシグナルストｰン, 61,和田竜, 0.7, 65,  -6,   3, 7, 16.0, ⑧⑨
 8, 1,Ｅトルベジｰノ, 64,石橋守, 1.8, 52,   2, -12, 5, 11.0, ③④, 8,18,Ａカガタイキ, 63,酒井学, 0.6, 57,  -1,  -3, 7, 13.3, ⑨⑩, 8, 6, ガルホｰム,---,真島正, 2.1, 37,*  1, -31, 5,  7.9, ①④, 8,14,Ｆシゲルチョウカン, 62,藤岡康, 0.8, 63,* -1,  -4, 6, 13.1, ②②
 9,12,Ｋウォｰタｰアｰス, 42,酒井学, 1.9, 49,  -6,  -7,11,242.3, ⑩⑫, 9,16,Ｇショウナンマイケル, 57,川田将, 0.7, 58,   2,  -7, 6, 11.9, ⑥⑦, 9, 2, スｰパｰマリン,---,石川慎, 2.8, 30, -16, -22, 9,154.1, ⑦⑦, 9, 1,Ｋクラウンハッピｰ, 53,水口優, 1.2, 58, -15,   6,13,340.3, ⑪⑩
10,13,Ｊカネトシライジング, 44,野元昭, 1.9, 49, -13,  -3,14,653.4, ⑭⑬,10,15,Ｆチェリッシュライン, 58,鮫島良, 0.8, 55,  -3,  -3, 5, 11.4, ⑭⑫,,,,,,,,,,,,,10, 6,Ｉオオトリフクムスメ, 60,森一馬, 1.3, 57, -18,   7,11,140.2, ⑬⑫
11, 2, シｰポｰジｰ,---,高倉稜, 2.2, 45, -10,  -9,13,416.3, ⑪⑪,11, 9,Ｉメイショウホロベツ, 53,飯田祐, 0.9, 53,  -2,  -6,15,197.0, ⑪⑪,,,,,,,,,,,,,11, 3,Ｌアイキャン, 49,高倉稜, 1.6, 53, -18,   3,12,255.8, ⑫⑬
12, 4, シュンプウサイライ,---,藤懸貴, 2.2, 45,  -4, -12,10, 46.5, ⑨⑦,12,13,Ｅクリスチャンラヴ, 59,佐藤哲, 1.2, 52,*  4, -15, 2,  6.7, ③④,,,,,,,,,,,,,12,10,Ｈメイショウヘミング, 60,花田大, 1.6, 52, -14,  -1, 8, 51.8, ⑩⑪
13, 7,Ｈニシノニシキ, 51,藤岡康, 2.6, 42,  -5, -15, 8, 30.8, ⑧⑨,13,17,Ｋハクユウライナｰ, 49,和田竜, 1.3, 49,  -1, -13,10, 28.7, ⑧⑨,,,,,,,,,,,,,13,12,Ｍインテレス, 44,国分恭, 1.8, 51,*  3, -19,10,108.3, ①①
14,14,Ｉルッケリ, 47,森一馬, 2.8, 38, -10, -14,12,399.3, ⑬⑭,14, 2, アンプリペアｰド,---,小林慎, 1.3, 45, -13,  -1,14,147.6, ⑰⑯,,,,,,,,,,,,,14, 5,Ｎクリノハマナス, 43,藤懸貴, 2.1, 46, -21,  -1,14,456.0, ⑭⑭
,,,,,,,,,,,,15, 7,Ｑチョウシアワセ, 35,渡辺薫, 1.3, 48,  -5,  -9,17,233.0, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 4,Ｏロックフェアレディ, 40,国分恭, 1.6, 43, -28,*  9,16,232.6, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,12,Ｍサニｰサファイア, 44,武豊  , 1.7, 41, -11,  -7, 9, 22.4, ⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 6,Ｐドクタｰマリ, 38,国分優, 1.7, 41,  -5, -14,18,250.2, ⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
