11年 1月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 1月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初日の出ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａグリｰンファイヤｰ, 67,横山典,, 56,*  0,*  1, 1,  1.3, ①①, 1, 7,Ａキッズアプロｰズ, 86,田中勝,, 78,* -6,* 29, 1,  1.2,①①①, 1, 6,Ｂオｰセロワ, 75,横山典,, 66,*  5,   2, 1,  1.8, ②②, 1, 7,Ｂカホマックス, 87,中舘英,, 83,*  7,  12, 5,  9.5, ③②
 2,14,Ｂレッツマンボウ, 61,柴山雄, 0.5, 51,  -6,*  3, 5, 22.7, ⑦⑦, 2,12,Ｅギャザｰロｰジズ, 72,ベリｰ, 0.2, 76,  -7,* 31, 2,  9.5,⑦⑤⑤, 2, 7,Ｆシルクミライ, 69,吉田豊, 0.1, 64,  -3,*  8, 6, 18.5, ⑪⑪, 2, 8,Ｈケイアイダイオウ, 80,伊藤工, 0.0, 83,   2,* 16, 6, 16.1, ⑨⑩
 3, 8,Ｉジャストザヒロイン, 41,幸英明, 0.8, 50,  -3,  -2, 4, 22.7, ⑤④, 3, 5,Ｂロトスカイブルｰ, 75,横山典, 0.9, 70,  -7,  25, 3, 11.9,③④④, 3,11,Ａトウショウフォアゴ, 79,石橋脩, 0.2, 64,   1,   4, 2,  3.9, ④④, 3, 6,Ｄデイトユアドリｰム, 85,松岡正, 0.1, 82,   1,* 16, 4,  6.1, ⑪⑨
 4, 1,Ｊニシノゼｰレ, 40,村田一, 1.4, 45,  -4,  -6,11,101.4, ④⑥, 4,11,Ｍトｰセンアドミラル, 61,内田博, 0.9, 70,* -6,  22, 5, 23.2,②②②, 4, 5,Ｇコスモオｰ, 66,丹内祐, 0.2, 65,   3,   2,14,153.3, ③③, 4, 5,Ｃドスライス, 86,柴田善, 0.3, 79,   4,  12, 2,  5.5, ④④
 5, 6,Ｆアブラカタブラ, 45,柴田大, 1.4, 44,  -8,  -3, 7, 36.9, ⑨⑧, 5,14,Ｉマイネルプロｰトス, 69,津村明, 1.1, 67,* -6,  21,10,163.2,④③③, 5, 3,Ｋケイアイアシュラ, 59,幸英明, 0.2, 64,  -3,*  7, 5, 14.7, ⑩⑩, 5,13,Ａメトロノｰス, 93,内田博, 0.3, 81,   5,  11, 1,  2.8, ⑥⑦
 6,11,Ｇタイキアンジェリカ, 44,伊藤工, 1.5, 43, -11,  -1, 6, 23.1, ⑫⑪, 6, 1,Ｄニシノサンタロウ, 72,柴田善, 1.1, 67,  -8,  25, 4, 12.7,⑥⑦⑦, 6, 8,Ｈセイウンリファイン, 63,村田一, 0.3, 63,  -5,*  8,10, 60.2, ⑬⑬, 6, 3,Ｍモアザンスマｰト, 77,吉田隼, 0.5, 80,  -5,* 19,12, 60.5, ⑮⑯
 7,16,Ｈプルｰフオブライフ, 43,北村宏, 1.5, 43,* -2, -10, 8, 44.6, ③②, 7, 9,Ｈナムラロアｰ, 70,吉田豊, 1.1, 68,  -8,  25, 7, 43.0,⑤⑥⑥, 7,13,Ｃダニエルバロｰズ, 72,勝浦正, 0.4, 63,  -2,   5, 4, 12.5, ⑫⑫, 7,10,Ｆリリｰハｰバｰ, 82,柴山雄, 0.7, 76,  -4,* 15, 8, 28.4, ⑭⑬
 8, 4,Ｋゴｰルドエタンセル, 40,後藤浩, 1.5, 42, -13,*  1, 2,  7.9, ⑬⑫, 8, 4,Ｊメイスンファｰスト, 68,北村宏, 1.1, 70, -10,* 28,12,198.6,⑩⑪⑪, 8, 9,Ｊカリズマアゲン, 59,平野優, 0.5, 62,   0,   2,15,449.4, ⑦⑥, 8,12,Ｇドリｰムクラウン, 81,横山典, 0.8, 76,   2,   9, 7, 23.7, ⑩⑪
 9,15,Ｄメイショウキスゲ, 48,小島太, 1.7, 43,  -7,  -6,10, 95.6, ⑧⑨, 9,10,Ｆリンガスアクタｰ, 71,江田照, 1.6, 67,  -9,  22, 8, 80.9,⑨⑨⑧, 9, 1,Ｉノボパガｰレ, 62,三浦皇, 0.6, 61,  -1,   2, 9, 51.1, ⑨⑤, 9,14,Ｅトｰセンクロス, 82,クラス, 0.8, 76,   1,  10, 3,  5.7, ⑫⑭
10,13,Ｌシャンソン, 38,田辺裕, 1.8, 40, -16,*  1,16,348.1, ⑯⑮,10,15,Ｃグラスブレイド, 72,田辺裕, 1.7, 64,  -8,  20, 6, 34.3,⑧⑧⑨,10, 4,Ｏアポロジャスミン, 53,内田博, 0.7, 61,*  6,  -4, 7, 25.9, ①①,10,11,Ｉティアップハｰレｰ, 79,北村宏, 0.9, 75,   5,   6,10, 32.9, ⑤⑤
11,10,Ｃシルバｰエデン, 48,二本柳, 1.9, 41,  -4, -10,12,111.4, ⑥⑤,11, 2,Ｋミアコルサ, 66,小林淳, 1.9, 66, -11,  24,14,244.1,⑭⑬⑫,11,12,Ｅマルタｰズブレｰヴ, 69,北村宏, 0.7, 60,   0,   1, 3, 10.2, ⑧⑨,11,16,Ｌギンゲイ, 77,丸田恭, 1.3, 70,   3,   4, 9, 29.1, ⑧⑫
12, 7,Ｍバｰネット, 32,西村太, 2.0, 39, -11,  -5,15,294.5, ⑩⑩,12,13,Ｇサクラルｰラｰ, 70,小島太, 2.0, 63,  -9,  19,13,210.1,⑪⑩⑩,12, 2,Ｄレッドキャタピラｰ, 69,中舘英, 1.3, 54,  -7,   1,11, 95.0, ⑭⑭,12,15,Ｐフロｰライゼ, 63,武士沢, 1.7, 66,  -5,   7,15,188.2, ⑯⑮
13, 2,Ｅサンマルフェアｰ, 45,内田博, 2.3, 38,* -2, -15, 3, 11.2, ②③,13, 3,Ｌマキシムトパｰズ, 62,三浦皇, 2.7, 59, -12,  19,11,198.2,⑮⑮⑭,13,15,Ｌハヤブサエミネンス, 58,吉田隼, 1.4, 55,  -5,   0,12, 99.2, ⑮⑮,13, 1,Ｊカフェレジェンド, 79,三浦皇, 2.3, 62,*  7,  -8,11, 41.8, ①①
14, 9,Ｎファインシルバｰ, 32,蛯名正, 3.8, 25, -10, -20, 9, 53.5, ⑪⑬,14, 6,Ｎアドバンスペリｰ, 61,吉田隼, 3.1, 58, -10,  12,15,297.6,⑫⑫⑬,14,14,Ｎナムラトリトン, 57,菅原隆, 1.8, 51,   2, -10, 8, 41.8, ⑥⑦,14, 9,Ｋジェイケイボストン, 78,西田雄, 2.4, 61,   0,  -3,16,347.3, ⑬⑧
