11年12月24日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月24日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1700m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
 9, 1,Ｌブルジュハリファ, 33,杉原誠, 1.9, 45, -17,  -1,12,213.5, ⑫⑩, 9, 4,Ｃヴェリタスウオリア, 59,酒井学, 0.4, 54,* -1,  -2, 4,  9.4,④③⑤, 9, 9,Ｅタイセイジｰニアス, 69,丸田恭, 0.7, 65,   4,   1, 4, 11.2,⑧⑧⑧, 9, 5,Ｄテイエムシシオｰ, 68,松山弘, 0.9, 58,*  6,  -5, 9, 39.7,①①①
10, 9,Ａアンビホｰルドゥン, 66,藤岡康, 2.1, 44, -16,  -3, 2,  5.0, ⑪⑫,10, 7,Ｄメトロファルコン, 56,高倉稜, 0.5, 54,  -2,   0, 8, 24.0,⑨⑥⑦,10,16,Ｈタガノシュｰマン, 66,水口優, 1.1, 62,*  8,  -8, 5, 18.9,①①①,10, 4,Ｏミスコクラ, 31,松田大, 1.3, 57,   2,   0,16,241.0,⑬⑭⑨
11, 6,Ｆチキリフォルテ, 57,高倉稜, 2.2, 43, -14,  -5, 9, 21.4, ⑩⑨,11,12,Ｎエスジｰアｰル, 34,村田一, 0.6, 57,  -7,* 12,13,137.9,⑯⑯⑭,11,13,Ｋナスムネタカ, 65,酒井学, 1.3, 63,   2,   1,16,380.6,⑯⑯⑮,11,10, ダイリンウィｰク,---,山口勲, 1.9, 50,   4, -11,11, 48.5,⑤⑥⑦
12,11,Ｊフリポンヌ, 49,大野拓, 2.2, 42, -19,  -1,11,134.6, ⑬⑬,12,18,Ｏメイショウバクフウ, 31,松山弘, 0.9, 53,  -7,   4,14,252.3,⑭⑮⑬,12, 6,Ａキンショｰダンデｰ, 75,中舘英, 1.3, 61,   4,  -5, 1,  2.4,⑨⑨⑨,12,14,Ｍカシノエルフ, 52,酒井学, 2.0, 50,   3,  -9,15,196.6,⑨⑧⑫
13, 3,Ｎハヌルソンムル, 24,宮崎北, 2.4, 40, -25,   1,14,379.2, ⑭⑭,13, 6,Ａスマｰトステラ, 65,吉田隼, 1.0, 49,  -2,  -8, 5, 11.8,⑤⑦⑧,13,11,Ｌピノブラン, 65,松山弘, 1.4, 60,*  6,  -8,14, 85.5,⑤⑤④,13,13,Ｂキンシザイル, 74,吉田隼, 2.2, 49,*  5, -14, 3,  5.7,④⑤⑥
14,12,Ｋテイエムクｰガｰ, 39,松山弘, 2.8, 36, -13, -12,10, 25.7, ⑨⑪,14, 8,Ｍメイショウアマクサ, 35,大野拓, 1.2, 47,*  1, -16,11, 36.9,②②②,14,10,Ｍアイファｰハイカラ, 64,太宰啓, 1.5, 58,*  6,  -9,12, 79.0,③③②,14, 9,Ｌエｰシンスコルピオ, 56,上村洋, 3.2, 43,   3, -17, 7, 25.8,⑪⑬⑮
,,,,,,,,,,,,15, 9,Ｑカシノギア, 28,菅原隆, 4.2, 22,  -4, -49,18,523.8,③⑪⑮,15, 5,Ｎマイネルインゼル, 64,丹内祐, 2.4, 54,*  6, -16,10, 46.3,④④⑪,15,15,Ｉゴｰイングストｰン, 60,大野拓, 3.4, 40,   3, -21,10, 42.9,⑥⑩⑭
,,,,,,,,,,,,16,15,Ｐモリトリジョイス, 30,横山和, 4.5, 20,  -5, -49,17,309.3,⑥⑬⑯,16, 4,Ｐベルモントカントル, 49,西田雄, 3.7, 44,*  6, -28,15,225.5,②②⑥,16,16,Ｈサンライズシャトｰ, 60,古川吉, 3.4, 40,   3, -21,14,165.0,⑦⑪⑯
,,,,,,,,,,,,17, 2,Ｌコスモモストロ, 37,太宰啓, 4.6, 17,  -9, -40,15,260.8,⑫⑰⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 3,Ｒスズカミラクル, 25,山口勲, 4.7, 17,  -9, -42,16,302.4,⑱⑱⑰,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,
単勝:470円 複勝:14=180円 07=190円 02=280円 枠連:840円,,,,,,,,,,,,"単勝:340円 複勝:11=180円 13=260円 16=2,060円 枠連:380円",,,,,,,,,,,,"単勝:6,030円 複勝:03=1,060円 08=230円 12=1,330円 枠連:5,250円",,,,,,,,,,,,単勝:190円 複勝:11=110円 02=330円 08=370円 枠連:800円,,,,,,,,,,,
"馬連:2,080円 ワイド:07-14=800円 02-14=830円 02-07=690円",,,,,,,,,,,,"馬連:1,970円 ワイド:11-13=650円 11-16=5,570円 13-16=10,430円",,,,,,,,,,,,"馬連:7,100円 ワイド:03-08=1,950円 03-12=21,440円 08-12=4,610円",,,,,,,,,,,,"馬連:1,170円 ワイド:02-11=510円 08-11=790円 02-08=2,970円",,,,,,,,,,,
"馬単:3,490円 3連複:4,840円 3連単:33,550円",,,,,,,,,,,,"馬単:3,200円 3連複:59,530円 3連単:248,170円",,,,,,,,,,,,"馬単:14,050円 3連複:114,380円 3連単:892,940円",,,,,,,,,,,,"馬単:1,800円 3連複:8,290円 3連単:22,070円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宗像特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｌママキジャ, 65,嘉藤貴,, 71,   2,* 14, 7, 17.6,⑦⑥⑥, 1, 4,Ｋテｰブルスピｰチ, 67,オドノ,, 76,   3,* 14, 1,  4.4,⑪⑫⑧, 1,14,Ｅサンライズイｰグル, 69,高倉稜,, 74,   2,   5, 2,  5.7, ⑨⑨, 1,13,Ｉアグネスウイッシュ, 75,勝浦正,, 85,  -4,* 23, 9, 18.7, ⑰⑯
 2,11,Ｇリリｰファイアｰ, 70,松山弘, 0.0, 70,*  2,* 12, 5,  6.8,④⑤③, 2,10,Ｃスイｰトベルモット, 72,安藤光, 0.2, 75,   2,* 14, 9, 20.0,⑭⑬⑬, 2, 7,Ａドリｰムヒｰロｰ, 74,酒井学, 0.1, 74,   2,   4, 1,  5.4, ⑧⑧, 2,14,Ｌブラｰニｰストｰン, 73,松山弘, 0.1, 85,  -1,* 19, 3,  8.0, ⑯⑭
 3,16,Ｆバｰチャルトラック, 71,江田照, 0.4, 68,   1,  12, 8, 18.6,⑪⑩⑧, 3, 8,Ｍスズカスコｰル, 63,山口勲, 0.3, 73,   3,  10,14, 91.8,⑩⑨⑤, 3,12,Ｃクロンドロｰリエ, 70,西村太, 0.1, 73,  -2,*  8,11, 31.5, ⑫⑪, 3,15,Ｈナイトアンジェロ, 75,大野拓, 0.3, 82,   7,   9, 5,  9.7, ⑨⑧
 4,14,Ｊプリティｰマッハ, 66,黛弘人, 0.5, 68,   1,  11,13,113.4,⑩⑨⑪, 4, 6,Ｊヤマニンソルファ, 67,伊藤工, 0.5, 71,*  5,   5,11, 48.9,③③④, 4, 4,Ｉディオｰサ, 67,勝浦正, 0.3, 70,* 13,  -9, 5,  8.9, ①①,17, 3,Ａルアｰズストリｰト, 78,藤岡康, 0.5, 80,   1,  13, 1,  3.1, ⑬⑫
 5, 5,Ａニシノサンタロウ, 76,中舘英, 0.6, 65,*  2,   7, 3,  6.1,⑤④⑤, 5, 3,Ｂネオジェイズレｰヌ, 72,藤懸貴, 0.7, 67,   3,   6, 8, 13.0,⑧⑦⑥, 5,13,Ｎハンタｰワディ, 62,筒井勇, 0.3, 70,  -2,   5,10, 21.0, ⑬⑮, 4,10,Ｇチェリｰビスティｰ, 75,柴山雄, 0.6, 78,   0,  13, 4,  9.3, ⑮⑰
 6,12,Ｉクリノテンペスタ, 68,宮崎北, 0.6, 67,  -2,* 14,10, 48.3,⑮⑮⑮, 6, 7,Ａアドマイヤインディ, 73,浜中俊, 0.8, 70,   4,   4, 2,  5.6,⑥⑥③, 6, 2,Ｆレッドクロス, 69,杉原誠, 0.4, 69,*  7,  -5, 7, 11.9, ②③, 5, 9,Ｄビラゴｰティアラ, 77,丸田恭, 0.8, 76,   8,   3,12, 43.1, ⑦⑦
 7, 2,Ｂマイネルレガｰロ, 75,丹内祐, 0.7, 67,  -1,  11, 4,  6.4,⑯⑭⑬, 7,12,Ｇホワイトジュエル, 69,二本柳, 0.8, 70,   1,  10, 6, 11.3,⑮⑯⑭, 7, 3,Ｈコスモドロス, 68,丹内祐, 0.4, 70,   3,  -1, 8, 13.1, ⑦②, 6, 2,Ｂメイショウツガル, 78,石橋守, 0.8, 76,* 12,  -1, 7, 12.3, ③②
 8, 4,Ｅタッチドヘヴンリｰ, 71,浜中俊, 0.7, 68,  -1,  11, 2,  6.0,⑬⑫⑭, 8,15,Ｆツィンクルブｰケ, 69,藤岡康, 1.1, 69,   2,   6, 5,  7.5,⑫⑭⑮, 8,18,Ｄアウトオブオｰダｰ, 70,丸田恭, 0.6, 65,  -2,   1, 3,  6.1, ⑭⑬, 7,12,Ｆテイエムアモｰレ, 76,小林慎, 0.8, 75,* 13,  -3,10, 31.9, ②③
 9, 3,Ｃアラビアンザサン, 73,吉田隼, 0.8, 64,*  3,   5, 6,  8.1,③③②, 9,13,Ｏハッピｰスカッシュ, 53,酒井学, 1.3, 67,   1,   7,15,118.7,⑯⑮⑯, 9,17,Ｌシャインドリｰム, 63,宮崎北, 0.6, 68,  -4,   4,18,161.6, ⑯⑯, 8,18,Ｊジョｰリゴラス, 73,松田大, 0.9, 74,   4,   5,11, 41.2, ⑫⑪
10,10,Ｏゴｰルドエンジュ, 53,丸田恭, 0.9, 64,  -1,  10,11, 61.4,⑭⑬⑫,10, 5,Ｅジャマイカラｰ, 69,横山和, 1.5, 64,   3,   0,10, 31.9,⑨⑩⑩,10, 5,Ｂネオザミスティック, 70,浜中俊, 0.8, 64,   5,  -8, 4,  7.2, ③④, 9, 8,Ｋアｰリｰデイズ, 73,丹内祐, 1.0, 73,   3,   4,13, 56.9, ⑪⑬
11, 8,Ｎハクユウサンサン, 57,国分優, 1.0, 62,*  3,   2,14,127.8,②②①,11, 2,Ｈミラクルフラッグ, 69,松田大, 1.6, 63,*  6,  -6, 4,  6.7,②②①,11,10,Ｍアフロディシアス, 62,藤岡康, 0.8, 64,  -6,   3, 6,  9.7, ⑮⑩,10,11,Ｑメタリック, 69,宮崎北, 1.1, 72,   2,   4,16, 85.0, ⑭⑮
12, 7,Ｋシャインストｰン, 65,古川吉, 1.1, 62,   0,   7,15,194.6,⑨⑧⑩,12, 9,Ｌパブリックアフェア, 64,大野拓, 1.6, 63,   4,  -3,12, 64.9,⑤⑤⑨,12, 6,Ｇシステｰナブルｰ, 69,上村洋, 0.9, 63, -11,*  7,12, 45.8, ⑰⑰,11,16,Ｐジニオマッジョｰレ, 70,上村洋, 1.2, 70,* 10,  -5,18,153.6, ⑤⑤
13, 9,Ｄアドマイヤアゲイン, 72,高倉稜, 1.3, 62,   1,   4, 1,  3.4,⑧⑪⑨,13,11,Ｎフロｰルジェナ, 60,江田照, 1.9, 62,   3,  -1,16,144.7,⑬⑪⑪,13, 9,Ｑフィｰルザライト, 59,太宰啓, 1.0, 61, -15,* 10,15,123.4, ⑱⑱,12, 7,Ｃタマモコントラバス, 77,村田一, 1.2, 70,   8,  -3, 2,  6.5, ⑥⑥
14,13,Ｈクリスタルクｰル, 68,鮫島良, 1.6, 62,   1,   1, 9, 39.5,⑥⑦⑦,14,16,Ｄショウナンガｰデン, 71,吉田隼, 1.9, 62,   5,  -4, 7, 12.3,⑦⑧⑫,14, 8,Ｊゴｰルデンオブジェ, 66,中舘英, 1.4, 57,   5, -16, 9, 15.7, ④⑤,13, 4,Ｎドリｰムフォワｰド, 72,浜中俊, 1.2, 71,* 10,  -5, 8, 13.9, ④④
15,15,Ｐソアリング, 47,伊藤工, 2.8, 53,  -2,  -2,16,484.1,⑫⑯⑯,15,14,Ｉラプリメｰラ, 68,渡辺薫, 2.7, 56,*  5, -14, 3,  5.9,④④⑦,15, 1,Ｐコルドバ, 59,吉田隼, 1.4, 56,   3, -14,13, 49.5, ⑥⑦,14, 5,Ｍリッカコウユウ, 72,吉田隼, 1.3, 69,   8,  -4,14, 81.0, ⑧⑩
16, 1,Ｍショウナンサンガ, 57,西田雄, 4.4, 39,*  4, -27,12, 80.6,①①④,16, 1,Ｐピュアストｰン, 47,松山弘, 2.9, 54,*  6, -16,13, 88.7,①①②,16,16,Ｏトミケンアマｰト, 61,国分優, 1.9, 51,   1, -18,16,142.7, ⑪⑫,15, 6,Ｒフィｰルドチャペル, 65,高倉稜, 2.0, 59,  -7,   1,17,104.9, ⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｒフジマサオｰシャン, 52,黛弘人, 2.0, 48,   0, -20,17,152.9, ⑩⑭,16,17,Ｏエランドｰル, 71,山口勲, 2.2, 58,   8, -15,15, 83.9, ⑩⑨
,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｋトロピカルマドンナ, 63,山口勲, 2.2, 45,   5, -26,14, 93.2, ⑤⑥,18, 1,Ｅキタサンフクジン, 77,芹沢純, 2.5, 54,* 13, -25, 6, 10.7, ①①
ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,760円 複勝:06=590円 11=350円 16=450円 枠連:1,970円",,,,,,,,,,,,"単勝:440円 複勝:04=230円 10=520円 08=2,430円 枠連:3,240円",,,,,,,,,,,,"単勝:570円 複勝:14=230円 07=190円 12=500円 枠連:1,060円",,,,,,,,,,,,"単勝:1,870円 複勝:13=560円 14=290円 15=410円 枠連:1,680円",,,,,,,,,,,
"馬連:6,440円 ワイド:06-11=2,100円 06-16=5,580円 11-16=1,770円",,,,,,,,,,,,"馬連:5,790円 ワイド:04-10=2,360円 04-08=7,590円 08-10=12,830円",,,,,,,,,,,,"馬連:2,120円 ワイド:07-14=860円 12-14=2,500円 07-12=2,040円",,,,,,,,,,,,"馬連:6,780円 ワイド:13-14=1,700円 13-15=3,250円 14-15=1,320円",,,,,,,,,,,
"馬単:16,020円 3連複:33,500円 3連単:200,880円",,,,,,,,,,,,"馬単:8,710円 3連複:143,090円 3連単:579,850円",,,,,,,,,,,,"馬単:4,900円 3連複:15,160円 3連単:71,600円",,,,,,,,,,,,"馬単:14,950円 3連複:17,680円 3連単:111,810円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 6R  ダ2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,志賀島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂキボウダクリチャン, 58,杉原誠,, 62,  -5,* 12, 8, 20.6, ⑨⑥, 1, 2,Ａレットミｰノｰ, 78,菅原隆,, 78,   6,* 14, 4,  8.7,③⑤④, 1, 2,Ａギガワット, 73,中舘英,, 75,*  0,* 11, 1,  2.0, ①①, 1,10,Ｎエクセリオン, 60,大野拓,, 78,* -5,  14,11, 34.3,⑥④④
 2, 7,Ａブルｰプルチェッラ, 58,太宰啓, 0.0, 62,*  1,   6, 1,  3.0, ④③, 2,10,Ｏリバｰクリｰク, 62,太宰啓, 0.2, 75,*  7,   9, 7, 12.7,②①②, 2, 5,Ｅフェブムｰビング, 66,高倉稜, 1.0, 65,* -2,   3, 3,  4.3, ②②, 2,15,Ｋジパングダマシイ, 65,柴山雄, 0.1, 74,* -4,  11,15, 98.4,②②③
 3, 4,Ｄエｰシンエムディｰ, 56,吉田隼, 0.1, 62,*  6,   0, 2,  3.8, ①①, 3, 5,Ｆアグネスフリｰダム, 72,勝浦正, 0.3, 77,   5,* 14, 6, 12.1,⑥⑦⑥, 3, 4,Ｆメリトゥム, 64,丹内祐, 1.1, 64,  -8,   7, 9, 44.5, ⑤⑤, 3,14,Ｆメイショウヤタロウ, 73,中舘英, 0.1, 75,* -4,  11, 3,  5.2,③③②
 4,10,Ｋアラカメジョウ, 46,江田照, 0.3, 59,*  2,   1,14, 84.7, ③②, 4,16,Ｅタイソンバロｰズ, 73,高倉稜, 0.5, 76,   6,  11,10, 32.3,⑩⑨⑧, 4,13,Ｂサクラフェニックス, 71,勝浦正, 1.1, 64,* -3,   3, 2,  4.2, ③③, 4, 5,Ａリバｰハイランド, 76,太宰啓, 0.2, 79, -12,* 25, 1,  4.1,⑭⑯⑪
 5,11,Ｃアナコンダ, 57,横山和, 0.4, 57,  -2,   4, 9, 28.9, ⑥⑤, 5,13,Ｃフォンテｰヌブロｰ, 74,柴山雄, 0.7, 75,   4,* 14, 5, 11.4,⑮⑭⑯, 5, 7,Ｋワンダｰソング, 58,野元昭, 1.3, 61, -13,   8,11,191.6, ⑦⑧, 5, 7,Ｅニシノマナザシ, 73,荻野琢, 0.2, 71,* -4,   8, 5,  8.1,①①①
 6, 9,Ｎピュアルｰジュ, 43,石橋守, 0.4, 58,  -7,*  9, 6, 12.1, ⑪⑪, 6, 6,Ｋヴェイロン, 66,横山和, 0.7, 76,   4,* 14, 9, 23.3,⑯⑯⑭, 6,14,Ｃメイショウキルタｰ, 71,松山弘, 1.5, 59, -10,   4, 5, 18.6, ⑥⑦, 6, 1,Ｂカピオラニパレス, 75,黛弘人, 0.3, 76,  -9,  18, 4,  6.8,⑩⑧⑥
 7,12,Ｌクロコサイレンス, 44,古川吉, 0.4, 58,  -4,   7, 5, 11.5, ⑧⑦, 7, 1,Ｇコウユｰタイセイ, 70,村田一, 0.9, 74,   5,  10, 8, 21.4,⑧⑬⑫, 7, 8,Ｉマルカファントム, 61,森一馬, 1.6, 59,  -5,   0,10, 54.8, ④④, 7, 4,Ｃマイネルヴァルム, 74,吉田隼, 0.3, 75,  -8,  15, 7, 13.3,④⑤⑤
 8,13,Ｇコスモナデシコ, 52,丹内祐, 0.7, 54, -11,*  9, 4, 10.3, ⑯⑫, 8, 3,Ｍアドマイヤパｰシア, 65,浜中俊, 0.9, 75,   4,  11, 3,  7.6,⑨⑫⑪, 8, 9,Ｈカワキタラブポップ, 61,丸田恭, 1.6, 56, -16,   7, 7, 33.8, ⑧⑥, 8,11,Ｉマイネルアウストロ, 66,丹内祐, 0.4, 77, -11,* 19,10, 32.1,⑮⑪⑧
 9,14,Ｊパシフィックブルｰ, 47,宮崎北, 1.0, 50, -10,   4,16,281.7, ⑮⑮, 9,14,Ｂスペシャルイモン, 77,国分優, 1.2, 70,*  7,   2, 1,  2.6,⑤③③, 9, 6,Ｄコスモセレクト, 69,柴山雄, 1.9, 53, -25,* 10, 4, 11.2, ⑪⑪, 9,13,Ｇインプレッシヴデイ, 71,上村洋, 0.4, 76,  -9,  18, 6, 12.3,⑯⑩⑨
10,17,Ｆマイネマキアｰジュ, 52,酒井学, 1.1, 49,  -8,   2, 3,  7.6, ⑭⑬,10, 7,Ｄゴｰルドルｰスタｰ, 74,中舘英, 1.3, 70,   6,   3, 2,  6.2,⑦⑥⑦,10,12,Ｊメイフィｰルド, 59,宮崎北, 2.2, 51, -19,   4,13,230.2, ⑩⑩,10,16,Ｍビｰビｰバカラ, 63,村田一, 0.5, 72,  -9,  15,12, 61.3,⑪⑨⑩
11, 1,Ｅカシノペンダント, 52,二本柳, 1.2, 47,  -6,  -3,10, 34.3, ⑩⑩,11,12,Ｊテラボルト, 68,鮫島良, 1.3, 71,*  7,   1,11, 33.3,⑬④⑤,11,10,Ｍコウセイベイビｰ, 45,黛弘人, 2.4, 50, -19,   3,12,208.1, ⑨⑨,11, 8,Ｊケイエスキングオｰ, 66,松田大, 0.6, 72,  -7,  13, 8, 22.9,⑤⑥⑦
