11年 4月24日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月24日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝2400m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾒﾄﾛﾎﾟﾘﾀﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｄウインジュビリｰ, 59,蛯名正,, 60,  -7,* 14, 1,  1.9, ⑥⑥, 1,11,Ｂアレアｰラック, 60,藤田伸,, 68,* -6,* 10, 6, 11.8,⑯①①, 1,13,Ｅリｰプオブフェイス, 67,三浦皇,, 66,  -2,*  8, 3,  6.3, ⑨⑧, 1, 4,Ｃケイアイドウソジン, 87,藤田伸,, 86,* 11,   5, 3,  6.1,⑤⑤③
 2, 3,Ｂトップオブプレイズ, 63,武豊  , 0.3, 59,* -6,   8, 4, 10.0, ①①, 2,15,Ａホッコｰブレｰヴ, 64,内田博, 0.2, 73, -12,* 18, 3,  6.0,⑨⑭⑬, 2,14,Ｎノボシャンパｰニュ, 58,大庭和, 0.3, 62,*  2,   0,15,223.3, ①①, 2,14,Ｇネコパンチ, 84,江田照, 0.1, 84,* 11,   2, 5,  8.0,④④⑤
 3,13,Ａサハラグレｰス, 66,北村宏, 0.6, 55,* -7,   6, 2,  5.6, ③③, 3, 6,Ｆヒカルウインド, 52,四位洋, 0.3, 66,* -8,*  8, 2,  5.5,②④④, 3, 3,Ｂエルメスグリｰン, 70,川田将, 0.4, 63,   0,   3, 2,  4.6, ⑥⑤, 3, 7,Ｂエジソン, 91,横山典, 0.1, 85,   8,* 12,12, 29.3,⑨⑩⑩
 4, 9,Ｇサマｰティアラ, 54,横山典, 0.8, 55,  -9,  10, 3,  8.4, ⑦⑧, 4, 5,Ｈエｰブトウコン, 51,蛯名正, 0.8, 59,* -8,   1, 9, 49.6,③③③, 4,11,Ｐベルモントエルメス, 48,蛯名正, 0.5, 61,   0,   2, 6, 19.9, ⑦⑥, 4,12,Ｈコロンバスサｰクル, 83,武豊  , 0.2, 83,* 12,  -2, 8, 21.9,②②②
 5, 5,Ｈケｰジｰアミｰガ, 50,三浦皇, 1.3, 53, -13,* 12,11,106.7, ⑭⑬, 5, 7,Ｅメジロダイボサツ, 54,吉田豊, 0.9, 59, -10,   4, 4,  6.8,⑥⑥⑥, 5, 9,Ｋトｰアティアレ, 62,北村宏, 0.5, 63,  -5,*  9,12, 47.2, ⑮⑮, 5, 6,Ｄジャングルハヤテ, 87,池添謙, 0.2, 84,  10,   6, 6,  8.0,⑧⑦⑥
 6,14,Ｋファストコンタクト, 40,丸山元, 1.5, 51, -10,   7,10, 93.1, ⑩⑩, 6,12,Ｇルｰジュ, 52,後藤浩, 1.0, 57, -10,   3, 7, 16.5,⑮⑪⑨, 6,12,Ｈミラクルフルｰツ, 65,丸山元, 0.8, 59,  -5,   4,13,106.0, ⑩⑬, 6, 5,Ａキングトップガン, 91,丸山元, 0.2, 85,   8,* 12,11, 25.9,⑩⑨⑨
 7, 7,Ｉホッコｰマドンナ, 47,吉田豊, 1.6, 47,  -9,   3, 9, 82.8, ⑧⑨, 7, 9,Ｉアポロゼウス, 47,柴田善, 1.0, 57,  -9,   1, 5, 10.2,④⑤⑤, 7,10,Ｃレインボｰハｰト, 70,岩田康, 1.0, 58,*  1,  -4, 1,  2.4, ④④, 7,11,Ｌイコピコ, 81,酒井学, 0.3, 83,  10,   4, 2,  5.4,⑥⑥⑦
 8,12,Ｅマックスアリウ, 57,岩田康, 1.8, 48,* -5,  -4, 6, 11.6, ②②, 8,16, クラッシュアゲン,---,田中勝, 1.1, 57, -10,   1,12, 82.7,⑭⑧⑧, 8, 8,Ａチャレンジフラッグ, 70,後藤浩, 1.0, 56,   0,  -4, 4,  8.5, ②③, 8, 8,Ｎヒカルカザブエ, 77,内田博, 0.7, 83,   6,* 12, 7, 15.8,⑪⑪⑬
