11年 5月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｶﾙﾐｱ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａトｰセンリョウマ, 63,吉田隼,, 60,*  0,*  4, 1,  1.4,①①①, 1, 8,Ａエメラルドウインド, 64,西村太,, 60,* -1,  -2, 3,  5.7, ②②, 1, 6,Ｂエリモエポナ, 76,高倉稜,, 79,*  8,*  9, 2,  4.1, ②②, 1,15,Ｇサトノフロｰラ, 68,丸田恭,, 76, -15,* 22, 3,  6.1, ⑫⑩
 2, 9,Ｄコスモレッドアイ, 55,丹内祐, 0.8, 57,*  0,  -2, 3,  9.5,③③②, 2, 2,Ｂボｰルドグラン, 63,伊藤工, 0.0, 61,*  1,  -2, 1,  3.6, ①①, 2,10,Ｄサマｰソング, 72,田辺裕, 0.2, 77,   3,* 12, 4,  6.9, ⑤⑤, 2, 7,Ｅベルモントキｰラ, 69,吉田隼, 0.4, 66,* -5,   3, 5,  8.7, ①①
 3, 1,Ｅグレｰトヴァリュｰ, 52,松田大, 0.8, 59,  -3,   3, 4, 11.8,④④③, 3, 6,Ｌタマモルｰキｰ, 48,荻野琢, 0.6, 55, -10,*  1,12, 51.1, ⑧⑧, 3, 8,Ａトｰホウブエナス, 77,嘉藤貴, 0.9, 72,*  6,   3, 1,  3.0, ③③, 3,10,Ｂアグネスウイッシュ, 71,勝浦正, 0.7, 66, -18,* 16, 4,  7.6, ⑬⑬
 4, 6,Ｃキリマンジャロ, 59,田辺裕, 0.9, 53,  -4,*  3, 2,  5.7,⑨⑥⑥, 4, 7,Ｆノボスカイブルｰ, 53,杉原誠, 0.7, 54,  -8,  -1, 7, 17.1, ⑤⑤, 4, 3,Ｃトップオブザヘヴン, 72,長谷川, 1.2, 69,  -6,* 12, 3,  4.8, ⑭⑬, 4, 9,Ｄキッズニゴウハン, 69,田辺裕, 0.7, 63,  -9,   5, 2,  5.4, ⑥⑥
 5, 4,Ｂファヴェラシック, 59,勝浦正, 1.1, 54,  -4,*  3, 5, 14.6,⑧⑧⑦, 5, 4,Ｃファンドリソフィア, 58,水口優, 1.1, 50, -12,  -1, 2,  4.6, ⑪⑪, 5, 5,Ｆアポロパステル, 69,高嶋活, 1.2, 69,  -1,   7, 8, 30.2, ⑨⑩, 5, 8,Ｈサワヤカユウタ, 65,高倉稜, 0.8, 65, -14,  10, 6, 12.4, ⑩⑫
 6,10,Ｊロｰレルガイア, 32,小野寺, 2.0, 49,  -3,  -7, 6, 47.3,⑥⑤⑤, 6,13,Ｋロイヤルネイチャｰ, 48,松山弘, 1.1, 52,* -2,  -9, 6, 13.4, ④④, 6, 7,Ｉオンワｰドセジｰル, 68,加藤士, 1.5, 67,   5,  -1,13,137.6, ④④, 6,12,Ｊアルトゥバン, 64,松田大, 1.0, 62, -13,   6, 7, 13.3, ⑨⑨
 7, 5,Ｈモエレベロｰチェ, 44,柴山雄, 2.4, 44,  -4,  -9, 8, 55.2,⑦⑦⑧, 7, 5,Ｇマイヨオロ, 53,横山和, 1.2, 49, -10,  -4,11, 22.9, ⑨⑨, 7, 9,Ｊピアノボレロ, 65,川須栄, 1.8, 64,   3,  -1, 7, 26.6, ⑥⑧, 7, 4,Ｆベンジャミン, 68,川須栄, 1.0, 64, -20,* 14,10, 24.8, ⑭⑭
 8, 8,Ｇリネントワイニング, 46,村田一, 2.4, 41,  -1, -15,10,241.9,②②④, 8, 1,Ｅメイショウヨサク, 56,川須栄, 1.3, 47, -15,*  0, 4,  7.7, ⑬⑫, 8, 2,Ｎアテナブルｰ, 50,小野寺, 2.3, 61,  -4,   1,12,134.2, ⑫⑪, 8,16,Ｃホットサマｰデイ, 69,上村洋, 1.2, 56,* -8,  -4, 8, 18.8, ②③
 9, 2,Ｆマコトオルテンシア, 51,平野優, 3.3, 40,  -5, -13, 9,116.7,⑩⑨⑨, 9, 3,Ｉファインセンス, 50,小野寺, 1.6, 48, -10,  -6, 5, 11.3, ⑩⑩, 9, 1,Ｏワイキキブリｰズ, 48,野元昭, 2.3, 59,   1,  -5, 5, 12.0, ⑦⑥, 9, 6,Ｉコスモティカル, 64,津村明, 1.7, 52,  -9,  -8,13,101.7, ⑤⑤
10, 7,Ｉデンジャｰマネｰ, 33,川須栄, 3.5, 37,  -7, -12, 7, 49.6,⑤⑩⑩,10,15,Ｈゴガツノカゼ, 51,平野優, 1.8, 44,  -8, -11, 9, 21.2, ⑦⑦,10,11,Ｌクイｰンフラワｰ, 61,大野拓, 2.5, 56,  -1,  -5,11, 51.0, ⑩⑨,10, 3,Ａメｰヴェ, 71,丸山元, 1.9, 49, -13,  -5, 1,  3.1, ⑧⑧
,,,,,,,,,,,,11,14,Ｍベルモントディｰバ, 38,高嶋活, 1.9, 43, -16,  -4,14,206.7, ⑮⑭,11,15,Ｅイグナイトカフェ, 70,横山和, 2.5, 57,   1,  -6, 9, 40.5, ⑧⑦,11, 5,Ｍクリノトルネｰド, 54,宮崎北, 2.0, 50, -17,  -3,12, 96.3, ⑪⑪
,,,,,,,,,,,,12, 9,Ｎクリノマキバオｰ, 37,田中健, 1.9, 43,  -8, -11,15,260.0, ⑥⑥,12,12,Ｍフィッツナウ, 52,平野優, 2.7, 55,  -8,   1,15,245.3, ⑮⑮,12,11,Ｎセクシｰキララ, 48,古川吉, 2.1, 48, -10, -11,15,351.8, ⑦⑦
,,,,,,,,,,,,13,12,Ｊメイクハピネス, 49,田中克, 2.6, 37, -16, -11,10, 21.7, ⑭⑮,13,13,Ｈエｰシンオフクロ, 69,藤岡康, 2.7, 57,* 10, -16,10, 40.8, ①①,13, 1,Ｋスイｰトシャルマン, 63,村田一, 2.2, 44,  -9, -16, 9, 21.7, ④②
,,,,,,,,,,,,14,11,Ｄシｰクスピナｰ, 56,高倉稜, 3.4, 30,* -1, -30, 8, 18.9, ③③,14, 4,Ｋブルｰエンジェル, 63,西村太, 3.1, 52,  -2,  -8,14,191.0, ⑪⑫,14,13,Ｌビッグギャンブラｰ, 59,中舘英, 2.4, 43,* -8, -20,11, 92.4, ③④
,,,,,,,,,,,,15,10, フォノン,---,宮崎北, 4.4, 20, -13, -29,13, 60.8, ⑫⑬,15,14,Ｇサマｰコｰド, 69,勝浦正, 3.1, 53,  -5,  -5, 6, 13.4, ⑬⑭,15,14,Ｐカミノヌヴォｰ, 36,矢野貴, 2.8, 40, -21,  -7,16,407.4, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｏナエマ, 46,畑中信, 2.9, 41, -24,  -4,14,251.8, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,
単勝:140円 複勝:03=100円 09=160円 01=210円 枠連:350円,,,,,,,,,,,,単勝:570円 複勝:08=170円 02=160円 06=620円 枠連:850円,,,,,,,,,,,,"単勝:410円 複勝:06=160円 10=210円 08=150円 枠連:1,290円",,,,,,,,,,,,"単勝:610円 複勝:15=250円 07=260円 10=230円 枠連:1,090円",,,,,,,,,,,
馬連:400円 ワイド:03-09=190円 01-03=320円 01-09=600円,,,,,,,,,,,,"馬連:1,120円 ワイド:02-08=490円 06-08=2,350円 02-06=1,180円",,,,,,,,,,,,"馬連:1,640円 ワイド:06-10=570円 06-08=270円 08-10=460円",,,,,,,,,,,,"馬連:3,450円 ワイド:07-15=1,500円 10-15=1,100円 07-10=980円",,,,,,,,,,,
"馬単:530円 3連複:870円 3連単:2,410円",,,,,,,,,,,,"馬単:2,280円 3連複:9,580円 3連単:35,180円",,,,,,,,,,,,"馬単:2,990円 3連複:1,410円 3連単:10,590円",,,,,,,,,,,,"馬単:6,130円 3連複:7,440円 3連単:36,490円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-18,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝1000m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,驀進特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａラベンダｰカラｰ, 73,藤岡康,, 63,*  4,   1, 1,  1.6, ③③, 1, 5,Ａスプリングシｰズン, 68,長谷川,, 62,* -7,* 20, 1,  1.8,④④③, 1, 9,Ａスｰブルソｰ, 79,田辺裕,, 66,*  3,   9, 1,  1.9,⑤④④, 1,15,Ｌサアドウゾ, 65,中舘英,, 72,  -2,* 19, 1,  4.3,   
 2, 7,Ｈシンコｰロマン, 49,小野寺, 0.4, 57,  -5,*  5, 6, 22.7, ⑪⑩, 2, 7,Ｂシュヴァルツシルト, 65,丸山元, 0.4, 57,* -6,  14, 2,  3.1,②②②, 2, 3,Ｃリキサンヒｰロｰ, 73,大野拓, 0.1, 69,  -2,* 19, 5, 10.1,⑭⑬⑪, 2, 8,Ｎスマｰトムｰビｰ, 64,松山弘, 0.1, 71,*  9,  11, 8, 14.7,   
 3, 6,Ｂピュアマインド, 67,中舘英, 0.7, 54,  -2,   0, 2,  3.6, ⑨⑦, 3,10,Ｃアキノモｰグル, 62,川須栄, 0.4, 56,* -6,  13, 3,  5.7,①①①, 3, 7,Ｅドリｰムシガｰ, 73,木幡初, 0.5, 64,*  3,   5, 2,  5.5,③③③, 3, 7,Ｂスプラッシュエンド, 76,丸山元, 0.1, 69,  -3,* 19, 6, 11.1,   
 4, 1,Ｄフロｰラルホｰル, 61,小林淳, 0.9, 52,  -2,  -2, 4, 13.6, ⑧⑨, 4, 6,Ｄシルバｰチｰフ, 58,古川吉, 0.6, 57,  -8,* 17, 4, 22.2,⑨⑤④, 4, 4,Ｉラグナロク, 65,丹内祐, 0.7, 66,*  4,   1,10, 55.3,①①①, 4,12,Ｊジニオマッジョｰレ, 66,吉田隼, 0.2, 68,   2,  13, 5, 10.0,   
 5, 8,Ｍフラワｰハット, 37,村田一, 0.9, 49, -10,*  5,12,246.8, ⑭⑭, 5,12,Ｋダイワロック, 41,丸田恭, 1.9, 48, -10,   9, 7, 37.1,⑧⑧⑧, 5, 5,Ｄシルクペガサス, 73,川須栄, 0.8, 62,*  4,   2, 4,  8.3,②②②, 5, 3,Ｇリネンパズル, 71,村田一, 0.2, 67,  -2,  16, 7, 12.0,   
 6,11,Ｃサトノヴィクトリア, 63,丸田恭, 1.0, 53,*  7, -12, 5, 19.3, ①①, 6, 3,Ｉコスモサジン, 42,矢野貴, 1.9, 50,  -8,   8,11,190.3,⑤⑥⑥, 6, 6,Ｎロジシンボリ, 52,丸山元, 1.0, 63,   3,   4, 7, 22.2,④⑥⑥, 6, 2,Ａロｰブドヴルｰル, 76,矢野貴, 0.3, 65,  -6,* 17,14, 55.6,   
 7, 4,Ｊツヨイコ, 42,川須栄, 1.0, 49,  -7,   2,11,145.2, ⑬⑪, 7, 2,Ｊコスモテンチョウ, 42,丹内祐, 2.7, 45,  -8,  -2, 6, 28.5,③③⑤, 7,12,Ｈヤマニンワｰシップ, 66,水口優, 1.0, 63,   2,   5,12,351.1,⑥⑧⑦, 7, 9,Ｏワンズガｰホッド, 63,藤岡康, 0.3, 67,   1,  13,15, 56.5,   
 8, 5,Ｆナンクルナイサ, 54,平野優, 1.2, 50,   1,  -7,10,108.7, ⑤⑤, 8, 8,Ｈジャンピンジャック, 42,小林淳, 2.8, 42, -10,   1, 5, 23.3,⑦⑦⑦, 8, 1,Ｂスペｰスウォッチ, 75,吉田隼, 1.0, 65,  -2,* 11, 3,  7.0,⑨⑭⑭, 8,13,Ｍメイショウワカツキ, 65,荻野琢, 0.3, 67,*  5,  10,10, 27.4,   
 9,14,Ｅドゥミｰモア, 55,津村明, 1.5, 47,   1, -11, 7, 47.2, ④④, 9, 1,Ｅテンクウ, 56,小野寺, 3.3, 41, -12,   0, 9, 61.3,⑥⑩⑩, 9, 2,Ｋエムオｰネイチャ, 59,宮崎北, 1.6, 56,*  3,  -4,13,389.0,⑬⑤⑤, 9, 1,Ｈドリｰムピｰチ, 69,平野優, 0.3, 66,  -7,* 19,13, 48.0,   
10, 2, エムオｰテｰスト,---,田辺裕, 1.6, 45,  -2,  -9, 3, 10.9, ⑦⑧,10,11,Ｇセイカエスパｰ, 42,高倉稜, 3.8, 34, -11,  -5, 8, 47.4,⑩⑨⑨,10,10,Ｍモエレポｰルスタｰ, 53,村田一, 2.0, 54,   1,  -3,11,338.0,⑦⑨⑨,10, 6,Ｋエクレウス, 65,西田雄, 0.5, 63,  -7,  16, 4,  8.5,   
11,12,Ｋプレジャｰカフェ, 40,横山和, 1.7, 44,  -6,  -5,13,358.9, ⑫⑬,11, 9,Ｌドリｰムイｰグル,-71,村田一, 4.3, 32, -15,  -1,10,178.3,⑪⑫⑫,11,11,Ｆディアシｰクレット, 71,高倉稜, 2.1, 54,   2,  -4, 9, 50.5,⑫⑩⑧,11,14,Ｅグラスピュア, 72,木幡初, 0.5, 64,*  6,   6, 3,  6.1,   
12, 9,Ｎメジロレンゲ, 18,黛弘人, 2.4, 41,   0, -16,14,384.3, ⑥⑥,12, 4,Ｆシシフンジン, 42,平野優, 4.4, 33, -16,  -1,12,201.2,⑫⑪⑪,12,14,Ｌウインボナパルト, 54,勝浦正, 2.3, 53,   1,  -7, 8, 33.4,⑧⑦⑩,12,10,Ｆビラゴｰティアラ, 71,水口優, 0.5, 65,   1,  11,12, 29.8,   
13, 3,Ｉキョウワシリウス, 49,西村太, 2.4, 40,*  4, -21, 8, 77.6, ②②,,,,,,,,,,,,,13,13,Ｊマキシムトパｰズ, 60,矢野貴, 2.7, 52,   0,  -6,14,510.1,⑪⑫⑫,13, 5,Ｃオメガブルｰライン, 74,横山和, 0.5, 63,  -6,  15, 9, 19.1,   
14,13,Ｇソングソングソング, 51,松山弘, 3.1, 34,  -4, -19, 9,107.2, ⑩⑫,,,,,,,,,,,,,14, 8,Ｇプラグマティズム, 68,柴山雄, 5.3, 33,   0, -29, 6, 16.4,⑩⑪⑬,14,16,Ｐラヴミｰ, 62,黛弘人, 0.6, 61,  -7,  14,16,128.1,   
15,10,Ｌアクトクｰル, 37,高倉稜, 3.4, 31, -15,  -9,15,685.2, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｄエｰシンスポｰル, 73,川須栄, 0.6, 63,*  5,   6,11, 29.6,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｉメイショウナナボシ, 67,上村洋, 0.6, 61,  -7,  15, 2,  5.5,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
