11年 9月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 9月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝3200m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1200m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,茨城新聞杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａオｰブルチェフ, 54,中舘英,, 68,   1,*  5, 4,  8.8,④⑤③, 1, 1, ジャストルｰラｰ,,穂苅寿,,,,, 1,  3.6,③③③, 1, 5,Ｉサルジュ, 63,蛯名正,, 73,*  0,  13, 2, 12.0,①①①, 1, 6,Ａゼンノベラｰノ, 81,佐藤哲,, 79,   7,* 14, 4,  8.2, ⑧⑤
 2, 1,Ｂニシノボレロ, 51,後藤浩, 1.2, 59,   1,  -5, 2,  4.9,⑤④②, 2, 5, マックスチャンプ,,高田潤,214.8,,,, 7, 17.7,④④④, 2, 1,Ｃゴｰルドアカデミｰ, 74,北村宏, 0.4, 74,  -4,* 18, 3, 12.5,⑦⑨⑦, 2,11,Ｎガンドッグ, 69,北村宏, 0.1, 80,* 16,   6,10, 18.1, ①①
 3, 4,Ｃキャプテンジャパン, 50,北村宏, 1.2, 59,*  2,  -7, 1,  2.0,①①①, 3, 7, サトノバロン,,横山義,215.0,,,, 2,  3.7,②②②, 3, 3,Ａレオプレシャス, 84,石橋脩, 0.7, 70,  -3,  14, 1,  1.3,③⑥⑤, 3,15,Ｌクラッチヒット, 71,田辺裕, 0.2, 78,   6,* 15, 8, 15.1, ⑬⑪
 4, 7,Ｅコスモスイング, 48,松岡正, 2.3, 54,  -3,  -5, 7, 19.6,⑫⑬⑩, 4,10, ゴｰルデンガッツ,,植野貴,215.3,,,, 6, 14.2,⑧⑧⑤, 4,12,Ｇウインク, 68,大野拓, 0.9, 68,  -5,* 15,11,181.2,⑬⑩⑨, 4,16,Ｈマルカバッケン, 76,柴田善, 0.3, 78,* 14,   7, 2,  6.5, ④③
 5,10,Ｇコスモシャンハイ, 47,柴田大, 2.6, 51,  -1, -13, 9, 56.3,⑨⑧⑦, 5,13, マｰブルジｰン,,小坂忠,215.7,,,,13, 86.0,⑥⑤⑥, 5, 2,Ｌヒノモトイチバン, 55,田辺裕, 1.4, 68,  -7,  15,10, 60.8,⑪⑫⑪, 5, 5,Ｄスノｰドラゴン, 80,蛯名正, 0.3, 76,   5,* 14, 1,  3.1, ⑫⑨
 6,15,Ｋマイネルソウル, 37,中谷雄, 3.0, 48,   0, -18,11,239.2,⑦⑥⑥, 6,11, ムｰンレスナイト,,五十嵐,215.9,,,, 3,  4.6,①①①, 6,10,Ｆプレゼピオ, 70,平野優, 1.4, 65,  -3,   8, 8, 34.6,⑫⑦⑧, 6, 7,Ｆトウカイレジｰナ, 79,松岡正, 0.3, 78,  11,  10, 5,  9.6, ⑤⑥
 7, 2,Ｄロｰリングストｰン, 48,武士沢, 3.3, 46,  -4, -12, 5, 15.9,⑯⑭⑬, 7, 9, リワｰドクラウン,,宗像徹,218.0,,,,11, 69.0,⑨⑩⑨, 7,11,Ｂパシコジュリエ, 76,西田雄, 1.4, 63,*  0,   2, 4, 13.4,⑩④④, 7, 4,Ｅシルクファルシオン, 79,吉田豊, 0.6, 73,   2,* 14, 7, 13.3, ⑮⑭
 8,13,Ｆケイビイネイチャｰ, 47,江田照, 3.5, 45,*  2, -25, 6, 19.5,②②⑤, 8, 6, ファイトシｰン,,柴田大,218.6,,,, 9, 41.1,⑩⑫⑩, 8, 7,Ｊレオカミカゼ, 63,田中勝, 1.6, 63,*  0,   0, 9, 55.9,②②②, 8,10,Ｃハッピｰダイアリｰ, 80,横山典, 0.7, 74,   8,   8, 3,  6.6, ⑨⑦
