11年 1月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 1月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,五条坂特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａクロｰバｰリｰフ, 64,リスポ,, 67,* -3,* 13, 1,  2.3,④③②, 1, 7, メイショウマシュウ,---,高橋亮,, 64,  -6,*  7,11, 97.4, ⑥④, 1, 1,Ｃエｰシンスポｰル, 71,川田将,, 75,*  4,   6, 1,  3.2, ②②, 1, 8,Ｂタガノジンガロ, 83,安藤勝,, 86,* 13,  13, 1,  1.8,②②②
 2,16,Ｇビュｰワｰルド, 57,川須栄, 0.8, 61,  -4,   7, 4,  7.4,⑧⑤④, 2, 6, ホクトキングダム,---,太宰啓, 0.4, 63,*  2,  -4, 6, 37.2, ②②, 2,16,Ｆサマｰソング, 68,福永祐, 0.3, 73,  -7,* 14, 8, 16.7, ⑬⑪, 2, 9,Ｆフェイマステイル, 80,武豊  , 0.3, 87,   9,* 18, 5, 15.9,⑨⑩⑨
 3, 5,Ｌユウキオジョウｰ, 46,池添謙, 1.1, 60,  -7,* 12,11,117.6,⑭⑬⑪, 3,11, マッキンリｰ,---,和田竜, 0.8, 60,* -1,  -5, 2,  5.5, ③③, 3, 6,Ａサクラナスカ, 76,高倉稜, 0.4, 71,*  3,   4, 3,  5.2, ③③, 3, 3,Ｃヒカリコｰズウェｰ, 82,赤木高, 0.7, 85,   9,* 15, 4, 15.5,⑪⑨⑩
 4, 7,Ｆツィンクルブｰケ, 57,藤岡康, 1.1, 61,  -7,  10, 8, 31.4,⑪⑩⑨, 4,14, トシザツンツン,---,川田将, 1.3, 53,  -7,  -3, 4, 10.3, ⑦⑦, 4, 8,Ｈリッカコウユウ, 64,小牧太, 0.5, 69,  -1,   7,11, 52.0, ⑦⑦, 4, 2,Ｅバトルブリンディス, 80,藤田伸, 1.0, 83,  10,  11, 6, 17.6,⑦⑦⑦
 5,11,Ｃチカリンダ, 60,浜中俊, 1.4, 57,  -5,   4, 7, 27.6,⑩⑧⑧, 5, 9, ケイエスキセキ,---,幸英明, 3.0, 37, -19,  -7,12,104.1, ⑩⑩, 5,15,Ｇメジロブラボｰ, 68,リスポ, 0.5, 70,  -3,   9, 9, 33.1, ⑩⑨, 5, 5,Ｄナリタスプリング, 81,福永祐, 1.2, 81,   9,   9, 2,  4.5,⑧⑧⑧
 6, 1,Ｂヒラボクウィン, 61,安藤勝, 1.5, 54,  -5,   3, 3,  6.0,⑤⑥⑥, 6,13, ヤマカツレインボｰ,---,荻野琢, 3.1, 36, -13, -14,10, 82.2, ⑨⑧, 6,14,Ｅザッハトルテ, 70,武豊  , 0.5, 71,   1,   6, 4,  8.0, ⑥⑥, 6, 4,Ｉパワｰエｰス, 77,熊沢重, 1.2, 84,   7,  15,12,241.4,⑬⑪⑪
 7, 4,Ｉフロｰガ, 57,福永祐, 1.5, 55,* -3,  -1, 2,  5.1,①①①, 7, 8, マヤノラスティｰ,---,国分優, 3.3, 35,  -6, -23, 7, 38.7, ⑤⑤, 7, 5,Ｊスズカスコｰル, 61,松山弘, 0.6, 71,  -6,* 11,15,206.9, ⑫⑫, 7,13,Ａキンショｰダンデｰ, 83,浜中俊, 1.3, 80,  11,   5, 3,  6.8,⑥⑥⑥
 8, 2,Ｅホワイトアルバム, 58,幸英明, 1.5, 56,  -4,   2, 5,  8.4,③④⑤, 8,15, ナリタワイルド,---,池添謙, 3.4, 33, -13, -17, 8, 59.4, ⑧⑨, 8,13,Ｂオデットシチｰ, 74,幸英明, 1.1, 65,*  3,  -2, 2,  4.8, ④④, 8,14,Ｌエシス, 76,安藤光, 1.5, 80,   6,  13,14,357.8,⑩⑫⑫
