11年 9月25日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 9月25日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱｶｼﾔ特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａメイブリｰズ, 58,松田大,, 57,* -1,   0, 1,  1.6,③②②, 1, 4,Ｆマイディアソング, 60,秋山真,, 61,*  4,*  6, 3,  5.4, ①①, 1, 1,Ｂブラックジョｰク, 68,宮崎北,, 60,*  5,   7, 3,  9.5,②②②, 1,12,Ｂタツパｰシヴ, 84,吉田隼,, 76,*  0,  16, 1,  2.2,③③③
 2, 1,Ｄカレイメモワｰル, 49,丸田恭, 0.0, 57,  -6,*  6, 5, 17.7,⑦⑧⑥, 2, 3,Ｅコウヨウロイヤル, 63,宮崎北, 0.5, 55,*  1,   3, 7, 23.5, ③⑤, 2, 6,Ｅプリンセスキナウ, 62,丸田恭, 0.0, 61,*  4,   6, 2,  5.9,①①①, 2, 5,Ａテｰオｰストｰム, 87,三浦皇, 0.0, 77,  -1,  18, 4,  8.4,⑦⑦⑦
 3, 7,Ｉチャｰチクワイア, 43,古川吉, 0.3, 54,  -4,  -1, 2,  5.1,⑤⑤⑤, 3, 6,Ｂスオウタカモリ, 66,勝浦正, 0.6, 55,   0,   4, 2,  4.9, ④⑥, 3, 3,Ｃキュルミナン, 64,柴山雄, 0.1, 61,   2,*  9, 5, 22.5,⑤⑤⑤, 3,13,Ｄタイセイファントム, 79,芹沢純, 0.0, 77,   0,  18, 2,  6.2,⑧⑧⑥
 4,11,Ｆダブルプライム, 49,上村洋, 0.5, 52,  -2,  -5, 6, 22.6,④③③, 4,10,Ｊチェックファイヤｰ, 37,村田一, 0.7, 54,*  2,   1, 9,155.7, ②②, 4, 2,Ｆシンクオブミｰ, 62,黛弘人, 0.3, 62,   2,   8, 4, 15.6,③④④, 4, 2,Ｆサクラエクスプロｰ, 79,勝浦正, 0.1, 74,*  0,  16, 7, 15.7,④⑤⑤
 5, 3,Ｈオメガチビマルコ, 43,三浦皇, 0.6, 53,  -8,*  3, 8, 28.3,⑩⑨⑨, 5, 7,Ｈパヤドｰル, 52,松田大, 1.1, 51,  -1,  -1, 5, 13.1, ⑤③, 5, 8,Ｄメイショウテレジア, 64,菅原隆, 0.9, 57,   1,   4, 8,117.2,⑧⑦⑥, 5,11,Ｍクｰルフォｰマ, 71,丸田恭, 0.1, 73,*  1,  14,10, 65.6,①①①
 6,10,Ｅハッピｰシャワｰ, 49,丸山元, 0.9, 46,* -1, -13, 3,  8.4,①①①, 6,11,Ａテラノチョイス, 69,丸山元, 1.2, 48,  -2,  -2, 1,  1.9, ⑦④, 6, 5,Ｈセクシイスイｰト, 52,勝浦正, 1.6, 50,   3,  -6, 6, 48.0,④③③, 6, 3,Ｊトキノフウジン, 74,柴原央, 0.2, 77,  -3,* 22, 6, 12.0,⑪⑪⑪
 7, 9,Ｂマイネヒメル, 55,津村明, 1.2, 44,  -5, -11, 4, 11.2,⑥⑦⑦, 7, 2,Ｋツナミ, 35,荻野琢, 1.4, 48,  -6,   0,10,214.2, ⑧⑦, 7, 4,Ｇエルキャンディｰ, 55,武英智, 3.1, 42,   1, -14, 7, 48.5,⑦⑥⑦, 7, 7,Ｈスナｰクヒロイン, 77,秋山真, 0.2, 73,*  1,  14, 3,  6.5,②②②
 8, 2,Ｊナムラセレナｰデ, 40,勝浦正, 1.2, 43,  -3, -13,11,103.6,②④④, 8, 5,Ｄレッドイデア, 64,吉田隼, 1.5, 44, -14,*  4, 4, 11.1, ⑪⑪,,,,,,,,,,,,, 8, 6,Ｅバトルブリンディス, 79,丹内祐, 0.3, 77,  -3,* 20,12, 68.0,⑬⑫⑫
 9, 5,Ｃフｰラブライド, 52,小林徹, 1.2, 45, -10,  -3, 7, 24.4,⑪⑪⑩, 9, 8,Ｉウィンディバレｰ, 46,竹之下, 1.6, 45,  -9,   1,11,272.9, ⑩⑨,,,,,,,,,,,,, 9,10,Ｇゴｰアップドラゴン, 78,松田大, 0.3, 77,  -1,  17,11, 66.2,⑩⑩⑩
10, 6,Ｋアッシュベリｰ, 36,柴山雄, 2.6, 28,  -4, -31,10, 67.8,⑧⑥⑧,10,12,Ｌユキノソナタ, 34,柴山雄, 2.3, 36,  -9,  -7,12,437.6, ⑨⑩,,,,,,,,,,,,,10, 9,Ｌレオキュｰト, 74,村田一, 0.4, 74,  -4,* 22,13,151.6,⑫⑬⑬
11, 8,Ｇサマｰヴィクトリア, 44,吉田隼, 2.9, 26,  -9, -27, 9, 41.6,⑨⑩⑪,11, 1,Ｃメイショウカグヤ, 65,長谷川, 2.5, 33, -20,  -1, 6, 14.0, ⑫⑫,,,,,,,,,,,,,11, 1,Ｉカスガ, 75,上村洋, 0.4, 72,*  0,  14, 8, 25.3,⑥④④
,,,,,,,,,,,,12, 9,Ｇニュｰディケイド, 55,三浦皇, 4.2, 19,  -2, -29, 8, 35.8, ⑥⑧,,,,,,,,,,,,,12, 4,Ｋオｰバｰヘッド, 74,柴山雄, 0.6, 70,  -2,  15, 9, 44.4,⑨⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 8,Ｃダイヤモンドムｰン, 83,川島信, 0.8, 69,*  0,  10, 5,  9.1,⑤⑥⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
