11年 7月 9日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 7月 9日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,恵山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂアイムユアｰズ, 59,藤田伸,, 61,  -9,*  8, 1,  1.5, ④④, 1,13,Ｉアイムヒアｰ, 49,川島信,, 67,*  2,  -1, 7, 23.0, ②②, 1, 1,Ｃユメミルテｰラｰ, 70,武豊  ,, 69,   3,*  8, 5,  8.8,⑥⑤⑤, 1, 8,Ｄポケッタブルゲｰム, 73,丸田恭,, 72,  -3,* 15, 1,  2.9,⑥⑤⑤
 2, 5,Ａマイネルアダマス, 61,丹内祐, 0.3, 59,  -9,   6, 2,  4.8, ⑤⑤, 2,15,Ｄチアフルアイズ, 60,藤岡佑, 0.3, 63,  -6,*  3, 3,  5.7, ⑩⑩, 2, 4,Ａヤマニンソルファ, 73,藤田伸, 0.3, 66,*  4,   2, 1,  3.3,①①①, 2, 5,Ｃシャイニｰブレｰヴ, 73,古川吉, 0.1, 72,  -3,* 14, 3,  5.0,⑧⑥⑥
 3, 3,Ｅコスモゴウテン, 43,三浦皇, 0.5, 56,  -9,   2, 5, 12.7, ③③, 3, 8,Ａニシノキラボシ, 62,古川吉, 0.3, 63,  -3,   1, 1,  2.2, ⑦⑧, 3, 7,Ｇビｰチパレｰド, 64,川島信, 0.4, 64,   3,   3, 7, 12.5,④③③, 3, 1,Ａニチドウルチル, 77,小林徹, 0.2, 70,  -3,  12, 5,  7.1,③④④
 4, 6,Ｄディアサルｰテ, 56,丸田恭, 1.1, 48, -12,  -2, 6, 22.8, ⑦⑧, 4,16,Ｆウォｰルストリｰト, 55,丸田恭, 0.4, 60,*  5,  -9, 4,  6.9, ①①, 4, 6,Ｄセンティラシオン, 68,宮崎北, 0.5, 61,   3,   2, 9, 33.7,⑤④④, 4, 2,Ｂウアジェト, 75,池添謙, 0.2, 68,*  0,   8, 4,  5.8,①①①
 5, 2,Ｇスタｰバリオン, 39,藤岡佑, 1.1, 47, -13,  -3, 3,  7.4, ⑥⑥, 5, 2,Ｂマルブツマスタｰ, 61,丹内祐, 0.5, 60,  -5,  -1, 2,  5.7, ⑨⑦, 5, 2,Ｉエアツイッタｰ, 62,松田大, 0.9, 65,   2,   1, 6,  9.9,③⑥⑦, 5, 4,Ｇヤマニンアｰマｰ, 65,竹之下, 0.3, 70,  -4,* 14, 7, 77.0,⑦⑧⑧
 6, 8,Ｃヴァップ, 59,勝浦正, 1.5, 41, -12,  -7, 4,  9.2, ⑧⑦, 6, 6,Ｇスリｰキティ, 51,丸山元, 0.6, 58,  -2,  -5,13,280.5, ⑤⑤, 6, 8,Ｆピュアマインド, 66,三浦皇, 0.9, 62,   1,   3, 2,  4.5,⑧⑦⑥, 6, 3,Ｈクリスマドンナ, 65,勝浦正, 0.6, 64,  -4,   9, 8, 81.8,⑤⑦⑦
 7, 4,Ｆプレシャスストｰン, 41,西村太, 1.6, 41,* -6, -15, 7, 64.6, ②②, 7, 5,Ｌナイキトリック, 43,四位洋, 0.6, 58,  -1,  -6, 9, 40.7, ④④, 7, 5,Ｈネオザスティング, 64,秋山真, 0.9, 61,*  4,  -2, 3,  4.7,②②②, 7, 6,Ｆマイネルインゼル, 71,丹内祐, 0.7, 63,*  0,   1, 6,  7.5,②②②
 8, 1,Ｈビッグプレゼンタｰ, 36,津村明, 1.9, 36,* -5, -20, 8,132.4, ①①, 8,12,Ｅキョウワジョリｰ, 59,吉田隼, 0.7, 57, -12,*  4, 8, 28.7, ⑯⑯, 8, 3,Ｅセイピｰシｰズ, 67,池添謙, 1.0, 62,   0,   4, 8, 23.9,⑨⑨⑨, 8, 7,Ｅディオｰサ, 71,丸山元, 1.7, 48,  -2, -12, 2,  4.2,④③③
,,,,,,,,,,,, 9, 4,Ｈラベンダｰラッシｰ, 50,三浦皇, 0.7, 58, -10,*  2, 6, 12.2, ⑫⑪, 9, 9,Ｂスマｰトアルティラ, 71,藤岡佑, 2.2, 55,   1,  -8, 4,  6.5,⑦⑧⑧,,,,,,,,,,,,
,,,,,,,,,,,,10, 3,Ｐタイホウルｰナ, 34,的場勇, 0.7, 57,*  1,  -9,16,650.0, ③③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11,10,Ｃメイショウマオ, 61,池添謙, 0.9, 55,  -3,  -7, 5, 10.9, ⑧⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12, 1,Ｍサクラスパｰクル, 40,西村太, 0.9, 54, -13,*  1,14,328.0, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13, 9,Ｎテｰオｰガイア, 38,秋山真, 1.0, 53,  -7,  -5,11,161.8, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14, 7,Ｋドクトルスズカ, 44,上村洋, 1.5, 46, -10,  -9,12,223.4, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,11,Ｏペルック, 34,菅原隆, 2.2, 37,  -2, -26,10, 65.6, ⑥⑨,,,,,,,,,,,,,,,,,,,,,,,,
