11年 7月 2日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 7月 2日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■10R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下北半島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａパチャママ, 61,武豊  ,, 56,* -1, -12, 1,  1.6, ①①, 1, 5,Ｄクワイアｰソウル, 61,三浦皇,, 65,* -2,* 13, 2,  5.6,②②②, 1,10,Ａココカラ, 76,柴山雄,, 61,  -1,*  4, 3,  3.7, ⑤⑤, 1, 7,Ａオレンジティアラ, 75,黛弘人,, 73,*  7,  -2, 1,  2.0, ①①
 2, 3, ナイスゴｰルド,---,三浦皇, 0.3, 52,  -3, -13, 2,  5.6, ②②, 2, 7,Ｅユキノミラクル, 61,岩田康, 0.6, 62,  -5,* 12, 3,  6.2,⑧⑨⑧, 2, 9,Ｇキュｰト, 59,藤岡佑, 0.2, 61,  -2,*  4, 6, 19.9, ⑥⑦, 2, 2,Ｈサニｰエリザベス, 61,丸田恭, 0.1, 73,  -3,   7, 8, 28.9, ④④
 3, 8, サルバドｰルピアス,---,丸田恭, 0.3, 51,  -5, -11, 5, 16.8, ③④, 3,12,Ａジャニアリシックス, 68,古川吉, 0.6, 59,* -3,  10, 1,  1.6,⑪⑥⑤, 3, 7,Ｆプリンセスネｰジュ, 61,丸田恭, 0.2, 59,*  3,   0, 1,  3.2, ②②, 3, 8,Ｌジョｰプラチネラ, 51,古川吉, 0.2, 70,   2,   0, 9, 49.2, ③③
 4, 6, コスモユキシマキ,---,丹内祐, 0.4, 48, -11,* -6, 4,  6.1, ⑦⑦, 4, 6,Ｂヴァｰチュスタｰ, 64,松田大, 0.7, 63,  -4,  10, 4, 10.4,⑤⑦⑥, 4, 8,Ｋアンピトリｰテ, 53,黛弘人, 0.3, 61,*  3,  -1,11,356.9, ③③, 4,12,Ｆファミリズム, 65,藤岡佑, 0.3, 69,  -5,   5, 3,  7.4, ⑥⑤
 5, 7, サンレイホｰム,---,藤岡佑, 0.7, 44, -16,* -7, 6, 42.4, ⑧⑧, 5, 9,Ｃマイネルデフィ, 61,丹内祐, 0.9, 59,* -3,   6, 6, 19.0,④③③, 5, 4,Ｃイｰサンヘモス, 64,丸山元, 0.8, 53,  -6,   1, 5, 18.5, ⑨⑨, 5, 3,Ｅメイショウナナボシ, 66,上村洋, 0.3, 69,  -7,*  8, 4,  7.5, ⑦⑧
 6, 4,Ｂガルディアン, 42,勝浦正, 0.8, 42,  -7, -15, 7, 57.4, ⑤⑤, 6, 2,Ｈスタｰトセンス, 53,勝浦正, 1.1, 58,  -4,   9, 7, 37.8,⑦⑧⑦, 6, 2,Ｉコスモオｰカン, 57,木幡初, 0.9, 52,  -4,  -2,10, 60.0, ⑦⑥, 6, 5,Ｋエムアイボニｰタ, 57,松田大, 0.4, 68,  -9,*  8,11, 89.4, ⑧⑦
 7, 2,Ｃディアヴィラｰジュ, 36,宮崎北, 1.0, 42,  -7, -18, 8,103.5, ④③, 7, 3,Ｋアドマイヤジャコモ, 50,上村洋, 1.1, 57,* -3,   5,10,151.2,③④④, 7,11,Ｄオリオンザブラック, 64,西村太, 1.0, 51,  -4,  -3, 4,  5.8, ⑧⑧, 7,10,Ｇフラワｰウィンド, 63,三浦皇, 0.5, 68,  -3,   1, 6, 21.5, ⑤⑥
 8, 5, プラッキｰエリｰナ,---,西村太, 1.1, 39,  -8, -19, 3,  5.9, ⑥⑥, 8,10,Ｆシンワカントリｰ, 61,武豊  , 1.4, 56,  -7,   8, 5, 18.5,⑩⑪⑩, 8, 3,Ｈヒシビビッド, 58,小林徹, 1.0, 52, -12,*  3, 9, 56.2, ⑫⑫, 8,11,Ｂハイライトリｰル, 72,丸山元, 0.6, 65,*  6,  -9, 2,  4.5, ②②
