09年 3月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 3月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ2000m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａサクセスヒュｰゴｰ, 64,デムｰ,, 71,*  4,* 10, 1,  2.5,②②②, 1,14,Ｈリアルプリンス, 57,藤岡佑,, 76,* -4,  12, 1,  4.3,②②②, 1, 7,Ｃメイショウセンゴク, 77,幸英明,, 74,  -3,* 18, 2,  4.5, ⑪⑫, 1, 9,Ａエスケｰカントリｰ, 94,秋山真,, 88,   5,* 22, 6,  8.7,⑬⑩⑩
 2, 3,Ｋアグネスアンカｰ, 35,四位洋, 0.0, 74,   0,* 20, 7, 29.6,⑥⑦④, 2, 5,Ｃミッキｰスポット, 66,デムｰ, 0.3, 74,  -7,  12, 4,  6.1,④④⑤, 2, 3,Ｂカカロット, 78,後藤浩, 0.0, 73,*  6,   7, 9, 16.9, ①①, 2,12,Ｊサトノコクオｰ, 85,安藤勝, 0.0, 86,   6,* 21, 3,  6.3,⑧⑧⑦
 3, 5,Ｂパワｰエｰス, 61,小牧太, 0.0, 73,*  5,  10, 2,  3.8,①①①, 3, 7,Ｅウインスカイハイ, 60,藤田伸, 0.4, 71,* -5,   8, 5,  6.9,③③③, 3,16,Ａザッハｰマイン, 80,中谷雄, 0.1, 72,*  4,   8, 1,  2.6, ②②, 3, 7,Ｂマコトスパルビエロ, 93,デムｰ, 0.0, 86,*  7,  17, 1,  3.8,④④③
 4,10,Ｄエｰシンクラウニン, 59,太宰啓, 2.1, 58,   0,   2, 5, 28.5,⑫⑨⑥, 4,12,Ｄテイエムハリアｰ, 61,国分恭, 0.4, 75,  -8,* 15, 9, 30.2,⑪⑩⑧, 4,13,Ｉサイキックダイブ, 73,武豊  , 0.3, 72,  -1,  12, 3,  9.1, ⑦⑧, 4,10,Ｃドラゴンファイヤｰ, 92,藤田伸, 0.2, 87,   5,  20, 5,  7.3,⑨⑨⑨
 5, 8,Ｊスズカスコｰル, 47,田島裕, 3.7, 49,  -3,  -7,12,127.1,⑪⑪⑪, 5, 6,Ｉショｰファイトダダ, 56,池添謙, 0.5, 76,  -9,* 17, 7, 21.9,⑬⑫⑫, 5, 1,Ｍケイジｰジュニアｰ, 68,藤岡佑, 0.4, 71,   1,   9,12, 72.0, ⑤⑤, 5, 2,Ｈクリｰン, 90,武豊  , 0.3, 85,   6,  17, 4,  7.1,⑦⑦⑧
 6, 6,Ｉユメヒマワリ, 48,藤岡佑, 3.8, 47,   2, -18, 8, 32.0,④③③, 6, 2,Ａメイショウケンロク, 72,高橋亮, 0.5, 71,  -7,   9, 3,  4.7,⑧⑦⑦, 6, 9,Ｇエｰシンブイムｰド, 74,デムｰ, 0.6, 69,   2,   7, 8, 15.0, ⑥⑥, 6,13,Ｆタガノエクリプス, 91,幸英明, 0.4, 84,   5,  19,10, 39.1,⑪⑪⑪
 7, 2,Ｈシゲルウマミヤマ, 51,幸英明, 3.8, 47,  -2,  -9,10, 86.8,⑩⑩⑨, 7,15,Ｂエアペイシェンス, 70,後藤浩, 0.6, 70,* -5,   7, 6, 12.5,⑤⑤④, 7, 5,Ｈライジングバイオ, 74,小牧太, 0.7, 69,   0,   9, 7, 13.0, ⑧⑦, 7, 3,Ｇイブロン, 90,池添謙, 0.5, 82,*  7,  11, 9, 34.5,①①①
 8, 1,Ｅナリタテイオｰ, 57,渡辺薫, 4.4, 46,  -1, -17, 4,  5.1,⑧⑧⑩, 8, 3,Ｋスズカスコｰピオン, 51,武豊  , 0.8, 67,  -7,   5, 2,  4.4,⑥⑥⑥, 8, 8,Ｊブラックルｰラｰ, 70,浜中俊, 0.9, 67,  -2,  10, 5, 12.0, ⑨⑨, 8, 6,Ｌアロンダイト, 81,後藤浩, 0.5, 81,*  7,  12, 2,  5.0,②②②
