09年 6月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2800m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,18,Ｋラタンバスケット, 49,四位洋,, 74,   4,*  2, 2,  5.3,⑨⑤③, 1,10, アザンクｰル,,西谷誠,,,,, 5, 13.3,②①②, 1,15,Ｂアドマイヤメジャｰ, 73,安藤勝,, 81,  -4,* 20, 1,  1.5,⑦⑧④, 1,12,Ｍプレミアムボックス, 82,鮫島良,, 86, -10,* 25,12, 37.1, ⑯⑮
 2,11,Ｌサマｰパレンケ, 47,国分恭, 0.4, 70,   3,   1, 9, 39.1,⑥⑨⑨, 2, 8, テイエムノブシオｰ,,出津孝,180.9,,,, 2,  3.6,③②①, 2, 3,Ａフォゲッタブル, 73,岩田康, 0.2, 79,  -7,* 21, 2,  5.3,⑩⑩⑦, 2,17,Ｑエイシンタイガｰ, 79,池添謙, 0.0, 83,*  0,  15, 5,  8.5, ④④
 3, 6,Ｃニホンピロキャット, 64,酒井学, 0.4, 70,   4,  -2, 3,  6.4,⑤⑥⑥, 3,14, スリｰプレアデス,,高野容,182.2,,,, 4,  8.9,⑤③③, 3, 1,Ｃテンペスタロｰザ, 70,福永祐, 0.3, 79,  -7,* 19, 3,  9.4,⑧⑨⑩, 3, 8,Ｂスピニングノアｰル, 89,福永祐, 0.1, 84,  -6,  20, 3,  8.0, ⑪⑪
 4,10,Ｍゴッドダンシング, 46,浜中俊, 0.5, 70,   3,  -1,10, 46.0,⑩⑩⑦, 4, 3, スリｰキセキ,,植野貴,183.2,,,, 1,  2.2,④④④, 4, 9,Ｆスイｰトマトルｰフ, 69,川田将, 0.5, 72,* -3,   8, 4, 11.7,③④③, 4,14,Ｃソルジャｰズソング, 88,安藤勝, 0.1, 83,  -6,  20, 2,  5.5, ⑫⑫
 5, 2,Ｊカノヤグッドラック, 53,田中健, 0.5, 71,   1,*  4, 7, 23.3,⑪⑪⑩, 5,13, アドマイヤディｰノ,,高田潤,183.5,,,, 8, 42.8,⑫⑨⑦, 5,12,Ｍテツキセキ, 63,中舘英, 0.6, 79,  -8,* 18, 8, 52.8,⑪⑭⑬, 5,13,Ｇアｰバンストリｰト, 85,四位洋, 0.2, 85, -12,* 25, 1,  5.4, ⑰⑯
 6, 4,Ａブリリアントレイ, 69,岩田康, 0.7, 65,*  5,  -9, 1,  2.4,③③④, 6, 9, ダノンバッカス,,今村康,183.5,,,,14,145.8,⑨⑦⑥, 6, 7,Ｇテイエムシバスキｰ, 69,和田竜, 0.6, 72,* -3,   7,13,162.1,④②②, 6,11,Ｊメイショウキトリ, 84,中舘英, 0.4, 78,*  2,   8, 4,  8.1, ②②
 7,15,Ｇオカゲサマデ, 55,福永祐, 0.7, 70,  -1,*  8, 8, 23.8,⑯⑰⑭, 7,11, マルブツキング,,小坂忠,183.6,,,, 6, 22.8,⑧⑥⑧, 7, 8,Ｊコスモタイムマシン, 65,川島信, 0.7, 76,  -6,  16, 7, 38.7,⑫⑫⑫, 7, 7,Ｄモルトグランデ, 87,上村洋, 0.5, 77,  -4,  12, 6,  8.5, ⑦⑥
 8, 7,Ｆロックオブゴｰルド, 56,赤木高, 1.0, 62,   4, -12,17,173.5,④④⑤, 8, 5, ドリｰムストライド,,熊沢重,183.9,,,, 3,  6.9,⑦⑤⑤, 8, 4,Ｉテンシノマズル, 67,中村将, 0.9, 66,* -1,  -1,11,108.9,①①①, 8,15,Ｅアウトクラトｰル, 86,藤岡康, 0.5, 76,  -4,  12,11, 28.7, ⑧⑦
