09年 3月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 3月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心斎橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａノボレインボｰ, 66,浜中俊,, 62,*  5,  -5, 1,  1.5, ②①, 1, 9,Ａマヤフィオｰレ, 72,和田竜,, 71,*  2,*  6, 1,  1.9, ①①, 1,14,Ｄワｰルドワイド, 70,小牧太,, 78,   3,* 13, 2,  3.8, ④③, 1, 3,Ｅボストンオｰ, 78,和田竜,, 84,  11,   5, 4, 15.3, ⑧⑦
 2,15,Ｋプリンセスペスカ, 47,角田晃, 0.2, 60, -12,* 15, 6, 18.3, ⑯⑯, 2, 7,Ｂフレッドバロｰズ, 69,浜中俊, 0.4, 66,  -3,*  6, 2,  2.5, ⑥⑥, 2,10,Ａシルクフォｰチュン, 75,角田晃, 0.4, 76,   1,* 12, 3,  5.2, ⑤④, 2,13,Ｄショウナンアクロス, 79,熊沢重, 0.0, 82,   3,* 15, 9, 22.8, ⑱⑱
 3, 9,Ｄエヴェット, 56,渡辺薫, 0.3, 61,   1,  -2, 4, 13.1, ⑤⑤, 3, 3,Ｃエリモフリｰダム, 63,川島信, 1.3, 58,*  1,  -4, 3,  7.9, ②②, 3, 5,Ｃピュアチャプレット, 71,下原理, 0.8, 72,   0,* 10, 1,  2.8, ⑧⑦, 3,17,Ｉコウユｰキズナ, 77,浜中俊, 0.1, 81,   4,* 11, 6, 16.6, ⑮⑮
 4,14,Ｆホッコｰフクヒメ, 51,古川吉, 0.4, 60,  -6,*  7, 9, 41.6, ⑮⑮, 4, 5,Ｄキタサンエンペラｰ, 60,渡辺薫, 1.4, 58,  -2,  -3, 4, 12.0, ⑤⑤, 4, 2,Ｍトｰセンピュリニｰ, 59,鮫島良, 1.6, 65,*  4,  -3, 4,  5.9, ①①, 4, 8,Ａスズカコｰズウェイ, 84,芹沢純, 0.2, 81,   8,   6, 1,  1.8, ⑬⑩
 5,16,Ｃスプリングベリｰ, 57,田中健, 0.7, 57,*  3,  -8, 7, 21.1, ④③, 5, 2,Ｈスエヒロブリリアン, 48,下原理, 1.6, 57,  -1,  -5, 9, 96.0, ④③, 5, 8,Ｈブルｰデライト, 66,和田竜, 1.7, 64,   3,  -1, 8, 28.5, ③⑤, 5,16,Ｌマイネエスポワｰル, 75,角田晃, 0.4, 78,   4,*  8, 3, 12.1, ⑯⑬
 6, 7,Ｎスリｰチャｰム, 30,小林徹, 0.9, 56,  -2,  -3,13, 81.6, ⑩⑨, 6,10,Ｇアスカノユタカ, 53,田中健, 1.6, 57,  -4,  -2, 8, 93.7, ⑨⑦, 6, 6,Ｆマコトバンクウ, 66,川島信, 2.2, 60,  -4,   2,13,138.8, ⑪⑨, 6,12,Ｊヴィヴァチッシモ, 76,青木芳, 0.5, 77,   7,   4,11, 31.8, ⑪⑭
 7,10,Ｅリラックススマイル, 52,鮫島良, 1.0, 55,  -1,  -5, 3, 12.1, ⑦⑦, 7, 1,Ｆミッキｰポリス, 59,鮫島良, 1.7, 55,  -4,  -3, 7, 63.2, ⑦⑧, 7, 1,Ｂメイショウボルト, 72,松山弘, 2.2, 62,  -5,   5,11, 47.0, ⑫⑪, 7, 6,Ｂタマモナイスプレイ, 84,古川吉, 0.5, 79,  12,  -2, 2,  7.3, ⑤⑤
 8,12, マリエンケｰファｰ,---,長谷川, 1.1, 54,  -4,  -3,12, 73.7, ⑭⑪, 8,12,Ｅキｰサミット, 59,藤岡康, 1.9, 54,*  1,  -9, 5, 21.9, ③④, 8,12,Ｎテｰオｰカンブリア, 13,藤岡康, 2.2, 59,*  3,  -8, 6, 22.5, ②②, 8, 7,Ｈゼットカｰク, 77,小牧太, 0.6, 76,   7,   3, 8, 21.0, ⑫⑫
