09年12月26日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月26日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝4100m 3歳上ｵｰﾌﾟﾝ(混) 定量,,,,,,,,,,,
 9,13,Ｉサヤンクｰ, 51,クラス, 1.6, 53,  -3,  -9, 8, 40.5,⑦⑥⑤, 9,11,Ｆケイツｰノｰス, 54,三浦皇, 1.0, 51,  -6,  -8, 6, 18.9, ⑦⑪, 9, 8,Ｆエベレストオｰ, 66,クラス, 0.9, 63,   6,  -2, 5, 16.2, ⑤⑤, 9,13, バトルブレｰヴ,,菊地昇,284.6,,,,11, 74.3,⑪⑫⑫
10,14,Ｅイニモニマニモ, 60,武士沢, 1.8, 49,* -2, -12, 9, 47.6,④④④,10,14,Ｏトライバルシン, 35,伊藤工, 1.2, 48, -13,  -4,14,177.7, ⑭⑮,10,10,Ｉマドモアゼルノン, 62,武士沢, 1.4, 57,   4,  -4,12,136.8, ⑧⑦,10,11, スプリングロック,,金子光,284.7,,,,14,151.7,⑬⑪⑪
11,16,Ｂアマｰレトウショウ, 64,勝浦正, 2.1, 49,* -1, -15, 5, 21.9,③③③,11, 8,Ａゼフュロス, 60,柴山雄, 1.3, 47, -17,  -2,13,162.9, ⑯⑭,11,16, アルティスト,---,勝浦正, 1.6, 53,  -6,   4,15,168.8, ⑭⑫,11, 2, クルワザｰド,,小坂忠,285.3,,,,12, 85.6,⑭⑬⑬
12,12,Ｊスズオリヅル, 51,小野次, 2.8, 46,  -6, -13,12,105.2,⑭⑭⑭,12, 9,Ｈギンザアパッチ, 53,柴田善, 1.8, 41,  -2, -22,12,123.3, ⑤⑧,12,11,Ｋオネスト, 59,吉田隼, 1.7, 55,  -4,   2,16,200.1, ⑫⑭,12, 6, ドｰルリヴィエｰル,,黒岩悠,285.4,,,,10, 69.0,⑨⑦⑧
13, 7,Ｎハセノヒマワリ, 41,伊藤工, 2.9, 43,  -4, -17,16,302.9,⑤⑧⑫,13,15,Ｇフランジパニ, 53,戸崎圭, 2.1, 38,  -6, -22, 5, 13.8, ⑧⑫,13, 5,Ｈベストバウト, 63,田中勝, 1.8, 54,   6,  -9, 7, 26.3, ⑥⑥,13,10, ドングラシアス,,熊沢重,286.0,,,, 6, 20.0,④⑨⑩
14, 1,Ｐクラヴィエ, 40,戸崎圭, 2.9, 45,  -5, -16, 7, 34.8,⑨⑪⑬,14, 3,Ｐアイファｰワンピｰ,-16,武士沢, 2.3, 35,  -8, -21,15,361.2, ⑩⑨,14,15, モエレスラッガｰ,---,熊沢重, 1.8, 53,  -6,   2,10, 66.4, ⑮⑮,,,,,,,,,,,,
15, 8,Ｈスリｰキャプテン, 54,柄崎将, 4.1, 37,  -3, -30,15,215.0,⑥⑤⑦,15,16,Ｎアブサン, 37,小野次, 2.4, 35,  -8, -23,16,410.5, ⑬⑯,15, 3, エムザックソウル,---,左海誠, 2.3, 47, -15,   5,14,156.8, ⑯⑯,,,,,,,,,,,,
16,10,Ｌショコラティエ, 44,吉田隼, 4.5, 37, -14, -10,13,127.0,⑯⑯⑯,16, 7,Ｍアシュラノカゼ, 40,小野寺, 2.5, 32,*  1, -34,11,103.3, ③⑦,16, 9, アットエニタイム,---,戸崎圭, 2.6, 46,  -6,  -4, 9, 60.2, ⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,
"単勝:160円 複勝:09=110円 04=420円 11=4,160円 枠連:380円",,,,,,,,,,,,"単勝:660円 複勝:02=200円 04=200円 05=250円 枠連:1,220円",,,,,,,,,,,,単勝:220円 複勝:07=120円 02=210円 01=260円 枠連:480円,,,,,,,,,,,,単勝:250円 複勝:07=120円 14=130円 01=300円 枠連:340円,,,,,,,,,,,
"馬連:1,350円 ワイド:04-09=660円 09-11=6,010円 04-11=34,140円",,,,,,,,,,,,"馬連:1,390円 ワイド:02-04=520円 02-05=930円 04-05=750円",,,,,,,,,,,,馬連:890円 ワイド:02-07=370円 01-07=450円 01-02=860円,,,,,,,,,,,,馬連:350円 ワイド:07-14=180円 01-07=610円 01-14=780円,,,,,,,,,,,
"馬単:1,880円 3連複:96,620円 3連単:228,830円",,,,,,,,,,,,"馬単:3,000円 3連複:3,980円 3連単:19,450円",,,,,,,,,,,,"馬単:1,260円 3連複:2,420円 3連単:6,560円",,,,,,,,,,,,"馬単:630円 3連複:1,650円 3連単:4,940円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 5R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 8R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  ダ1800m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,師走ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, ツクバフｰジン,---,柴田善,, 60,  -4,   0, 1,  2.9, ⑥⑤, 1,17,Ｍマイネルゲネラｰル, 41,柴山雄,, 60,   3, -10,16,226.0,⑭⑤⑤, 1,11,Ｄダイバクフ, 81,田面木,, 82,   5,* 15, 7, 22.5,⑭⑭⑫, 1,10,Ｈクリｰルパッション, 89,北村宏,, 88,  10,* 21, 5, 12.6,⑥⑦⑤
 2, 6, アンシェルブルｰ,---,蛯名正, 0.1, 60,*  2,  -6, 2,  3.7, ③③, 2, 9,Ｋシルクガブリエル, 48,三浦皇, 0.0, 61,   2,  -7, 7, 25.6,⑥⑥④, 2, 4,Ｃヤマニンバッスル, 83,伊藤工, 0.0, 80,   4,* 16, 2,  3.9,⑮⑮⑭, 2, 4,Ｃオｰロマイスタｰ, 92,吉田豊, 0.0, 90,* 11,  19, 3,  5.2,③③③
 3, 3, ワンモアジョｰ,---,吉田隼, 0.1, 60,  -7,*  3,10, 49.8, ⑧⑧, 3,10,Ｊマツリダジャパン, 49,後藤浩, 0.1, 58,   3, -11, 1,  2.9,④④③, 3,15,Ｂエｰシントゥルボｰ, 83,吉田豊, 0.1, 81,   7,* 11, 4,  7.9,⑬⑪⑧, 3, 3,Ｇフサイチピｰジェイ, 90,戸崎圭, 0.4, 87,* 12,  13, 1,  2.8,①①①
 4, 1, マルタシュンプウ,---,江田照, 0.2, 58,*  3,  -8, 5, 13.5, ①①, 4,12,Ｎグラドゥス, 40,北村宏, 0.3, 58,   2, -10,15,144.9,⑦⑦⑦, 4,14,Ｋヌｰサ, 74,北村宏, 0.3, 78,   8,   8,14,126.5,⑧⑦⑤, 4, 5,Ｊスタｰシップ, 89,吉田隼, 0.7, 85,   8,  17,10, 37.8,⑭⑪⑬
 5,10, タマモメロディ,---,勝浦正, 0.4, 57,  -5,  -1, 7, 16.3, ⑦⑥, 5, 6,Ｌテｰプカット, 43,木幡初, 0.4, 57,  -1,  -5,10, 81.5,⑩⑫⑪, 5, 9,Ａオウロプレット, 85,小野寺, 1.1, 73,   8,   1, 1,  3.6,⑥⑥④, 5, 2,Ｄネイキッド, 92,柴田善, 0.7, 86,   9,  18, 4,  8.7,⑩⑫⑦
 6, 9, スピｰルナカヤマ,---,クラス, 0.6, 55,  -1,  -8, 6, 14.6, ⑤④, 6, 7,Ｂパンテｰル, 63,伊藤工, 0.4, 56,   1, -10, 5, 12.0,⑤⑧⑨, 6,10,Ｇタマモスクワｰト, 78,吉田隼, 1.4, 71,   8,  -1,10, 40.4,⑤⑧⑨, 6, 7,Ｂエアアドニス, 92,後藤浩, 0.8, 86,   5,* 24,14, 97.9,⑯⑯⑮
 7,15, バンダムシュロｰム,---,三浦皇, 0.7, 54, -14,*  3, 3,  4.3, ⑩⑩, 7, 4,Ｇセイントワンダｰ, 54,勝浦正, 0.4, 57,   0,  -8, 6, 12.5,⑨⑩⑧, 7, 1,Ｈベルモントサｰガ, 76,左海誠, 1.4, 72,   7,   1, 6, 13.8,⑩⑫⑬, 7, 1,Ｏアドマイヤゴルゴ, 83,勝浦正, 0.8, 85,   8,  18, 9, 31.0,⑫⑭⑭
 8, 5, バンダムパシアン,---,柴山雄, 1.4, 49, -23,*  8,11,145.8, ⑫⑫, 8,18,Ｉダイワシｰルド, 51,武士沢, 0.5, 56,  -4,*  0, 9, 56.6,⑱⑮⑭, 8, 7,Ｉロｰドイノセント, 76,戸崎圭, 1.4, 71,*  8,  -3, 3,  4.6,④③③, 8,15,Ｌバロズハｰト, 86,木幡初, 0.9, 83,   9,  14,12, 43.1,⑪⑨⑩
 9,11, マルタｰズカイト,---,吉田豊, 1.7, 45, -11,  -8, 4, 11.4, ⑨⑪, 9, 2,Ｄトｰセンユニコｰン, 59,小野寺, 0.5, 57,  -2,* -3, 8, 41.2,⑬⑭⑬, 9,12,Ｆメイクアダッシュ, 80,菊沢隆, 1.8, 71,   8,  -4, 5,  8.7,⑫⑨⑩, 9,16,Ｅアドバンスウェイ, 90,クラス, 0.9, 83,* 11,  11, 2,  4.4,④④④
10,12, ヒシカツジェシｰ,---,戸崎圭, 1.7, 45, -16,  -3, 9, 44.6, ⑪⑨,10,15,Ｃコスモラピュタ, 61,戸崎圭, 0.6, 54,*  6, -24, 2,  3.4,①①①,10,16,Ｌスマイルミッキｰ, 73,三浦皇, 1.9, 68,   8,  -6,13, 84.0,⑦⑤⑦,10, 9,Ｋダイナミックグロウ, 88,蛯名正, 0.9, 84,* 12,  10,13, 58.0,②②②
11, 2, コパサンスマイル,---,木幡初, 2.2, 42,*  3, -23,13,167.0, ②②,11, 3,Ｆトレグラツィエ, 55,菊沢隆, 0.8, 53,   0, -12,14,128.7,⑫⑪⑫,11, 3,Ｏドリｰムハッチ, 68,柴田善, 2.4, 65,   8, -10,12, 71.7,③④⑥,11,12,Ｆチャｰムナデシコ, 90,武士沢, 1.0, 82,   9,  13, 6, 18.0,⑧⑧⑧
12, 7, チャｰミｰベル,---,武士沢, 3.0, 33, -27,  -3,14,196.1, ⑭⑬,12, 1,Ａゴｰルドバシリスク, 63,柴田善, 0.8, 55,  -5,* -1, 4,  8.8,⑰⑱⑮,12, 6,Ｊダノンフレンドリｰ, 76,後藤浩, 3.1, 59,*  9, -18, 9, 36.7,②②②,12, 6,Ａメイショウクオリア, 94,三浦皇, 1.2, 82,  10,  10, 7, 19.8,⑤⑤⑥
13,14, カエラチャン,---,後藤浩, 4.0, 26,   1, -37, 8, 21.4, ④⑦,13,11,Ｑリュウシンドラゴン, 33,吉田隼, 1.4, 46,*  6, -34,13,103.7,②②②,13, 8,Ｍウインクルセイド, 72,蛯名正, 3.2, 60,   7, -14,11, 50.7,⑪⑬⑮,13,13,Ｐフライングアップル, 83,横山典, 1.2, 82,   8,  14, 8, 30.4,⑬⑬⑫
14, 4, ラシアンデイズ,---,中谷雄, 4.8, 18, -26, -20,15,250.3, ⑬⑭,14,14,Ｐスズヨジハｰド, 38,左海誠, 2.8, 36,   1, -44,12,103.0,⑧⑨⑩,14, 2,Ｐモアザンスマｰト, 67,江田照, 3.5, 57,* 10, -21, 8, 31.2,①①①,14, 8,Ｍポｰトラヴ, 85,柴山雄, 1.6, 81,   4,  18,16,211.6,⑮⑮⑯
15,13, スキャンダル,---,伊藤工, 5.1, 14, -38, -13,12,151.9, ⑮⑮,15, 5,Ｅストロングレジｰナ, 58,クラス, 4.4, 10,*  4, -73,11, 94.0,③③⑥,15, 5,Ｎマルブツフジ, 69,熊沢重, 4.1, 56,   7, -21,15,270.4,⑨⑩⑪,15,11,Ｎシャｰベットトｰン, 85,左海誠, 2.3, 74,   8,   4,15,130.6,⑨⑩⑪
,,,,,,,,,,,,16,13,Ｏプロスペクタス, 40,大庭和, 5.5,  2,  -5, -67,18,327.7,⑮⑯⑰,,,,,,,,,,,,,16,14,Ｉフリｰトアドミラル, 89,田中勝, 3.3, 66,  10,  -8,11, 39.4,⑦⑥⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,
単勝:290円 複勝:08=140円 06=160円 03=820円 枠連:490円,,,,,,,,,,,,"単勝:22,600円 複勝:17=4,160円 09=620円 10=160円 枠連:3,410円",,,,,,,,,,,,"単勝:2,250円 複勝:11=610円 04=180円 15=240円 枠連:1,310円",,,,,,,,,,,,"単勝:1,260円 複勝:10=280円 04=160円 03=140円 枠連:1,000円",,,,,,,,,,,
"馬連:580円 ワイド:06-08=270円 03-08=1,690円 03-06=1,790円",,,,,,,,,,,,"馬連:236,860円 ワイド:09-17=43,310円 10-17=8,540円 09-10=1,360円",,,,,,,,,,,,"馬連:4,960円 ワイド:04-11=1,810円 11-15=2,820円 04-15=580円",,,,,,,,,,,,"馬連:2,140円 ワイド:04-10=690円 03-10=950円 03-04=350円",,,,,,,,,,,
"馬単:1,010円 3連複:6,560円 3連単:22,650円",,,,,,,,,,,,"馬単:472,520円 3連複:258,720円 3連単:2,786,410円",,,,,,,,,,,,"馬単:14,060円 3連複:9,110円 3連単:93,700円",,,,,,,,,,,,"馬単:5,820円 3連複:2,650円 3連単:24,370円",,,,,,,,,,,
■ 3R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  芝2200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,香取特別,,,,,,,,,,,,ｸﾞﾚｲﾄﾌﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｉテンノウセイ, 51,北村宏,, 58,* -1,* -2, 4,  9.5,⑬④③, 1, 7, クインリｰグレイス,---,クラス,, 63, -11,   7, 2,  4.1,②⑤⑤, 1, 2,Ｉアップグレｰデッド, 72,蛯名正,, 85,*  4,  15, 7, 13.8,⑤③③, 1,12,Ｈベルモントルパン, 82,後藤浩,, 79,*  4,  10, 9, 14.2,①①①
 2, 8,Ｎシルクウィｰク, 45,木幡初, 0.4, 55,  -3,* -3, 8, 26.9,⑩⑦④, 2, 8, グァンタナメラ,---,三浦皇, 0.4, 60, -14,   6, 3,  4.4,⑦⑦⑦, 2, 1,Ａモンテアルベルト, 82,柴田善, 0.0, 86,   3,* 18, 1,  2.5,⑨⑤④, 2, 5,Ｉアサティスボｰイ, 82,江田照, 0.4, 85,  -4,* 25, 2,  4.9,⑤⑦⑤
 3,15,Ｌトｰセンウィン, 47,田中勝, 0.4, 55,* -1,  -8, 1,  2.2,②②②, 3, 3, ユｰスフル,---,横山典, 0.6, 53, -12,  -2, 1,  3.6,⑤④④, 3,10,Ｃサバｰス, 79,横山典, 0.1, 83,   3,* 17, 2,  4.6,③⑥⑤, 3,13,Ｅリコリス, 83,蛯名正, 0.4, 84,  -3,  22, 6,  9.3,③④④
 4, 6,Ｊジンデンバルト, 50,田面木, 0.5, 56,  -4,* -2,16,316.0,⑫⑩⑨, 4, 1, ハラップクｰ,---,左海誠, 0.7, 59, -21,* 13,13, 62.3,⑫⑫⑫, 4, 6,Ｆシンボリハレｰ, 75,北村宏, 0.6, 79,   1,  13,11, 31.4,⑪⑩⑦, 4, 2,Ｄドットコム, 84,吉田隼, 0.4, 84,  -3,  22, 4,  6.5,④②②
 5, 1,Ｂスペｰスウォッチ, 55,菊沢隆, 0.7, 57,  -4,* -4, 5, 10.6,⑭⑬⑥, 5, 5, ピカンチラヴ,---,後藤浩, 0.7, 56, -16,   4, 6, 20.1,⑪⑨⑨, 5, 4,Ｍスｰパｰウｰマン, 67,吉田隼, 0.7, 73,*  5,   3, 6, 13.5,①①①, 5, 4,Ｂダイバｰシティ, 85,勝浦正, 0.7, 83,  -4,  22, 3,  5.4,⑨⑧⑥
 6, 4,Ｈリネンタキシｰド, 51,南田雅, 1.1, 52,  -4,  -8, 6, 16.7,⑤⑧⑦, 6,12, マスタｰウィンド,---,田中勝, 0.8, 55, -16,   3, 4,  5.6,⑧⑪⑩, 6,15,Ｌマイネルエデン, 70,三浦皇, 0.8, 74,*  4,   4, 4, 10.4,④④⑥, 6, 7,Ｊエフティイカロス, 79,柴山雄, 0.8, 84,  -7,* 25,10, 72.4,⑪⑪⑨
 7,14,Ｃサングレアズｰル, 55,左海誠, 1.3, 50,*  1, -18, 3,  8.6,①①①, 7, 6, シャインセレブ,---,柴田善, 0.8, 53, -14,  -1,10, 37.1,⑥⑥⑥, 7,11,Ｂナイキアプロｰド, 81,伊藤工, 0.9, 71,*  5,   0, 3,  9.1,②②②, 7,10,Ｆポルカマズルカ, 83,クラス, 0.9, 77,  -5,  17, 7, 11.2,⑥⑤⑦
 8, 2,Ｄシャイニｰロイヤル, 53,柴田善, 2.0, 46,  -4, -15,13,175.5,⑨⑨⑩, 8, 4, トｰセンディｰバ,---,江田照, 0.9, 52, -16,   1, 8, 35.7,⑩⑧⑧, 8, 5,Ｊシングンレジェンド, 72,小林淳, 1.0, 75,   0,   9, 5, 10.6,⑩⑫⑪, 8, 6,Ｇハシッテホシｰノ, 82,三浦皇, 0.9, 78,  -3,  15, 5,  8.2,②③③
 9,13,Ｋスリｰピｰクス, 47,大庭和, 2.2, 42,  -7, -10,12,166.6,⑯⑮⑫, 9,10, ケｰジｰムテキ,---,菊沢隆, 0.9, 56, -23,* 12, 9, 36.1,⑮⑮⑮, 9,12,Ｄホウショウルｰプ, 78,田中勝, 1.1, 73,  -3,  11, 9, 19.3,⑬⑬⑬, 9, 1,Ａハリｰアップ, 85,田中勝, 1.1, 78,  -6,  18, 8, 12.1,⑦⑨⑩
10,12,Ｆヒカルオトコミチ, 52,横山典, 2.2, 44,  -4, -16, 9, 27.4,⑧⑫⑪,10,15, タイセツナチキュウ,---,戸崎圭, 1.1, 51, -16,  -2, 5, 14.9,⑨⑩⑪,10, 3,Ｇキングオザｰ, 74,武士沢, 1.1, 69,   3,   3,13,136.6,⑥⑦⑨,10,11,Ｍスズノオオゴン, 72,北村宏, 1.1, 81,  -7,* 24,11,107.9,⑩⑫⑫
11, 5,Ｐジュニアレジデント, 39,熊沢重, 2.6, 44,  -2, -23,14,198.9,③③⑤,11, 2, エアウィペット,---,吉田隼, 1.5, 41,*-10, -19, 7, 23.1,①①①,11, 9,Ｋシャイニｰデザｰト, 71,勝浦正, 1.2, 69,   2,   1,10, 29.5,⑫⑨⑩,11, 8,Ｋラッキｰリップス, 79,武士沢, 1.3, 74,  -6,  15,12,109.0,⑧⑩⑪
12,11,Ｇクリｰルアジン, 52,吉田隼, 2.9, 40,  -6, -19, 7, 22.8,⑪⑭⑭,12, 9, コスモトルマリン,---,伊藤工, 1.8, 43, -21,  -3,14, 85.3,⑬⑬⑬,12, 7,Ｅテンザンモビｰル, 76,熊沢重, 1.5, 66,   1,   0,12,118.8,⑦⑪⑫,12, 9,Ｃアメジストリング, 84,戸崎圭, 1.4, 72,  -4,  10, 1,  4.7,⑫⑥⑧
13,10,Ｅケイアイブレイズ, 53,戸崎圭, 4.3, 33,  -3, -36, 2,  3.9,④⑥⑬,13,16, ピンクデｰジｰ,---,柴山雄, 1.9, 37,*-10, -23,15,129.9,④③③,13, 8,Ｈケイアｰス, 73,戸崎圭, 1.7, 63,   2,  -7, 8, 17.1,⑧⑧⑧,,,,,,,,,,,,
14, 3,Ｏマウントオｰヒ, 39,伊藤工, 4.3, 31, -12, -19,15,304.0,⑮⑯⑯,14,13, チェリッシュ,---,大庭和, 2.0, 41, -21,  -6,12, 53.7,⑭⑭⑭,14,14,Ｎトドロキエンジェル, 65,大庭和, 1.8, 71, -13,* 18,14,203.6,⑭⑭⑭,,,,,,,,,,,,
15,16,Ａミュｰジｰロｰジｰ, 56,柴山雄, 4.7, 31,  -4, -37,11,121.7,⑦⑪⑮,15,11, ヴィオニエ,---,小野次, 2.2, 41, -23,  -6,16,140.1,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
16, 9,Ｍカンクロ, 47,江田照, 4.9, 29,  -3, -41,10, 35.2,⑥⑤⑧,16,14, アラヴォｰトル,---,吉田豊, 2.4, 31,*-10, -31,11, 38.5,③②②,,,,,,,,,,,,,,,,,,,,,,,,
