09年 8月 1日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月 1日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗場特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｊダイメイダｰク, 32,蛯名正,, 62,*  7, -17, 6, 21.3, ④④, 1, 3, トロフィｰディｰル,,穂苅寿,,,,, 1,  2.7,②②②, 1,17,Ｂサンマルヘイロｰ, 61,小林淳,, 71,  -5,*  8, 4,  6.4,   , 1,12,Ｋデイトユアドリｰム, 73,松岡正,, 80,   4,* 14, 1,  2.5, ⑤⑤
 2,11,Ａオリエンタルジェイ, 61,北村宏, 0.0, 61,   5,  -9, 1,  1.6, ⑧⑧, 2, 9, モルフェサイレンス,,大江原,187.7,,,, 2,  4.0,⑨⑩⑨, 2, 8,Ｆドナグレｰス, 51,北村宏, 0.5, 63,  -1,  -1, 1,  3.3,   , 2,15,Ａペプチドアトム, 83,和田竜, 0.2, 80,*  8,   8, 2,  4.9, ②②
 3,15,Ｈスプンキｰウｰマン, 36,柴田善, 0.1, 63,   6, -13, 5, 19.4, ⑥⑥, 3,11, サトノスロｰン,,横山義,188.6,,,, 3,  4.0,⑤⑧⑦, 3, 2,Ａタケデンエンデバｰ, 61,二本柳, 0.6, 63,*  3,  -5, 2,  4.6,   , 3,11,Ｈストレｰトイン, 76,大野拓, 0.4, 77,*  9,   6, 9, 28.8, ①①
 4, 2,Ｂキングスバウンティ, 57,後藤浩, 0.2, 61,   6, -15, 2,  3.7, ⑤⑤, 4, 5, オンワｰドマック,,宗像徹,188.6,,,,10, 90.3,⑪⑤④, 4,14,Ｅクライムオントップ, 52,南田雅, 0.7, 60, -13,*  4, 8, 27.4,   , 4,10,Ｇソロソログランプリ, 77,柴田善, 0.5, 76,*  6,   8, 6, 12.5, ④③
 5, 7,Ｍグレイトサム, 27,高橋智, 0.3, 62,  -4,*  3,14,267.2, ⑯⑯, 5, 8, エイトシｰド,,平沢健,188.8,,,, 6, 21.2,⑦⑦⑧, 5, 3,Ｋブライティアホｰム, 46,嘉藤貴, 0.7, 61,  -2,  -3,11, 38.7,   , 5, 5,Ｃエヴァシャイン, 81,蛯名正, 0.7, 75,   1,  11, 3,  7.5, ⑩⑨
 6,10,Ｇゼロチョウサン, 38,柴山雄, 0.3, 62,   4, -12, 8, 71.2, ⑦⑦, 6, 7, エヒテンヴィｰゼ,,江田勇,188.8,,,, 8, 55.4,⑩⑨⑩, 6,15,Ｉユメミツキ, 48,草野太, 0.8, 59, -10,*  2,10, 30.6,   , 6, 4,Ｊソリッドラヴ, 73,勝浦正, 1.1, 71,  -6,* 14,11, 49.3, ⑭⑭
 7,12,Ｐロｰグランド, 21,村田一, 0.7, 59,  -1,  -9,16,405.8, ⑩⑩, 7, 6, コアレスアルダン,,五十嵐,188.9,,,, 9, 65.9,⑭⑫⑪, 7, 4,Ｄブレンニュｰライフ, 56,黛弘人, 0.8, 60,*  3,  -8, 3,  5.0,   , 7, 9,Ｄジャドｰル, 79,吉田隼, 1.3, 69,  -2,   7, 5,  8.8, ⑫⑫
 8, 8,Ｉエｰシンガレオン, 34,田中勝, 1.1, 52,   6, -30,13,205.3, ③③, 8, 4, スタッテン,,柴田大,189.1,,,, 5, 18.4,④⑥⑥, 8, 9,Ｃアゲシオ, 58,吉田豊, 1.0, 56,  -6,  -4, 5, 12.3,   , 8, 2,Ｅサンマルチｰフ, 79,田中勝, 1.3, 69,  -7,* 13, 8, 23.5, ⑮⑮
