09年 5月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
 9,10, グレンチェック,---,四位洋, 1.7, 53,  -9,  -3, 7, 32.7, ⑭⑫, 9, 7,Ｉロｰズタトゥ, 44,大下智, 4.2, 36,  -2, -24, 9, 85.7,⑧⑨⑨, 9, 1,Ｉセレスブレイク, 65,後藤浩, 2.5, 57,  12, -26,10, 71.2, ⑬⑬, 9,12,Ｉトランセンド, 71,安藤勝, 1.4, 73,* 14,  -8, 5, 10.9,②②②
10,14,Ｌブレｰクダンス, 36,渡辺薫, 2.0, 51, -10,  -5,16,467.7, ⑮⑮,,,,,,,,,,,,,10, 7,Ｃマイネルインゼル, 74,岩田康, 2.6, 55,* 21, -41, 1,  2.6, ②②,10,13,Ｍトｰセンロマネ, 63,浜中俊, 1.4, 77,   9,   7,12, 77.5,⑬⑬⑬
11, 8,Ｈアドマイヤセレス, 58,岩田康, 2.1, 51,  -3, -11, 8, 43.2, ⑨⑦,,,,,,,,,,,,,11, 2,Ｎランラン, 58,小牧太, 2.6, 56,  15, -33,12, 98.9, ⑧⑨,11, 9,Ｂニシノホウギョク, 84,熊沢重, 1.6, 73,  13,  -7, 8, 21.5,⑥⑥⑥
12, 2, ジョイフルバイオ,---,和田竜, 2.3, 49,  -7,  -9,11,144.2, ⑬⑬,,,,,,,,,,,,,12, 4,Ｋポｰトカンパｰニュ, 63,橋本美, 2.8, 53,* 20, -44,14,171.2, ①①,12, 2,Ｋエｰシンマイトップ, 67,長谷川, 2.3, 67,  11, -13,13,180.7,⑦⑦⑧
13, 3,Ｉハイウイング, 53,高野容, 2.5, 47,  -1, -16, 9, 88.2, ⑤⑨,,,,,,,,,,,,,13, 3,Ｍスピｰド, 59,田中健, 3.0, 52,   6, -24,15,286.9, ⑮⑮,13, 1,Ｐグランプリスマイル, 60,石橋守, 2.3, 68,  10,  -8,14,186.8,⑩⑪⑫
14, 5, メイショウマｰブル,---,田中健, 2.5, 46,  -1, -19,15,265.6, ③⑥,,,,,,,,,,,,,14, 8,Ｈインテンスブルｰ, 65,浜中俊, 3.1, 51,* 19, -47, 4, 12.5, ③④,14,16,Ｎヒカリアスティル, 61,渡辺薫, 2.6, 66,   9, -10,15,252.8,⑭⑭⑮
15,16,Ｊトリプルチャンス, 48,飯田祐, 2.7, 45, -10, -10,10,130.3, ⑯⑯,,,,,,,,,,,,,15,12,Ｏニシノオノコ, 58,国分恭, 4.0, 42,  16, -56, 9, 52.5, ⑥⑩,15, 4,Ｆスマｰトタイタン, 79,池添謙, 4.1, 53,  10, -34,11, 58.6,⑫⑩⑪
16, 9, シゲルロッコウサン,---,熊沢重, 4.8, 26,  -7, -33,13,205.7, ⑪⑭,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｏタマモシンボル, 61,橋本美, 4.2, 52,   7, -30,16,253.3,⑯⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:1),,,,,,,,,,,
"単勝:930円 複勝:04=290円 11=4,940円 12=190円 枠連:1,910円",,,,,,,,,,,,単勝:180円 複勝:03=110円 06=110円 09=140円 枠連:170円,,,,,,,,,,,,"単勝:270円 複勝:09=150円 15=630円 10=180円 枠連:1,120円",,,,,,,,,,,,単勝:340円 複勝:08=150円 05=170円 06=270円 枠連:580円,,,,,,,,,,,
"馬連:55,370円 ワイド:04-11=13,000円 04-12=850円 11-12=10,970円",,,,,,,,,,,,馬連:190円 ワイド:03-06=120円 03-09=200円 06-09=250円,,,,,,,,,,,,"馬連:6,420円 ワイド:09-15=1,670円 09-10=410円 10-15=2,690円",,,,,,,,,,,,馬連:900円 ワイド:05-08=400円 06-08=750円 05-06=810円,,,,,,,,,,,
"馬単:128,470円 3連複:99,430円 3連単:1,050,310円",,,,,,,,,,,,馬単:280円 3連複:290円 3連単:640円,,,,,,,,,,,,"馬単:8,710円 3連複:10,990円 3連単:58,710円",,,,,,,,,,,,"馬単:1,640円 3連複:2,840円 3連単:10,560円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 8R  ダ1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1600m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,舞鶴特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｇアイノスタｰゲイト, 54,幸英明,, 67,   3,*  5, 5, 31.8,⑨⑧⑥, 1, 9,Ｉジャングルストｰン, 65,和田竜,, 73,*-11,  14,11, 80.1, ①①, 1,14,Ｂニュｰイチトク, 85,小牧太,, 84,  11,* 10, 1,  1.9,④④④, 1,12,Ｇニホンピロコナユキ, 71,国分恭,, 77,*  5,   6, 9, 33.8, ②②
 2, 4,Ｄメイショウシンドウ, 61,浜中俊, 0.0, 66,*  7,  -3, 6, 39.4,③③②, 2, 8,Ｅブルｰモｰリシャス, 72,幸英明, 0.2, 74, -17,  19, 5, 13.5, ③④, 2, 8,Ａブラッシュアップ, 87,浜中俊, 0.3, 83,  11,*  8, 4, 12.7,⑥⑥⑥, 2, 4,Ｂストリｰトスタイル, 78,浜中俊, 0.0, 82,   0,* 15, 1,  3.1, ④④
 3, 9,Ａヤマトバンパク, 73,武豊  , 0.4, 63,   6,  -5, 1,  1.2,⑥④④, 3,10,Ｃシルクドミニオン, 73,浜中俊, 0.2, 73, -16,  18, 8, 25.0, ④③, 3,13,Ｈアドマイヤレグルス, 83,安藤勝, 0.5, 80,  10,*  8, 6, 15.0,⑧⑨⑦, 3, 8,Ｄコパノオｰシャンズ, 76,岩田康, 0.2, 79,  -1,* 15, 2,  4.0, ⑧⑧
 4,10,Ｃシャイニｰキング, 61,小林徹, 1.1, 59,   4,  -7, 7, 48.8,⑧⑦⑦, 4, 3,Ｈダノンヨｰヨｰ, 66,武豊  , 0.3, 72, -20,* 22, 1,  2.1, ⑦⑧, 4, 2,Ｄヨクバリ, 84,幸英明, 0.6, 80,  10,   7, 7, 23.0,⑦⑧⑨, 4, 5,Ｌセレブラｰル, 66,後藤浩, 0.2, 73,*  5,   2, 7, 23.5, ①①
 5, 3,Ｅカイテキゴｰゴｰ, 60,国分恭, 1.2, 58,   5, -10, 4, 29.5,④⑤⑤, 5, 7,Ｊベイビｰロｰズ, 64,福永祐, 0.3, 70, -16,  15,10, 38.3, ②②, 5, 4,Ｌトップコマチ, 79,和田竜, 0.8, 79,* 12,   1,13, 85.6,②②②, 5, 9,Ｅヴィクトリアアイ, 73,福永祐, 0.4, 75,   0,   9, 8, 30.0, ⑤⑤
 6, 2,Ｆサンレイクロフネ, 60,岩田康, 1.3, 56,*  6, -15, 3, 10.1,②②③, 6, 1,Ｋセキサンダンスイン, 62,後藤浩, 0.5, 70, -18,  18, 6, 23.3, ⑤⑤, 6, 6,Ｇピイラニハイウェイ, 83,武豊  , 1.0, 78,  11,   2, 3,  7.4,⑤⑤⑤, 6, 3,Ｃリキアイコンドル, 77,武豊  , 0.4, 75,  -2,  12, 4,  5.9, ⑦⑦
 7, 6,Ｈパｰプルラッキｰ, 47,和田竜, 1.4, 58,   3,  -8, 8, 82.4,⑤⑥⑧, 7, 5,Ｄピｰスピｰス, 72,飯田祐, 0.7, 69, -21,  19, 3, 13.0, ⑩⑪, 7,10,Ｆパｰフェクトラン, 83,田中健, 1.0, 80,   8,   7, 9, 42.8,⑨⑪⑮, 7, 6,Ａリｰベストラウム, 81,和田竜, 0.5, 76,  -5,* 15, 3,  4.9, ⑪⑩
 8, 1,Ｂシャｰズブルｰ, 62,小牧太, 1.5, 55,*  7, -18, 2,  5.5,①①①, 8, 4,Ｆケイアイゲンブ, 70,岩田康, 0.7, 67, -20,  18, 9, 28.2, ⑧⑦, 8,16,Ｊシャインモｰメント, 82,四位洋, 1.1, 79,   7,*  8, 2,  5.8,⑭⑭⑯, 8, 2,Ｊニホンピロシェリｰ, 71,熊沢重, 0.6, 73,  -2,   9, 6, 16.7, ⑥⑥
 9, 8,Ｉコスモジャングル, 42,熊沢重, 2.8, 49,   2, -18,10,188.0,⑦⑨⑨, 9,11,Ｂタキオンクｰル, 75,安藤勝, 0.8, 63, -17,  12, 2,  2.8, ⑥⑥, 9, 3,Ｎトムトップ, 76,後藤浩, 1.3, 75,   7,   7,12, 63.4,⑮⑮⑪, 9, 7,Ｈフェスティヴマロン, 71,小牧太, 0.7, 69,*  2,   0,11, 76.9, ③③
10, 5, マルサンマウジｰ,---,小原義, 3.1, 47,   1, -17, 9,118.4,⑩⑩⑩,10, 2,Ｇテスタマッタ, 69,池添謙, 0.8, 67, -22,  18, 7, 23.4, ⑨⑩,10, 5,Ｅスプリングサンテ, 84,岩田康, 1.3, 77,   9,   3, 5, 13.3,⑩⑩⑩,10,10,Ｋボｰテセレスト, 69,渡辺薫, 0.8, 76,  -7,* 15,12, 89.0, ⑫⑫
,,,,,,,,,,,,11, 6,Ａサクラシャイニｰ, 78,小牧太, 0.9, 66, -20,  15, 4, 13.0, ⑪⑨,11,15,Ｏラフレッシュブルｰ, 75,小林徹, 1.6, 75,   8,   3,14, 95.7,⑬⑬⑬,11, 1,Ｆミルクトｰレル, 73,四位洋, 1.0, 69,  -5,   7, 5, 10.9, ⑩⑨
,,,,,,,,,,,,,,,,,,,,,,,,12,11,Ｉナムラグロｰリｰ, 83,橋本美, 1.6, 75,   7,   3,15,106.7,⑫⑫⑫,12,11,Ｉキンショｰオトヒメ, 71,幸英明, 1.4, 65,  -3,   1,10, 41.3, ⑨⑪
,,,,,,,,,,,,,,,,,,,,,,,,13,12,Ｍホワイトショウフク, 77,福永祐, 2.1, 71,  10,  -7, 8, 24.3,⑪⑦⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｃマルタカドリｰム, 84,小坂忠, 2.2, 70,   6,   0,16,151.9,⑯⑯⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｋディアプリンシパル, 79,池添謙, 2.9, 65,* 12, -16,10, 46.7,③③③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｐタムロチェスト, 74,熊沢重, 3.0, 65,* 13, -19,11, 47.1,①①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
"単勝:3,180円 複勝:07=410円 04=470円 09=110円 枠連:17,640円",,,,,,,,,,,,"単勝:8,010円 複勝:09=1,620円 08=410円 10=400円 枠連:29,220円",,,,,,,,,,,,"単勝:190円 複勝:14=130円 08=300円 13=370円 枠連:1,280円",,,,,,,,,,,,"単勝:3,380円 複勝:12=650円 04=150円 08=160円 枠連:3,740円",,,,,,,,,,,
"馬連:24,960円 ワイド:04-07=3,440円 07-09=500円 04-09=600円",,,,,,,,,,,,"馬連:27,810円 ワイド:08-09=6,380円 09-10=6,790円 08-10=2,230円",,,,,,,,,,,,"馬連:1,280円 ワイド:08-14=550円 13-14=680円 08-13=2,020円",,,,,,,,,,,,"馬連:9,240円 ワイド:04-12=2,030円 08-12=2,190円 04-08=300円",,,,,,,,,,,
"馬単:62,900円 3連複:6,400円 3連単:143,830円",,,,,,,,,,,,"馬単:82,230円 3連複:81,360円 3連単:783,180円",,,,,,,,,,,,"馬単:1,920円 3連複:5,360円 3連単:18,540円",,,,,,,,,,,,"馬単:21,230円 3連複:11,130円 3連単:129,740円",,,,,,,,,,,
■ 3R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,高瀬川ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂサワノパンサｰ, 63,福永祐,, 61,*-12,*  3, 1,  2.4, ②②, 1, 4,Ａナリタカｰビン, 85,安藤勝,, 76,*  8,*  8, 1,  1.5,③②②, 1, 7,Ｄストｰリｰテリング, 85,飯田祐,, 82,   8,  10, 8, 16.9, ④④, 1, 8,Ｂファイブスタｰ, 74,安藤勝,, 75,  -9,* 14, 2,  4.1, ⑧⑦
 2,11,Ａヤマカツゴｰルド, 64,池添謙, 0.3, 60, -14,*  3, 4,  8.1, ⑥⑦, 2, 6,Ｃナムラカイシュウ, 73,武豊  , 0.0, 78,*  8,*  8, 3,  6.6,①①①, 2, 4,Ｌスｰサンライダｰ, 82,和田竜, 0.0, 82,* 11,   7, 9, 18.5, ①①, 2, 7,Ｄプティマカロン, 69,田嶋翔, 0.1, 75,  -9,* 14, 4,  5.7, ⑪⑨
 3,16,Ｅトｰセンウｰノ, 60,武豊  , 0.4, 56,*-12,  -1, 3,  6.8, ③③, 3, 5,Ｂアロｰベアタキオン, 79,四位洋, 1.3, 69,*  7,  -1, 2,  5.2,⑥④④, 3, 1,Ｂショウナンアクト, 86,岩田康, 0.2, 80,   3,* 13, 1,  4.2, ⑮⑬, 3, 4,Ａフレジェｰル, 76,四位洋, 0.2, 71,  -8,   8, 1,  3.3, ⑥⑤
 4, 7,Ｋスエヒロブリリアン, 46,後藤浩, 0.4, 56,*-12,  -2,11,118.6, ①①, 4,11,Ｉティックルピンク, 62,熊沢重, 1.6, 68,   6,   0, 4, 14.5,⑧⑤⑤, 4, 8,Ｇスリｰアリスト, 83,浜中俊, 0.3, 80,   4,* 12, 2,  4.3, ⑬⑪, 4, 5,Ｈドナフュｰジョン, 63,国分恭, 0.3, 71,  -8,   8, 8, 36.3, ⑤⑥
 5, 5,Ｃラガｰゴｰルデン, 63,上野翔, 0.5, 58, -13,   1, 6, 26.7, ⑤⑥, 5, 1,Ｇテｰオｰマｰス, 64,後藤浩, 1.6, 66,   6,  -1, 8, 40.3,②⑥⑥, 5,13,Ａワンダｰポデリオ, 89,北沢伸, 0.5, 78,   3,* 11, 5, 12.8, ⑭⑮, 5,10,Ｃディｰプキッス, 71,小牧太, 0.4, 73, -10,* 12, 5,  7.4, ⑨⑩
 6,18,Ｄタクティクス, 61,安藤勝, 0.7, 55, -18,*  3, 2,  2.9, ⑬⑫, 6, 3,Ｅメイショウロッコｰ, 68,小牧太, 1.9, 65,   4,   0, 6, 38.4,⑦⑨⑩, 6, 9,Ｋトウショウブリッツ, 82,池添謙, 0.5, 79,   5,   9,10, 23.6, ⑪⑫, 6, 9,Ｅフレノカトリｰヌ, 68,浜中俊, 0.4, 72,  -9,   9, 7, 18.3, ⑦⑧
 7,13, トウケイビクトリｰ,---,国分恭, 0.9, 52, -20,*  1,10,101.2, ⑫⑪, 7,12,Ｌスマイルミッキｰ, 59,幸英明, 2.0, 63,*  8,  -8,11,212.5,④③③, 7,15,Ｈセイウンプレジャｰ, 83,四位洋, 0.6, 76,*  8,   3,14, 46.4, ③②, 7, 6,Ｆケイエスユリ, 68,幸英明, 0.8, 69, -13,  11, 6, 16.4, ⑫⑫
 8, 3,Ｊサンライズゴｰルド, 46,飯田祐, 0.9, 51, -14,  -5, 9, 82.9, ④⑤, 8, 8,Ｆナニハトモアレ, 65,池添謙, 2.7, 62,   4,  -6, 9, 52.8,⑪⑪⑨, 8,14,Ｊスマｰトブレｰド, 82,熊沢重, 0.6, 77,   7,   4,11, 28.0, ⑤⑤, 8, 3,Ｉワンダｰパｰトナ, 60,田村太, 0.8, 65,* -5,  -1,11,104.4, ③④
 9, 4,Ｍスズカミネルバ, 44,熊沢重, 0.9, 52, -17,  -1,13,219.8, ⑩⑩, 9, 9,Ｊツカサゲンキ, 62,北村浩, 3.0, 58,   2,  -6,12,232.3,⑫⑫⑫, 9,12,Ｉサザンビュｰティｰ, 83,田嶋翔, 0.6, 77,   6,   6, 7, 16.1, ⑦⑦, 9,12,Ｇヴァリアントレディ, 67,和田竜, 1.0, 59,* -4,  -9, 3,  4.9, ①①
10, 1,Ｌオｰドリｰアン, 45,浜中俊, 1.0, 51, -16,  -3,12,162.0, ⑧⑨,10, 7,Ｄタガノブレｰド, 70,岩田康, 3.1, 57,   4, -11, 5, 34.9,⑨⑧⑦,10, 6,Ｆダイイチミラクル, 83,渡辺薫, 0.7, 77,   5,   6,15, 54.6, ⑩⑩,10, 1,Ｊファディクト, 56,後藤浩, 1.3, 56,* -4, -12,10, 52.7, ②②
11,15,Ｉニホンピロボレｰ, 49,渡辺薫, 1.2, 48, -14,  -8,15,236.3, ⑦④,11, 2,Ｋエルジャンクション, 59,福永祐, 4.0, 52,   5, -20, 7, 39.4,⑤⑦⑧,11,11,Ｍオネストジョン, 80,石橋守, 0.7, 77,   6,   4, 4, 11.7, ⑥⑥,11,11,Ｌカシノラブコｰル, 55,小坂忠, 2.1, 50, -10, -12,12,137.2, ⑩⑪
12, 6,Ｆハンサムウｰマン, 53,小牧太, 1.3, 48, -19,  -3, 8, 35.6, ⑪⑭,12,10,Ｈギガブレイク, 63,和田竜, 4.4, 49,   4, -21,10, 70.1,⑩⑩⑪,12,16,Ｃポｰトラヴ, 85,幸英明, 0.7, 75,*  8,   2, 6, 16.0, ②③,12, 2,Ｋアイルイザダイヤ, 56,柴原央, 2.9, 38,* -6, -33, 9, 50.8, ④③
13,12,Ｈエｰシンセｰフティ, 49,和田竜, 1.4, 46, -16,  -8, 7, 33.5, ⑨⑧,,,,,,,,,,,,,13, 3,Ｐリフレックス, 75,福永祐, 1.0, 75,   4,   6,12, 29.3, ⑫⑭,,,,,,,,,,,,
14,10, クレバｰアグネス,---,岩田康, 1.6, 44, -20,  -6, 5, 16.4, ⑭⑮,,,,,,,,,,,,,14, 5,Ｅウォｰタｰバロン, 83,北村浩, 1.1, 73,   2,   7,16,171.6, ⑯⑯,,,,,,,,,,,,
15, 2,Ｐトップナデシコ,  9,高橋亮, 1.7, 43, -22,  -5,14,231.3, ⑯⑯,,,,,,,,,,,,,15, 2,Ｏザシｰクレット, 78,小牧太, 1.9, 66,   5,  -4,13, 33.6, ⑨⑨,,,,,,,,,,,,
16, 9,Ｇマジックソルジャｰ, 53,田中克, 1.7, 45, -28,*  2,17,343.1, ⑱⑱,,,,,,,,,,,,,16,10,Ｎメリッサ, 79,武豊  , 2.8, 59,   5, -12, 3,  4.9, ⑧⑧,,,,,,,,,,,,
17, 8,Ｏコアレスランナｰ, 36,小林徹, 1.9, 41, -19, -10,18,469.6, ⑮⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,17,Ｎトモロサンサン, 39,大下智, 2.1, 39, -24,  -7,16,291.2, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:1),,,,,,,,,,,
