09年 4月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,春風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄクリノビリオネア, 56,三浦皇,, 60,  -9,*  8, 5,  7.1, ⑩⑨, 1,12,Ａフットライト, 59,的場勇,, 61,  -2,* -1, 2,  5.1,⑯⑩⑧, 1, 4,Ａゴｰルデンジュビリ, 80,小林淳,, 74,   5,*  7, 2,  4.3,⑥⑤⑤, 1, 3,Ａファイナルスコアｰ, 88,内田博,, 84,*  8,* 12, 1,  3.1, ②②
 2, 2,Ｆレッドリップス, 55,中舘英, 0.3, 59,*  6,  -8, 4,  6.3, ①①, 2, 6,Ｅナムラカクレイ, 57,田中博, 0.2, 58,*  1,  -7, 6, 12.0,③④⑥, 2,11,Ｃピンクバンサｰ, 76,内田博, 0.1, 73,*  6,   4, 4,  5.4,④③④, 2,12,Ｉジェイケイボストン, 82,江田照, 0.2, 82,*  7,  10, 3,  5.6, ③③
 3,14,Ｃダブルフレｰバｰ, 56,蛯名正, 0.4, 58,  -2,  -2, 3,  5.8, ⑥⑤, 3, 8,Ｉキストゥクラウン, 53,黛弘人, 0.2, 58,   0,  -6, 8, 15.3,⑥⑥④, 3, 5,Ｆクラッカｰジャック, 74,藤田伸, 0.2, 72,   5,   4, 5,  7.8,③④③, 3,14,Ｌアルシラｰト, 80,吉田豊, 0.2, 82,   6,* 12,13, 44.5, ⑥④
 4,15,Ｅシノギダンサｰ, 55,吉田豊, 0.4, 57,  -7,   2, 7, 16.8, ⑧⑧, 4, 9,Ｏダイワレギオン, 31,丸田恭, 0.4, 57,  -4,* -1, 9, 39.2,⑭⑭⑫, 4,12,Ｈシルキｰチｰフ, 68,柴山雄, 0.4, 73,   4,*  6, 9, 58.6,⑩⑦⑦, 4,15,Ｏダイイチミラクル, 79,柴田大, 0.5, 79,   5,  10,16,217.3, ⑧⑦
 5,13, ダイヤモンドビット,---,鷹野宏, 0.8, 55, -10,   3,10, 69.3, ⑫⑪, 5, 3,Ｂラレｰヌデュバル, 58,国分優, 0.4, 57,  -3,  -3,11, 61.5,⑩⑨⑨, 5, 6,Ｂポリバレント, 77,蛯名正, 0.6, 69,*  6,   0, 3,  4.7,②②②, 5, 4,Ｄサザンビュｰティｰ, 83,田嶋翔, 0.6, 78,   4,  10, 2,  5.4, ⑦⑧
 6,16,Ａアントルシャカトル, 61,内田博, 0.9, 54,*  3, -11, 1,  3.1, ③②, 6, 7,Ｄハバナシガｰ, 58,宮崎北, 0.7, 54,*  1, -11, 5,  7.7,④③⑤, 6,10,Ｇインサイダｰ, 70,伊藤工, 0.6, 71,   1,*  8,10, 61.4,⑫⑪⑩, 6,16,Ｃスｰサンライダｰ, 84,北村宏, 0.7, 78,* 10,   4, 5, 12.6, ①①
 7, 3, チョウハイレベル,---,石橋脩, 1.4, 48, -22,*  7, 6, 14.9, ⑮⑮, 7,11,Ｈジャンジャン, 54,佐藤聖, 0.7, 55,  -4,  -4,15,101.6,⑮⑫⑪, 7, 2,Ｅマルタｰズスクｰプ, 74,松岡正, 1.2, 66,   3,   0, 1,  3.0,⑤⑧⑧, 7,13,Ｍトップディアマンテ, 80,幸英明, 0.8, 76,  -1,* 13,12, 31.7, ⑭⑫
 8,12,Ｂツキノテンシ, 61,石神深, 1.5, 49,  -1, -12, 2,  4.7, ④④, 8, 5,Ｊカシマパフュｰム, 52,大江原, 0.7, 56,   0,  -7,13, 79.2,⑧⑦⑦, 8, 1,Ｉマイネルフォルザ, 68,津村明, 1.4, 65,   2,   0, 8, 46.4,⑨⑩⑨, 8, 1,Ｂフライデイフライト, 85,松岡正, 0.9, 75,   5,   6, 4,  8.2, ④⑤
