09年 6月 7日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月 7日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝3370m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝2500m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
"単勝:1,390円 複勝:04=450円 14=490円 08=1,610円 枠連:2,350円",,,,,,,,,,,,"単勝:1,290円 複勝:10=380円 02=530円 05=220円 枠連:6,330円",,,,,,,,,,,,"単勝:610円 複勝:07=260円 02=230円 09=480円 枠連:2,720円",,,,,,,,,,,,単勝:430円 複勝:14=180円 15=180円 07=300円 枠連:800円,,,,,,,,,,,
"馬連:6,570円 ワイド:04-14=1,780円 04-08=3,830円 08-14=7,050円",,,,,,,,,,,,"馬連:10,330円 ワイド:02-10=2,150円 05-10=1,280円 02-05=1,680円",,,,,,,,,,,,"馬連:2,690円 ワイド:02-07=1,020円 07-09=2,010円 02-09=1,950円",,,,,,,,,,,,"馬連:1,090円 ワイド:14-15=510円 07-14=1,040円 07-15=1,000円",,,,,,,,,,,
"馬単:15,390円 3連複:86,910円 3連単:446,290円",,,,,,,,,,,,"馬単:15,930円 3連複:19,660円 3連単:113,220円",,,,,,,,,,,,"馬単:5,530円 3連複:12,780円 3連単:69,480円",,,,,,,,,,,,"馬単:2,070円 3連複:3,770円 3連単:14,280円",,,,,,,,,,,
■ 2R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  芝1200m 3 歳1000万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,あじさいｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｄロッソネロ, 53,熊沢重,, 62,* -3,* -4, 7, 24.8,②②②, 1, 6,Ｃルナキッズ, 62,荻野琢,, 68,*  6,  -3, 2,  3.6,②②②, 1, 1,Ａレディルｰジュ, 75,鮫島良,, 79,   4,*  8, 2,  3.4, ⑦⑦, 2, 6,Ｃルミナスハｰバｰ, 74,小牧太, 0.0, 75,   7,   2, 2,  3.4, ③③
 2,17,Ｊユウリョク, 47,柴原央, 0.3, 61,* -3,* -2,11, 72.2,⑫⑥⑥, 2, 1,Ｈバイオレントナイト, 59,松山弘, 0.0, 67,*  5,* -1, 4,  8.8,③③③, 2, 4,Ｂアグネスナチュラル, 74,幸英明, 0.2, 79,* 11,  -2, 1,  3.2, ①①, 1, 3,Ａロｰズカットダイヤ, 79,秋山真,, 75,   7,   2, 1,  3.2, ④④
 3, 6,Ａキャンドゥイット, 63,北村友, 0.4, 58,* -4,* -6, 1,  1.4,⑥⑤③, 3,12,Ａタガノバロナｰク, 63,藤岡康, 0.8, 61,*  5,  -8, 1,  3.1,⑥⑤④, 3,12,Ｅケイアイダイオウ, 71,池添謙, 0.3, 75,   6,   1, 6, 15.8, ⑥③, 3,14,Ｏワシントンパｰク, 61,赤木高, 0.1, 74,  -1,*  9,13,119.1, ⑩⑩
 4,10, フレンチシチｰ,---,佐藤哲, 0.6, 54,  -5,* -6, 5, 18.7,⑩⑧⑦, 4, 7,Ｆゴｰアップドラゴン, 59,高井彰, 0.9, 62,   0,*  1, 9, 61.2,⑩⑩⑩, 4,11,Ｄアイディンパワｰ, 72,太宰啓, 0.3, 75,   4,   4, 5, 12.7, ⑨⑨, 4, 8,Ｅメイカ, 72,荻野琢, 0.3, 71,  -4,*  9, 3,  6.2, ⑬⑬
 5,14, ミスズジャック,---,幸英明, 1.2, 52,  -7, -10,10, 56.3,⑯⑭⑪, 5, 4,Ｇヤマイチコマンド, 59,佐久間, 0.9, 60,*  6, -11, 8, 30.6,①①①, 5, 2,Ｉトップオブピｰコイ, 67,木村健, 0.3, 73,  -1,*  9, 9, 42.3, ⑩⑩, 5, 9,Ｇゴｰルドサクセス, 69,武幸四, 0.3, 72,  -4,*  9, 5, 12.5, ⑭⑭
 6, 4,Ｅラｰクエンデバｰ, 51,田中健, 1.4, 49,* -3, -20,15,108.8,③④⑤, 6,11,Ｄヤマニンスクワｰル, 60,生野賢, 1.0, 60,*  5,  -9, 6, 14.4,④④⑤, 6, 8,Ｊケイアイガｰベラ, 66,秋山真, 0.3, 75,   7,   1, 4,  9.0, ⑤⑤, 6,12,Ｎファンドリキセキ, 64,池添謙, 0.4, 70,  -7,* 10,10, 46.9, ⑮⑮
 7,11, メイショウテノｰル,---,高橋亮, 1.6, 47,  -5, -20, 4, 16.3,⑮⑩⑧, 7, 3,Ｅゴｰルデンロｰズ, 59,田中克, 1.0, 62,   1,  -4, 5, 11.1,⑪⑨⑨, 7,10,Ｆレッドヴァンクｰル, 70,中舘英, 0.5, 70,  -2,*  6, 3,  4.0, ⑪⑪, 7, 1,Ｆゴッドスマイルユｰ, 70,浜中俊, 0.4, 71,  -4,   8, 4,  6.5, ⑫⑫
 8, 5,Ｂスリｰオブジャパン, 55,木村健, 1.6, 47,  -6, -15,12, 77.8,⑭⑬⑭, 8,13,Ｂレインボｰマジック, 63,中村将, 1.1, 58,   3,  -9, 3,  4.3,⑧⑦⑥, 8, 3,Ｌフキラウソング, 65,川田将, 0.7, 69,   4,  -2,12, 89.4, ⑧⑧, 8, 4,Ｉコンゴウリュウオｰ, 68,川田将, 0.4, 70,   2,   1, 6, 16.9, ⑦⑦
 9,15, エリモティグアン,---,荻野琢, 1.6, 46,  -5, -18, 6, 23.1,⑨⑨⑩, 9, 8,Ｌダンツヘルメス, 49,上野翔, 1.7, 55,   3, -13,16,303.0,⑤⑥⑧, 9, 5,Ｃエイシンフェアリｰ, 73,小牧太, 1.1, 66,   7,  -9, 7, 24.0, ④④, 9, 2,Ｂフェスティヴマロン, 75,北村友, 0.5, 68,   2,   0,12, 92.6, ⑥⑥
10,13, メジロブリット,---,川田将, 1.7, 48, -11,* -6, 9, 27.8,⑱⑰⑰,10, 9,Ｋスペｰスオｰバｰ, 50,大下智, 2.0, 54,  -2,  -6,15,275.2,⑭⑬⑫,10, 7,Ｈラブチャｰミｰ, 68,長谷川, 1.2, 65,*  8, -12,11, 72.9, ③②,10,15,Ｈセレブラｰル, 68,太宰啓, 0.7, 66,   1,  -2, 9, 32.1, ⑧⑧
11,12,Ｍパヴァｰヌ, 38,田村太, 1.7, 47,  -9, -10,17,240.7,⑪⑯⑯,11,14,Ｍエイシンプリズム, 48,田中健, 2.2, 53,  -1, -10,14,259.5,⑮⑪⑪,11, 9,Ｋハｰドウォン, 65,浜中俊, 1.3, 59, -11,   5,10, 65.5, ⑫⑫,11, 7,Ｊマイネルオｰクベイ, 67,幸英明, 0.8, 65,  -1,   0, 8, 26.1, ⑨⑨
12, 9,Ｃシルクナトゥｰル, 53,武英智, 1.9, 45,  -9, -13,16,177.4,⑬⑮⑮,12,15,Ｉアリソンイモン, 56,船曳文, 2.5, 51,  -2, -11,10, 72.5,⑬⑫⑬,12, 6,Ｇマチカネコロモガワ, 69,古川吉, 2.1, 53,*  8, -24, 8, 29.6, ②⑥,12,16,Ｍリトルビスケット, 65,田中健, 1.1, 61,*  9, -15,11, 62.7, ②②
13, 3,Ｇテイエムワカジシ, 50,佐久間, 1.9, 44,  -7, -19,14,107.4,⑧⑫⑬,13,16,Ｊリディック, 54,草野太, 2.5, 50,   3, -20, 7, 17.2,⑨⑧⑦,,,,,,,,,,,,,13,13,Ｄハギノハｰセルフ, 72,松山弘, 1.4, 56,   4, -14, 7, 20.5, ⑤⑤
14, 8,Ｆピサノレインボｰ, 51,浜中俊, 2.1, 42,* -2, -34, 8, 25.8,①①①,14,10,Ｏメイショウマナスル, 47,田村太, 2.8, 49,  -5,  -8,11,149.3,⑫⑮⑮,,,,,,,,,,,,,14, 5,Ｋスリｰフォｰトラン, 66,国分恭, 1.5, 55,  -3,  -8,14,144.0, ⑪⑪
15, 2,Ｉイｰジｰミッション, 48,渡辺薫, 2.2, 43,  -7, -23,13, 96.4,⑦⑪⑫,15, 5,Ｎシルクパイレｰツ, 48,大江原, 3.5, 45, -10,  -4,12,157.8,⑯⑯⑯,,,,,,,,,,,,,15,11,Ｌタニノジュレップ, 65,鮫島良, 1.7, 54,* 11, -23,15,151.9, ①①
16, 7,Ｌワイルドキュｰト, 40,中舘英, 2.9, 38, -12, -21,18,259.5,⑰⑱⑱,16, 2,Ｐシルクヴィオレット, 42,北村浩, 3.9, 41,  -3, -21,13,240.1,⑦⑭⑭,,,,,,,,,,,,,16,10,Ｐリマレックス, 55,角田晃, 3.0, 37, -23,  -8,16,186.7, ⑯⑯
17, 1,Ｋトｰコｰタカシ, 43,小牧太, 3.0, 35,  -5, -38, 2, 11.6,⑤⑦⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,Ｈワイルドベリｰ, 49,太宰啓, 3.5, 32,* -2, -53, 3, 13.1,④③④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-4),,,,,,,,,,,
"単勝:2,480円 複勝:16=460円 17=950円 06=110円 枠連:6,590円",,,,,,,,,,,,"単勝:360円 複勝:06=150円 01=240円 12=130円 枠連:1,940円",,,,,,,,,,,,単勝:340円 複勝:01=140円 04=140円 12=330円 枠連:560円,,,,,,,,,,,,"単勝:320円 複勝:03=150円 06=160円 14=2,550円 枠連:540円",,,,,,,,,,,
"馬連:47,550円 ワイド:16-17=8,940円 06-16=670円 06-17=1,150円",,,,,,,,,,,,"馬連:1,700円 ワイド:01-06=630円 06-12=260円 01-12=540円",,,,,,,,,,,,馬連:560円 ワイド:01-04=250円 01-12=830円 04-12=670円,,,,,,,,,,,,"馬連:520円 ワイド:03-06=260円 03-14=5,820円 06-14=6,090円",,,,,,,,,,,
"馬単:155,830円 3連複:16,410円 3連単:232,290円",,,,,,,,,,,,"馬単:3,200円 3連複:1,800円 3連単:12,830円",,,,,,,,,,,,"馬単:1,120円 3連複:2,620円 3連単:9,510円",,,,,,,,,,,,"馬単:1,100円 3連複:19,620円 3連単:67,230円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 6R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  ダ1700m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,御嶽特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄプリンセスペスカ, 65,角田晃,, 75,*  2,* 10, 7, 17.6,③③③, 1, 8,Ｉヒカルジョディｰ, 61,秋山真,, 71,   5,  -4, 3,  7.4, ⑤④, 1, 6,Ｂアイノレグルス, 82,中舘英,, 75,* 13,   0, 2,  5.2,④③③, 1,16,Ａポｰトスピｰド, 74,柴原央,, 76,   4,* 11, 2,  4.8,⑥⑤④
 2,14,Ｂミルフィアタッチ, 68,佐藤哲, 0.3, 70,*  2,*  7, 2,  3.8,②②①, 2, 6,Ａフレッドバロｰズ, 72,佐藤哲, 0.0, 69,   5,  -4, 6,  9.3, ⑥⑥, 2, 7,Ｍメイショウアサガオ, 69,浜中俊, 0.2, 76,   9,*  6, 8, 33.9,⑪⑩⑩, 2,14,Ｄプレストンペスカ, 71,幸英明, 0.0, 75,*  6,*  8, 5,  8.1,⑬②②
 3, 4,Ｆコウエイテンプウ, 62,浜中俊, 1.1, 66,   0,   4, 6, 14.3,⑪⑤④, 3,16,Ｇウインリｰズン, 62,松田大, 0.2, 65,  -3,*  1, 4,  7.9, ⑬⑬, 3, 2,Ｉサンデｰヒストリｰ, 75,鮫島良, 0.2, 75,   8,*  7, 1,  1.9,⑥⑪⑪, 3, 9,Ｂアイソトｰプ, 74,木村健, 0.2, 74,*  6,   6, 1,  2.4,①①①
 4,12,Ｈオデットシチｰ, 60,川島信, 1.8, 60,  -4,   4, 8, 25.6,⑮⑬⑩, 4, 3,Ｃコパノマユチャン, 66,武幸四, 0.2, 67,   0,* -1, 2,  6.9, ⑩⑩, 4,11,Ｃウィッシュビｰワン, 79,佐藤哲, 0.3, 73,  12,  -1, 6, 16.6,③④④, 4,12,Ｃタニノロッキｰ, 74,川田将, 0.4, 74,   4,*  9, 3,  5.9,⑩⑥⑥
 5, 1,Ｉデルバｰル, 58,松山弘, 1.9, 60,  -1,  -1,14,169.2,⑧⑦⑥, 5,10,Ｋティｰガｰ, 60,池添謙, 0.4, 62,  -5,*  1, 1,  4.3, ⑰⑯, 5, 9,Ｆニッシンテｰスト, 78,野元昭, 0.5, 71,  11,  -2,12,187.3,⑦⑤⑤, 5, 7,Ｅテイエムカイブツ, 70,大江原, 1.0, 69,   4,   3, 6, 26.3,④④⑤
 6, 8,Ｃカスガ, 66,渡辺薫, 2.2, 59,  -2,  -2, 5, 13.8,⑬⑩⑨, 6, 1,Ｎフライングビｰン, 59,中舘英, 0.6, 65,*  9, -16, 8, 15.9, ①①, 6, 3,Ｅホッコｰキングオｰ, 78,秋山真, 0.6, 72,  10,   0,10, 48.7,⑧⑦⑦, 6, 6,Ｇクリノコブオｰ, 69,古川吉, 1.3, 71,   1,   8, 7, 29.6,⑭⑬⑫
 7,13,Ｇサンレイクロフネ, 60,幸英明, 2.4, 55,   0,  -7,11, 37.8,⑨⑥⑦, 7,14,Ｆタガノバッチグｰ, 63,田中健, 0.6, 60,  -1,  -6,15, 48.2, ⑫⑫, 7,14,Ｄタガノショｰタイム, 78,赤木高, 0.7, 69,* 13,  -7, 4, 11.8,①①①, 7, 2,Ｍセレスブレイク, 59,浜中俊, 1.3, 68,   2,   4,12,112.5,⑦⑩⑪
 8,11,Ｅレティセラ, 64,藤岡康, 2.6, 56,   0,  -7,12, 62.7,⑫⑧⑧, 8, 9,Ｂショウナンアトム, 68,角田晃, 0.7, 58,  -9,*  1, 5,  8.9, ⑱⑱, 8, 4,Ｇホワイトショウフク, 76,木村健, 0.9, 70,  12,  -5, 5, 12.9,⑨⑥⑥, 8,13,Ｆピエナミッチｰ, 70,佐藤哲, 1.5, 66,   2,   3, 9, 36.2,⑫⑪⑩
 9, 9,Ｋアグネスクイｰン, 53,池添謙, 2.7, 53,*  1, -12, 4, 12.0,⑦④⑤, 9,17,Ｐワンダｰキラメキ, 58,浜中俊, 0.8, 59,   2, -12,10, 26.8, ⑧⑧, 9,13,Ｋメイショウエグル, 73,池添謙, 1.0, 68,* 13,  -9, 7, 21.5,②②②, 9,15,Ｈエｰシンカマンダｰ, 68,藤岡康, 1.6, 64,*  6,  -5,10, 48.2,②③③
10,16,Ｌネオカｰニバル, 50,高橋亮, 2.7, 54,*  2, -13, 9, 26.2,①①②,10,13,Ｊボアソルチ, 61,木村健, 0.8, 56,  -4,  -6, 7,  9.4, ⑮⑮,10,10,Ａヨクバリ, 82,小牧太, 1.2, 68,  11,  -5, 3,  5.9,⑩⑧⑧,10,11,Ｊネイチャｰグロウ, 66,高山太, 1.8, 63,   3,  -2,11, 50.8,⑮⑧⑦
11, 5, メイショウボタン,---,鮫島良, 3.3, 50,  -3, -11, 3,  8.7,⑭⑪⑬,11, 2,Ｅリバｰサルブロｰ, 65,藤岡康, 0.8, 60,   5, -15,16, 54.5, ④③,11, 1,Ｈキｰプウイニング, 75,安藤光, 1.2, 67,   3,*  6,13,191.8,⑬⑬⑬,11, 8,Ｌチャｰムマロン, 61,国分恭, 1.9, 63,   2,  -2, 8, 31.6,⑤⑨⑨
12, 6,Ｊビヨンドマイリｰチ, 55,国分恭, 3.5, 49,  -6,  -8,13,123.6,⑩⑮⑭,12,15,Ｄサラノロクサボｰド, 66,赤木高, 1.0, 54,  -4,  -8,12, 37.0, ⑯⑰,12,12,Ｊヒシウィンザｰ, 75,熊沢重, 1.3, 68,   9,  -4, 9, 46.9,⑤⑨⑨,12,10,Ｋメイショウフウリン, 64,松山弘, 2.3, 61,  -1,   1,14,189.9,⑪⑮⑬
13,15,Ｏトｰホウアテナ, 43,木村健, 3.7, 48,  -3, -13,16,241.5,⑯⑫⑫,13, 7,Ｑプリティマリ, 58,渡辺薫, 1.0, 57,   2, -15,18,201.9, ⑦⑦,13, 5,Ｎマナｰハウス, 68,武幸四, 2.3, 64,   8, -10,11,175.9,⑫⑫⑫,13, 4,Ｉゴｰルドチェンジ, 68,鮫島良, 2.3, 62,   0,   0, 4,  7.0,⑨⑭⑮
14, 7,Ｎニチドウダイヤ, 48,大江原, 4.1, 46, -12,  -2,15,231.9,④⑯⑯,14, 5,Ｏテイエムリュウジン, 59,熊沢重, 1.1, 58,*  8, -21,11, 35.7, ③⑤,,,,,,,,,,,,,14, 1,Ｏマッキｰサマンサ, 53,野元昭, 3.6, 52,   0, -12,15,283.1,⑧⑫⑭
15, 3,Ｍフェザｰ, 49,川田将, 4.2, 44,  -2, -20,10, 30.1,⑤⑨⑪,15, 4,Ｈグリッタｰアイス, 62,太宰啓, 1.2, 57,*  9, -24,13, 40.9, ②②,,,,,,,,,,,,,15, 3,Ｎツカサラッキｰ, 58,安藤光, 4.3, 46,   3, -22,13,139.1,③⑦⑧
16, 2,Ａシャルマンスタイル, 68,小牧太, 4.3, 44,  -6, -15, 1,  2.4,⑥⑭⑮,16,11,Ｍワンダｰアムｰル, 60,松山弘, 1.4, 49,   0, -18,17, 97.4, ⑪⑪,,,,,,,,,,,,,16, 5,Ｐウイズインタフネス, 49,黒岩悠, 4.7, 45,  -5, -13,16,303.3,⑯⑯⑯
