09年 1月 4日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月 4日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａトウカイミステリｰ, 70,武幸四,, 65,   0,*  2, 1,  2.0, ⑤④, 1, 7,Ａグランプリサクセス, 77,小牧太,, 75,   4,* 15, 2,  3.5,⑩⑨⑨, 1, 9,Ａトウショウブリッツ, 84,池添謙,, 77,* 13,   1, 1,  2.7, ③②, 1, 9,Ｃスペルバインド, 81,武豊  ,, 85,   6,* 17, 4,  7.8, ⑫⑫
 2,16,Ｐニシノミｰチャン, 32,松田大, 0.7, 59,*  0,  -5,10, 70.7, ③③, 2, 9,Ｃサンデｰヒストリｰ, 77,鮫島良, 0.3, 71,   6,   6, 1,  2.2,②②②, 2, 4,Ｄホシシャトル, 76,秋山真, 0.1, 72,   3,*  9, 4,  9.6, ⑪⑪, 2, 8,Ａテイエムアタック, 88,渡辺薫, 0.2, 84,   9,  11, 1,  3.4, ⑪⑪
 3, 9,Ｅトｰアクレセント, 51,小牧太, 1.2, 54,  -3,  -6, 4,  7.4, ⑦⑦, 3,10,Ｅマッシヴエンペラｰ, 73,芹沢純, 0.6, 68,   7,   5, 7, 13.9,④③③, 3, 1,Ｂタイキドゥカティ, 83,上村洋, 0.1, 75,  10,   2, 2,  2.8, ⑤⑤, 3,14,Ｂライブコンサｰト, 83,藤岡佑, 0.4, 80,  10,   4, 2,  4.5, ⑧⑦
 4,12,Ｄアッサイ, 58,赤木高, 1.5, 51,*  2, -13, 7, 29.4, ②②, 4, 4,Ｂドゥｰエン, 77,浜中俊, 0.9, 68,   5,   6, 5, 11.3,⑨⑦⑦, 4, 5,Ｍエｰシンブイムｰド, 66,藤岡佑, 0.2, 73,   5,   7,11, 69.3, ⑨⑨, 4, 4,Ｄリアルコンコルド, 80,幸英明, 0.4, 82,  10,   4, 3,  6.4, ⑦⑥
 5, 7,Ｎチョウキレル, 41,太宰啓, 1.6, 47,  -8,  -5, 8, 57.4, ⑬⑩, 5, 8,Ｉスズカファイト, 62,岩崎祐, 1.2, 64,   6,   1, 9,114.7,⑦④⑥, 5,13,Ｋウルドサリエ, 68,福永祐, 0.4, 72,   8,   2, 6, 15.2, ⑥⑥, 5, 7,Ｅコｰナｰストｰン, 80,角田晃, 0.5, 83,   3,* 16, 6, 11.3, ⑭⑭
 6,10,Ｇマｰベラスリリｰ, 50,藤岡佑, 1.9, 46,  -3, -12, 6, 15.7, ⑧⑧, 6, 5,Ｄマｰベラスアロｰ, 75,藤岡佑, 1.3, 64,   5,   2, 8, 19.5,⑧⑥⑤, 6,16,Ｉサザンビュｰティｰ, 70,田嶋翔, 0.4, 74,* 13,  -3, 5, 14.6, ④③,14, 5,Ｊサワヤカラスカル, 77,浜中俊, 0.5, 84,   9,   6, 9, 21.9, ⑩⑨
 7, 6,Ｌスリｰロゼット, 44,鮫島良, 1.9, 47,  -9,  -6, 9, 63.6, ⑭⑭, 7, 1,Ｊメイショウテッペイ, 47,福永祐, 1.6, 61,   5,  -1, 3,  9.8,③⑤④, 7,10,Ｅアクロスザスタｰ, 73,川島信, 0.5, 67,  -1,* 10,10, 51.1, ⑬⑬, 6,13,Ｉランヘランバ, 78,赤木高, 0.6, 77,* 18, -10,13, 63.5, ①①
 8, 3,Ｍモダンバレエ, 42,荻野琢, 2.0, 47,  -1, -15,12, 99.9, ④⑤, 8, 6,Ｇベストルｰト, 69,高野容, 1.7, 62,   4,   1,10,144.1,⑤⑧⑧, 8,15,Ｇライコウテンユウ, 71,田中健, 0.6, 67,  -3,* 11,12,105.5, ⑮⑭, 7,16,Ｎシャランジュ, 68,秋山真, 0.8, 78,  10,   0,12, 55.2, ⑨⑩
