09年10月31日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年10月31日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 4R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奥只見特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｊジンリッキｰ, 41,田辺裕,, 59,   4,  -1,10,108.7, ③③, 1,10,Ｆエリモアクアポリス, 69,宮崎北,, 70,*-14,  20, 2,  4.5,⑭③③, 1,12,Ａアグネスイカロス, 82,吉田隼,, 71,*  7,   6, 1,  1.6, ②②, 1, 5,Ｂスマｰトステｰジ, 77,村田一,, 81,   8,* 17, 4,  6.5,⑩⑩⑦
 2,15,Ｆドリｰムファミｰユ, 46,丸田恭, 0.0, 58,*  6,  -4, 7, 36.0, ②②, 2, 3,Ｂハギノウタヒメ, 73,津村明, 0.1, 75, -18,* 28, 9, 30.1,⑨⑩⑨, 2,16,Ｂラヴリｰドリｰム, 73,木幡初, 0.2, 68,  -2,* 12, 3, 11.2, ⑨⑥, 2, 2,Ｄウォｰクラウン, 76,藤岡康, 0.3, 76,  11,   7, 1,  3.6,⑥⑥⑥
 3,14,Ａヴェリタスロｰズ, 62,渡辺薫, 0.2, 56,   2,  -2, 1,  1.9, ⑤⑤, 3, 7,Ｃランズエッジ, 71,村田一, 0.3, 71, -16,  23, 6,  9.1,⑧⑧⑧, 3,14,Ｄラスカルデュｰク, 66,古川吉, 0.6, 66,   1,   6, 4, 11.3, ⑦④, 3, 3,Ａモエレビクトリｰ, 79,的場勇, 0.5, 72,* 16,  -4, 3,  4.0,①①①
 4, 1,Ｇリビングプルｰフ, 45,古川吉, 0.2, 58, -12,* 12, 2,  6.0, ⑪⑩, 4, 9,Ｌラミアクイｰン, 64,古川吉, 0.4, 69, -16,  19, 3,  4.6,⑤⑤⑤, 4, 3,Ｇタマモハｰバｰ, 64,石橋脩, 0.7, 65,*  7,   0, 2,  5.6, ①①, 4,10,Ｈマイネベクルックス, 65,津村明, 0.7, 73,   9,   6, 9, 24.3,⑨⑨⑧
 5, 9,Ｄメグリ, 55,宮崎北, 0.3, 55,  -3,   2, 5,  9.3, ⑧⑦, 5, 5,Ｄフロｰズンダイキリ, 70,上村洋, 0.4, 68, -17,  19, 5,  9.0,②④④, 5,13,Ｌデステニｰアロｰ, 61,丸山元, 1.3, 58,  -4,   4,14,259.6, ⑩⑩, 5,13,Ｆボタニカルアｰト, 72,吉田隼, 1.3, 65,  12, -10, 7, 18.3,⑤⑤④
 6,10,Ｂミヤギマジック, 58,木幡初, 0.5, 52,   4,  -7, 3,  6.2, ④④, 6, 8,Ｍフェリキタｰス, 63,長谷川, 0.5, 67, -16,  19,13, 54.4,④⑥⑦, 6,15,Ｊマストウインゲｰム, 61,安藤光, 1.3, 58,*  5,  -4,13,179.3, ④③, 6,12,Ｍコラデピｰノ, 60,大野拓, 1.4, 67,   3,   9,10, 65.3,⑬⑭⑭
 7,11,Ｈユウキサンオｰラ, 43,郷原洋, 0.5, 53, -11,*  7, 9, 46.6, ⑫⑬, 7,12,Ｋリワｰドモンシェリ, 64,吉田隼, 0.5, 65,*-13,  14, 7, 16.4,③②②, 7, 4,Ｈマイネシラユキ, 63,丹内祐, 1.3, 58, -12,* 11, 8, 46.6, ⑮⑭, 7, 4,Ｅルｰジュバンブｰ, 73,渡辺薫, 1.4, 63,  12, -11, 2,  3.8,④④③
 8, 5,Ｍセイクリッドヒム, 31,丸山元, 0.8, 48, -10,   1,15,351.6, ⑩⑪, 8, 4,Ｈジｰシｰベン, 66,丸田恭, 0.5, 70, -19,* 26, 8, 24.5,⑩⑫⑬, 8,11,Ｅスマｰトリｰズン, 65,藤岡康, 1.4, 58,   0,  -1, 7, 22.5, ⑥⑧, 8, 6,Ｃサクラシャイニｰ, 76,田中博, 1.7, 63,   4,   2, 8, 23.0,⑭⑬⑪
