09年 6月 6日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月 6日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2800m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飛騨ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂマヤノカピオラニ, 71,小牧太,, 73,* 14, -15, 3,  5.8,①①①, 1, 7, スリｰアトラス,,小坂忠,,,,, 3,  4.9,②②②, 1,16,Ａトシザコジｰン, 73,安藤勝,, 72,*  4,   3, 2,  3.7, ④④, 1,11,Ｋメジロシリング, 77,松田大,, 79,  -2,* 18,13, 34.5, ⑰⑬
 2,12,Ｄヤマニンライラ, 63,福永祐, 0.7, 66,* 13, -22, 2,  2.9,②②②, 2, 6, ミヤジレオン,,出津孝,184.1,,,, 7, 23.4,①①①, 2,14,Ｈフラミニアンウェイ, 64,西田雄, 0.2, 71,*  7,  -2, 9, 45.6, ②②, 2,12,Ｌタイセイハニｰ, 76,安藤光, 0.0, 81,   7,   8,17, 67.7, ⑨⑨
 3,10, イタリアンレッド,---,浜中俊, 0.9, 65,* 11, -23, 8, 34.9,④③③, 3, 2, ゴｰルデンカイザｰ,,北沢伸,184.5,,,, 1,  2.4,⑦③③, 3,17,Ｃイサミチェリｰ, 71,千葉直, 0.3, 69, -15,* 18, 4,  6.9, ⑱⑰, 3, 1,Ｄビｰチアイドル, 78,吉田稔, 0.2, 78,   5,   9, 7, 17.8, ⑩⑫
 4,16,Ａハギノウタヒメ, 71,安藤勝, 0.9, 64,   9, -17, 1,  2.6,⑬⑦④, 4, 8, メイショウアンドレ,,西谷誠,184.5,,,, 4,  8.4,⑨⑧⑥, 4, 5,Ｄトップオブボストン, 69,松山弘, 0.4, 67,*  9,  -7, 3,  6.3, ①①, 4,16,Ｇベイリングボｰイ, 78,渡辺薫, 0.2, 82,  13,   1, 4, 13.2, ⑤⑤
 5,11,Ｇキュｰトトリックス, 60,国分恭, 0.9, 64,   8, -17, 6, 21.6,⑩⑥⑥, 5,11, メイショウコンボイ,,今村康,184.6,,,, 6, 20.2,④④④, 5,11,Ｅステラｰホｰプ, 69,北村友, 0.5, 66, -16,* 17, 7, 27.9, ⑰⑱, 5, 6,Ｒメリッサ, 68,福永祐, 0.2, 78,   3,* 10, 6, 17.3, ⑫⑩
 6, 5, ラインドリｰム,---,長谷川, 1.1, 64,   2,* -5,15,197.1,⑮⑯⑭, 6, 3, マイサンシャイン,,植野貴,185.0,,,, 5, 10.0,⑧⑦⑧, 6,15,Ｆエリモラフィｰネ, 68,松田大, 0.5, 66,  -6,   6, 6, 13.4, ⑬⑬, 6,17,Ｉウインイｰジス, 78,佐藤哲, 0.4, 74,   5,   6,12, 33.6, ⑪⑪
 7, 2,Ｆメイショウサｰバル, 62,小林徹, 1.2, 62,   7, -18, 5, 12.6,⑥⑧⑧, 7, 9, ヤマニンコｰリング,,熊沢重,185.1,,,, 2,  3.9,③⑤⑤, 7,13,Ｉマックスロザリｰ, 61,福永祐, 0.7, 63,  -3,   1, 8, 29.7, ⑪⑩, 7,14,Ｃグッドキララ, 79,秋山真, 0.6, 77,* 17,  -9, 9, 21.4, ①①
 8, 1,Ｉメイショウサンドラ, 50,角田晃, 1.3, 63,   6, -17,11, 80.1,⑧⑩⑨, 8,10, マッキｰケインズ,,佐久間,187.4,,,, 9, 55.5,⑥⑥⑦, 8,12,Ｏマｰシャルソング, 59,吉田稔, 0.7, 63, -12,* 10,13, 89.1, ⑯⑯, 8, 9,Ｏテイエムポイント, 70,生野賢, 0.6, 71,   1,   7,18,360.5, ⑮⑭
