09年 5月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
11, 2,Ｉエメラルドパラオ, 54,松山弘, 1.2, 49, -11,  -3,10, 61.1, ⑫⑫,11, 8,Ｍラップミュｰジック, 44,木幡初, 2.5, 45,   3, -15,12,148.8,②③③,11, 1,Ｐカシノネロ, 62,野元昭, 1.0, 72,   7,  -4,15, 56.5, ⑫⑪,11,12,Ｅマイネルビジュｰ, 70,石橋脩, 0.8, 67,* 11, -14, 9, 24.4,①①①
12, 1,Ｍベニバナソング, 28,千葉直, 1.2, 48,  -8,  -6,12,112.5, ⑩⑩,12, 1,Ｅスｰパｰタイトル, 57,吉田隼, 2.9, 46,   0, -12,11,112.2,⑩⑬⑪,12,13,Ａダノンマスタｰズ, 75,中舘英, 1.3, 70,   9, -13, 2,  4.9, ⑧⑨,12, 5,Ｍスマｰトスパイラル, 64,田辺裕, 1.1, 62,*  9, -14,14, 69.8,②④④
13, 4,Ｌマルタカテイオｰ, 46,江田照, 1.3, 49, -13,  -2,14,265.4, ⑬⑬,13, 7,Ｎダイナミックボレロ, 37,松山弘, 3.5, 41,  -4, -12,15,354.1,⑬⑮⑮,13,10,Ｌゼンノソルジャｰ, 68,的場勇, 1.7, 61,* 11, -25, 9, 20.3, ②②,13, 3,Ｄサンワｰドヒラリｰ, 70,吉田隼, 1.1, 64,   7,  -8, 7, 15.3,⑪⑩⑧
14, 3,Ｋトｰセンストロング, 50,武英智, 2.1, 42,  -6, -15,13,234.7, ⑨⑨,14,12,Ｌロｰレルアズｰリ, 45,江田照, 4.0, 37,   2, -27, 8, 40.4,④⑤⑧,14,16,Ｎコンセンチメント, 65,吉田隼, 2.1, 60,* 13, -32,10, 24.1, ①①,14,16,Ｋモアスマイル, 66,田中博, 1.6, 58,   8, -18,13, 44.3,⑨⑧⑫
15,13, カムイフォックス,---,中村将, 3.3, 29, -20, -14,15,289.0, ⑮⑮,15, 9,Ｋヴィｰヴァヴァント, 47,石橋脩, 5.3, 29,   0, -32,10, 68.2,⑤⑪⑭,15, 7,Ｏレガルメンテ, 64,田中博, 2.3, 58,   9, -27,13, 41.3, ⑤⑤,15,11,Ｐウインリスペクト, 42,津村明, 1.9, 58,   5, -14,16,226.8,⑭⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｂシンセサイザｰ, 75,藤岡康, 3.1, 52,   9, -39, 3,  6.3, ④④,16, 9,Ｏラブトリック, 62,武英智, 2.8, 49,   6, -32,15,197.8,④⑨⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:1),,,,,,,,,,,
"単勝:6,340円 複勝:12=1,270円 10=110円 09=190円 枠連:4,270円",,,,,,,,,,,,単勝:950円 複勝:13=360円 11=550円 14=170円 枠連:850円,,,,,,,,,,,,"単勝:460円 複勝:04=170円 03=290円 05=510円 枠連:3,310円",,,,,,,,,,,,"単勝:560円 複勝:04=250円 07=350円 15=1,050円 枠連:680円",,,,,,,,,,,
"馬連:7,910円 ワイド:10-12=2,600円 09-12=4,360円 09-10=260円",,,,,,,,,,,,"馬連:6,580円 ワイド:11-13=3,330円 13-14=650円 11-14=1,140円",,,,,,,,,,,,"馬連:2,950円 ワイド:03-04=900円 04-05=1,610円 03-05=1,200円",,,,,,,,,,,,"馬連:2,940円 ワイド:04-07=970円 04-15=3,530円 07-15=5,540円",,,,,,,,,,,
"馬単:24,730円 3連複:11,500円 3連単:173,870円",,,,,,,,,,,,"馬単:15,200円 3連複:11,250円 3連単:91,090円",,,,,,,,,,,,"馬単:5,290円 3連複:12,240円 3連単:72,470円",,,,,,,,,,,,"馬単:5,550円 3連複:39,670円 3連単:188,910円",,,,,,,,,,,
■ 2R  芝1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝1000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,駿風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａウィザｰスプｰン, 61,田嶋翔,, 64,   3,  -5, 2,  3.9, ③③, 1, 4,Ｆシュンドルゴナ, 57,松山弘,, 67,  -2,* 10, 4,  8.1, ⑭⑬, 1, 5,Ｍメイショウラフログ, 60,田嶋翔,, 72,*  1,   7, 9, 26.0, ①①, 1,13,Ｈシャウトライン, 77,吉田隼,, 87,   2,* 17, 2,  4.9,   
 2,13,Ｄフォロｰミｰ, 57,北村友, 0.6, 59,*  7, -18, 1,  3.9, ①①, 2,15,Ｈプロフメリｰア, 56,藤岡康, 0.2, 63,  -1,*  4, 1,  3.2, ⑩⑫, 2,14,Ａメイショウドレイク, 77,小島太, 0.1, 71,  -3,* 10, 4,  6.9, ⑥④, 2,11,Ｌベイリングボｰイ, 73,渡辺薫, 0.4, 82,   6,   8, 8, 16.3,   
 3, 1,Ｇコチャ, 53,丸田恭, 0.8, 54,   2, -14, 7, 19.7, ④④, 3,12,Ａフィクサｰ, 66,佐藤哲, 0.2, 62,   0,*  5, 3,  5.8, ⑬⑩, 3, 6,Ｃウルドサリエ, 74,荻野琢, 0.3, 70,  -3,   8, 1,  3.5, ⑤⑤, 3, 1,Ｍキルシュブリュｰテ, 71,田中博, 0.4, 79,  -2,* 14,11, 26.3,   
 4,10,Ｈスリｰロゼット, 51,宮崎北, 0.8, 53,  -6,* -2, 8, 25.4, ⑫⑫, 4, 1,Ｄスｰパｰオｰビット, 60,古川吉, 0.8, 57,   5, -17, 2,  3.5, ⑤⑤, 4, 8,Ｂメインヴォｰカル, 75,草野太, 0.6, 66,* -1,   4, 2,  4.9, ②②, 4, 5,Ｅデビルズコｰナｰ, 82,藤岡康, 0.5, 80,* 10,   4, 1,  3.1,   
 5,14,Ｊクリノステップ, 38,古川吉, 0.8, 55,  -2,  -7,16,255.6, ⑨⑨, 5, 7,Ｅデアモント, 58,中舘英, 1.2, 52,*  8, -29, 6, 10.2, ②②, 5, 7,Ｅホトダｰ, 68,松田大, 0.9, 65,  -6,   6, 5,  9.1, ⑨⑧, 5, 4,Ｂスｰサンライダｰ, 83,木幡初, 0.5, 80,   6,   7, 5, 11.2,   
 6, 3,Ｅフリｰソウル, 56,小林久, 0.9, 54,   1, -15, 6, 19.3, ⑤⑤, 6, 2,Ｌアメｰジングカフェ, 36,小島太, 1.4, 50,   3, -20,12,116.9, ⑥⑥, 6,15,Ｉステルスワン, 63,丸山元, 1.0, 63,* -1,   0,13,100.5, ③③, 6,10,Ｃジェイケイボストン, 83,江田照, 0.6, 77,  -3,  12, 6, 11.3,   
 7,12,Ｃヴィトンクイｰン, 60,木幡初, 1.0, 50, -12,*  1, 3,  4.5, ⑬⑬, 7,11,Ｍメイショウマムｰト, 34,丸田恭, 1.4, 49,   0, -14,11,104.0, ⑫⑨, 7, 1,Ｇウインクルラッキｰ, 66,松山弘, 1.1, 62,  -3,   1, 6, 12.6, ④⑥, 7, 9,Ｇレッドビｰムシチｰ, 78,武英智, 0.6, 76,  -7,* 15,15, 82.4,   
 8, 5,Ｆトｰセンメジャｰ, 54,松山弘, 1.1, 51,  -2, -11,12,118.7, ⑧⑧, 8, 8,Ｉマハロヌイロア, 55,石橋脩, 1.4, 51,*  8, -31, 8, 22.6, ③③, 8, 3,Ｄケイアイモｰガン, 74,中舘英, 1.1, 62,  -6,   5, 3,  5.1, ⑧⑨, 8,14,Ａシルクプラチナム, 84,大野拓, 0.8, 75,   6,   3, 3,  9.6,   
 9, 2, スプリングモナ,---,大野拓, 1.1, 50,  -6,  -8,13,133.6, ⑪⑪, 9,13,Ｋオｰスミライセンス, 42,江田照, 1.6, 47,*  9, -36,10, 76.8, ①①, 9,11,Ｌワンモアグリッタｰ, 61,渡辺薫, 1.1, 63, -12,* 10, 7, 14.5, ⑬⑬, 9, 3,Ｉコパノスケ, 76,北村友, 1.0, 70,  -7,  10,14, 81.5,   
10,16,Ｋポレンティｰナ, 37,上村洋, 1.1, 52,   0, -15, 5, 10.6, ⑦⑦,10, 6,Ｊトｰセンアウグｰリ, 42,丸山元, 1.8, 46,   2, -25,14,180.3, ⑦⑦,10, 2,Ｋテｰオｰエンジェル, 62,藤岡康, 1.2, 61,  -9,   6, 8, 15.5, ⑫⑩,10, 2,Ｐテイエムポイント, 68,芹沢純, 1.1, 70,  -7,   8,16,212.6,   
11, 7,Ｉカラｰザホワイト, 40,佐藤哲, 1.3, 50,*  6, -25,10, 51.5, ②②,11,10,Ｎベルベットボイス,-40,田辺裕, 2.1, 42,   1, -26,13,158.0, ⑧⑧,11, 9,Ｊブイヘネシｰ, 62,古川吉, 1.5, 59,  -8,   3,11, 59.2, ⑪⑫,11,12,Ｎレッドタｰキｰ, 70,石橋脩, 1.2, 71,*  9,  -4, 9, 21.8,   
12, 6,Ｌホワイトヒロイン, 34,田辺裕, 1.4, 48,   0, -19,11, 81.8, ⑥⑥,12,14, サンライズビｰチ,---,北村友, 2.1, 43,  -2, -22, 7, 16.5, ⑨⑪,12,12,Ｎヴィクトリアブルｰ, 51,丸田恭, 1.6, 57,  -4,  -2,12, 83.2, ⑦⑦,12,16,Ｋニシノプライド, 74,津村明, 1.2, 69,   1,   1, 4, 10.8,   
13, 4,Ｂタｰジオン, 60,荻野琢, 1.7, 44,  -5, -17, 4,  5.2, ⑩⑩,13, 5,Ｃセトウチダイヤ, 63,宮崎北, 2.8, 37,   7, -48, 5,  9.6, ④④,13,10,Ｈサルラ, 64,北村友, 1.9, 54,  -8,   0,10, 44.7, ⑩⑪,13, 7,Ｊリボンノキシ, 74,中舘英, 1.4, 68,* 10,  -8, 7, 12.7,   
14,15, トｰセングリヨット,---,中舘英, 1.9, 45, -13,  -5, 9, 38.9, ⑮⑮,14, 9,Ｇカセドラルパレス, 56,芹沢純, 3.8, 31,  -3, -44, 9, 63.2, ⑪⑭,14, 4,Ｏクレイジｰブルｰス, 46,鷹野宏, 1.9, 55, -15,   6,14,223.2, ⑭⑭,14,15,Ｆリンリンリン, 80,上村洋, 1.5, 62, -18,  10,10, 21.8,   
15, 9, ワッフルワッフル,---,柄崎将, 1.9, 41, -12, -10,14,161.2, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｏサザンビュｰティｰ, 70,田嶋翔, 1.5, 63,  -2,  -1,12, 28.7,   
16, 8, アルパインメドウ,---,田中博, 3.8,  7, -25, -16,15,208.1, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｄゼンノトレヴィ, 83,古川吉, 1.8, 59,  -3,  -4,13, 34.6,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,
単勝:390円 複勝:11=160円 13=150円 01=340円 枠連:300円,,,,,,,,,,,,単勝:810円 複勝:04=220円 15=160円 12=180円 枠連:840円,,,,,,,,,,,,"単勝:2,600円 複勝:05=650円 14=230円 06=170円 枠連:9,010円",,,,,,,,,,,,"単勝:490円 複勝:13=200円 11=490円 01=870円 枠連:1,750円",,,,,,,,,,,
馬連:720円 ワイド:11-13=310円 01-11=860円 01-13=900円,,,,,,,,,,,,"馬連:1,620円 ワイド:04-15=530円 04-12=990円 12-15=420円",,,,,,,,,,,,"馬連:10,470円 ワイド:05-14=3,260円 05-06=1,850円 06-14=670円",,,,,,,,,,,,"馬連:4,220円 ワイド:11-13=1,650円 01-13=2,540円 01-11=6,740円",,,,,,,,,,,
"馬単:1,420円 3連複:2,620円 3連単:12,290円",,,,,,,,,,,,"馬単:3,580円 3連複:4,110円 3連単:28,710円",,,,,,,,,,,,"馬単:23,430円 3連複:14,680円 3連単:108,820円",,,,,,,,,,,,"馬単:8,350円 3連複:43,660円 3連単:159,820円",,,,,,,,,,,
■ 3R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 9R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三条特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａウインシュｰルマン, 65,中舘英,, 66,* -7,*  9, 1,  1.6,⑥④④, 1,14,Ａファビュラスセンス, 68,宮崎北,, 69, -16,* 20, 1,  2.5, ⑫⑪, 1, 4,Ａナリタスレンダｰ, 75,津村明,, 76,  -2,* 16, 2,  5.4, ⑪⑫, 1, 5,Ｃマサライト, 79,北村友,, 73,* 11,   5, 2,  3.3,①②②
 2, 2,Ｆキャンドゥイット, 57,北村友, 0.2, 62,* -7,*  9, 3,  6.9,④⑤⑤, 2, 3,Ｃグリッドマトリクス, 60,木幡初, 0.2, 64, -14,* 13, 2,  4.1, ⑤⑤, 2,11,Ｂポケッタブルゲｰム, 75,木幡初, 0.3, 71,   1,   7, 6, 12.4, ⑨⑨, 2, 2,Ａパレスミサイル, 82,田嶋翔, 0.1, 75,   8,* 10, 1,  2.6,⑥⑨⑩
 3, 3,Ｃニシノプライスレス, 62,宮崎北, 0.4, 60,* -7,   6, 4, 11.4,⑤⑥⑥, 3,16,Ｅコスモクリスタル, 52,津村明, 0.3, 65, -15,* 14, 6, 18.5, ⑧⑨, 3,12,Ｈナイトレセプション, 72,的場勇, 0.3, 69,  -2,* 10, 4,  9.9, ⑫⑬, 3,13,Ｂノワｰルシチｰ, 79,中舘英, 0.3, 71,* 12,   0, 3,  6.3,②①①
 4, 1,Ｉトｰセンエシェゾｰ, 52,小野寺, 0.4, 62,  -9,*  9,11,114.3,⑩⑨⑦, 4,13,Ｂツルマルネオ, 61,中舘英, 0.3, 63,*-12,   8, 3,  4.2, ③③, 4, 3,Ｃグッドバニヤン, 74,松田大, 0.3, 74,  -3,* 15,10, 26.8, ⑯⑭, 4, 9,Ｄマチカネカミカゼ, 79,吉田隼, 0.3, 73,   9,   5, 4,  7.8,⑨⑤④
 5, 5,Ｈトｰアショウリュウ, 53,大野拓, 0.6, 57,* -7,   3, 9, 57.3,⑧⑦⑧, 5, 5,Ｄコアレスミュｰズ, 58,佐藤哲, 0.4, 56,* -9,   2, 5, 11.0, ①①, 5, 8,Ｉエリモサリュｰト, 71,田嶋翔, 0.5, 67,   2,   0, 8, 21.0, ⑤⑤, 5, 8,Ｅコスモビｰスト, 76,木幡初, 0.4, 70,   9,   4, 9, 50.0,⑫⑥⑥
 6,11,Ｄサンライズコア, 61,吉田隼, 0.6, 56,* -6,  -1, 2,  6.3,②②②, 6,12,Ｆルｰクラッド, 52,吉田隼, 1.1, 52,*-12,  -2, 4,  9.0, ⑦⑦, 6,15,Ｅジョウノガｰベラ, 73,宮崎北, 0.5, 67,   2,   1, 7, 19.7, ⑦⑦, 6, 6,Ｋブチカマシ, 69,上村洋, 0.8, 71,   9,   3, 6, 21.6,⑪⑪⑨
 7, 8,Ｂマイネエアリｰ, 65,丸田恭, 0.7, 56,  -9,   4, 5, 14.7,⑦⑧⑨, 7,10, シルクプリヴェイル,---,田中博, 1.3, 51, -19,   5, 8, 43.8, ⑪⑫, 7, 5,Ｄリミットブレｰカｰ, 74,丸田恭, 0.5, 65,   2,   1, 3,  6.2, ⑥⑥, 7,14,Ｆギルティストライク, 74,藤岡康, 0.9, 69,* 10,  -1, 8, 34.2,⑤④③
 8, 9,Ｌマカリイ, 38,小林久, 0.9, 60, -11,* 10,12,342.7,⑫⑫⑪, 8,15,Ｈロンギングブラスト, 47,国分優, 1.3, 51, -16,   2,10, 73.6, ⑩⑩, 8, 2,Ｇテンザンイカヅチ, 72,北村友, 0.6, 67,   1,   3,12, 40.5, ⑧⑧, 8, 4,Ｇファイトスピリッツ, 73,田辺裕, 1.0, 66,   8,   1, 5, 13.3,⑧⑩⑪
 9,12,Ｊガｰデンクォｰツ, 49,古川吉, 1.3, 48,* -7, -10, 7, 29.7,③③③, 9, 7, ダノンアタッカｰ,---,石橋脩, 1.4, 53, -21,   7, 7, 37.6, ⑭⑮, 9,16,Ｆスズカジェット, 73,藤岡康, 0.6, 65,   2,  -2, 5, 10.3, ④④, 9,11,Ｉスタｰルｰセント, 71,江田照, 1.0, 68,   9,   0,12, 74.3,⑦⑧⑧
10, 6,Ｇトミケンインパクト, 53,田中博, 1.6, 49, -11,  -1, 8, 30.6,⑨⑪⑩,10, 6,Ｇナカヨキコト, 49,丸山元, 1.5, 46,*-12,  -8, 9, 70.5, ⑥⑥,10, 1,Ｌドリｰムゼロワン, 69,中舘英, 0.8, 66,  -3,   2, 1,  2.7, ⑬⑪,10, 7,Ｈクオン, 72,渡辺薫, 1.2, 69,   8,   1,11, 73.8,⑭⑭⑬
11, 7,Ｅフリｰジャズ, 59,佐藤哲, 1.7, 41,* -5, -16, 6, 16.7,①①①,11, 4,Ｉダンツライダｰ, 46,藤岡康, 1.8, 40,*-12, -13,14,148.1, ②②,11,13,Ｋポンテディリアルト, 69,吉田隼, 0.9, 64,   1,  -2, 9, 22.2, ⑩⑩,11, 3,Ｌリネンホｰク, 66,的場勇, 1.7, 66,   7,  -2,10, 70.7,⑬⑫⑫
12, 4,Ｋハヤブサリｰフ, 44,草野太, 3.1, 32, -11, -21,10, 93.0,⑪⑩⑫,12, 1,Ｊシルクエンプレス, 36,松田大, 1.8, 42, -13, -11,13,124.0, ④④,12,14,Ｍシベリアントム, 60,田辺裕, 1.1, 59,*  3, -11,15,245.3, ②②,12,10,Ｊソニックブレｰド, 70,大野拓, 2.1, 59,* 10, -11,13, 94.3,③③⑦
,,,,,,,,,,,,13, 8, スｰパシャイン,---,松山弘, 2.2, 41, -21,  -3,15,200.3, ⑬⑭,13, 7,Ｎエリモブラスト, 60,渡辺薫, 1.1, 60,*  6, -17,16,257.8, ①①,13,12,Ｍカネトシヴィゴｰレ, 66,佐藤哲, 2.7, 56,  10, -15, 7, 22.4,④⑦⑤
,,,,,,,,,,,,14,11, トウカイダンス,---,丸田恭, 3.5, 22, -25, -17,12,118.6, ⑮⑯,14, 6,Ｊライトザキャンドル, 70,上村洋, 1.2, 58,*  3, -12,11, 32.8, ③③,14, 1,Ｏシルクスペリオｰル, 59,二本柳, 2.8, 57,   7, -11,14,139.2,⑩⑬⑮
,,,,,,,,,,,,15, 9,Ｋエｰシンスワロｰ, 32,北村友, 3.5, 19, -17, -32,11,108.0, ⑨⑧,15, 9,Ｏロコロンドン, 53,石橋脩, 1.8, 56,  -4,  -8,14,125.8, ⑭⑮,15,15,Ｎモリトパラダイス, 64,津村明, 3.1, 55,   8, -15,15,174.5,⑮⑮⑭
