09年 2月21日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月21日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,河原町ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂガッチリガッチリ, 59,小牧太,, 55,  -9,*  5, 1,  2.1, ⑪⑨, 1,14, スマｰトタイタン,---,福永祐,, 63,  -7,*  8, 4,  8.4,⑤⑤⑤, 1,12,Ａエイシンクエスト, 78,安藤勝,, 77,*  8,   6, 1,  1.8, ①①, 1, 1,Ｄアウトクラトｰル, 84,藤岡佑,, 83,   4,  14, 6, 13.5, ⑥⑥
 2, 1,Ａタガノバッチグｰ, 62,福永祐, 0.1, 54,  -7,*  3, 3,  5.9, ⑨⑧, 2,12, ラタンバスケット,---,池添謙, 0.2, 60,* -6,   4, 2,  4.4,②②②, 2,10,Ｆスノｰマジック, 68,横山典, 1.0, 68, -10,* 14,10, 30.2, ⑮⑯, 2,14,Ｇグリｰンアラモｰド, 83,川田将, 0.0, 83,   4,  14,13, 71.4, ⑤⑤
 3, 5,Ｄユメヲカナエル, 58,和田竜, 0.1, 54,  -4,   0, 7, 28.4, ⑤⑤, 3, 7, ダノンクリス,---,小牧太, 0.5, 60,  -9,*  8, 7, 13.5,⑩⑩⑩, 3, 4,Ｉシｰポラリス, 63,秋山真, 1.0, 69,   0,   5, 6, 15.6, ⑧⑦, 3, 5,Ａイリュｰシブネス, 90,幸英明, 0.2, 80,*  9,   8, 4,  9.1, ②②
 4, 4,Ｍヤマイチリブ, 42,小林徹, 0.2, 54,*  0,  -6, 6, 18.2, ②②, 4,13, レディｰムスタング,---,デムｰ, 0.8, 56,  -7,   0, 5,  8.6,③③③, 4, 2,Ｂプライムパレス, 72,和田竜, 1.2, 66,  -1,   3, 2,  6.3, ⑪⑥, 4,10,Ｉサザンビュｰティｰ, 82,秋山真, 0.2, 80,*  8,   9, 2,  7.2, ③③
 5, 7,Ｉファイナルラップ, 48,デムｰ, 0.4, 51,  -2,  -6, 2,  3.5, ④③, 5, 4, レインボｰマジック,---,安藤勝, 0.8, 55,  -7,   1, 3,  5.5,④④④, 5,15,Ｅアデュラリア, 68,藤岡佑, 1.3, 66,   1,   1, 3, 10.8, ④⑤, 5, 2,Ｂスリｰアリスト, 86,小牧太, 0.2, 82,  -5,* 21, 1,  1.9, ⑬⑪
 6, 8,Ｅクインビスティｰ, 55,川田将, 0.7, 49,  -2,  -7, 5, 14.0, ③④, 6, 8, シルクマエストロ,---,武幸四, 0.9, 60,  -9,   5,11, 43.2,⑪⑪⑪, 6, 3,Ｎスマｰトン, 56,小牧太, 1.5, 64,  -8,*  8, 9, 27.0, ⑭⑭, 6,13,Ｊウォｰタｰバロン, 82,武幸四, 0.3, 82,  -8,* 23,12, 66.6, ⑭⑭
 7,12,Ｇメイショウピレネｰ, 52,石橋守, 0.8, 48,  -8,  -3, 9,101.7, ⑧⑩, 7,10, パチョレック,---,幸英明, 1.0, 57, -10,*  6,13, 78.6,⑮⑫⑫, 7, 1,Ｃモエレサマｰ, 69,芹沢純, 1.8, 61,  -3,   1, 7, 18.0, ⑬⑪, 7, 8,Ｍアルシラｰト, 78,デムｰ, 0.5, 78,   0,  13,10, 43.3, ⑩⑨
 8, 3,Ｆシゲルウマミヤマ, 52,幸英明, 0.8, 47,  -5,  -5,11,222.4, ⑦⑥, 8, 5, プロテクトジアｰス,---,橋本美, 1.2, 52,* -5,  -6, 6, 11.6,①①①, 8,14,Ｊマコトバンクウ, 61,福永祐, 1.8, 62,  -1,  -1,11, 47.8, ⑩⑩, 8, 6,Ｆミステリアスバイオ, 83,田村太, 0.6, 77,   1,  11, 8, 37.9, ⑧⑧
 9, 9,Ｃゼンマツ, 58,四位洋, 0.9, 47,  -6,  -6, 4,  8.9, ⑥⑦, 9, 3, マイスタｰ,---,太宰啓, 1.4, 51,  -9,  -2,10, 39.9,⑨⑦⑨, 9, 6,Ｇメイショウマレンゴ, 67,武幸四, 1.9, 62,   1,  -5, 4, 12.4, ⑤③, 9, 7,Ｃミッキｰフォルテ, 85,福永祐, 0.7, 76,   0,  11, 5, 11.1, ⑨⑩
10, 2,Ｊベストトゥベスト, 46,田村太, 1.0, 45,*  1, -14, 8, 52.7, ①①,10, 6, セイウンノレッジ,---,石橋守, 1.5, 54,  -8,  -2, 1,  3.5,⑧⑨⑧,10,16,Ｋナムラエクシｰド, 60,小林徹, 2.2, 59,   1,  -6, 8, 25.5, ⑦⑧,10,11,Ｈゴッドヘイロｰ, 82,小林徹, 0.8, 76,  -4,  14,14,115.3, ⑪⑫
11,13,Ｈスリｰテンペスト, 49,藤岡佑, 1.2, 44, -10,  -5,10,102.0, ⑩⑪,11, 2, ディアチェンジ,---,川田将, 1.6, 52,  -9,  -4,14,104.0,⑦⑧⑦,11,13,Ｈミステリｰハンタｰ, 63,大下智, 2.3, 57,  -3,  -4,16,407.1, ⑫⑬,11,15,Ｋゲイリｰスノｰマン, 82,和田竜, 0.8, 75,   3,   8, 7, 16.9, ⑦⑦
12,11,Ｌヒデノマｰメイド, 44,大下智, 1.6, 40, -14,  -5,13,322.8, ⑫⑫,12, 9, インディアンサマｰ,---,和田竜, 1.8, 49,  -7,  -7,15,181.6,⑥⑥⑥,12, 5,Ｌカシノヘラクレス, 59,小坂忠, 2.4, 56, -11,   4,15,365.2, ⑯⑮,12,12,Ｌカシノエスケイプ, 79,大下智, 0.9, 74,  -4,  14,15,310.0, ⑫⑬
13, 6,Ｋクリノメッセンジャ, 45,船曳文, 2.0, 36, -16,  -6,12,261.0, ⑬⑬,13, 1, アスカクリノオｰ,---,大江原, 2.5, 48, -14,   0, 9, 30.1,⑫⑮⑭,13, 7,Ｏエｰシンビッグシｰ, 50,川田将, 2.6, 55,*  4, -14,13,113.9, ②②,13, 4,Ｎシルクプラチナム, 73,太宰啓, 1.3, 70,* 10,  -3, 9, 41.6, ①①
,,,,,,,,,,,,14,11, アスカノホウザン,---,藤岡佑, 3.8, 38, -12, -15, 8, 24.7,⑬⑬⑬,14, 9,Ｍメイショウタカチホ, 57,田中克, 2.7, 55,   2, -13,14,238.5, ③④,14, 3,Ｏテｰオｰギャング, 70,横山典, 1.4, 69,   7,  -1,11, 51.7, ④④
,,,,,,,,,,,,15,15, シャイニｰバｰド,---,四位洋, 6.5, 22, -13, -34,12, 61.8,⑭⑭⑮,15,11, アイファｰスイｰツ,---,幸英明, 2.8, 53,  -1, -10,12, 92.3, ⑨⑨,15, 9,Ｅラインプレアｰ, 84,四位洋, 1.9, 66, -11,  11, 3,  8.9, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｄアクセルボｰイ, 69,四位洋, 4.5, 38,   1, -27, 5, 14.0, ⑥⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-6),,,,,,,,,,,
単勝:210円 複勝:10=110円 01=170円 05=440円 枠連:600円,,,,,,,,,,,,"単勝:840円 複勝:14=360円 12=210円 07=370円 枠連:1,260円",,,,,,,,,,,,"単勝:180円 複勝:12=110円 10=520円 04=480円 枠連:1,790円",,,,,,,,,,,,"単勝:1,350円 複勝:01=470円 14=1,540円 05=300円 枠連:8,550円",,,,,,,,,,,
馬連:560円 ワイド:01-10=250円 05-10=690円 01-05=930円,,,,,,,,,,,,"馬連:2,970円 ワイド:12-14=1,110円 07-14=2,080円 07-12=1,270円",,,,,,,,,,,,"馬連:2,160円 ワイド:10-12=790円 04-12=580円 04-10=4,830円",,,,,,,,,,,,"馬連:33,510円 ワイド:01-14=8,280円 01-05=1,570円 05-14=5,430円",,,,,,,,,,,
"馬単:910円 3連複:2,320円 3連単:7,030円",,,,,,,,,,,,"馬単:7,260円 3連複:12,760円 3連単:87,800円",,,,,,,,,,,,"馬単:2,740円 3連複:7,630円 3連単:30,140円",,,,,,,,,,,,"馬単:59,390円 3連複:71,400円 3連単:532,840円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2200m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
