09年 3月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 3月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ゆきやなぎ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｄピュアチャプレット, 60,川田将,, 68, -11,* 17, 1,  2.0, ⑩⑩, 1,13,Ｆワｰルドコンパス, 60,浜中俊,, 64,   3,*-11, 5, 11.1, ⑦⑨, 1,12,Ｊホッコｰワンマン, 67,熊沢重,, 76,   2,* 11,10, 33.1, ⑩⑧, 1, 4,Ｄイネオレオ, 65,岩田康,, 74,   5,*  3, 1,  3.8,③③⑤
 2, 2,Ａノボレインボｰ, 63,福永祐, 0.2, 65,  -6,*  8, 3,  5.8, ④④, 2, 4,Ｂゴｰルデンゴｰル, 70,川田将, 0.2, 60,   3,*-14, 4,  9.4, ⑧⑦, 2, 7,Ｈシュウボンバｰ, 69,四位洋, 0.3, 72,   0,* 10, 4,  7.5, ⑫⑫, 2, 1,Ｇウォｰクラウン, 61,浜中俊, 0.2, 75,   4,*  4, 9, 47.7,⑤⑦⑧
 3, 3,Ｇウィズインライアン, 51,古川吉, 0.5, 65,* -2,   3, 8, 38.2, ①①, 3, 2,Ｈコスモエルベン, 57,長谷川, 0.3, 58,*  7, -24, 8, 23.4, ①①, 3, 4,Ｂテイエムクレナイ, 78,小牧太, 0.4, 73,   4,   6, 1,  3.5, ⑧⑨, 3,10,Ａシゲルエボシダケ, 68,角田晃, 0.4, 74,   5,*  3, 6,  9.1,⑩⑪⑩
 4, 8,Ｃレディｰムスタング, 61,デムｰ, 0.7, 60,* -5,   3, 4,  9.3, ②②, 4,16,Ｉタニノネグロｰニ, 54,福永祐, 0.3, 60,   0,*-11, 6, 14.8, ⑫⑪, 4,14,Ａマイネラロンハ, 78,デムｰ, 0.4, 77,* 15,  -5, 3,  7.0, ①①, 4,11,Ｆブルｰモｰリシャス, 62,デムｰ, 0.5, 71,   6,  -4, 4,  6.1,⑪⑥⑥
 5, 6,Ｉホッコｰフクヒメ, 50,飯田祐, 0.8, 61,  -5,   4,11,162.1, ⑤⑤, 5, 8,Ｃアドマイヤメジャｰ, 69,岩田康, 0.5, 56,   0, -15, 2,  3.7, ⑩⑩, 5, 3,Ｃヒカリマｰガレット, 74,岩田康, 0.4, 72,   3,   6, 2,  4.0, ⑨⑦, 5, 9,Ｅデルフォイ, 65,四位洋, 0.5, 70,   6,  -5, 3,  5.7,⑧⑤④
 6,15,Ｅプロテクトジアｰス, 57,橋本美, 0.9, 59,  -7,   4, 6, 23.9, ⑥⑥, 6,10,Ｌオｰトホワイティ, 49,角田晃, 0.6, 58,   3, -19,10, 52.6, ⑨⑧, 6, 5,Ｄハｰドリレｰ, 73,浜中俊, 0.4, 73,   4,   6, 6, 11.8, ⑦⑩, 6, 2,Ｊネコパンチ, 59,小牧太, 0.6, 69,* 11, -21, 8, 31.7,①①①
 7,13,Ｆアッサイ, 53,小林徹, 1.6, 57,  -8,   1,14,399.2, ⑨⑧, 7, 9,Ｋダノンソウマ, 51,熊沢重, 0.7, 54,   4, -24,11, 59.9, ⑤⑤, 7,13,Ｇサンタナイト, 70,小坂忠, 0.6, 73,   9,   0, 8, 19.3, ④③, 7, 8,Ｂプルシアンオリｰブ, 66,福永祐, 1.3, 63,   7, -19, 2,  3.8,②②②
 8,10,Ｂサンデｰロｰズ, 62,岩田康, 1.8, 52,  -6,  -6, 2,  4.0, ③③, 8, 6,Ａトップフリｰダム, 70,松山弘, 0.7, 54,*  7, -28, 3,  5.6, ③②, 8,10,Ｉウインハンズダウン, 68,福永祐, 1.2, 65,  -2,   5,13, 64.6, ⑮⑬, 8, 6,Ｋナムラタイシ, 58,田中克, 1.3, 65,   4,  -8,11, 81.9,⑦⑩⑪
