09年 8月 1日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月 1日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａロトディパｰチャｰ, 59,田中博,, 56,* -8,*  3, 3,  4.1,①①①, 1, 3, バトルレッド,---,藤岡佑,, 64,* -8,   4, 3,  5.1, ①①, 1, 2,Ｉヒシソロモン, 68,秋山真,, 70,  -4,* 10, 8, 29.8, ⑤③, 1, 8,Ｋスラマティンガル, 62,中舘英,, 73,*  8,   3, 9, 45.2,②①①
 2,10,Ｂアドマイヤプレミア, 56,岩田康, 0.5, 55,  -9,*  3, 2,  3.3,⑤⑤④, 2, 6, マイネルパシュクル,---,三浦皇, 0.1, 63,* -9,   4, 2,  3.3, ②②, 2,10,Ｅメインヴォｰカル, 70,丸田恭, 0.1, 70,*  0,   7, 6, 14.4, ③②, 2, 6,Ｂダイバクフ, 77,丸山元, 0.3, 76,   1,* 15, 6, 21.9,⑤④④
 3, 3,Ｃニシノスロｰン, 49,藤岡佑, 1.5, 45, -12,  -4, 4,  7.0,⑨⑧⑧, 3, 2, セトノステラ,---,川島信, 0.3, 59, -12,   4, 6, 18.4, ③③, 3, 8,Ａトップオブボストン, 76,三浦皇, 0.3, 67,*  2,   3, 2,  3.2, ①①, 3, 9,Ｈヒカルプリンス, 69,横山典, 0.6, 73,   1,* 12, 2,  3.2,⑥⑤③
 4, 8,Ｇロサオブゲルニカ, 34,丸田恭, 1.6, 43,* -9,  -9, 8, 37.4,③③③, 4, 1, レオプライム,---,岩田康, 0.3, 62, -20,* 12, 1,  2.9, ⑩⑩, 4,12,Ｄダノンマイスタｰ, 70,藤田伸, 0.4, 66,  -4,   7, 1,  3.2, ⑥④, 4, 2,Ｃマイネルサラン, 77,川島信, 1.0, 69,   0,  11, 3, 10.6,⑦⑦⑥
 5,11,Ｆマイネルネオハｰト, 37,長谷川, 2.0, 45, -10,  -8, 9, 67.8,⑥⑦⑥, 5, 5, リュウシンクイｰン,---,宮崎北, 0.4, 60, -15,   6,10, 54.4, ⑦⑥, 5, 1,Ｇフヨウ, 70,岩田康, 0.5, 66,  -4,   6, 3,  4.4, ④⑤, 5,13,Ａシルクダイナスティ, 80,三浦皇, 1.0, 70,   0,  11, 1,  1.8,⑨⑨⑤
 6, 7,Ｉヤマノトップラン, 31,秋山真, 2.2, 39,* -9, -14, 7, 35.2,②②②, 6, 7, プラチナソング,---,四位洋, 1.0, 52, -14,  -2, 4,  7.0, ⑧⑦, 6, 6,Ｈソｰクアップザサン, 69,藤岡佑, 0.6, 64, -13,* 11, 5, 13.8, ⑫⑨, 6, 7,Ｄルナキッズ, 74,荻野琢, 1.4, 70,   0,   7, 8, 39.4,⑧⑧⑦
 7, 4,Ｋスリｰピｰクス, 14,宮崎北, 2.5, 37, -13,  -8,10,204.9,⑪⑪⑨, 7,10, ダンスカｰド,---,池添謙, 1.1, 53, -19,   3, 7, 31.4, ⑪⑧, 7,11,Ｊヒロノバイオ, 66,川島信, 0.7, 61,  -9,   7,11,139.3, ⑨⑧, 7,10,Ｅマイネルパルティア, 73,丸田恭, 1.8, 65,  -2,   7, 5, 16.2,⑪⑪⑧
 8, 6,Ｈキセキ, 32,四位洋, 2.5, 38,* -9, -16, 6, 22.8,④④⑤, 8, 8, バトルオブブリテン,---,藤田伸, 1.1, 49,*-11,  -7, 8, 38.1, ⑤⑤, 8, 3,Ｂダスタップ, 73,中舘英, 0.9, 60,  -7,   4, 4,  7.3, ⑧⑥, 8, 5,Ｊゲンキチホマレ, 63,岩田康, 1.8, 66,  -2,   7,10, 67.9,⑩⑩⑩
