09年 2月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  ダ1200m 3 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,山城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂパルクエスト, 65,デムｰ,, 59,* -2,   4, 4,  6.9,②②②, 1,16, ルｰポ,---,吉田稔,, 65,  -3,   4, 2,  3.4, ④③, 1,13,Ｅフミノパシフィック, 73,池添謙,, 75,*  5,   6, 3,  5.2, ②②, 1,16,Ｃイｰスタｰ, 83,デムｰ,, 86,  -4,* 18, 2,  3.8, ⑧⑧
 2, 8,Ｄベルモントラスタｰ, 62,吉田稔, 0.1, 61,  -6,* 11, 1,  2.1,⑪⑩⑩, 2, 9, サクラナスカ,---,小牧太, 0.0, 66,  -4,*  6, 4,  5.5, ⑤⑤, 2, 5,Ｇメイショウセンゴク, 72,船曳文, 0.2, 75,  -5,* 17, 8, 17.2, ⑭⑫, 2,14,Ｂセトノアンテウス, 86,川田将, 0.0, 85,   0,  14, 3,  5.8, ⑥⑥
 3, 4,Ｋワイレアビｰチ, 50,小牧太, 0.2, 58,* -2,   2, 9, 40.3,①①①, 3,10, プリティブルｰム,---,長谷川, 0.6, 63,  -6,   3, 7, 31.2, ⑧⑦, 3,12,Ｄエｰシンブイムｰド, 73,デムｰ, 0.5, 73,  -2,  12, 5,  8.3, ⑪⑪, 3, 2,Ｋクィｰンマルトク, 80,橋本美, 0.2, 81,*  5,   6,13, 88.1, ①①
 4, 2,Ｃマイネルカルツェ, 64,川田将, 0.4, 58,  -5,   6, 2,  6.0,⑤⑦⑦, 4,13, ドンフェルテ,---,船曳文, 0.7, 59, -11,*  5,14,142.4, ⑩⑩, 4, 7,Ｃライジングバイオ, 74,小牧太, 0.5, 72,   1,   8, 2,  4.6, ⑧⑤, 4, 9,Ｍサニｰアンジェリカ, 78,鷹野宏, 0.2, 82,   1,  10,14,138.4, ④④
 5, 1,Ｅメイショウブンブク, 61,四位洋, 0.4, 59,  -5,*  7, 6, 13.1,⑨⑧⑨, 5, 8, スズカスウィｰプ,---,岩田康, 0.7, 60,*  0,  -4, 1,  3.4, ①①, 5,14,Ｂゴｰルディｰロック, 74,川田将, 0.5, 73,   0,   9, 6, 10.8, ⑨⑧, 5,13,Ｊエネルマオｰ, 80,藤岡佑, 0.3, 80,   0,  10, 9, 26.9, ⑤⑤
 6, 3,Ａオｰバルシェｰプ, 67,藤岡佑, 0.7, 58,  -5,   6, 5,  8.2,⑦⑨⑧, 6, 6, インテネブリス,---,デムｰ, 0.8, 58,  -7,   1, 3,  4.8, ⑦⑥, 6,11,Ｊペルネティアナ, 68,角田晃, 0.6, 73,  -4,* 14,12, 88.0, ⑮⑮, 6, 8,Ａヘッドライナｰ, 86,岩田康, 0.3, 81,  -6,* 16, 1,  2.8, ⑨⑩
 7, 9,Ｇタガノヴァンドｰム, 53,橋本美, 1.4, 49,* -3,  -6,10, 47.5,④③④, 7, 5, ゴｰルデンロｰズ,---,田中克, 0.9, 58, -11,   3, 5,  9.0, ⑪⑨, 7, 1,Ｉセレスコクオｰ, 69,和田竜, 0.6, 70,   3,   3, 7, 15.2, ③③, 7, 4,Ｅボストンオｰ, 82,和田竜, 0.3, 80,*  2,   8, 4,  9.4, ③③
 8,12,Ｉサンレイファイン, 51,岩田康, 1.6, 49,  -3,  -6, 3,  6.3,③④③, 8, 3, パヴァｰヌ,---,田村太, 1.6, 50, -22,*  8, 8, 44.4, ⑯⑭, 8, 3,Ｏベストロング, 60,田中克, 0.9, 70,  -3,   9,11, 66.8, ⑫⑬, 8, 7,Ｈスｰパｰワシントン, 80,石橋守, 0.4, 81,  -5,  14, 6, 17.9, ⑩⑪
 9,11,Ｌワンダｰアサｰルト, 32,野元昭, 1.7, 48,  -4,  -6, 8, 39.3,⑥⑤⑤, 9, 2, サンレイギムレット,---,難波剛, 1.7, 51,  -3, -11, 6, 23.8, ③④, 9,15,Ａメイクセンス, 77,岩田康, 0.9, 68,*  6,  -3, 1,  4.1, ①①, 9, 1,Ｉレッドビｰムシチｰ, 80,四位洋, 0.6, 77,  -3,   9, 7, 24.0, ⑦⑦
10, 6,Ｈタガノアグレッシヴ, 53,和田竜, 2.0, 47,  -6,  -4, 7, 38.1,⑩⑪⑪,10, 4, シゲルウマミヤマ,---,橋本美, 2.0, 48,  -7, -10,13,138.0, ⑥⑧,10, 8,Ｋコスモイｰゴリ, 66,長谷川, 1.1, 70,  -3,   7,10, 38.8, ⑬⑭,10,10,Ｄゼットカｰク, 82,吉田稔, 0.7, 77,  -8,  13,10, 29.1, ⑫⑭
11,10,Ｊシルクボヌｰル, 51,小林徹, 2.4, 45,  -3, -12,12,268.1,⑧⑥⑥,11,11, キｰププロミス,---,熊沢重, 2.5, 44,* -1, -19,11,112.3, ②②,11, 6,Ｆエアタイタン, 73,藤岡佑, 1.1, 67,   3,  -1, 4,  6.3, ④④,11,15,Ｌランチボックス, 78,池添謙, 0.7, 76,  -7,  11,11, 30.3, ⑪⑫
12, 7,Ｆメイショウジゴロウ, 56,田中克, 3.5, 40,  -8, -13,11,169.0,⑫⑫⑫,12, 1, ツルハチオジョｰ,---,鷹野宏, 2.5, 43, -17,  -5,16,212.3, ⑬⑬,12, 9,Ｌドモナラズ, 66,高田潤, 1.2, 67,   3,   0,13,103.6, ⑤⑥,12, 5,Ｐユメノオｰラ, 71,松田大, 0.7, 78, -12,* 17,16,240.3, ⑯⑯
,,,,,,,,,,,,13,14, ニシノシャトル,---,松田大, 2.7, 42,  -9, -14,10, 82.0, ⑨⑪,13,10,Ｍスズノカイソク, 65,柴原央, 1.3, 65,   1,  -1,16,224.3, ⑥⑦,13, 3,Ｏオｰヴェｰル, 75,熊沢重, 0.8, 75,  -8,  11,15,192.7, ⑭⑬
,,,,,,,,,,,,14,12, テイエムヒマワリ,---,大下智, 3.0, 38, -21,  -6,15,198.0, ⑮⑯,14,16,Ｎスズカクリアｰ, 64,吉田稔, 1.3, 67,  -6,  10,15,135.1, ⑯⑯,14,12,Ｇホエｰルシャｰク, 81,小林徹, 1.0, 73, -11,  12,12, 34.0, ⑮⑮
,,,,,,,,,,,,15,15, エリモリｰガル,---,武英智, 3.1, 38, -13, -13, 9, 69.6, ⑫⑫,15, 2,Ｐワンダｰホｰマ, 49,大下智, 1.3, 65,  -1,   3,14,118.1, ⑩⑩,15,11,Ｎベイリングボｰイ, 75,小牧太, 1.0, 72,  -5,   7, 5, 17.0, ⑬⑨
,,,,,,,,,,,,16, 7, シゲルオウミフジ,---,池添謙, 4.1, 28, -19, -17,12,122.4, ⑭⑮,16, 4,Ｈタカラヘリオス, 71,小林徹, 2.0, 60,   1,  -5, 9, 38.8, ⑦⑨,16, 6,Ｆキルシュワッサｰ, 81,長谷川, 1.1, 68,*  3,  -4, 8, 25.5, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:3),,,,,,,,,,,
単勝:690円 複勝:05=190円 08=130円 04=880円 枠連:540円,,,,,,,,,,,,単勝:340円 複勝:16=160円 09=200円 10=600円 枠連:740円,,,,,,,,,,,,単勝:520円 複勝:13=190円 05=360円 12=250円 枠連:860円,,,,,,,,,,,,"単勝:380円 複勝:16=180円 14=220円 02=1,760円 枠連:790円",,,,,,,,,,,
"馬連:780円 ワイド:05-08=370円 04-05=3,050円 04-08=1,390円",,,,,,,,,,,,"馬連:920円 ワイド:09-16=390円 10-16=1,550円 09-10=1,380円",,,,,,,,,,,,"馬連:6,110円 ワイド:05-13=1,510円 12-13=920円 05-12=2,280円",,,,,,,,,,,,"馬連:1,140円 ワイド:14-16=500円 02-16=7,270円 02-14=7,890円",,,,,,,,,,,
"馬単:1,980円 3連複:11,310円 3連単:69,970円",,,,,,,,,,,,"馬単:1,850円 3連複:6,020円 3連単:22,420円",,,,,,,,,,,,"馬単:10,880円 3連複:14,900円 3連単:93,170円",,,,,,,,,,,,"馬単:1,820円 3連複:46,280円 3連単:164,770円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  ダ1400m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,すばるｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａシルクダンディｰ, 68,四位洋,, 63,*  0,* 13, 1,  1.3,⑥④③, 1, 4,Ｆフェイズシフト, 59,和田竜,, 72,  -4,* 12, 7, 17.6, ⑥⑤, 1, 9,Ｂトシセント, 79,岩田康,, 79,   4,  14, 1,  1.7,⑤⑤⑤, 1, 1,Ｄペプチドルビｰ, 88,小牧太,, 92,   8,* 20, 5,  7.4, ⑩⑨
 2, 2,Ｈダノンエクスプレス, 50,デムｰ, 0.2, 63,  -1,* 15, 2,  5.3,⑤⑦⑥, 2, 2,Ｄオウケンマジック, 61,岩田康, 0.1, 69,  -1,*  8, 6,  8.9, ④④, 2, 7,Ｅツルマルシルバｰ, 74,川田将, 0.2, 79,   2,* 17, 3,  7.4,⑨⑧⑧, 2, 2,Ａミリオンディスク, 91,池添謙, 0.4, 87,   9,* 15, 4,  6.4, ⑧⑥
