09年 9月27日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 9月27日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鮫ヶ尾城特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｄペガサスキングビｰ, 53,丸田恭,, 61,  -8,*  7, 7, 13.9, ⑭⑬, 1, 1,Ｊアグネスロｰジイ, 66,吉田隼,, 83,* 12,*  6, 9, 18.6,   , 1,11,Ｄサマｰエタニティ, 74,吉田隼,, 70,*  9,  -7, 2,  3.7, ④③, 1, 5,Ａタニオブゴｰルド, 80,丸田恭,, 78,* -4,  15, 2,  4.3, ④④
 2,15,Ｃマイネルマッシモ, 54,石橋脩, 0.1, 62, -10,*  7, 3,  7.8, ⑯⑮, 2,10,Ｄブレンニュｰライフ, 71,黛弘人, 0.3, 78,   4,*  7, 5, 10.6,   , 2, 8,Ｅミキノクレシェンド, 74,太宰啓, 0.2, 68,* 10, -11, 3,  8.2, ②②, 2, 8,Ｅゴｰルドスパｰクル, 70,的場勇, 0.2, 78,  -7,* 18, 7, 10.1, ⑥⑥
 3, 9,Ｆテンシノアスタｰ, 47,国分恭, 0.1, 59,* -6,   0, 6,  9.9, ⑦⑥, 3, 6,Ｅフラワｰウィンド, 70,荻野琢, 0.4, 75,   4,*  6, 3,  6.5,   , 3,13,Ｒグランジョイ, 51,田中健, 0.2, 66,   1,*  2,17,188.2, ⑰⑯, 3, 6,Ｂナムラチェンジ, 75,芹沢純, 0.2, 76,* -4,  11, 3,  5.4, ③③
 4,10,Ｂカネトシパサｰジュ, 55,大野拓, 0.3, 59, -11,*  7, 8, 24.1, ⑱⑰, 4,18,Ｇライブリリュウショ, 69,太宰啓, 0.6, 72,   4,   3, 2,  6.0,   , 4, 2,Ｇメジロアリス, 70,大野拓, 0.4, 65,   5,  -6,13, 63.3, ⑨⑪, 4, 9,Ｄメイショウベｰネ, 74,大野拓, 0.5, 77,  -8,* 16, 4,  5.9, ⑧⑨
 5, 2,Ｋユウガナル, 40,的場勇, 0.6, 53,  -9,  -2, 1,  3.3, ⑥⑨, 5,17,Ｆイナズマガイア, 69,西田雄, 0.7, 72,   2,   4, 4,  7.9,   , 5, 4,Ａシェリルピンク, 82,木幡初, 0.4, 65,*  8, -11, 1,  2.8, ⑦⑤, 5, 2,Ｃトレジャｰハント, 74,太宰啓, 0.5, 71,* -4,   6, 1,  3.1, ②②
 6,13,Ｇパブリックアフェア, 46,吉田隼, 0.9, 50,  -7, -10, 5,  9.8, ⑧⑦, 6,11,Ｌクライムオントップ, 64,南田雅, 0.8, 68,  -7,*  7,17, 87.3,   , 6,10,Ｍフロｰラルカｰヴ, 63,石橋脩, 0.4, 63,  -2,*  2, 9, 32.2, ⑱⑱, 6, 4,Ｆキュｰトトリックス, 70,村田一, 0.6, 75,  -7,  13, 5,  8.6, ⑨⑦
 7,12,Ｅクリｰルサンライズ, 53,小野寺, 1.0, 48,* -4, -15, 2,  4.4, ③②, 7,12,Ｎタイセイプロバブル, 58,田中博, 0.8, 69,  -7,*  7,11, 21.0,   , 7,12,Ｈエリモラフィｰネ, 69,松田大, 0.5, 63,   4,  -6, 5,  9.5, ⑪⑬, 7, 1,Ｇテンシノライアン, 68,安藤光, 0.7, 68,* -3,   0, 9,111.1, ①①
 8, 8,Ｐマイネブラックティ, 26,丹内祐, 1.1, 49,  -8, -10,17,296.2, ⑬⑩, 8, 3,Ｈシャンディア, 69,田辺裕, 0.8, 70,   8,  -2,13, 38.6,   , 8,15,Ｆシｰディドアラバイ, 73,丸田恭, 0.5, 61,   1,* -3,12, 52.4, ⑮⑰, 8, 3,Ｈハイゲｰト, 68,吉田隼, 0.9, 69,  -7,   7, 6,  9.1, ⑤⑤
