09年12月27日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月27日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,矢作川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃコスモイフリｰト, 60,丹内祐,, 57,  -4,*  2, 7, 14.7,③④④, 1,12,Ｇモｰニングフェイス, 52,中舘英,, 62,   4,*-14, 3,  3.6,⑦⑥⑥, 1, 3,Ｆモエレビクトリｰ, 72,草野太,, 77,* 10,  -3, 1,  3.2,①①①, 1,15,Ｇクリュギスト, 80,松田大,, 84,*  8,  11, 2,  4.3,②②②
 2,14,Ａサザンクロスレディ, 66,鮫島良, 0.0, 58,  -4,*  1, 2,  3.8,⑥③③, 2, 4,Ｂメイショウサバト, 62,田嶋翔, 0.3, 58,*  7, -22, 2,  3.4,③③③, 2, 5,Ｅカワキタフウジン, 72,松山弘, 0.0, 79,   7,*  6,10, 21.1,⑥⑦⑥, 2, 9,Ｉレッドボルサリｰノ, 79,北村友, 0.1, 80,*  9,  10, 5, 11.3,①①①
 3, 3,Ｄエンジェルブレス, 57,国分恭, 0.2, 56,  -4,*  2, 1,  3.0,⑦⑥⑥, 3, 2,Ａブラボｰジャングル, 65,荻野琢, 0.3, 55,*  7, -24, 1,  2.6,②②②, 3, 4,Ｂハギノバロンドｰル, 75,中村将, 0.2, 77,   5,*  7, 2,  4.7,⑪⑪⑨, 3, 2,Ｅオｰクヒルズ, 81,秋山真, 0.3, 78,   7,  11, 1,  3.9,⑦⑦⑦
 4,12,Ｆメイショウシェリｰ, 54,高橋亮, 0.6, 55,  -5,*  1, 8, 21.8,⑬⑪⑨, 4, 3,Ｌオンワｰドカトレア, 43,加藤士, 0.3, 59,  -1,* -7,12, 76.5,⑬⑬⑪, 4, 2,Ｄマイネルアトレ, 73,丹内祐, 0.2, 76,*  9,  -2, 3,  7.7,③②②, 4,16,Ａタガノアッシュ, 83,赤木高, 0.4, 79,   7,  11, 6, 12.2,④⑥④
 5,10,Ｅコアレススキャン, 56,荻野琢, 0.9, 53,  -4,  -4, 5,  9.7,④⑦⑧, 5, 9,Ｃグｰテデロワ, 59,黛弘人, 0.4, 58,   5, -18, 8, 35.6,⑨⑦⑦, 5,14,Ｉテツキセキ, 69,荻野琢, 0.7, 69,   8,  -7, 7, 17.7,⑧⑤⑤, 5, 8,Ｃキャッツインブｰツ, 82,上村洋, 0.6, 78,   7,   9, 7, 12.3,⑬⑨⑧
 6,11,Ｊケイアイブル, 46,丸山元, 0.9, 51,  -5,  -3,15,154.5,⑧⑨⑦, 6,15,Ｆルビｰエメラルド, 53,田辺裕, 0.5, 55,   3, -18, 9, 51.2,⑧⑨⑨, 6,10,Ｋピロｰトｰク, 69,田中博, 0.9, 72,   8,  -6,11, 23.4,⑭⑩⑧, 6,14,Ｄナックルパｰト, 81,鮫島良, 0.6, 80,   5,* 12,10, 24.2,⑪⑪⑩
 7, 9,Ｇマルタカルｰキｰ, 51,中舘英, 1.0, 50,* -1,  -9, 4,  8.2,②②②, 7,13,Ｅマイネアカツキ, 53,津村明, 0.7, 55,   4, -19,10, 60.7,⑩⑩⑧, 7,11,Ｎシングルショット, 67,国分恭, 0.9, 68,*  9, -13, 4,  8.2,⑬④④, 7, 1,Ｆバトルブリンディス, 81,田辺裕, 0.7, 77,   6,   9, 8, 12.3,⑫⑧⑪
 8, 1,Ｌドンイｰスタｰ, 43,秋山真, 1.8, 42,* -2, -16, 6, 14.4,①①①, 8,16,Ｎヤマニンピトレスク, 40,宮崎北, 1.4, 47,*  9, -41,11, 68.3,①①①, 8, 7,Ｈナナツダチ, 70,丸山元, 1.1, 69,   2,*  1, 6, 17.3,⑯⑰⑯, 8, 4,Ｊアルダントヌイ, 78,中舘英, 0.8, 76,   7,   6, 9, 23.6,③④③
 9, 7,Ｈサバンナ, 48,田嶋翔, 1.9, 45,  -6,  -9,10, 56.2,⑫⑬⑬, 9, 6,Ｉノアスピリタス, 50,大野拓, 1.4, 48,   6, -35, 6, 21.5,⑥⑤⑤, 9, 8,Ｃベルタリド, 75,宮崎北, 1.1, 68,   6,  -8, 9, 19.4,⑦⑧⑩, 9,11,Ｂルティラｰレ, 83,国分恭, 0.9, 76,   5,   9, 3,  6.1,⑥⑩⑨
10, 4,Ｎユキノマドンナ, 25,大野拓, 2.1, 42,  -6, -11,11,114.1,⑪⑫⑪,10,11,Ｄナスケンアイリス, 56,小野寺, 1.5, 46,   2, -30, 5, 20.1,⑫⑪⑬,10,15,Ｏリバｰインバウンド, 64,小野寺, 1.2, 67,   3,  -4,16,139.3,⑰⑮⑫,10,10,Ｌベロｰチェ, 77,宮崎北, 1.1, 72,*  8,   3,14, 90.3,⑤③⑤
11, 5,Ｂグスベリｰ, 62,津村明, 2.2, 40,  -4, -17, 3,  6.0,⑤⑤⑤,11,14,Ｏラクスクライン, 33,川島信, 1.7, 43,  -2, -24,13,112.5,⑭⑭⑭,11,18,Ｇスタｰリｰスカイ, 71,生野賢, 1.3, 66,   6, -11, 8, 18.9,⑩⑨⑪,11, 5,Ｏユングフラウヨシコ, 72,鷹野宏, 1.3, 76,  -1,* 16,13, 73.7,⑯⑯⑯
12, 8,Ｐテイエムチャンプル,  8,赤木高, 2.6, 40, -10, -10,12,114.9,⑯⑯⑯,12, 1,Ｈユニバｰサルサンド, 51,的場勇, 1.7, 43,   6, -39, 4, 17.1,⑤④④,12,12,Ｍロｰドクリムゾン, 67,池崎祐, 1.3, 66,   5,  -8,13, 53.5,⑮⑫⑭,12, 6,Ｐカタンジャレ, 69,芹沢純, 1.3, 72,   4,   7,15,109.2,⑨⑬⑬
13,15,Ｏアクセルシチｰ, 16,小野寺, 2.7, 39,  -5, -17,13,123.2,⑨⑩⑫,13,10,Ｍドリｰムメｰカｰ, 42,鮫島良, 2.0, 45,   2, -31,14,114.6,⑪⑫⑩,13, 1,Ｌマルサンリタｰン, 68,上野翔, 1.8, 62,   5, -14,12, 53.1,⑫⑭⑮,13, 3,Ｈヒカリコｰズウェｰ, 80,田中博, 1.4, 73,   5,   5, 4,  9.3,⑭⑫⑫
14, 6,Ｍドロシｰパｰキンス, 39,大庭和, 3.0, 34,  -9, -13,14,147.4,⑭⑭⑭,14, 7,Ｐトｰセンアマテラス, 26,丸山元, 2.8, 35,  -5, -33,15,243.9,⑮⑮⑮,14, 6,Ａマヤノカピオラニ, 76,田中健, 2.0, 59,*  9, -28, 5,  9.7,②③③,14,12,Ｎピサノドヌｰヴ, 74,荻野琢, 1.5, 75,   5,   7,11, 48.1,⑩⑭⑭
15,13,Ｉダイワシュガｰ, 47,的場勇, 3.3, 35,  -9, -15,16,199.3,⑮⑮⑮,15, 8,Ｊコｰリンブラッサム, 49,松山弘, 2.9, 35,   5, -54, 7, 31.2,④⑧⑫,15, 9,Ｊテンジンミコオウヒ, 69,黛弘人, 2.0, 60,   5, -17,14, 95.3,⑨⑬⑬,15, 7,Ｍシゲルダイセン, 75,川島信, 1.8, 70,   3,   5,12, 54.8,⑮⑮⑮
16,16,Ｋホッコｰブリット, 44,長谷川, 4.0, 32,  -4, -30, 9, 31.5,⑩⑧⑩,,,,,,,,,,,,,16,16,Ｐツカサラッキｰ, 61,北村浩, 2.8, 52,   8, -35,15,117.7,④⑥⑦,16,13,Ｋチャリティショウ, 77,的場勇, 2.2, 64,   7,  -6,16,110.4,⑧⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｒストロングヒロイン, 49,田中克, 3.0, 52,  -1, -17,18,243.2,⑱⑱⑱,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｑメイスンヴィグラス, 55,千葉直, 4.1, 43,   4, -45,17,167.3,⑤⑯⑰,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,
"単勝:1,470円 複勝:02=320円 14=140円 03=130円 枠連:1,470円",,,,,,,,,,,,単勝:360円 複勝:12=140円 04=120円 02=120円 枠連:510円,,,,,,,,,,,,単勝:320円 複勝:03=200円 05=480円 04=200円 枠連:740円,,,,,,,,,,,,"単勝:430円 複勝:15=220円 09=350円 02=160円 枠連:1,720円",,,,,,,,,,,
"馬連:2,240円 ワイド:02-14=950円 02-03=540円 03-14=260円",,,,,,,,,,,,馬連:640円 ワイド:04-12=240円 02-12=190円 02-04=170円,,,,,,,,,,,,"馬連:5,760円 ワイド:03-05=2,190円 03-04=480円 04-05=2,050円",,,,,,,,,,,,"馬連:3,230円 ワイド:09-15=1,620円 02-15=570円 02-09=1,010円",,,,,,,,,,,
"馬単:5,480円 3連複:1,780円 3連単:17,580円",,,,,,,,,,,,"馬単:1,380円 3連複:350円 3連単:2,860円",,,,,,,,,,,,"馬単:9,750円 3連複:8,020円 3連単:51,760円",,,,,,,,,,,,"馬単:6,550円 3連複:6,250円 3連単:36,040円",,,,,,,,,,,
■ 2R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,名古屋日刊ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃミッキｰシュタルク, 72,松山弘,, 75,*  5,   7, 3,  6.9, ③②, 1,15,Ｊレオプライム, 52,鮫島良,, 55, -12,*  1, 6, 13.4, ⑱⑱, 1, 2,Ｄエｰシンマダムジｰ, 73,国分恭,, 80,*  8,* 10, 1,  2.7,②②①, 1,14,Ｂキングストリｰト, 83,秋山真,, 91,*  5,* 19, 1,  3.5,⑦④③
 2, 8,Ｅラスカルデュｰク, 69,古川吉, 0.2, 73,  -7,* 14, 5,  9.8, ⑧⑧, 2,16,Ｉジュエリｰフラン, 53,松山弘, 0.1, 53,  -7,* -6,11, 49.7, ⑬⑫, 2,11,Ｅトｰホウアレス, 73,松田大, 0.5, 80,   7,  10, 2,  4.0,⑨⑦⑦, 2, 5,Ｃグッドバニヤン, 83,松田大, 0.2, 91,   4,* 19, 2,  4.0,⑨⑥⑤
