09年 5月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1200m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,栗東ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂマイプラｰナ, 64,小林徹,, 65,*  1,*  5, 1,  1.7, ②②, 1, 8,Ａテイエムオｰロラ, 64,安部幸,, 69,* 14,  -6, 2,  5.6, ②②, 1, 3,Ａアドマイヤショット, 72,藤岡佑,, 77,* -5,* 10, 1,  1.3,③②②, 1,14,Ｋミリオンディスク, 85,村田一,, 87,   8,* 17, 7, 12.3, ⑤⑤
 2,14,Ａラプタｰストｰム, 68,藤岡佑, 0.7, 59,   0,  -1, 2,  4.0, ③③, 2,14,Ｃスプリングアウェク, 60,池添謙, 0.1, 64,   8,* -2, 1,  3.2, ⑧⑦, 2, 9,Ｅジャミｰル, 63,安部幸, 0.3, 75,  -7,* 10, 2,  6.0,⑦⑦⑥, 2,15,Ｌヴァンクルタテヤマ, 85,長谷川, 0.1, 89,* 13,  13,12, 21.5, ③③
 3, 1,Ｈオシャベリコパ, 56,熊沢重, 0.7, 60,   0,   0, 6, 21.9, ⑤⑤, 3,16,Ｂマルセイユシチｰ, 62,木村健, 0.2, 66,* 12,  -7, 6,  8.6, ④③, 3, 7,Ｂコスモタイムマシン, 69,幸英明, 0.6, 72,  -7,   6, 3, 12.7,⑩⑧⑦, 3, 4,Ａトｰホウドルチェ, 92,飯田祐, 0.3, 84,  10,  13, 4, 11.2, ④④
 4,15,Ｄコウエイテンプウ, 62,安部幸, 0.8, 59,   0,  -1, 5, 19.7, ④④, 4, 9,Ｅバンブｰレアル, 56,和田竜, 0.3, 63,  11,  -7, 4,  6.3, ⑥⑤, 4,10,Ｊタガノガブリエル, 50,藤田伸, 0.7, 67,* -5,   0, 6, 25.5,①①①, 4,12,Ｂファイナルスコアｰ, 91,幸英明, 0.3, 83,   7,  16,10, 16.4, ⑦⑦
 5, 6,Ｋシゲルアソサン, 46,長谷川, 0.8, 59,*  2,  -3,12,136.9, ①①, 5,15,Ｄハｰトマン, 58,秋山真, 0.3, 62,   7,* -3, 5,  7.5, ⑩⑩, 5, 8,Ｇボアソルチ, 62,木村健, 1.4, 58,  -6,  -9, 5, 18.0,⑥④④, 5, 9,Ｄアウトクラトｰル, 89,藤岡佑, 0.5, 81,   6,  15, 3, 10.0, ⑨⑨
 6,16,Ｆルナキッズ, 58,武幸四, 1.2, 57,  -2,  -1, 3,  9.9, ⑦⑦, 6, 6,Ｉヒミノマｰチ, 52,幸英明, 0.6, 59,   7,  -7, 8, 32.7, ⑨⑨, 6, 6,Ｉフナベンケイ, 54,木幡初, 1.5, 61,  -8,  -4,10, 81.9,⑨⑨⑨, 6, 5,Ｈカルナバリｰト, 88,安部幸, 0.5, 82,   8,  12, 6, 11.9, ⑥⑥
 7, 7, トランソニック,---,鮫島良, 1.3, 57, -11,*  8,11, 88.8, ⑮⑭, 7,10,Ｆウイニングドラゴン, 55,小原義, 0.7, 56,   5,  -5, 3,  6.0, ⑭⑪, 7, 2,Ｆトｰセンピングス, 62,北村友, 1.5, 58,  -6,  -9, 4, 13.7,②⑤⑤, 7,16,Ｉスリｰアベニュｰ, 87,池添謙, 0.6, 82,   0,* 20, 2,  5.3, ⑬⑬
 8, 9,Ｍアキノラブ, 45,木村健, 1.5, 54,  -6,   1, 7, 30.9, ⑩⑩, 8, 1,Ｇヨシインゾｰン, 53,角田晃, 0.8, 54,  -1,* -2, 9, 35.5, ⑮⑭, 8, 5,Ｃアキノカウンタｰ, 66,鮫島良, 1.6, 59,  -7,  -8, 7, 44.0,⑤⑥⑧, 8, 6,Ｃクィｰンオブキネマ, 90,北村友, 0.6, 80,* 14,   6, 9, 16.1, ①①
