09年10月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年10月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾎﾟｰﾄｱｲﾗﾝﾄﾞｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｉエイシンナナツボシ, 48,後藤浩,, 67,*  2,*  3, 4,  7.0,②②②, 1,13, ゴｰルデンカイザｰ,,北沢伸,,,,, 1,  1.9,①①①, 1,11,Ａインバルコ, 79,川田将,, 77,   3,* 12, 1,  1.7,⑥④③, 1,10,Ｄクラウンプリンセス, 88,太宰啓,, 91,   8,  12, 4,  7.5, ④④
 2, 1,Ｃサンライズクォリア, 63,武豊  , 0.0, 70,   0,*  8, 3,  4.0,⑪⑨④, 2, 7, シｰスピアｰ,,白浜雄,200.1,,,, 4, 11.5,⑦⑥⑥, 2, 3,Ｃロｰレルレガリス, 78,池添謙, 0.1, 76,   3,* 12, 2,  3.2,②③⑤, 2,15,Ａアップドラフト, 92,佐藤哲, 0.0, 92,   5,* 18, 7, 22.8, ⑩⑪
 3, 7,Ｈナンヨｰスラッガｰ, 51,幸英明, 1.1, 61,  -2,*  2,10, 66.1,⑫⑫⑩, 3, 4, マッキｰケインズ,,佐久間,200.4,,,, 2,  5.7,③④⑤, 3, 6,Ｆオｰミプレシャス, 75,川島信, 0.3, 75,   3,  10, 3,  9.8,⑨⑥④, 3, 7,Ｅフライングアップル, 86,川田将, 0.2, 89,   8,   9, 5,  7.8, ③③
 4,11,Ｆコウユｰヒｰロｰ, 59,国分恭, 1.3, 64,   0,  -5, 7, 32.5,⑤⑤⑦, 4, 2, バトルハｰトオｰ,,菊地昇,200.9,,,, 5, 13.6,⑥⑤④, 4,10,Ｉクリスマスキング, 66,後藤浩, 0.8, 71,   1,   9, 7, 29.3,⑤⑧⑥, 4,16,Ｂベッラレイア, 92,秋山真, 0.3, 93,   1,* 21, 1,  3.3, ⑯⑮
 5, 5,Ｇペプチドルパン, 52,中舘英, 1.4, 58,*  3,  -9, 9, 43.7,①①①, 5,11, テイエムチｰタｰ,,出津孝,201.8,,,,10, 41.0,④②②, 5, 7,Ｈラムタムタガｰ, 69,浜中俊, 1.0, 70,*  4,   2, 5, 14.3,①①①, 5, 9,Ｍホッカイカンティ, 81,石橋脩, 0.3, 92,   2,* 18, 3,  6.6, ⑰⑬
 6,13,Ｄナリタシルクロｰド, 62,浜中俊, 1.5, 58,   1,  -8, 6, 27.5,④④③, 6, 8, ドリｰムガｰルズ,,小坂忠,201.9,,,,11, 41.8,②③③, 6, 1,Ｇエｰシンサンスタｰ, 74,国分恭, 1.2, 75,   0,   8, 6, 26.4,⑪⑩⑩, 6, 5,Ｃタマモナイスプレイ, 90,武豊  , 0.5, 85,   7,   8, 2,  4.2, ⑤⑤
 7, 3,Ａメイショウエバモア, 67,池添謙, 2.1, 54,   1, -13, 2,  3.4,③③⑤, 7,12, タムロスタｰディ,,高井彰,203.4,,,, 8, 28.1,⑤⑦⑨, 7, 4,Ｄマルブツセンタｰ, 78,荻野琢, 1.3, 71,   0,   8, 8,118.6,⑩⑪⑨, 7, 4,Ｉメテオバｰスト, 84,後藤浩, 0.5, 87,   4,  12,13, 51.8, ⑫⑩
 8,10,Ｍボストンサプライズ, 38,芹沢純, 2.4, 50,  -2,  -9,13,205.1,⑬⑬⑪, 8, 6, キクカジュピタｰ,,南井大,203.4,,,, 9, 36.8,⑪⑨⑧, 8, 2,Ｂブラックルｰラｰ, 79,松山弘, 2.1, 60,   2,  -3, 4, 14.0,⑦⑦⑦, 8, 3,Ｆメイショウトッパｰ, 86,浜中俊, 0.6, 85,   7,   7, 9, 36.3, ⑧⑦
 9, 2,Ｂウイントランザム, 65,松山弘, 2.6, 49,  -1, -13, 1,  3.1,⑦⑧⑨, 9, 1, キｰバイブル,,黒岩悠,203.6,,,, 3,  6.4,⑬⑪⑪, 9, 8,Ｊドリｰムドリｰマｰ, 62,上村洋, 2.5, 59,*  4, -11, 9,150.9,③②②, 9, 1,Ｎマイネルフォｰグ, 80,和田竜, 0.7, 84,   5,   8,10, 37.7, ⑪⑨
10, 9,Ｋヴォイスメｰル, 40,藤岡佑, 2.7, 51,  -2, -13, 5, 11.9,⑨⑩⑫,10, 9, シンゼンライク,,今村康,204.0,,,, 6, 18.7,⑨⑩⑩,10,12,Ｋケイティロｰレル, 55,野元昭, 4.4, 48,   1, -21,10,152.3,⑧⑨⑪,10, 2,Ｐダンスインザモア, 75,藤岡康, 0.9, 82,   2,   9,16,230.6, ⑭⑫
11, 8,Ｊエイユｰトルネｰド, 41,和田竜, 3.1, 49,  -2, -15,11, 80.2,⑩⑪⑬,11,10, メイショウエビス,,高田潤,204.2,,,,14,134.4,⑧⑧⑦,11, 9,Ｌシルバｰゴｰラン, 53,田村太, 5.0, 46,   2, -27,11,256.3,④⑤⑧,11,18,Ｏレジネッタ, 80,池添謙, 1.0, 80,   7,   1, 6, 12.0, ⑦⑧
12, 4,Ｌシゲカツワンダフル, 39,金折知, 3.9, 43,   0, -26,12,112.6,⑥⑥⑧,12, 5, オｰドリｰアン,,金折知,206.5,,,,13,126.4,⑫⑫⑫,,,,,,,,,,,,,12,17,Ｇショウワモダン, 85,中舘英, 1.1, 74,* 15, -15, 8, 29.5, ①①
13, 6,Ｅタガノグラｰツ, 59,赤木高, 4.1, 41,   0, -28, 8, 33.3,⑧⑦⑥,13,14, ベストキッド,,高野容,225.9,,,, 7, 20.3,⑭⑭⑬,,,,,,,,,,,,,13,13,Ｈファルカタリア, 84,藤岡佑, 1.1, 79,   2,   5,11, 50.2, ⑬⑭
