09年 4月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｰｽﾄﾗﾘｱT,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｆグランプリスマイル, 59,武豊  ,, 62,  -2,*  1, 6, 11.3,⑪⑩⑨, 1,11,Ｂヒカリアスティル, 64,小牧太,, 62,*  2,* -7, 2,  3.0,⑦④②, 1, 2,Ｋトランセンド, 67,安藤勝,, 70,*  7,* 12, 1,  1.9,①①①, 1, 3,Ｉドリｰムサンデｰ, 77,藤岡佑,, 98,* 19,*  9, 8, 12.2, ①①
 2, 6,Ｃヴァンクリマ, 61,藤田伸, 0.0, 60,*  2,  -7, 1,  3.2,①①①, 2, 1,Ｆマｰブルアロｰ, 58,浜中俊, 0.2, 61,*  3, -10, 5, 10.5,①①①, 2, 4,Ｃスマｰトパルス, 71,小牧太, 1.2, 63,*  6,   3, 3,  7.5,③③②, 2,10,Ｂマストビｰトゥルｰ, 86,浜中俊, 0.6, 93,* 18,   4, 2,  4.5, ②③
 3, 5,Ｂニホンピロララバイ, 64,藤岡佑, 0.3, 59,   1,  -7, 2,  3.3,⑨③②, 3, 8,Ｄサンライズスカイ, 60,和田竜, 0.3, 62,   1,* -5, 1,  2.9,⑨⑨⑤, 3,14,Ｂシゲルダイセン, 72,川田将, 1.5, 64,   4,   7, 5, 14.2,⑨⑨⑨, 3, 1,Ｄレインボｰペガサス, 84,安藤勝, 0.6, 92,  16,*  7, 1,  4.2, ⑤⑤
 4, 2,Ｉスズカアリュｰル, 51,佐藤哲, 0.4, 58,  -1,* -4, 8, 15.4,⑦⑨⑥, 4, 5,Ｃサンレイクロフネ, 62,藤岡佑, 1.3, 53,   1, -16, 3,  6.8,⑥⑦③, 4,12,Ａハギノリベラ, 72,岩田康, 1.7, 62,   2,   7, 2,  4.8,⑫⑪⑪, 4, 4,Ｇカネトシツヨシオｰ, 81,岩田康, 1.0, 88,  15,   4, 5,  8.6, ⑨⑧
 5, 1,Ｋテキサスコマンド, 45,川田将, 0.7, 58,   1,  -9, 9, 34.1,④⑥⑤, 5, 3,Ｈザバトルプラウド, 41,岩田康, 1.5, 53,   1, -17, 7, 17.7,⑧⑧⑥, 5, 6,Ｄトップオブパンチ, 71,藤田伸, 1.9, 60,   1,   8, 7, 19.3,⑩⑫⑫, 5, 5,Ｈマヤノライジン, 79,藤田伸, 1.0, 88,  16,   1, 7, 10.6, ⑥⑥
 6,11, サンレイハスラｰ,---,渡辺薫, 0.8, 58,  -2,  -5,12,165.9,⑬⑪⑪, 6, 9,Ａマスタｰソニック, 65,幸英明, 1.6, 50,   1, -18, 4,  7.0,⑤⑥⑧, 6, 9,Ｎダンツクリスエス, 44,浜中俊, 2.2, 57,   5,  -3,14,147.0,⑦⑦⑥, 6, 6,Ｆバトルバニヤン, 83,幸英明, 1.0, 88,* 18,  -3, 4,  7.4, ③②
 7, 4,Ｇテイエムリュウジン, 58,国分恭, 1.2, 53,   0, -12, 7, 15.3,⑥⑦⑧, 7,10,Ｅメイショウアッチラ, 59,石橋守, 2.2, 51,  -1, -19, 6, 17.2,⑪⑩⑨, 7, 1,Ｍグランプリチェリｰ, 49,角田晃, 2.2, 60,   6,  -3,12, 56.5,⑤⑤⑦, 7, 9,Ｃマチカネオｰラ, 85,小牧太, 1.3, 86,  12,   5, 3,  5.9, ⑩⑩
 8,10,Ｄインテネブリス, 61,小牧太, 1.3, 52,*  1, -18, 3,  6.1,②②③, 8, 6,Ｇニホンピロゴスペル, 51,熊沢重, 3.4, 41,*  2, -37,10,113.2,③②④, 8,10,Ｊナニハトモアレ, 67,藤岡佑, 2.2, 61,  -1,* 11, 8, 45.9,⑭⑭⑭, 8, 2,Ｅアグネストレジャｰ, 83,池添謙, 2.5, 73,  11,  -9,11, 68.3, ⑪⑪
 9,12,Ｅパルティコラｰレ, 60,和田竜, 1.8, 49,   0, -19, 5, 10.3,⑤⑤④, 9, 4, カントリｰフラッグ,---,藤田伸, 3.9, 36,  -1, -34, 8, 20.8,⑩⑪⑩, 9,13,Ｈレッドブリッツァｰ, 68,和田竜, 2.3, 58,   4,  -1,10, 50.4,⑧⑧⑧, 9, 8,Ａムｰドインディゴ, 87,武豊  , 3.0, 67,  15, -24, 6,  9.7, ⑧⑨
10, 9,Ａセレスダイヤモンド, 65,幸英明, 1.8, 48,   0, -17, 4,  9.3,⑧⑧⑦,10, 7,Ｊシルクロッシュ, 21,田中克, 5.3, 34,*  3, -53,11,142.3,④③⑦,10,11,Ｇシルバｰフィｰルド, 68,小林徹, 2.3, 58,   6,  -5, 4, 10.7,④④④,10, 7,Ｋエリモエクスパイア, 68,福永祐, 3.3, 64,  16, -31,10, 26.5, ⑦⑦
