09年 1月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初富士ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａアクセルボｰイ, 69,三浦皇,, 66,*  4,*  2, 1,  1.4, ①①, 1, 9, オンワｰドアリｰテ,,柴田大,,,,, 6, 15.9,⑦④④, 1, 9,Ａロｰンウルフ, 79,三浦皇,, 78,   0,* 18, 1,  2.0,④④④, 1, 2,Ｄファストロック, 86,北村宏,, 81,* 13,   6, 4,  6.9,①①①
 2,13,Ｅブリッジトウショウ, 55,武士沢, 1.3, 54,*  3,  -8, 3, 11.3, ④④, 2,12, アポロノサトリ,,平沢健,196.2,,,, 2,  4.7,②①①, 2,10,Ｃディアｰウィッシュ, 74,吉田隼, 0.3, 75,*  1,* 14, 4,  8.1,②②②, 2, 1,Ｊリビアｰモ, 78,勝浦正, 0.0, 89,   4,* 24, 6,  8.5,⑬⑬⑬
 3,11,Ｆラッキｰフラワｰ, 52,木幡初, 1.5, 55,*  4,  -9,13,119.6, ③③, 3, 6, サトノスロｰン,,山本康,196.6,,,, 1,  1.8,⑧③②, 3, 7,Ｂトウカイプライム, 74,宮崎北, 0.3, 73,*  2,  13, 2,  3.2,①①①, 3, 8,Ｆエリモファイナル, 83,福永祐, 0.1, 85,   9,  12, 5,  7.5,⑥⑦⑤
 4,16,Ｂトウショウクロノス, 59,松岡正, 1.6, 51,   0,  -8, 6, 34.3, ⑦⑦, 4, 5, マイネルプログレス,,宗像徹,196.6,,,, 3,  8.7,④②③, 4, 6,Ｅミウラジェット, 69,北村宏, 1.3, 70,   1,   8, 8,109.3,⑨⑥⑤, 4,14,Ｃマイネルファルケ, 87,松岡正, 0.2, 82,  11,   7, 2,  5.2,③③④
 5, 7,Ｐシルクスフィｰダ, 29,小林淳, 2.0, 47,  -2, -10,11, 90.9, ⑨⑧, 5, 2, トップオブオアフ,,穂苅寿,197.9,,,,14,191.2,⑫⑦⑥, 5, 5,Ｈエｰシンカメンシズ, 66,内田博, 1.5, 67,   0,   6, 3,  5.5,⑤⑤⑥, 5, 6,Ｅコｰナｰストｰン, 83,内田博, 0.3, 83,   8,  13, 3,  5.6,⑨⑨⑨
 6,10,Ｇマハラｰニ, 51,江田照, 2.1, 48,  -4,  -6,10, 70.7, ⑪⑩, 6, 3, キョウエイライジン,,江田勇,198.3,,,,11, 82.6,⑤⑤⑤, 6, 4,Ｄナムラビスマルク, 73,後藤浩, 1.6, 68,  -1,   8, 5, 20.0,⑫⑧⑧, 6,10,Ａハリｰアップ, 88,藤田伸, 0.4, 81,   9,   9, 1,  3.9,⑧⑧⑧
 7, 4,Ｍミキノハｰト, 34,小野次, 2.1, 44,  -8,  -5,16,371.2, ⑫⑬, 7, 8, エステヴァン,,大庭和,199.1,,,, 5, 12.4,⑭⑫⑩, 7, 2,Ｇコスモコマンダ, 66,丹内祐, 1.8, 66,   0,   3, 6, 36.9,③③③, 7,13,Ｇダンスオｰルナイト, 81,横山典, 0.5, 80,   7,  13, 9, 24.9,⑫⑪⑫
 8,15,Ｌオｰスミシリング, 39,北村宏, 2.2, 43, -11,* -2,15,324.3, ⑭⑭, 8,14, ヤクモオｰカン,,柴田未,199.7,,,,10, 61.2,⑥⑧⑧, 8,13,Ｊコアグリｰン, 63,津村明, 2.5, 61,  -1,   1, 9,130.1,⑥⑨⑨, 8, 4,Ｈツアｰデフォｰス, 81,三浦皇, 0.5, 79,* 12,   1,10, 32.0,②②②
 9,12,Ｎキャプテンボｰイ, 30,伊藤工, 2.5, 43,  -1, -15, 8, 53.2, ⑧⑨, 9,10, ニュｰヨｰカｰ,,高野和,199.9,,,, 7, 30.1,⑩⑩⑨, 9, 3,Ｉシルクストラｰダ, 63,黛弘人, 2.5, 62,  -2,   3,13,438.5,⑩⑩⑩, 9, 9,Ｉヤマニンイグナイト, 80,田中勝, 0.6, 82,   7,  11,11, 35.1,⑩⑩⑩
10, 8,Ｈポルタノｰヴァ, 51,吉田隼, 2.6, 43,*  3, -19, 5, 17.8, ②②,10,13, ガイアヘッド,,水出大,200.6,,,, 4, 10.0,①⑥⑦,10, 8,Ｋオンワｰドオウガ, 62,伊藤工, 2.6, 64,  -6,  10,11,332.7,⑬⑬⑬,10, 3,Ｋグレｰトバルサｰ, 78,木幡初, 0.7, 77,   9,   3,13, 64.3,⑦⑥⑦
11, 9,Ｋディアキャンドル, 43,福永祐, 2.7, 39, -11,  -7, 9, 65.1, ⑬⑫,11, 1, グロｰリｰジョン,,浜野谷,201.4,,,, 8, 45.1,⑨⑪⑫,11,12,Ｆツルギライジング, 67,郷原洋, 2.8, 59,  -1,  -3, 7, 79.1,⑧⑦⑦,11,12,Ｌアイティトップ, 75,丹内祐, 0.8, 78,   5,  12, 8, 23.7,⑪⑫⑪
12, 6,Ｊコウサイ, 44,蛯名正, 3.4, 35,   0, -24, 7, 53.0, ⑥⑥,12,11, ロッキｰロｰレル,,五十嵐,202.4,,,,13,152.4,③⑨⑪,12, 1,Ｍトｰセンステｰジ, 55,武士沢, 2.9, 60,  -5,   4,10,247.4,⑦⑫⑫,12, 5,Ｂセヴンワンダｰズ, 87,蛯名正, 1.1, 72,* 12,  -7, 7, 19.8,④④③
13, 1,Ｏステディｰガｰル, 30,村田一, 3.4, 35,  -6, -18,12,116.4, ⑩⑪,13, 7, ウインカスケｰド,,鈴来直,203.2,,,, 9, 54.8,⑬⑭⑭,,,,,,,,,,,,,13, 7,Ｍロックスピリッツ, 75,後藤浩, 1.1, 75,   4,   9,14,103.1,⑭⑭⑭
14, 3,Ｄピサノティファニｰ, 55,内田博, 3.5, 34,   1, -25, 2,  5.7, ⑤⑤,14, 4, クリノラブダンス,,金子光,203.3,,,,12, 85.0,⑪⑬⑬,,,,,,,,,,,,,14,11,Ｎサケダイスキ, 75,江田照, 1.4, 69,  11, -10,12, 53.9,⑤⑤⑥
15,14,Ｉフクフク, 44,宮崎北, 3.6, 30, -14, -12,14,300.7, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 5,Ｃユウキハングリｰ, 57,郷原洋, 3.8, 31, -20,  -9, 4, 12.4, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,
単勝:140円 複勝:02=110円 13=210円 11=960円 枠連:630円,,,,,,,,,,,,"単勝:1,590円 複勝:09=200円 12=140円 06=110円 枠連:1,780円",,,,,,,,,,,,単勝:200円 複勝:09=110円 10=200円 07=110円 枠連:880円,,,,,,,,,,,,"単勝:690円 複勝:02=230円 01=280円 08=280円 枠連:2,540円",,,,,,,,,,,
"馬連:620円 ワイド:02-13=310円 02-11=1,250円 11-13=5,520円",,,,,,,,,,,,"馬連:2,910円 ワイド:09-12=700円 06-09=330円 06-12=170円",,,,,,,,,,,,馬連:920円 ワイド:09-10=330円 07-09=130円 07-10=380円,,,,,,,,,,,,"馬連:2,460円 ワイド:01-02=970円 02-08=1,140円 01-08=950円",,,,,,,,,,,
"馬単:840円 3連複:9,760円 3連単:23,230円",,,,,,,,,,,,"馬単:7,170円 3連複:960円 3連単:14,540円",,,,,,,,,,,,"馬単:1,190円 3連複:600円 3連単:3,630円",,,,,,,,,,,,"馬単:5,420円 3連複:7,480円 3連単:50,300円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京成杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄマチカネセキガハラ, 55,横山典,, 57,* -4,*  0, 2,  4.0,①①①, 1, 6,Ａネオレボルｰション, 65,北村宏,, 60,* -6,   2, 1,  1.9,④②②, 1,10,Ｂセイコｰスペシャル, 78,松岡正,, 74,  -1,* 15, 2,  3.6, ⑫⑫, 1, 6,Ｆアｰリｰロブスト, 71,福永祐,, 80,* -1,  11, 2,  5.6,②②②
 2,12,Ｂテクニカルラン, 58,内田博, 0.0, 59,  -5,*  4, 1,  2.9,⑦⑥④, 2, 4,Ｃアｰリンダル, 61,横山典, 0.3, 62,  -8,*  6, 2,  3.5,⑧⑨⑩, 2, 3,Ｊメインヴォｰカル, 62,草野太, 0.3, 72,   9,   3, 8, 46.7, ③③, 2, 2,Ｃナカヤマフェスタ, 77,蛯名正, 0.0, 83,  -2,* 16, 1,  2.6,⑤⑥⑥
 3,11,Ｃゴｰルドラプソディ, 57,津村明, 0.8, 53,  -7,*  0, 7, 15.7,⑭⑭⑤, 3, 8,Ｅサニｰサンデｰ, 56,吉田隼, 0.3, 61,  -7,   2, 6, 23.6,③⑤⑤, 3, 9,Ｄキングオブハイシｰ, 69,北村宏, 0.3, 72,   8,   5, 4, 19.1, ⑤⑤, 3,11,Ｍモエレビクトリｰ, 61,田中勝, 0.1, 78,*  0,   7,13, 81.1,①①①
 4, 8,Ｅカントリｰドｰタｰ, 52,小林淳, 0.8, 52,* -4,  -6,10, 51.0,⑤③③, 4,13,Ｇユキノセントウ, 53,後藤浩, 0.5, 60,  -6,  -1, 8, 46.9,⑥⑦⑥, 4, 5,Ａトｰセンセイント, 81,藤田伸, 0.5, 70,* 13,  -2, 1,  1.8, ②②, 4,10,Ｊモンテトウルヌソル, 65,内田博, 0.1, 84,  -6,* 21, 6, 13.0,⑫⑫⑪
 5, 7,Ｆショウナンアンサｰ, 52,田中勝, 0.9, 52,  -5,  -3,12,161.9,⑥⑦⑦, 5,16,Ｏスｰパｰシズクン, 32,田面木, 0.9, 52,* -6, -11,12,193.3,①①①, 5,14,Ｅテイエムゲンキボ, 68,武士沢, 0.5, 70,   6,   5, 7, 39.8, ⑦⑨, 5, 9,Ｉハイロｰラｰ, 65,三浦皇, 0.2, 80,  -3,  13,10, 41.0,⑨⑧⑤
 6,14,Ｈコスモカサブランカ, 47,松岡正, 1.5, 48,  -5, -10, 4,  7.2,④④⑥, 6,10,Ｄアルストリスタン, 58,三浦皇, 0.9, 56,  -7,  -5, 4, 10.2,⑩⑧⑦, 6, 4,Ｇショウナンカイザｰ, 65,内田博, 0.8, 67,   4,   4, 6, 28.9, ⑧⑦, 6,13,Ｂセイクリッドバレｰ, 78,藤田伸, 0.2, 77,* -1,  10, 5, 10.3,⑦⑤④
 7, 2,Ｎヴァンブルｰ, 28,宮崎北, 1.6, 46,  -7,  -6, 8, 25.3,⑪⑪⑩, 7, 3,Ｎタイキカレラ, 36,蛯名正, 1.0, 58, -11,*  3, 9,110.5,⑬⑭⑮, 7, 8,Ｈリリｰザサン, 65,大庭和, 1.0, 65,  -1,   6, 5, 21.4, ⑪⑩, 7, 7,Ｄトゥリオンファｰレ, 73,松岡正, 0.3, 79,  -4,* 16, 3,  6.7,⑧⑪⑧
 8, 9,Ａメジロミッション, 59,伊藤工, 1.6, 49,  -7,  -6, 5,  9.3,⑬⑬⑭, 8,14,Ｋカネトシユｰシャ, 46,村田一, 1.2, 57, -12,   2,11,149.8,⑯⑮⑬, 8, 6, ヒシマウンテン,---,津村明, 1.0, 64,  -9,* 13,10,132.9, ⑬⑬, 8, 8,Ｋフサイチナガラガワ, 64,後藤浩, 1.1, 67,  -3,   0, 7, 17.5,⑥⑦⑦
