09年 3月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 3月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,毎日杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃマルサンメイン, 55,小原義,, 65,*  6,  -5,10, 35.3, ①①, 1, 4,Ｅクリノオンビｰト, 62,小牧太,, 69,*  5,   1, 2,  7.1, ②②, 1, 1,Ｇスズカルビｰ, 62,熊沢重,, 72,*  8,  -2, 1,  3.0,①①①, 1,14,Ｅアイアンルック, 76,小牧太,, 88,  -3,* 23, 1,  2.7, ⑩⑩
 2, 5,Ａピュアマリｰン, 58,石橋守, 0.2, 61,  -6,*  4, 4,  6.8, ⑧⑪, 2,14,Ｂシャイニｰクエスト, 66,角田晃, 0.0, 70,*  4,   2, 1,  1.6, ③③, 2, 7,Ｅラフレッシュブルｰ, 66,浜中俊, 0.2, 72,   2,*  7, 3,  5.6,⑩⑨⑥, 2,12,Ｎゴｰルデンチケット, 60,木村健, 0.1, 82,*  1,  14,12, 81.9, ③②
 3, 7,Ｋショウナンタイリン, 48,岩田康, 0.6, 57,  -2,  -3, 1,  2.6, ⑥⑦, 3,13,Ｈファンドリカップ, 54,幸英明, 0.1, 68,*  7,  -1,10, 68.7, ①①, 3, 6,Ｈクリノラプソディｰ, 61,小牧太, 0.4, 69,*  6,  -4, 9, 27.8,②②②, 3,11,Ｈアプレザンレｰヴ, 74,内田博, 0.2, 87,  -6,* 25, 2,  3.6, ⑫⑫
 4, 9,Ｉラッキｰパズル, 50,内田博, 0.6, 57,  -4,  -1, 6, 13.9, ⑨⑨, 4, 2,Ｃトップフリｰダム, 62,池添謙, 0.6, 62,  -1,   2, 4,  8.6, ⑧⑥, 4,10,Ａマイネソシオ, 75,木村健, 0.5, 71,   2,*  7, 4,  6.0,⑪⑪⑧, 4, 7,Ｄミッキｰパンプキン, 77,岩田康, 0.2, 79,*  3,   8, 3,  7.2, ①①
 5, 8,Ｂシゲルタカチホ, 56,渡辺薫, 0.8, 55,  -7,   1, 7, 13.9, ⑫⑩, 5,15,Ｄキンシスタｰ, 62,福永祐, 0.9, 61,   2,  -4, 6, 22.4, ④④, 5, 8,Ｄワキノキルシェ, 67,岩田康, 0.5, 74,   4,*  7, 5, 11.0,⑨⑩⑦, 5, 5,Ｌオオトリオウジャ, 65,吉田隼, 0.3, 82,  -3,  18, 5, 12.2, ⑪⑨
 6, 3,Ｈデンタルマロン, 53,木村健, 0.8, 57,   2,  -8, 5, 10.7, ④②, 6, 7,Ａラプタｰストｰム, 67,藤岡佑, 1.1, 55, -11,*  6, 3,  7.3, ⑭⑬, 6,12,Ｂハッピｰドロップ, 69,内田博, 0.9, 67,   1,   3, 2,  4.9,⑧⑧⑪, 6, 8,Ｆストロングリタｰン, 76,川田将, 0.3, 78,*  1,   9, 7, 13.0, ②③
 7,15,Ｅラビアンロｰズ, 54,川田将, 0.9, 56,  -1,  -5, 2,  6.5, ⑦⑥, 7, 9,Ｉテイエムカゲトラ, 53,内田博, 1.4, 53,  -9,*  3, 9, 57.1, ⑬⑫, 7, 3,Ｃプリティダンス, 67,福永祐, 1.5, 63,   4,  -9, 6, 11.1,⑤⑤④, 7,10,Ｂワイドサファイア, 79,福永祐, 0.3, 82,  -1,  15, 6, 12.8, ⑦⑥
 8,10,Ｆイナズマガイア, 54,田中克, 1.0, 52, -16,*  8, 3,  6.7, ⑮⑭, 8,12,Ｇクｰルヴァンクル, 55,和田竜, 1.8, 54,   2, -10, 5, 15.0, ⑥⑤, 8,11,Ｊヒシルｰマｰ, 60,藤岡佑, 1.7, 60,   4, -11,10, 31.8,④④③, 8, 6,Ｇスリｰロｰルス, 74,浜中俊, 0.4, 82,  -2,  15,11, 53.7, ⑥⑦
