09年 9月 6日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 9月 6日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 4,Ａミヤジシェンロン, 63,和田竜, 1.5, 46,* -1, -19, 2,  4.1, ②③, 9, 2, オｰナｰズアイ,---,金折知, 1.4, 41, -10, -15,15,368.6, ⑥⑧, 9, 6,Ｎネヴァオバマ, 33,鮫島良, 1.4, 61,   3,  -4,14,286.7,⑪⑪⑨, 9, 9,Ｈフェブスカイ, 63,幸英明, 1.0, 57,  -6,  -3,10, 39.8, ⑫⑫
10, 3,Ｌベルスマｰレ, -1,渡辺薫, 1.9, 42, -23,  -3,12,658.9, ⑫⑫,10,10, メイショウオルフェ,---,熊沢重, 1.6, 37, -11, -18,12,142.3, ⑦⑥,10,13,Ｉミシュランシチｰ, 56,国分恭, 1.5, 63,   6,  -9, 3,  6.5,⑥⑧⑦,10, 7,Ｏセイインディア, 41,渡辺薫, 1.2, 54, -11,  -2,13,116.3, ⑬⑬
11, 7,Ｇカシノイワイザケ, 46,鈴来直, 2.7, 30, -15, -22, 9,237.8, ⑪⑩,11, 3, アンムｰト,---,浜中俊, 1.7, 37,  -8, -22, 8, 38.1, ③③,11, 5,Ｃヤマイチコマンド, 69,佐久間, 2.0, 57,   5, -12, 6, 18.4,②⑦⑪,11, 5,Ｉマイネルカリバｰン, 59,和田竜, 1.3, 52,  -1, -13, 7, 14.5, ④⑥
12,11,Ｋイッツオンリｰラブ,  7,国分恭, 2.8, 30, -13, -24,10,255.9, ⑩⑪,12, 5, トゥルｰゴｰルド,---,松山弘, 1.7, 36, -16, -14, 4, 14.0, ⑩⑬,12, 1,Ｋクロジシジョｰ, 49,中村将, 3.0, 49,   0, -12,16,538.0,⑫⑬⑫,12,15,Ｋコスモディエス, 51,松山弘, 1.4, 51,  -3, -13,14,125.5, ⑥⑦
,,,,,,,,,,,,13,15, リバｰツバサ,---,福永祐, 2.0, 34, -12, -21,11,138.8, ⑨⑨,13,10,Ｏチュウワバロン, 31,和田竜, 3.0, 51,   1, -15, 7, 25.9,⑩⑫⑬,13, 3,Ｂメイショウヘミング, 72,武豊  , 2.1, 42,  -6, -18, 3,  5.2, ⑩⑤
,,,,,,,,,,,,14, 1, テイエムハクリュウ,---,和田竜, 2.7, 23, -10, -34,10,119.8, ⑤⑩,14, 7,Ｌレジェンドヘヴン, 44,高山太, 3.5, 48,  -4,  -9,13,278.9,⑮⑯⑮,14, 1,Ｄシャイン, 68,太宰啓, 2.1, 42,*  0, -24, 8, 20.1, ②③
,,,,,,,,,,,,15,11, テイエムタップダン,---,国分恭, 3.5, 13, -44, -10,13,179.4, ⑮⑮,15, 8,Ｍパｰプルパッセｰジ, 42,太宰啓, 4.9, 39,  -2, -24,12,175.4,⑯⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 2, エルクラシコ,---,酒井学, 5.7, 34,  -1, -33,10, 74.8,⑭⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,
単勝:210円 複勝:09=120円 08=140円 01=240円 枠連:540円,,,,,,,,,,,,単勝:180円 複勝:12=120円 08=230円 13=780円 枠連:570円,,,,,,,,,,,,"単勝:240円 複勝:14=110円 03=290円 12=1,100円 枠連:490円",,,,,,,,,,,,"単勝:360円 複勝:13=180円 14=380円 02=260円 枠連:2,410円",,,,,,,,,,,
馬連:620円 ワイド:08-09=260円 01-09=480円 01-08=500円,,,,,,,,,,,,"馬連:730円 ワイド:08-12=400円 12-13=1,270円 08-13=3,300円",,,,,,,,,,,,"馬連:1,350円 ワイド:03-14=500円 12-14=3,030円 03-12=7,850円",,,,,,,,,,,,"馬連:2,900円 ワイド:13-14=1,070円 02-13=750円 02-14=1,800円",,,,,,,,,,,
"馬単:1,050円 3連複:1,470円 3連単:4,890円",,,,,,,,,,,,"馬単:990円 3連複:5,230円 3連単:13,880円",,,,,,,,,,,,"馬単:2,010円 3連複:25,350円 3連単:84,920円",,,,,,,,,,,,"馬単:4,650円 3連複:8,670円 3連単:42,450円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,国東特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｃウインルナ, 65,国分恭,, 71,*  5,   2, 2,  3.4, ①①, 1, 1,Ｉアドマイヤレッド, 55,小牧太,, 74,*  8,  -2, 7, 12.8,②②④, 1,12,Ｅマルイチシンゲキ, 72,太宰啓,, 77,*  3,   9, 9, 87.1,①①①, 1,16,Ｂエンシャントアｰツ, 76,松山弘,, 74,* -2,* 20, 5, 10.7,①①①
 2, 7,Ａレインボｰスタｰ, 69,鮫島克, 0.2, 67,*  5,   0, 1,  2.7, ②②, 2, 4,Ｋファｰストタッチ, 51,鮫島克, 0.0, 74,   7,   1, 6, 12.2,⑥⑤⑤, 2, 4,Ａマチカネカミカゼ, 80,武豊  , 0.0, 82,  -3,* 20, 1,  1.8,⑪⑫⑥, 2,15,Ｆミコノス, 74,田中健, 0.4, 76,* -3,  20, 2,  4.1,③③③
 3,11,Ｇアイファｰジャンボ, 63,浜中俊, 0.5, 63,  -5,*  4, 7, 16.1, ⑦⑦, 3,15,Ｇランズエッジ, 61,熊沢重, 0.1, 71,*  8,  -4, 8, 13.4,⑤④③, 3, 1,Ｆヴィジレ, 69,角田晃, 0.2, 77,*  1,   9, 6, 20.2,③②②, 3,12,Ｇワンダｰスル, 73,野元昭, 0.5, 75,  -4,* 21,13,108.3,⑧⑧⑦
 4, 3,Ｅエリモフリｰダム, 63,渡辺薫, 0.8, 60, -13,*  7, 4,  6.9, ⑩⑩, 4, 9,Ｆハギノウタヒメ, 62,福永祐, 0.2, 73,   4,*  4, 4,  7.3,⑨⑩⑦, 4, 5,Ｈロｰズリパブリック, 67,小牧太, 0.3, 76,*  1,   8, 3, 10.5,②④④, 4, 9,Ｉオｰクヒルズ, 72,武豊  , 0.5, 75,* -3,  19, 3,  4.5,⑤④④
 5,14,Ｂオｰトクチュｰル, 66,福永祐, 1.0, 60,*  4,  -6, 3,  5.1, ③③, 5,12,Ｃオカゲサマデ, 65,中村将, 0.3, 72,   0,*  9, 2,  5.0,⑮⑮⑮, 5, 7,Ｋトムウィンズ, 65,浜中俊, 0.3, 80,  -3,* 16, 7, 23.6,⑬⑪⑦, 5, 6,Ａアマゾネスバイオ, 80,国分恭, 0.7, 77,  -6,* 21, 1,  3.1,⑩⑪⑪
 6,12,Ｉエリモトゥデイ, 45,松山弘, 1.3, 53,  -2,  -5, 9, 91.8, ⑥⑥, 6, 8,Ｅイナズマチｰタｰ, 64,国分恭, 0.4, 68,* 11, -15,10, 21.2,①①①, 6, 8,Ｇファンドリキセキ, 68,幸英明, 0.3, 77,  -2,  12, 5, 16.9,⑩⑤⑤, 6,13,Ｋパｰプルスタｰ, 70,安藤光, 0.7, 71,* -3,  16, 7, 19.7,②②②
 7, 6,Ｈクリスビｰト, 52,中村将, 1.5, 52, -10,  -1,13,375.3, ⑨⑨, 7, 3,Ｏグラッドストック, 43,浜中俊, 0.6, 67,   4,  -4,12, 73.6,⑩⑧⑥, 7,11,Ｌミヤノオｰドリｰ, 65,鮫島克, 0.5, 77,  -4,* 15,10,109.3,⑭⑬⑪, 7,10,Ｅホクトスワン, 74,鮫島良, 0.7, 75,  -5,* 20, 6, 18.6,⑪⑩⑨
 8, 4,Ｆリキドｰ, 63,武豊  , 1.6, 54,   0,  -8, 6, 13.9, ④④, 8,14,Ｄシャｰペンエッジ, 64,太宰啓, 0.6, 67,   2,   0, 5,  8.8,⑭⑫⑬, 8, 3,Ｂサワノパンサｰ, 77,福永祐, 0.6, 71,  -1,   4, 2,  3.3,⑤③③, 8, 1,Ｈクリノソｰニャ, 72,幸英明, 0.8, 73,  -5,  20, 8, 34.3,⑨⑨⑧
 9,13,Ｄカゼノジュエリｰ, 64,鮫島良, 1.7, 52,   0,  -9, 5, 12.4, ⑤⑤, 9, 6,Ａメイショウサｰバル, 66,松山弘, 0.7, 66,   4,  -5, 3,  5.0,⑦⑨⑧, 9,10,Ｄトヨサンハッピｰ, 72,藤岡康, 1.0, 66,   0,   0, 4, 16.1,④⑥⑧, 9, 4,Ｃウォｰタｰリング, 76,福永祐, 1.0, 72,  -5,  17, 4,  8.4,⑦⑦⑥
10, 8,Ｍドンプルｰフ, 30,鈴来直, 2.4, 42, -16,  -6,10,250.8, ⑫⑪,10,13, レディゾロ,---,鮫島良, 1.0, 65,   1,  -2,11, 24.2,⑫⑬⑫,10,15,Ｏマｰチインパクト, 54,田村太, 1.0, 70,  -5,   9,15,337.3,⑫⑭⑬,10, 2,Ｄキャナレット, 75,渡辺薫, 1.1, 73,  -7,* 21,15,164.9,⑬⑫⑫
11, 9,Ｌクリエイティブラブ, 40,大下智, 2.7, 39, -15, -10,14,449.0, ⑬⑫,11,10,Ｌアウロｰラ, 48,藤岡康, 1.0, 61,*  8, -18,13,118.9,③③②,11,16,Ｊマイネルオｰル, 67,熊沢重, 1.2, 65,  -3,   2,12,174.9,⑥⑨⑨,11, 7,Ｍキラメキパスワｰド, 69,鮫島克, 1.3, 71,  -7,  20,16,246.5,⑭⑭⑮
12, 1,Ｊロングゴｰン, 44,幸英明, 2.9, 39,  -8, -14, 8, 76.6, ⑧⑧,12,11,Ｊダッパｰユウ, 54,高山太, 1.1, 63,   1,  -5,15,327.6,⑬⑭⑭,12, 9, オグリメイク,---,佐藤友, 1.4, 63,  -2,  -2,13,276.5,⑧⑧⑩,12, 3,Ｎプリンセスペスカ, 69,熊沢重, 1.4, 69,  -5,  14, 9, 36.6,④⑥⑩
13,10,Ｋココロクバリ, 42,田中健, 3.2, 34, -13, -15,11,257.1, ⑪⑬,13, 7,Ｍサンライズゴｰルド, 48,大下智, 1.5, 58,   2, -12,16,380.0,⑪⑪⑪,13,13,Ｎメイシｰズパレｰド, 55,鈴来直, 1.4, 67,  -7,   8,14,334.3,⑮⑮⑭,13,14,Ｊオｰミメリッサ, 72,和田竜, 1.4, 71,  -6,  17,10, 37.8,⑫⑬⑬
14, 2, パｰプルオｰジ,---,安藤光, 4.8, 15, -41, -11,12,363.3, ⑭⑭,14, 2,Ｂカノヤグッドラック, 66,田中健, 2.5, 49,   0, -22, 1,  4.9,⑯⑯⑯,14, 2,Ｍソラヲカケル, 65,安藤光, 1.5, 61,  -3,  -3, 8, 47.3,⑦⑦⑫,14,11,Ｏワキノキルシェ, 63,橋本美, 1.7, 72,  -7,  20,14,129.4,⑯⑯⑯
,,,,,,,,,,,,15,16,Ｎサワヤカトウショウ, 47,佐藤哲, 2.6, 44,   5, -34,14,164.1,⑧⑦⑩,15,14,Ｉマイネルヴルメリオ, 67,松山弘, 3.7, 37,  -2, -35,11,147.1,⑨⑩⑮,15, 5,Ｐファッショナブル, 47,太宰啓, 2.5, 62,  -8,  11,12, 62.0,⑮⑮⑭
,,,,,,,,,,,,16, 5,Ｈテイエムユメノコ, 56,和田竜, 2.8, 44,   5, -38, 9, 19.2,④⑥⑨,,,,,,,,,,,,,16, 8,Ｌメルシｰヨｰク, 70,赤木高, 3.4, 53,  -3,  -4,11, 48.3,⑥⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-2),,,,,,,,,,,
単勝:340円 複勝:05=210円 07=130円 11=360円 枠連:680円,,,,,,,,,,,,"単勝:1,280円 複勝:01=410円 04=400円 15=540円 枠連:1,740円",,,,,,,,,,,,"単勝:8,710円 複勝:12=1,130円 04=110円 01=390円 枠連:2,490円",,,,,,,,,,,,"単勝:1,070円 複勝:16=440円 15=180円 12=2,030円 枠連:2,110円",,,,,,,,,,,
"馬連:560円 ワイド:05-07=320円 05-11=1,090円 07-11=620円",,,,,,,,,,,,"馬連:5,490円 ワイド:01-04=2,300円 01-15=3,890円 04-15=4,610円",,,,,,,,,,,,"馬連:6,450円 ワイド:04-12=1,810円 01-12=8,820円 01-04=570円",,,,,,,,,,,,"馬連:2,220円 ワイド:15-16=970円 12-16=14,950円 12-15=5,040円",,,,,,,,,,,
"馬単:1,240円 3連複:2,770円 3連単:13,390円",,,,,,,,,,,,"馬単:12,290円 3連複:65,910円 3連単:392,020円",,,,,,,,,,,,"馬単:30,750円 3連複:25,270円 3連単:293,860円",,,,,,,,,,,,"馬単:5,060円 3連複:67,900円 3連単:282,340円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,八幡特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａマルセイユシチｰ, 66,小牧太,, 73,   7,  -1, 1,  2.7, ⑥⑥, 1, 3,Ａダンシングラプタｰ, 66,小牧太,, 70,*  7,* -6, 1,  2.5,⑧⑤④, 1,13,Ｈエｰシンビｰセルズ, 73,鮫島克,, 75,  -7,* 14, 5,  7.8, ⑦④, 1, 9,Ｆロザリオ, 75,武豊  ,, 76,* 12,* -7, 1,  2.9,⑭④①
 5, 2,Ｍアスタｰロｰズ, 52,角田晃, 0.2, 67,   0,*  3, 2,  4.9, ⑩⑩, 2, 5,Ｄファンドリリｰダｰ, 59,田中健, 0.2, 71,   2,*  4, 6, 15.6,⑮⑬⑦, 2,14,Ａグッドルッキング, 81,太宰啓, 0.0, 74,* -3,  10, 1,  3.1, ②②, 2,16,Ｅシゲルアンビシャス, 75,藤岡康, 0.2, 74,* 11,* -7, 6, 14.7,⑮⑨③
 2, 1,Ｃエアガルニエ, 61,武豊  , 0.2, 67,   3,   0, 3,  6.3, ⑧⑨, 3, 1,Ｃシュンリキ, 65,和田竜, 0.6, 64,*  7, -14, 2,  2.8,③③③, 3,10,Ｇニホンピロシェリｰ, 75,酒井学, 0.1, 74, -10,* 16, 6, 15.0, ⑩⑩, 3,10,Ｇジョウノワンダｰ, 73,幸英明, 0.4, 73,* 11, -12, 2,  4.7,⑬⑤②
 3,10,Ｂピサノヴァロン, 63,浜中俊, 0.3, 67,   3,  -1, 4, 10.9, ⑨⑧, 4,13,Ｈカシノスフィンクス, 55,大下智, 0.7, 61,*  9, -21,12,168.0,①①①, 4, 6,Ｅシティボス, 76,小牧太, 0.3, 72, -14,* 17, 2,  4.2, ⑭⑬, 4,13,Ｊグリフィス, 70,福永祐, 0.5, 74,* 12,*-10,10, 35.0,⑩⑩⑨
 4,15,Ｅコアレスランナｰ, 59,田中健, 0.5, 62,  -4,*  3, 8, 18.9, ⑬⑬, 5, 7,Ｆサンライズウィル, 57,武豊  , 1.0, 58,*  9, -25, 4, 11.1,④②②, 5, 1,Ｆヴェンティ, 75,鮫島良, 0.3, 71,*  1,   3, 7, 17.2, ①①, 5, 8,Ａラムタムタガｰ, 78,浜中俊, 0.9, 69,* 11, -19, 4,  7.7,⑨⑧⑥
 6, 6,Ｊマジカルレッド, 56,福永祐, 0.5, 65,   4,  -5, 5, 11.0, ⑦④, 6,17,Ｐガｰデンクォｰツ, 46,国分恭, 1.3, 57,   4, -19,17,380.6,⑪⑨⑥, 6, 5,Ｉマイネルプルｰト, 73,和田竜, 0.4, 69, -10,  12, 9, 34.1, ⑨⑨, 6, 4,Ｉテツキセキ, 71,太宰啓, 0.9, 69,  10, -13, 9, 25.9,⑪⑪⑦
 7, 5,Ｄテイエムダイアナ, 59,幸英明, 0.6, 67,* 11, -13,10, 39.8, ②①, 7, 4,Ｌロングプレジデント, 49,渡辺薫, 1.5, 56,   5, -22,16,363.4,⑤⑦⑤, 7, 3,Ｄカシノマイケル, 76,松山弘, 0.6, 67,  -9,   9, 8, 27.5, ⑧⑧, 7,14,Ｄテンシノマズル, 76,中村将, 1.1, 68,* 12, -20, 5, 12.2,⑥⑦⑧
 8, 9,Ｋモスキャンピオン, 55,和田竜, 0.6, 64,   7,  -9, 9, 36.4, ④⑤, 8, 9,Ｂマチカネゲンペイ, 66,藤岡康, 1.8, 53,   2, -18, 5, 15.3,⑬⑫⑭, 8, 7,Ｋリッタｰヴォルト, 70,福永祐, 0.6, 67,  -5,   5, 3,  6.3, ④③, 8, 1,Ｃウインボｰルド, 76,松山弘, 1.4, 65,  10, -20, 8, 23.0,⑦⑫⑪
 9, 4,Ｉサンレイフレンド, 57,岩崎祐, 0.7, 60,   0,  -4,12, 47.3, ⑪⑪, 9, 6,Ｋメイショウテノｰル, 49,高橋亮, 2.0, 52,   4, -25,11,114.6,⑨⑪⑪, 9, 4,Ｃメイショウバレｰヌ, 77,佐藤哲, 0.8, 63, -12,   9,10, 43.2, ⑫⑭, 9, 2,Ｋスペシャルアリｰナ, 68,国分恭, 1.6, 64,* 11, -27,12, 91.4,④⑥⑩
10,11,Ｈテイエムテキｰラ, 57,国分恭, 0.7, 64,*  9, -13, 7, 11.3, ③③,10,15,Ｎヒシピラルクｰ, 48,田中克, 2.4, 48,  -1, -21,13,214.3,⑰⑮⑬,10, 8,Ｍウスイ, 66,中村将, 0.8, 64, -12,   9,14,120.5, ⑬⑫,10,11,Ｈフェルヴィｰド, 72,鮫島克, 1.8, 62,* 13, -34, 7, 17.4,②②④
11, 7,Ｌメメミルキッシュ, 53,橋本美, 0.8, 57,  -8,*  3,13,253.2, ⑯⑭,11, 8,Ｊシルクプリヴェイル, 53,松山弘, 2.4, 47,   4, -34,10,100.1,⑦⑧⑨,11, 2,Ｎコｰヒｰゼリｰ, 59,国分恭, 0.8, 64,  -7,   4,13,102.2, ③⑦,11,12,Ｂスプリングバレル, 76,小牧太, 2.0, 62,* 11, -35, 3,  5.3,⑤③⑤
12,18,Ｆキングヴァント, 58,太宰啓, 1.0, 55,  -1,  -6, 6, 11.1, ⑫⑫,12,16,Ｑキャシャリン, 45,鈴来直, 2.4, 49,  -1, -20,18,446.4,⑭⑯⑮,12,11,Ｌトッケンショウブ, 67,幸英明, 0.9, 63, -10,   5,11, 58.1, ⑪⑪,12, 5,Ｍダノンフｰバフｰバ, 63,和田竜, 2.3, 59,  10, -33,11, 43.8,⑧⑬⑬
13,14,Ｒメイショウアルテア, 24,鮫島良, 1.1, 54, -15,*  5,14,331.7, ⑰⑰,13, 2,Ｅサルヴェイション, 57,浜中俊, 2.5, 48,   3, -32, 9, 86.1,⑩⑩⑫,13,12,Ｂスワン, 77,飯田祐, 0.9, 63,  -7,   3, 4,  6.5, ⑥⑥,13, 3,Ｐフォｰシｰズンゴｰ, 52,熊沢重, 2.9, 56,* 11, -48,13,125.5,③①⑫
14, 3,Ｇブルｰレイ, 58,藤岡康, 1.1, 58,*  9, -18,11, 40.8, ①②,14,10,Ｍジャングルスマイル, 49,熊沢重, 2.5, 46,   0, -25, 8, 58.5,⑫⑭⑯,14, 9,Ｊエｰティｰホｰオｰ, 71,浜中俊, 1.2, 60,  -5,  -2,12, 87.9, ⑤⑤,14,15,Ｏワンダｰグロｰリｰ, 54,野元昭, 3.3, 55,   8, -35,16,359.4,⑯⑮⑭
