09年11月 1日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年11月 1日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西陣ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄスナｰクスペイン, 57,太宰啓,, 59,*  2,  -2, 5, 12.0,①①①, 1,13, ショウリュウケン,,植野貴,,,,, 5, 14.4,⑧⑤③, 1, 2,Ｊミキノセレナｰデ, 70,幸英明,, 77,*  5,   7,10, 27.4, ③②, 1,12,Ｂグランドラッチ, 84,浜中俊,, 81,*  6,   9, 2,  4.5, ③④
 2, 2,Ｂマｰジｰビｰト, 65,酒井学, 0.0, 61,   0,*  1, 2,  2.6,⑤③③, 2,14, エｰシンディｰエス,,白浜雄,209.0,,,, 2,  4.3,④①①, 2, 4,Ａピンクペガサス, 76,和田竜, 0.1, 76,*  9,   2, 4,  7.5, ①①, 2, 4,Ｆリリｰハｰバｰ, 82,野元昭, 0.3, 79,   5,   8, 4,  9.4, ④③
 3, 1,Ａブルｰライトニング, 71,藤岡佑, 0.1, 58,*  0,  -2, 1,  2.0,②②②, 3, 5, トロピカルクイｰン,,今村康,209.4,,,, 3,  7.0,②②②,13,10,Ｆダスタップ, 74,佐藤哲, 0.1, 75,   0,* 10, 7, 16.7, ⑧⑨, 3, 8,Ｅエノク, 83,生野賢, 0.3, 78,  -1,* 13, 5,  9.9, ⑪⑪
 4, 8,Ｃナンヨｰスラッガｰ, 63,幸英明, 0.4, 57,  -1,*  0, 3,  9.2,⑧⑦⑤, 4,12, ゴｰルデンカイザｰ,,北沢伸,210.4,,,, 7, 21.3,⑤③④, 3, 6,Ｇエプソムアイリス, 73,田中健, 0.4, 74,   0,*  9, 8, 18.6, ⑩⑧, 4, 5,Ｈブラックシャドウ, 82,熊沢重, 0.4, 78,  -2,* 13, 3,  7.7, ⑬⑬
 5, 7,Ｈメイショウシャイン, 40,国分恭, 0.6, 58,  -1,  -2, 6, 37.5,④⑥⑥, 5,11, メイショウチョイス,,難波剛,211.0,,,, 9, 53.3,⑦⑦⑦, 4,15,Ｂタマモトワイライト, 76,松山弘, 0.5, 71,*  6,   1, 6, 14.8, ②③, 5,14,Ｇアｰトオブウォｰ, 82,小原義, 0.5, 77,   1,   9, 8, 17.9, ⑩⑨
 6, 4,Ｅサクセスシェｰバｰ, 54,高橋亮, 0.6, 54,  -1,  -4, 4,  9.9,⑥④④, 6, 6, ロングアキレス,,林満明,211.4,,,, 6, 16.5,⑥⑥⑥, 5, 3,Ｉシゲルスペランツァ, 71,浜中俊, 0.7, 72,   3,   4, 9, 23.6, ⑥⑥, 6, 1,Ｊスリｰサンフレンチ, 79,国分恭, 0.6, 78,  -5,* 15,14, 60.2, ⑮⑭
 7, 6,Ｆホンマキセキ, 41,金折知, 3.0, 39,  -1, -22, 8, 90.5,③⑤⑦, 7, 7, サンベルナｰル,,高野和,212.5,,,,10, 81.6,⑪⑩⑨, 6, 8,Ｋマルブツエンペラｰ, 68,国分恭, 0.8, 71,   3,   1,11, 55.4, ⑤④, 7,11,Ｋペルルノワｰル, 76,武幸四, 0.8, 77,  -5,* 13,12, 31.7, ⑭⑮
 8, 3,Ｇアスカシンノウ, 41,角田晃, 5.3, 28,  -6, -33, 7, 50.2,⑦⑧⑧, 8, 3, メジロスパイダｰ,,石神深,212.6,,,,11, 90.4,⑫⑪⑩, 7, 9,Ｅハｰドリレｰ, 74,熊沢重, 0.8, 71,  -1,   6, 5,  8.8, ⑪⑪, 8,15,Ｎプリモロｰズ, 72,川島信, 0.8, 74,*  8,   0, 9, 21.0, ②②
