09年10月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年10月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2880m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝2200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9, 4,Ｈメモリｰアンジェロ, 47,藤田伸, 1.7, 48,   1, -18, 6, 23.9,⑫⑧⑦, 9,10, トウキュウトップ,,高野和,200.3,,,, 5, 11.1,⑦⑨⑨, 9, 6,Ｅピュアラブ, 70,後藤浩, 1.8, 64,  -2,  -4, 4,  8.5,⑧⑨⑤, 9,14,Ｂセプタｰレイン, 80,北村宏, 0.9, 75,   8,   0, 7, 14.1,⑫⑩⑨
10,11,Ｆラインデウス, 48,柴田善, 2.1, 47,   0, -20, 4, 12.2,⑦⑩⑧,10,14, インベストホｰプ,,五十嵐,200.6,,,, 4, 10.2,⑫⑫⑫,10, 5,Ｌサッカｰプリンス, 43,木幡初, 2.4, 56,  -3, -11, 6, 23.5,⑫⑦⑪,10, 7,Ｌツルマイクィｰン, 71,柴田大, 1.1, 74,   7,   0,13,322.2,⑪⑫⑬
11, 3,Ｊエムエムクイｰン, 38,田辺裕, 3.5, 38,  -2, -29,15,308.4,⑭⑫⑪,11, 1, コｰド,,柴田未,201.9,,,,11,132.1,⑪⑩⑩,11, 3, クレセントシップ,---,北村宏, 3.7, 44,  -6, -20,11,140.3,⑩⑫⑫,11, 5,Ｈマスタｰコｰク, 74,武士沢, 1.1, 72,   8,  -3,10, 46.6,⑥⑨⑩
12, 7,Ｋヒネラウカタウリ, 38,西田雄, 4.7, 32,   0, -41,16,524.2,④⑨⑩,12, 2, ドンアドヴァイタ,,平沢健,202.0,,,,10,102.5,⑨⑪⑪,12,13,Ｋイチオシニオシ, 47,勝浦正, 5.2, 37,* -1, -58,12,200.2,②②⑩,12, 3,Ｉニシノアンサｰ, 73,勝浦正, 1.2, 72,* 21, -26, 8, 32.0,②②②
13, 1,Ｐバブルガムハンタｰ, 28,吉田豊, 5.0, 29,  -4, -38,11, 65.9,⑩⑭⑬,13, 5, ヴァイオリン,,金子光,212.7,,,,12,144.3,⑬⑬⑬,,,,,,,,,,,,,13, 6,Ｊテントゥワン, 73,二本柳, 1.3, 72,   7,  -3,12, 55.8,⑬⑬⑭
14, 8,Ｅコパノフルミタマ, 48,柴山雄, 6.2, 24,  -5, -43,13,217.8,⑮⑯⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｎミウラリチャｰド, 68,柄崎将, 2.6, 56,   9, -26,14,394.1,⑧⑧⑪
15,16,Ｎハシルヒｰロｰ, 32,丸田恭, 8.6, -1,  -1, -72,12,110.9,⑥⑪⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,14,Ｉロサオブゲルニカ, 46,伊藤工, 8.9, -3,   0, -77, 7, 24.9,③⑦⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:稍重(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-1),,,,,,,,,,,
"単勝:3,890円 複勝:13=1,000円 10=190円 15=450円 枠連:2,190円",,,,,,,,,,,,単勝:190円 複勝:12=110円 04=140円 11=130円 枠連:360円,,,,,,,,,,,,単勝:180円 複勝:08=110円 02=170円 07=180円 枠連:230円,,,,,,,,,,,,"単勝:480円 複勝:11=190円 08=280円 09=250円 枠連:1,810円",,,,,,,,,,,
"馬連:11,400円 ワイド:10-13=2,590円 13-15=4,610円 10-15=970円",,,,,,,,,,,,馬連:460円 ワイド:04-12=200円 11-12=190円 04-11=320円,,,,,,,,,,,,馬連:270円 ワイド:02-08=250円 07-08=270円 02-07=600円,,,,,,,,,,,,"馬連:2,050円 ワイド:08-11=760円 09-11=670円 08-09=1,110円",,,,,,,,,,,
"馬単:25,770円 3連複:27,860円 3連単:245,980円",,,,,,,,,,,,"馬単:590円 3連複:530円 3連単:1,690円",,,,,,,,,,,,"馬単:380円 3連複:1,050円 3連単:1,640円",,,,,,,,,,,,"馬単:3,430円 3連複:4,730円 3連単:22,560円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,内房ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａバイタルスタイル, 61,後藤浩,, 53,* -9,  -8, 4,  5.6,①①①, 1, 2, マスタｰバリスタ,---,石橋脩,, 54, -14,* -1, 7, 14.7, ⑤⑤, 1, 9,Ａベルモントガリバｰ, 79,内田博,, 82,*  0,* 21, 1,  2.7,③②②, 1, 6,Ｉジェイケイセラヴィ, 81,江田照,, 83,   5,  15, 5,  8.6, ⑤⑤
 2, 4,Ｄマイネルグｰト, 49,石橋脩, 0.0, 54,*-10,  -7, 5,  8.8,②②②, 2, 1, マイネルマルシェ,---,三浦皇, 0.2, 51,* -9,  -9, 1,  3.3, ①①, 2,12,Ｃアンヴェイル, 78,松岡正, 0.2, 79,* -1,* 20, 4,  5.9,⑧④④, 2, 8,Ａインプルｰヴ, 87,石橋脩, 0.0, 83,*  6,  13, 3,  5.7, ③③
 3, 6,Ｈナイスオペラ, 42,吉田豊, 0.3, 53, -15,* -1, 6,  8.8,⑧⑨⑨, 3, 4, ファルファリｰナ,---,田中博, 0.2, 51,*-10,  -8, 5,  7.9, ②②, 3,10,Ｅコスモピグマン, 74,石橋脩, 1.2, 74,  -4,  17, 6, 21.2,⑬⑫⑩, 3,10,Ｈサラトガ, 81,木幡初, 0.1, 81,   4,  15,10, 62.1, ⑦⑦
 4, 5,Ｃコスモヘレノス, 60,松岡正, 0.4, 50, -12,  -8, 3,  5.4,④⑤⑤, 4, 8, サマｰヘレネ,---,黛弘人, 0.3, 51, -22,*  3, 4,  7.2, ⑨⑨, 4, 2,Ｂアビリティガｰデン, 79,伊藤工, 1.2, 71,  -2,  13, 3,  5.7,②⑤⑤, 4,11,Ｌブラックシャドウ, 77,熊沢重, 0.3, 81,   1,* 16, 8, 25.5, ⑫⑪
 5, 3,Ｂロｰグランド, 61,村田一, 0.8, 46, -12, -12, 2,  4.4,⑦⑥⑧, 5, 3, アドミレシオン,---,松岡正, 0.4, 48, -13,  -8, 2,  3.7, ③③, 5,13,Ｆニシノテンクウ, 73,田辺裕, 1.2, 73,  -3,  16, 7, 30.4,⑪⑨⑨, 5,13,Ｇスナｰクユｰチャン, 83,草野太, 0.3, 81,   1,* 16,12,101.9, ⑬⑭
 6, 9,Ｇデュｰクビスティｰ, 46,勝浦正, 0.8, 45, -11, -15, 1,  3.0,⑥④③, 6, 7, エクセレントラック,---,鈴来直, 1.0, 39, -20,  -9,10, 65.4, ⑧⑧, 6, 8,Ｄミヤビタカラオｰ, 78,藤田伸, 1.6, 67,*  0,   6, 2,  3.0,①①①, 6, 2,Ｋダイイチミラクル, 80,柴田大, 0.4, 80,   3,  13,15,200.9, ⑨⑨
 7, 1,Ｊタンクレディ, 32,三浦皇, 0.9, 44, -11, -16, 7, 16.8,③③④, 7, 9, ビレッジホワイト,---,丹内祐, 1.0, 40, -13, -15, 3,  6.3, ④④, 7,11,Ｈシャドウランズ, 69,宮崎北, 1.6, 67,* -1,   8,12,189.7,⑥③③, 7,14,Ｆリンリンリン, 83,藤田伸, 0.4, 80,*  9,   8, 4,  8.3, ①①
 8, 7,Ｆコスモエンペラｰ, 47,丹内祐, 0.9, 45, -14, -11, 9, 58.5,⑨⑦⑥, 8, 5, アブサン,---,北村宏, 1.2, 36, -15, -15, 6,  8.8, ⑦⑥, 8, 7,Ｇグレイドキング, 70,丸山元, 1.7, 68,  -3,  11, 5, 16.5,④⑥⑥, 7,12,Ｎテイクザホｰク, 69,菊沢隆, 0.4, 80,   3,  13,14,127.7, ⑩⑩
 9,10,Ｅイニモニマニモ, 48,武士沢, 1.7, 34, -15, -20, 8, 48.2,⑩⑩⑩, 9,10, メイショウジｰメン,---,小島太, 2.1, 25, -14, -29, 8, 29.5, ⑥⑦, 9, 6,Ｋボｰマンド, 64,吉田豊, 1.9, 67,  -2,   9, 8, 39.3,⑩⑧⑧, 9, 3,Ｂティアップハｰレｰ, 86,丸田恭, 0.4, 79,   6,  11, 6, 10.9, ④④
10, 8,Ｉアヤソフィア, 40,宮崎北, 1.8, 34, -13, -25,10,144.0,⑤⑧⑦,10, 6, タマモドリｰム,---,的場勇, 2.2, 25, -37,  -8, 9, 39.4, ⑩⑩,10, 5,Ｌシャイニｰモス, 63,江田照, 2.2, 65,  -3,   9,13,212.5,⑨⑪⑪,10,16,Ｏシベリアンクラシカ, 68,松岡正, 0.5, 79,*  7,   8,11, 89.8, ②②
,,,,,,,,,,,,,,,,,,,,,,,,11, 3,Ｍトｰセンゴダｰル, 60,北村宏, 2.4, 64,  -5,  11,10,112.4,⑫⑬⑬,11, 9,Ｄラインプレアｰ, 84,柴田善, 0.5, 79,   1,  14, 2,  5.6, ⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,12, 4,Ｉオｰクリｰフキッド, 65,武士沢, 3.7, 53,  -3,  -6, 9, 99.2,⑦⑦⑦,12,15,Ｍエフテｰストライク, 69,田辺裕, 0.6, 79,   6,   9,13,113.9, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｊビｰビｰナエトル, 65,丸田恭, 5.9, 40,  -4, -22,11,123.9,⑤⑩⑫,13, 5,Ｅスマｰトブレｰド, 84,二本柳, 0.6, 78,  -1,  15, 9, 32.0, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｃファイナルスコアｰ, 85,内田博, 0.6, 79,  -3,* 17, 1,  2.7, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｊジェイケイボストン, 80,北村宏, 0.7, 76,   3,  11, 7, 15.7, ⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｐスマｰトギルド, 66,田中博, 1.0, 75,   0,  11,16,226.5, ⑭⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-6),,,,,,,,,,,
"単勝:560円 複勝:02=200円 04=220円 06=270円 枠連:2,280円",,,,,,,,,,,,"単勝:1,470円 複勝:02=270円 01=160円 04=240円 枠連:2,290円",,,,,,,,,,,,単勝:270円 複勝:09=130円 12=180円 10=280円 枠連:390円,,,,,,,,,,,,"単勝:860円 複勝:06=310円 08=280円 10=1,110円 枠連:750円",,,,,,,,,,,
"馬連:2,140円 ワイド:02-04=520円 02-06=730円 04-06=1,210円",,,,,,,,,,,,"馬連:2,010円 ワイド:01-02=830円 02-04=1,650円 01-04=490円",,,,,,,,,,,,"馬連:670円 ワイド:09-12=340円 09-10=780円 10-12=1,560円",,,,,,,,,,,,"馬連:3,820円 ワイド:06-08=1,540円 06-10=4,770円 08-10=4,880円",,,,,,,,,,,
"馬単:3,930円 3連複:6,560円 3連単:36,590円",,,,,,,,,,,,"馬単:5,070円 3連複:4,780円 3連単:33,790円",,,,,,,,,,,,"馬単:1,210円 3連複:3,560円 3連単:10,760円",,,,,,,,,,,,"馬単:7,720円 3連複:52,960円 3連単:300,530円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-18,,,,,■ 6R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝1600m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■12R  芝1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,芙蓉ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｌウォｰタｰサムデイ, 33,柴田善,, 68,   2,*  2, 8, 37.9, ⑥⑥, 1, 8,Ｋユングフラウヨシコ, 65,鷹野宏,, 72,   5,*  5, 3,  5.6,⑪⑨⑧, 1, 6,Ｅニシノメイゲツ, 61,北村宏,, 72,   3,*  4, 2,  3.2,⑧⑧⑧, 1, 2,Ａラドラｰダ, 78,北村宏,, 76,  -6,* 16, 1,  1.4,②④⑥
 2,15,Ｅカレンベルナルド, 60,松岡正, 0.3, 65,*  4,  -2, 3,  5.0, ④③, 2, 6,Ａインディストラｰダ, 75,北村宏, 0.2, 68,*  7,  -1, 1,  3.1,⑨④②, 2, 9,Ｇサクラテンペスト, 54,吉田隼, 0.2, 70,*  5,  -4,10, 38.2,②②②, 2, 4,Ｃベストラン, 73,石橋脩, 0.3, 72,* -2,   6, 3, 10.4,①①①
 3,13,Ｃエフロレス, 66,内田博, 0.3, 65,  -1,*  2, 1,  3.2, ⑩⑧, 3, 9,Ｆバｰニングラブ, 69,内田博, 0.2, 73,*  7,   0, 7, 18.7,⑩⑤⑥, 3, 7,Ｆアグネスティンクル, 59,藤田伸, 0.2, 71,   3,   0, 4, 11.6,⑥⑦⑦, 3,14,Ｆアポロストｰム, 72,勝浦正, 0.7, 70,  -9,  11, 4, 13.9,⑫⑩⑨
 4, 3,Ｇコモディアス, 53,石橋脩, 0.7, 61,  -1,  -1,12,116.4, ⑧⑦, 4, 5,Ｉキュｰティガビｰ, 67,伊藤工, 0.3, 69,   4,*  3,11, 78.2,⑧⑪⑩, 4, 8,Ｊダノンハラショｰ, 49,後藤浩, 0.4, 69,   1,   0, 5, 11.7,⑨⑩⑩, 4, 6,Ｏミスティフォレスト, 55,中舘英, 0.7, 74, -13,* 17,12, 82.8,⑩⑯⑯
 5,14,Ｂバルバロッサ, 66,後藤浩, 0.8, 60,*  4,  -7, 2,  4.4, ③②, 5, 2,Ｂレティセントガｰル, 75,横山典, 0.5, 69,   7,   0, 2,  3.4,③⑥⑤, 5, 5,Ｃロフティｰクリフ, 64,木幡初, 0.4, 67,*  7,  -9, 6, 23.8,①①①, 5, 1,Ｇマルタカハンタｰ, 70,吉田豊, 0.8, 68,  -6,   6, 8, 40.7,⑤⑥③
 6, 1,Ｄメイクボックス, 61,三浦皇, 0.9, 58,   1,  -5, 6, 14.3, ⑤④, 6,11,Ｃゴｰルドモｰル, 72,木幡初, 0.6, 66,*  7,  -4, 4,  5.7,④③③, 6, 2,Ａクロフォｰド, 66,内田博, 0.4, 69,   4,  -4, 1,  2.6,⑤⑤⑥, 6, 5,Ｉスイｰトライラ, 66,後藤浩, 0.8, 66,* -5,   1, 7, 36.2,③②②
 7,16,Ｉオウシュウスタｰ, 49,吉田豊, 0.9, 60,   2,  -4,10, 82.0, ⑦⑨, 7, 3,Ｌアッシュアッパｰ, 64,丸田恭, 0.7, 67,   6,  -3, 8, 19.4,⑤⑦⑦, 7,11,Ｄシｰズバレンタイン, 62,柴田善, 0.5, 66,*  5,  -9, 7, 24.7,④③③, 7, 3,Ｍリワｰドルシアン, 59,吉田隼, 0.8, 68,  -9,   9,13, 91.4,⑨⑧⑦
 8, 5,Ｆリンガスアクトレス, 53,田辺裕, 1.0, 57,  -4,  -1, 7, 19.6, ⑪⑫, 8,12,Ｅハエヌキ, 71,柴田善, 1.1, 64,*  7,  -9, 5, 15.2,①①①, 8, 1,Ｈサンクフルハｰト, 50,石橋脩, 0.5, 68,   0,   0,11, 57.3,⑪⑪⑪, 8,11,Ｋエリカシチｰ, 63,江田照, 1.0, 67, -10,  10,11, 81.8,⑭⑪⑩
 9, 7,Ｏウインロックオン,-16,丸田恭, 1.1, 54,  -8,*  1,14,182.3, ⑭⑯, 9,10,Ｊカントリｰドｰタｰ, 65,後藤浩, 1.5, 60,*  7, -12, 6, 16.7,②②④, 9, 4,Ｉメジロイングリッド, 49,横山典, 0.6, 64,   4,  -7, 9, 33.0,③④⑤, 9, 9,Ｅマイネベクルックス, 72,内田博, 1.1, 63,  -6,   0, 2,  9.4,⑥⑤⑤
10,10,Ａライラハリケｰン, 68,武士沢, 1.2, 57,*  5, -11, 5,  9.2, ①①,10, 1,Ｇイエロｰキン, 67,宮崎北, 2.3, 55,   4, -14,10, 76.2,⑥⑩⑨,10, 3,Ｋディミｰタ, 46,勝浦正, 0.6, 67,   1,  -3, 8, 27.6,⑩⑨⑨,10, 8,Ｂブレンニュｰライフ, 75,黛弘人, 1.2, 60,* -5,  -3, 9, 70.4,④③④
11, 9,Ｈタイキバンビｰナ, 49,黛弘人, 1.2, 57,  -1,  -4,16,324.0, ⑨⑩,11, 4,Ｈマキハタセンシブル, 67,高山太, 2.4, 58,   3, -10,12,266.9,⑫⑫⑪,11,10,Ｂギュンタｰ, 65,松岡正, 1.0, 61,   4, -14, 3,  5.4,⑦⑥④,11,16,Ｌキングオバマ, 63,伊藤工, 1.3, 60,  -9,   1,10, 81.4,⑧⑨⑧
12, 8,Ｊアイティアビｰ, 44,木幡初, 1.5, 52,  -3,  -7, 4,  5.3, ⑫⑪,12, 7,Ｄシルクプロミス, 72,吉田隼, 4.1, 46,   5, -30, 9, 41.1,⑦⑧⑫,,,,,,,,,,,,,12, 7,Ｊモンテフェニックス, 65,柴田善, 1.3, 63, -10,   6, 6, 24.5,⑮⑭⑭
13, 6,Ｎシンボリオセロット, 14,北村宏, 1.8, 48,  -9,  -4,13,148.7, ⑮⑬,,,,,,,,,,,,,,,,,,,,,,,,,13,10,Ｎベルファスト, 57,宮崎北, 1.4, 61, -10,   5,16,346.7,⑪⑫⑪
14,12,Ｋマスタｰマイン, 39,千葉直, 2.2, 45,  -5, -11, 9, 57.5, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｈショウナンハゴロモ, 67,松岡正, 1.4, 62, -10,   4,14,113.2,⑬⑬⑬
15,11,Ｍシェアアプロｰズ, 24,大野拓, 2.7, 46,*  5, -22,11, 97.0, ②⑤,,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｄエイワンキセキ, 73,藤田伸, 1.8, 56, -10,  -2, 5, 14.1,⑯⑮⑮
16, 2, インパクトゾｰン,---,柴山雄, 4.5, 25, -11, -26,15,187.0, ⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｐリバｰパッション, 54,郷原洋, 2.5, 46,  -6, -18,15,328.5,⑦⑦⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-1),,,,,,,,,,,
"単勝:3,790円 複勝:04=650円 15=200円 13=130円 枠連:6,310円",,,,,,,,,,,,単勝:560円 複勝:08=190円 06=140円 09=330円 枠連:840円,,,,,,,,,,,,"単勝:320円 複勝:06=170円 09=600円 07=350円 枠連:1,140円",,,,,,,,,,,,単勝:140円 複勝:02=110円 04=200円 14=220円 枠連:590円,,,,,,,,,,,
"馬連:6,510円 ワイド:04-15=1,540円 04-13=1,710円 13-15=400円",,,,,,,,,,,,"馬連:930円 ワイド:06-08=370円 08-09=1,780円 06-09=630円",,,,,,,,,,,,"馬連:9,620円 ワイド:06-09=2,900円 06-07=870円 07-09=3,870円",,,,,,,,,,,,馬連:650円 ワイド:02-04=310円 02-14=330円 04-14=990円,,,,,,,,,,,
