09年11月22日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年11月22日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島2歳ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｆナリタシｰズン, 55,上村洋,, 56,*  5,* -1, 5,  9.6, ③③, 1, 2,Ｆドリｰムモモタロウ, 49,丸田恭,, 61, -10,*  6, 9, 33.4,⑧⑥⑤, 1,15,Ｂオリオンザブラック, 70,田辺裕,, 74,   4,   6, 1,  3.8, ⑥③, 1, 7,Ｄモトヒメ, 64,大野拓,, 72,  -3,* 11,15, 87.8, ⑦⑦
 2, 4,Ｂトｰセンキャッスル, 63,中舘英, 0.7, 49,*  6,  -8, 1,  2.7, ①①, 2, 8,Ｅタガノアブシンベル, 53,太宰啓, 0.2, 66, -17,* 17, 5, 10.5,⑫⑬⑬, 2, 3,Ｊリキサンシンオｰ, 65,柴原央, 0.1, 73,   0,   9, 6, 14.2, ⑨⑦, 2, 9,Ｐミオリチャン, 48,丸田恭, 0.0, 73,*  0,  10, 4, 11.9, ③②
 3,10,Ｃアポロジャスミン, 62,吉田隼, 0.8, 49,   3,  -5, 2,  4.4, ⑥⑥, 3,10,Ｈヤマニンアストレア, 48,中舘英, 0.3, 55,* -5,  -9, 4,  8.1,①①①, 3, 9,Ｄゲｰムコンセプト, 68,丸田恭, 0.3, 69,  -5,  10, 2,  4.1, ⑫⑪, 3,11,Ｌバトルレッド, 56,藤岡康, 0.1, 70,  -4,* 11,13, 82.8, ⑨⑧
 4, 3,Ｇカネサスタｰマイン, 55,丸山元, 0.9, 46,   0,  -4, 4,  8.7, ⑧⑦, 4, 7,Ｃアルマトゥｰラ, 55,田中博, 0.4, 58, -10,   2, 1,  2.0,⑪⑧⑦, 4, 8,Ｉロングゼネラル, 65,藤岡康, 0.3, 70,  -4,  10, 9, 22.9, ⑪⑩, 4,10,Ｃエｰシンホワイティ, 67,中舘英, 0.3, 69,  -7,* 11, 1,  2.1, ⑮⑬
 5, 2,Ｐドニュ,  4,藤岡康, 1.0, 41, -12,*  5,14,121.2, ⑯⑯, 5,11,Ｂタイムカｰド, 56,高橋智, 0.5, 54,  -9,  -3, 3,  7.7,④④④, 5, 1,Ａウインリｰズン, 71,松田大, 0.4, 69, -10,* 14, 4,  6.9, ⑭⑭, 5, 5,Ｎホッコｰマスタング, 54,田辺裕, 0.3, 68,  -6,  10,11, 53.9, ⑭⑪
 6,11,Ｅクｰルジャズ, 58,小林徹, 1.2, 45,   3,  -9, 3,  8.5, ⑤⑤, 6, 9,Ａコスモダｰエ, 57,丹内祐, 0.8, 51,  -9,  -7, 6, 13.6,⑤⑤⑥, 6, 5,Ｆヨシサプライズ, 67,田中博, 0.5, 68,  -8,* 12, 3,  5.3, ⑮⑬, 6, 1,Ｅシゲルモトナリ, 62,荻野琢, 0.5, 64,  -9,  10, 9, 35.6, ⑯⑭
 7, 1,Ｄビレッジホワイト, 59,丹内祐, 1.2, 43,  -4,  -3, 6, 11.3, ⑩⑩, 7, 1,Ｍタッチマイハｰト,  5,藤岡康, 1.3, 48, -15,  -3, 8, 25.3,⑬⑫⑨, 7,14,Ｐブライティアピア, 55,長谷川, 0.6, 67,*  8,  -5,15,197.1, ①①, 7,16,Ａレオパステル, 71,黛弘人, 0.5, 66,*  0,   3, 5, 12.1, ⑤④
 8,12,Ａクリノキンバリｰ, 63,高橋亮, 1.3, 43,   0,  -6, 7, 11.9, ⑨⑧, 8, 5,Ｉノｰブルエｰス, 41,宮崎北, 1.8, 41, -13, -13,12,111.0,⑦⑨⑫, 8, 7,Ｅシゲルハスラット, 68,中村将, 0.6, 67,   0,   3, 7, 14.9, ⑦⑧, 8, 3,Ｍホッカイレシフェ, 55,嘉藤貴, 0.7, 63,  -6,   5,14, 84.4, ⑬⑩
