09年 1月17日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月17日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1700m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
12, 7,Ｍケイアイフクノカミ, 45,田中克, 2.2, 50,  -3,  -4, 9, 30.7,⑨⑨⑩,12, 9,Ｊマイネルコルン, 45,大野拓, 1.0, 48,  -5,  -5,12, 72.6, ⑪⑩,12, 9,Ｍラピッドガｰル, 59,田中博, 1.2, 60,  -3,   0,11, 91.9, ⑨⑩,12,12,Ｆナショナルヒｰロｰ, 69,北村友, 2.2, 58,   1,  -3, 8, 28.5,⑥⑤⑥
13,16,Ｇチリトテシャン, 53,的場勇, 2.2, 48,  -4,  -4, 4, 11.9,⑬⑫⑫,13,10,Ｇマラホフ, 46,田中博, 1.1, 46,  -3, -10,10, 39.9, ⑧⑪,13, 5,Ｎキングデオキシス, 59,田村太, 1.3, 56, -14,   5,16,239.5, ⑮⑮,13,13,Ｍザグ, 62,西田雄, 2.2, 60,  -1,   1,16,321.5,⑮⑫⑬
14,12,Ｊオｰシャンロｰド, 52,上村洋, 2.3, 47,*  1, -11, 6, 14.2,⑤④⑤,14,13,Ｎウクレレ, 36,赤木高, 1.2, 44, -10,  -5,14,207.1, ⑮⑮,14,12,Ｇメイプルスペシャル, 68,千葉直, 1.4, 55,  -5,  -1,10, 29.9, ⑩⑫,14,16,Ｋマイネルテｰベ, 62,石橋脩, 2.7, 56,   0,  -6,12, 93.5,⑨⑧⑩
15,11,Ｎベルファム, 42,荻野琢, 2.4, 50,  -4,  -4,15,146.8,⑫⑪⑪,15,16,Ｏアグネスロｰジイ, 36,上村洋, 1.5, 42,*  7, -25, 7, 13.8, ②②,15, 7,Ｌシャンドラヴェリテ, 62,菊沢隆, 1.8, 52, -20,   5,12,124.6, ⑯⑯,15,10,Ｎフジフｰフｰ, 57,田辺裕, 2.7, 55,  -4,   0,15,272.3,⑭⑮⑮
16, 4,Ｐサラスヴァティｰ, 36,田中博, 4.3, 36,  -8, -13,16,303.0,⑮⑯⑯,16, 4,Ｍコメットシャワｰ, 40,嘉藤貴, 1.7, 38,  -5, -16,15,258.9, ⑩⑨,16,14,Ｉカシノダンク, 65,西田雄, 1.8, 52,  -8,  -3,13,161.3, ⑫⑭,16,14,Ｐサンロｰド, 14,安藤光, 6.5, 30,  -8, -24,14,268.6,⑬⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,470円 複勝:15=370円 14=110円 10=280円 枠連:470円",,,,,,,,,,,,"単勝:2,810円 複勝:14=860円 08=540円 03=320円 枠連:11,640円",,,,,,,,,,,,"単勝:1,170円 複勝:11=360円 13=400円 04=170円 枠連:4,200円",,,,,,,,,,,,単勝:440円 複勝:08=130円 09=110円 03=170円 枠連:430円,,,,,,,,,,,
"馬連:1,330円 ワイド:14-15=660円 10-15=2,070円 10-14=560円",,,,,,,,,,,,"馬連:27,780円 ワイド:08-14=7,050円 03-14=2,880円 03-08=4,280円",,,,,,,,,,,,"馬連:5,590円 ワイド:11-13=2,130円 04-11=1,190円 04-13=1,110円",,,,,,,,,,,,馬連:490円 ワイド:08-09=210円 03-08=370円 03-09=330円,,,,,,,,,,,
"馬単:3,380円 3連複:4,630円 3連単:30,420円",,,,,,,,,,,,"馬単:41,200円 3連複:68,800円 3連単:394,330円",,,,,,,,,,,,"馬単:9,880円 3連複:13,180円 3連単:94,400円",,,,,,,,,,,,"馬単:1,220円 3連複:790円 3連単:4,670円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝2000m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尾頭橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｃメイショウタカチホ, 59,田中克,, 61,  -5,   1, 2,  4.3, ④④, 1, 4,Ｃコスモタイムマシン, 55,川島信,, 66,   1,*  7, 4, 11.8,⑩⑧⑤, 1, 2,Ａマッシヴエンペラｰ, 73,芹沢純,, 67,   5,  10, 1,  2.5,⑤⑤⑤, 1,12,Ｂハギノジョイフル, 82,上村洋,, 82,  -1,  16, 3,  6.3,②③③
 2,11,Ｌカゼノジュエリｰ, 39,鮫島良, 0.0, 60,  -9,*  4,11,112.6, ⑤⑤, 2,11,Ｅネイチャｰキング, 53,田辺裕, 0.3, 60,   1,   1, 3,  7.5,⑦⑥④, 2, 6,Ｄピエナワイルド, 70,草野太, 0.1, 65,*  6,   6, 3,  5.5,①①①, 2,11,Ａニシノレイチェル, 83,長谷川, 0.0, 84,  -2,* 21, 1,  3.0,⑤⑤⑤
 3, 5,Ｂノボパガｰレ, 61,中舘英, 0.3, 57,* -3,  -3, 1,  1.7, ②②, 3, 2,Ａトｰホウホｰプ, 60,中舘英, 0.4, 60,*  5,  -7, 1,  1.9,①①①, 3,10,Ｆヒシマイスタｰ, 68,大野拓, 0.2, 66,*  6,   7, 7, 22.6,⑥④④, 3, 1,Ｉエｰシンジｰライン, 77,芹沢純, 0.2, 75,*  2,   6, 5,  9.4,①①①
 4, 7,Ｆハイウイング, 53,高野容, 0.3, 57, -11,   3, 9, 70.1, ⑦⑦, 4, 5,Ｄクニノソウシ, 54,丸田恭, 0.4, 58,  -2,*  5, 5, 12.2,⑪⑪⑧, 4,11,Ｈメモリｰジャグラｰ, 66,西田雄, 0.2, 64,*  6,   6, 9, 32.6,③③③, 4, 2,Ｈマｰスエンペラｰ, 78,藤岡康, 0.3, 79,  -2,  15, 4,  6.5,④④④
 5, 9,Ｍカシノコロン, 39,二本柳, 0.4, 55, -19,*  7,14,251.1, ⑨⑧, 5, 6,Ｍオリオンザサクセス, 39,嘉藤貴, 0.8, 55,*  2,  -8, 8, 47.8,⑤③③, 5, 5,Ｌマイネルアルセｰヌ, 60,津村明, 0.3, 65,   3,  10,12, 72.6,⑦⑧⑦, 5, 9,Ｍマイネトゥインクル, 72,中舘英, 0.4, 82,  -4,  18, 9, 22.7,⑧⑧⑧
 5, 4,Ｈメソポタミア, 48,藤岡康, 0.4, 55, -13,   3,10, 96.6, ⑥⑥, 6,14,Ｇシャルマンスタイル, 52,北村友, 0.9, 52,*  3, -14,11, 50.1,②②②, 6, 4,Ｇコアレスナイナｰ, 67,丸田恭, 0.5, 63,   3,   7, 8, 32.5,⑧⑨⑨, 6, 6,Ｇディビデンド, 79,赤木高, 0.4, 80,  -5,  20, 2,  5.3,⑨⑨⑩
 7, 3,Ｄマルコｰドリｰム, 55,田中健, 0.5, 56,* -1,  -6, 3,  8.3, ①①, 7,15,Ｆポｰトレイト, 53,田中克, 0.9, 55,  -4,*  2,12, 85.8,⑬⑫⑫, 7,12,Ｂジョイザラス, 73,北村友, 0.5, 62,   1,* 12, 6, 15.2,⑫⑩⑩, 7, 8,Ｄフレアリングベスト, 79,菊沢隆, 0.5, 78,  -5,  20,10, 40.1,⑪⑪⑨
 8,14,Ｊババロア, 44,長谷川, 1.0, 51, -22,   3, 6, 23.8, ⑫⑫, 8,12,Ｋヴィｰヴァレジｰナ, 47,鮫島良, 1.5, 50,  -3,  -6, 6, 22.7,⑫⑬⑬, 8, 8,Ｃテンシノライアン, 71,中村将, 0.6, 60,   5,   5, 2,  5.1,⑪⑥⑥, 8,10,Ｊシンボリユタカオｰ, 77,的場勇, 0.5, 75,  -4,  16,11, 61.8,⑦⑦⑦
 9, 8,Ｏアンジェルｰジュ, 25,梶晃啓, 1.0, 48, -23,*  4,16,397.9, ⑭⑪, 9,13,Ｂファインプレイ, 59,津村明, 1.6, 46,   0, -18, 2,  4.0,④⑤⑦, 9,13,Ｉピサノガブリエル, 65,安藤光, 0.7, 60,   1,   9,13, 88.1,⑨⑪⑫, 9, 7,Ｆデンコウミサイル, 79,中村将, 0.5, 81,  -5,  20, 7, 14.9,⑩⑩⑪
10,10,Ａマキハタスプｰン, 62,芹沢純, 1.1, 49,* -3, -10, 4,  8.4, ③③,10, 9,Ｊフジマサエンブレム, 48,千葉直, 1.6, 49,  -6,  -2,10, 49.2,⑮⑮⑭,10, 9,Ｋシゲルシュクラン, 64,田中健, 1.1, 61,   0,   7,11, 71.1,⑩⑫⑪,10, 5,Ｅアイリッシュホｰク, 79,津村明, 0.6, 80,  -7,  20, 6, 11.7,⑫⑫⑫
11,15,Ｋビコｰトリニティｰ, 41,佐久間, 1.4, 44, -19,  -3,15,285.6, ⑩⑨,11, 3,Ｈウィズインウエク, 50,田中健, 1.6, 46,  -3, -13, 9, 47.9,⑧⑨⑩,11, 7,Ｍキｰミヤビ, 43,荻野琢, 1.2, 60,*  5,  -3, 4,  6.6,②②②,11, 4,Ｌメイショウカレン, 73,北村友, 0.7, 83,  -9,* 27,13, 99.0,⑬⑬⑬
12, 6,Ｉクリノビャクダン, 45,上村洋, 1.6, 42, -25,  -1, 5, 19.4, ⑬⑭,12,10,Ｏデンコウロｰレル, 31,古川吉, 1.8, 47,  -7,  -5,14,191.6,⑯⑭⑮,12, 3,Ｅミラクルロザリオ, 68,石橋脩, 1.3, 59,  -2,* 11,10, 44.2,⑬⑬⑬,12, 3,Ｃテントゥワン, 80,二本柳, 1.1, 70,  -4,   7, 8, 20.3,⑥⑥⑥
13, 2,Ｇアｰトオブワｰルド, 50,田村太, 1.7, 40, -29,   1, 8, 54.7, ⑮⑮,13, 1,Ｌクラルサッハ, 46,赤木高, 1.8, 44,  -2, -15, 7, 42.6,⑨⑩⑨,13, 1,Ｊドリｰムプレイ, 65,中舘英, 1.5, 55,   4,  -2, 5, 10.9,④⑦⑧,13,13,Ｋサイレンスゴｰルド, 76,安藤光, 1.3, 62,*  2,  -8,12, 62.3,③②②
14,16,Ｎタイトｰキャップ, 38,中村将, 2.0, 38, -16,  -8,12,171.4, ⑪⑬,14,16,Ｉケンブリッジチｰフ, 49,安藤光, 1.9, 43,*  2, -23,16,198.1,③④⑥,,,,,,,,,,,,,,,,,,,,,,,,
15, 1,Ｅマサヒトボｰイ, 53,田嶋翔, 2.1, 36, -30,  -2, 7, 48.7, ⑯⑯,15, 7,Ｐビイｰネマｰヤ, 19,的場勇, 3.4, 27,  -1, -40,13,140.7,⑥⑦⑪,,,,,,,,,,,,,,,,,,,,,,,,
16,13,Ｐケイエススウィフト, -1,難波剛, 2.4, 34, -14, -15,13,196.8, ⑧⑩,16, 8,Ｎドリｰムカントリｰ, 32,芹沢純,14.6,-90, -39, ---,15,196.4,⑭⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,
"単勝:430円 複勝:12=130円 11=1,150円 05=110円 枠連:18,620円",,,,,,,,,,,,"単勝:1,180円 複勝:04=240円 11=210円 02=110円 枠連:2,650円",,,,,,,,,,,,単勝:250円 複勝:02=120円 06=160円 10=390円 枠連:320円,,,,,,,,,,,,単勝:630円 複勝:12=190円 11=120円 01=340円 枠連:650円,,,,,,,,,,,
"馬連:17,240円 ワイド:11-12=3,180円 05-12=170円 05-11=1,730円",,,,,,,,,,,,"馬連:3,650円 ワイド:04-11=1,080円 02-04=360円 02-11=340円",,,,,,,,,,,,"馬連:610円 ワイド:02-06=290円 02-10=750円 06-10=1,360円",,,,,,,,,,,,"馬連:800円 ワイド:11-12=300円 01-12=1,070円 01-11=640円",,,,,,,,,,,
"馬単:34,250円 3連複:6,680円 3連単:89,820円",,,,,,,,,,,,"馬単:5,480円 3連複:1,870円 3連単:19,990円",,,,,,,,,,,,"馬単:950円 3連複:3,010円 3連単:10,180円",,,,,,,,,,,,"馬単:2,030円 3連複:2,950円 3連単:15,660円",,,,,,,,,,,
■ 3R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 9R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豊橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄメルシｰヨｰク, 71,北村友,, 70,*  0,* 13, 1,  3.1,①①①, 1, 7,Ａマルサンテクニカル, 76,田村太,, 75,  -6,* 26, 1,  2.3,⑤⑤③, 1,14,Ｅケｰプタウンシチｰ, 72,丸田恭,, 73,   0,  12, 7, 11.5,⑧⑦③, 1, 3,Ｂアルティマトゥｰレ, 76,上村洋,, 90,*  8,* 12, 1,  2.5, ①①
 2, 6,Ｃチノハテマデモ, 73,千葉直, 0.5, 67,  -6,* 17, 5, 11.3,⑪⑫⑪, 2, 4,Ｄアイソトｰプ, 72,丸田恭, 0.3, 72,* -4,* 20, 3,  4.9,①①①, 2,13,Ｍファイアレッド, 63,中舘英, 0.1, 75,   2,   8, 9, 15.0,⑤⑤②, 2, 5,Ｈブルｰデインヒル, 67,赤木高, 0.9, 77,  -5,* 14,10, 49.6, ⑩⑩
 3,12,Ｅスズカエルマンボ, 71,石橋脩, 0.5, 67,* -1,   9, 3,  4.9,⑤③③, 3,12,Ｃエアタイタン, 73,中舘英, 0.9, 67,* -4,  15, 2,  3.5,②②②, 3,11,Ｇショウナンライジン, 70,古川吉, 0.2, 75,  -1,* 13, 6,  9.9,⑪⑫⑨, 3,12,Ｄコアレスカポｰテ, 72,中舘英, 1.0, 77,*  7,   1, 2,  5.6, ②②
 4, 3,Ｂリキアイコンドル, 74,田村太, 0.7, 66,  -3,  11, 2,  3.6,⑦⑨⑦, 4,10,Ｂヤエノアカハチ, 74,田辺裕, 1.1, 66,  -7,  19, 4,  6.6,⑩⑧⑦, 4, 4,Ｂアドマイヤサンサン, 76,北村友, 0.2, 74,  -1,  12, 3,  6.6,⑩⑩⑪, 4,15,Ｆカノヤトップレディ, 68,北村友, 1.2, 74,*  6,  -1, 4,  7.3, ④④
 5, 8,Ａメイショウコレット, 76,田中健, 0.7, 68,  -3,  11, 4,  5.5,⑨⑩⑧, 5, 2,Ｅアイファｰドラゴン, 71,安藤光, 1.4, 63,  -7,  15, 7, 31.2,⑥⑥⑥, 5, 8,Ａシンセサイザｰ, 80,赤木高, 0.2, 73,   1,   9, 2,  4.9,⑦⑥⑦, 5, 2,Ｋエリモサリュｰト, 63,田嶋翔, 1.2, 74,  -5,  10, 7, 17.4, ⑨⑨
 6, 9,Ｌパｰソナルテンエイ, 41,草野太, 0.7, 67,  -4,  12,10, 83.2,⑩⑧⑩, 6,13,Ｆヒミノクリミナル, 70,的場勇, 1.9, 63,  -8,  14, 6, 27.9,⑨⑩⑩, 6, 6,Ｉオｰスミタｰゲット, 67,田村太, 0.5, 74,  -7,* 20, 4,  7.5,⑬⑮⑮, 6,13,Ａレディセヴィリア, 77,田中博, 1.3, 73,  -1,   5, 3,  7.0, ⑧⑧
 7, 1,Ｈテンジンノジョオｰ, 68,西田雄, 0.7, 65,  -2,   9, 9, 79.4,③④④, 7, 3,Ｇウイビリｰブ, 68,石橋脩, 1.9, 61,* -4,   9, 5, 21.9,③③④, 7, 9,Ｈフサイチフェイマス, 68,藤岡康, 0.6, 67,*  3,  -2, 5,  8.7,②②①, 7,14,Ｇコパノシンオｰ, 68,長谷川, 1.3, 73,  -7,  11, 8, 31.0, ⑫⑬
 8, 5,Ｆシアトルレイナ, 71,丸田恭, 0.9, 65,  -4,  10, 6, 13.2,⑧⑦⑨, 8,11,Ｈサミｰデザｰト, 67,芹沢純, 2.6, 57,  -9,   9,13,284.6,⑪⑪⑪, 8, 5,Ｄザリｰン, 74,長谷川, 0.6, 68,   2,   1, 1,  4.4,③③④, 8, 4,Ｊメタリック, 63,西田雄, 1.4, 71, -10,* 12,12, 71.0, ⑭⑭
 9, 7,Ｇメイショウシオギリ, 70,安藤光, 1.0, 61,  -2,   6, 7, 21.6,⑥⑤⑤, 9, 8,Ｉカシノシンケン, 59,池崎祐, 2.8, 54,* -5,   1,11,268.8,④④⑤, 9,10,Ｆベニバナ, 71,池崎祐, 0.6, 69,   0,   5,11, 54.8,⑭⑨⑤, 9,10,Ｅクリｰルバレット, 70,津村明, 1.6, 69,   2,  -2, 6, 14.2, ⑥⑥
10,10,Ｉマジュスキュｰル, 66,赤木高, 1.7, 58,*  0,  -1, 8, 59.5,②②②,10, 6,Ｍケイエスショｰキ, 51,難波剛, 2.8, 54,  -8,   4,10,193.7,⑦⑦⑧,10, 7,Ｎマヤノプディｰナ, 50,津村明, 0.8, 67,  -1,   3,14, 89.8,⑨⑪⑧,10, 1,Ｃマイネルプルｰト, 74,丸田恭, 1.7, 66,  -9,   7, 5,  7.5, ⑬⑫
11, 2,Ｊマイネバイレ, 57,田中博, 1.8, 59,  -3,   1,11,114.1,④⑥⑥,11, 9,Ｋシルクレボルシオン, 56,北村友, 2.8, 56, -13,  15, 9, 73.7,⑬⑬⑫,11, 1,Ｌタガノマスタング, 64,小原義, 1.0, 64,   0,  -1,12, 57.1,⑥⑧⑩,11, 9,Ｌライフロングラバｰ, 63,藤岡康, 1.8, 66,   2,  -4,14,122.1, ⑤⑤
12,11,Ｋテンザンオトヒメ, 54,高野容, 3.0, 51,  -4,  -7,12,139.6,⑫⑪⑫,12, 5,Ｊシゲルエスペレ, 59,赤木高, 3.3, 49,  -7,   1, 8, 49.0,⑫⑨⑨,12, 2,Ｋゼンノベリル, 64,石橋脩, 1.2, 68,  -6,  11,13, 69.6,⑮⑭⑭,12, 7,Ｎカシマワｰルド, 60,高山太, 1.9, 66, -13,  11,15,194.7, ⑯⑯
,,,,,,,,,,,,13, 1,Ｌイモｰタライズ, 53,千葉直, 4.2, 44, -11,   0,12,282.8,⑧⑫⑬,13,15,Ｃハセハリドワｰル, 75,安藤光, 1.3, 62,  -4,   2, 8, 13.1,⑫⑬⑫,13,16,Ｐアラマサロビンソン, 56,菊沢隆, 2.0, 62, -11,   6,16,198.8, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｊクリｰルトルネｰド, 66,田中健, 5.0, 28,   2, -62,10, 31.8,④④⑥,14, 8,Ｏストロングジョイス, 57,川島信, 2.3, 60,   0,  -8,11, 66.8, ⑦⑦
