09年 8月16日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月16日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岩室温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅハｰティンハｰト, 41,田中勝,, 67,  -3,*  5, 4,  6.2, ⑦⑦, 1, 6, サトノスロｰン,,五十嵐,,,,, 2,  3.5,④⑤②, 1,14,Ｆマヤノロシュニ, 59,戸崎圭,, 82,*  5,* 10, 5,  9.9,   , 1, 3,Ａマハｰバリプラム, 87,北村宏,, 74,  -6,* 19, 1,  2.1, ⑪⑧
 2, 1,Ｃレインスティック, 47,吉田隼, 0.2, 67,   2,* -2, 1,  2.3, ④③, 2,10, モルフェサイレンス,,大江原,186.0,,,, 1,  2.4,⑥⑥⑤, 2,10,Ａマイネルクロッシュ, 69,松岡正, 0.5, 75,*  4,   5, 1,  2.1,   , 2,14,Ｆツウカイヤスナム, 79,木幡初, 0.2, 72,*  0,  10, 4,  8.7, ②②
 3, 5,Ｂスコアズビｰ, 49,蛯名正, 0.5, 64,*  4,  -8, 3,  3.9, ②②, 3, 3, トレオウオブキング,,宗像徹,186.4,,,, 3,  5.2,③②①, 3,16,Ｏメイブルｰム, 42,木幡初, 0.5, 73,  -3,*  9, 7, 19.2,   , 3, 2,Ｃオオヒメ, 82,柄崎将, 0.3, 72,  -2,  11, 3,  6.0, ③③
 4, 4,Ａブラックジョｰク, 60,北村宏, 0.7, 60,*  6, -14, 5, 19.7, ①①, 4,13, ヨシエンデュランス,,山本康,186.7,,,, 7, 23.3,⑨⑦⑦, 4,17,Ｈイナズマルビｰ, 53,吉田隼, 0.7, 72,   0,   5,11, 72.7,   , 4, 5,Ｌライコウテンユウ, 74,後藤浩, 0.3, 72,*  2,   8, 8, 32.3, ①①
 5, 2,Ｉマルタカルｰキｰ, 17,丹内祐, 1.4, 52,  -1, -13, 9, 87.4, ⑤⑤, 5, 2, トｰセンコックス,,水出大,187.4,,,, 6, 17.5,⑩⑩⑨, 5,12,Ｇドクタｰクリス, 56,石橋脩, 0.7, 71,   0,   4, 2,  6.3,   , 5, 4,Ｂグランドラッチ, 83,内田博, 0.4, 72,  -9,* 17, 2,  4.8, ⑫⑫
 6, 9,Ｄケイアイアシュラ, 44,吉田豊, 1.6, 50,   3, -21, 2,  3.7, ③④, 6, 5, バイヨン,,穂苅寿,187.8,,,, 9, 35.6,⑧③④, 6, 4,Ｎチェリｰズバッグ, 43,高山太, 0.8, 69,   1,   2, 9, 26.2,   , 6, 1,Ｅドリｰムクラウン, 81,石橋脩, 0.5, 70,  -4,  11, 7, 30.2, ⑥⑥
 7,10,Ｇギンザサンセット, 35,伊藤工, 1.6, 48,  -6, -10, 8, 64.8, ⑨⑨, 7,12, ハシルペンチャン,,柴田大,188.2,,,, 8, 29.5,⑦⑧⑧, 7, 7,Ｃコウヨウティアラ, 61,蛯名正, 0.9, 67,  -5,   4, 8, 25.8,   , 7,13,Ｄエｰシンドゥベタｰ, 82,松岡正, 0.9, 66,  -3,   7, 5, 11.0, ⑤⑤
 8, 7,Ｆケイアイドリｰム, 38,勝浦正, 2.2, 44,   0, -25, 6, 33.2, ⑥⑥, 8, 8, エイワヴァｰジニア,,横山義,188.9,,,, 4, 11.2,⑪⑪⑩, 8, 2,Ｒダイショウフルｰル, 37,石神深, 0.9, 69,*  5,  -2,17,507.2,   , 8,12,Ｊティアップハｰレｰ, 75,蛯名正, 1.1, 65,  -4,   6, 6, 18.1, ⑦⑦
 9, 3,Ｈトｰセンサンライズ, 26,二本柳, 2.3, 42,  -3, -21, 7, 49.0, ⑧⑧, 9, 1, エイシンインパｰル,,今村康,189.0,,,, 5, 13.7,⑬⑫⑫, 9, 9,Ｄトｰセンウィザｰド, 61,大庭和, 1.1, 65,  -3,   1, 6, 14.6,   , 9,15,Ｇエイシンイッテン, 76,勝浦正, 1.2, 64,* -1,   3,11, 78.4, ④④
10, 8,Ｊアクセルシチｰ, 16,大野拓, 3.9, 28, -10, -34,10,122.8, ⑩⑩,10, 9, ルグランコンデ,,蓑島靖,189.1,,,,13,197.3,②①③,10, 1,Ｂタケデンエンデバｰ, 63,二本柳, 1.3, 62,   1,  -5, 3,  7.1,   ,10, 8,Ｈリリｰハｰバｰ, 76,村田一, 1.3, 64,  -6,   6, 9, 36.5, ⑨⑨
,,,,,,,,,,,,11, 4, ストｰムブルｰム,,石神深,189.1,,,,12,175.9,⑤⑨⑪,11,11,Ｊヴァンブルｰ, 51,草野太, 1.3, 61,  -3,  -2,15,259.0,   ,11, 9,Ｍテイエムゲンキボ, 72,武士沢, 1.6, 60, -10,   8,15,211.4, ⑬⑬
,,,,,,,,,,,,12, 7, シャススプリｰン,,高野和,189.6,,,,10,102.9,①④⑥,12, 6,Ｍメリｰイベンタｰ, 43,村田一, 1.6, 57,  -7,  -4,14,256.9,   ,12,10,Ｏミンナシアワセ, 71,小林淳, 1.6, 60,  -6,   3,14,179.2, ⑩⑪
,,,,,,,,,,,,13,14, ワｰルドグランプリ,,平沢健,193.0,,,,11,118.0,⑫⑬⑬,13, 5,Ｌヴィｰヴァヴァント, 46,武士沢, 1.6, 54, -15,   2,16,283.0,   ,13, 6,Ｋカフェリバティｰ, 74,柴田善, 1.7, 59,  -5,   2,12,116.9, ⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,14,18,Ｉワカギミ, 52,田中勝, 1.7, 55,  -7,  -5, 4,  8.6,   ,14,11,Ｎトウショウアタック, 72,吉田隼, 1.7, 60, -10,   7,13,161.6, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｑプリティオｰドリｰ, 37,西田雄, 1.7, 55,  -8,  -3,10, 43.1,   ,15, 7,Ｉエイワナギ, 76,田中勝, 1.7, 59, -14,  10,10, 56.1, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｐキララミライ, 39,後藤浩, 1.9, 52, -16,  -1,13,194.4,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 3,Ｋメイキャンドル, 50,伊藤工, 1.9, 51, -16,  -1,12,181.7,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,
単勝:620円 複勝:06=150円 01=110円 05=130円 枠連:790円,,,,,,,,,,,,単勝:350円 複勝:06=130円 10=110円 03=160円 枠連:420円,,,,,,,,,,,,単勝:990円 複勝:14=260円 10=130円 16=420円 枠連:750円,,,,,,,,,,,,単勝:210円 複勝:03=120円 14=220円 02=150円 枠連:750円,,,,,,,,,,,
馬連:840円 ワイド:01-06=280円 05-06=360円 01-05=190円,,,,,,,,,,,,馬連:420円 ワイド:06-10=180円 03-06=360円 03-10=220円,,,,,,,,,,,,"馬連:1,100円 ワイド:10-14=420円 14-16=1,930円 10-16=850円",,,,,,,,,,,,馬連:970円 ワイド:03-14=490円 02-03=230円 02-14=700円,,,,,,,,,,,
"馬単:1,960円 3連複:810円 3連単:6,030円",,,,,,,,,,,,"馬単:940円 3連複:600円 3連単:3,240円",,,,,,,,,,,,"馬単:2,700円 3連複:4,530円 3連単:27,390円",,,,,,,,,,,,"馬単:1,550円 3連複:1,520円 3連単:6,210円",,,,,,,,,,,
■ 2R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,天の川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｎプラｰジュ, 55,田中勝,, 78,   8,*  5, 3,  5.5,⑭⑬⑬, 1, 9, シルクフィｰリング,---,松岡正,, 50, -31,  10, 2,  3.2, ⑤⑤, 1, 8,Ｅマイネプリンセス, 71,石橋脩,, 82,*  5,  12, 4, 10.1, ①①, 1,12,Ｄホｰマンファラオ, 84,松岡正,, 99,*  4,  27, 4, 11.5, ③③
 2, 3,Ｋブルｰデザフィｰオ, 56,後藤浩, 0.1, 76,* 12,  -6, 6, 17.5,③⑤⑤, 2, 5, トｰセンウィン,---,柴田善, 0.0, 48,*-29,   8, 4, 11.6, ②②, 2, 7,Ｋナナツダチ, 67,勝浦正, 0.3, 82,  -1,* 20,11, 49.2, ⑭⑮, 2, 4,Ｂスマｰトギア, 87,田中勝, 0.1,104,  -2,* 38, 1,  1.7, ⑯⑰
 3, 2,Ｍトウショウライド, 56,武士沢, 0.2, 74,   7,*  5,13, 60.9,⑪⑮⑭, 3,10, コスモビタｰ,---,戸崎圭, 0.0, 51, -32,* 14, 5, 12.2, ⑪⑪, 3,10,Ｄモエレアイドル, 72,北村宏, 0.4, 76,   2,* 13, 7, 25.0, ⑨⑨, 3, 8,Ｃワルキュｰレ, 84,吉田豊, 0.1, 98,   2,  28,11, 51.4, ⑩⑧
 4,14,Ｌシルクタイタン, 56,北村宏, 0.4, 70,* 12, -12,14, 64.4,⑨④④, 4,11, ヤマニンミュゼット,---,後藤浩, 0.0, 52, -30,* 12, 1,  2.7, ⑨⑨, 4, 6,Ａシンボリロｰレンス, 77,木幡初, 0.4, 78,   2,  12, 2,  5.1, ⑥⑥, 4, 1,Ｆドットコム, 81,吉田隼, 0.7, 94,  -2,  28, 8, 36.6, ⑭⑮
 5, 9,Ｄマイネルガルボ, 68,伊藤工, 0.5, 72,   9,  -5, 9, 41.8,⑯⑫⑫, 5,13, トｰアボンジョルノ,---,村田一, 0.3, 50, -32,  10,15,318.6, ⑬⑬, 5,12,Ｂクリノメダリスト, 76,内田博, 0.6, 78,   1,* 13, 1,  2.4, ⑫⑩, 5,13,Ｅゴｰルデンダリア, 83,内田博, 0.7, 89,   2,  18, 2,  5.7, ⑤⑤
 6, 8,Ｃヤシャ, 68,村田一, 0.5, 74,* 12, -12,10, 42.2,⑤⑥⑥, 6, 1, キチロクアナン,---,二本柳, 0.3, 47, -32,   9,12, 57.2, ⑧⑧, 6, 1,Ｆキュｰトエンブレム, 71,柴田善, 0.9, 71,*  4,   2, 3,  5.5, ③②, 6,16,Ａテンシノゴｰルド, 88,北村宏, 0.8, 93,  -4,* 32, 6, 22.6, ⑱⑱
 7,11,Ｂドリｰムスナイパｰ, 70,木幡初, 0.7, 71,  10, -10, 1,  3.9,⑥⑦⑧, 7, 4, バイタルスタイル,---,伊藤工, 0.4, 43, -31,   5, 3,  8.0, ④④, 7,18,Ｍエアリアルショット, 66,草野太, 0.9, 71,*  4,   2,17,171.2, ⑤⑤, 7,15,Ｈシゲルフセルト, 81,後藤浩, 0.8, 86,*  4,  12, 3, 11.1, ②②
 8, 1,Ｊブラストタリスマン, 58,吉田隼, 0.8, 69,   9, -10, 8, 24.9,⑦⑩⑦, 8, 8, ホウショウマツエ,---,内田博, 0.9, 37,*-29,  -4, 8, 28.7, ③③, 8, 9,Ｒショウナンハゴロモ, 52,後藤浩, 1.0, 75,   0,  12,12, 57.4, ⑯⑯, 8,18,Ｐアップルサイダｰ, 76,小野次, 0.8, 88,   2,  18,15,108.7, ⑥⑦
 9, 4,Ｆサウスゴｰルド, 64,柴田善, 1.1, 66,* 13, -25, 5,  8.4,①①①, 9, 2, コスモイルダｰナ,---,木幡初, 0.9, 35,*-29,  -6,11, 34.3, ①①, 9,11,Ｉベルタリド, 67,張田京, 1.1, 72,   1,   6,15,114.9, ⑪⑫, 9, 7,Ｏダノンカモン, 77,戸崎圭, 0.9, 88,  -1,  20, 7, 26.3, ⑬⑬
10,10,Ｉトップモｰション, 61,内田博, 1.4, 64,* 11, -26, 2,  4.2,④③③,10, 3, クロススピリット,---,郷原洋, 1.0, 38, -32,   0, 6, 14.5, ⑩⑩,10,15,Ｊエイデンダンス, 67,蛯名正, 1.3, 69,   2,   0, 9, 33.7, ⑦⑦,10, 9,Ｎアスクデピュティ, 78,武士沢, 1.0, 88,  -2,  24, 9, 39.7, ⑮⑯
11,17,Ｏコスモプピレ, 53,大野拓, 1.5, 63,   9, -19,16,186.8,⑫⑪⑪,11, 6, ティｰアイロマンス,---,田辺裕, 1.0, 36, -31,  -3,14,110.4, ⑦⑦,11, 5,Ｃモアスマイル, 76,伊藤工, 1.3, 70,  -1,   6, 6, 18.5, ⑬⑬,11,14,Ｊコｰナｰストｰン, 80,伊藤工, 1.0, 84,*  4,  12,14, 76.0, ④④
12, 5,Ａノボシャｰク, 70,石橋脩, 1.7, 62,* 13, -33, 4,  6.1,②②②,12,12, コスモエンペラｰ,---,丹内祐, 1.1, 37, -33,   0, 7, 22.3, ⑫⑫,12,17,Ｎビタｰオレンジ, 65,吉田隼, 1.5, 67,   1,   0,14, 97.3, ⑩⑪,12, 6,Ｑクリムゾンベガ, 76,柴田善, 1.1, 86,   0,  18,13, 61.5, ⑫⑪
13, 7,Ｅフレイムアップ, 66,田辺裕, 1.7, 62,   6, -15,15,112.9,⑩⑯⑯,13,14, プロジェクトブルｰ,---,田中勝, 2.3, 19, -32, -19,10, 33.7, ⑭⑭,13,16,Ｑホｰリｰカップ, 54,郷原洋, 1.5, 67,   2,  -3,10, 41.8, ⑧⑧,13,17,Ｋラッキｰリップス, 80,大野拓, 1.1, 86,   1,  16,16,212.2, ⑧⑨
