09年 8月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,稲妻特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃサウンドバラッド, 50,内田博,, 57,* -4,* -6, 2,  3.6, ③④, 5,13,Ｅトウカイソニック, 64,的場勇, 0.0, 57,* -1,  -7, 4, 11.6, ④⑤, 1, 4,Ｂユウタｰグロｰバル, 69,田中勝,, 70,   0,* 11, 5,  6.1,⑨⑨⑨, 1, 1,Ｄケイティラブ, 72,西田雄,, 83,* 17,   1, 9, 39.1,   
 2,12,Ｄメジロジェラルド, 48,吉田豊, 0.2, 54,* -4, -11, 1,  1.9, ②②, 1, 5,Ｂネイチャｰキング, 67,柴田善,, 62,  -7,*  6, 2,  4.6, ⑯⑮, 2, 5,Ｄレオビンテｰジ, 67,大野拓, 0.2, 68,*  3,   4, 1,  3.8,①①①, 2, 5,Ｊファッシオドンナ, 67,柴田善, 0.0, 81,   5,* 10,12,111.4,   
 3, 6,Ａウエスタンブラボｰ, 60,柴田善, 0.3, 54,  -8,* -3, 3,  4.3, ⑩⑩, 2, 7,Ｈレアメタル, 57,伊藤工, 0.1, 59,  -4,  -3, 9, 75.2, ⑧⑦, 3,12,Ａマイネルレクシス, 72,大庭和, 0.5, 64,*  2,   4, 4,  5.3,④⑤⑤, 3, 3,Ｉウインアンジェラス, 69,勝浦正, 0.1, 81,   3,* 10, 7, 21.4,   
 4, 2,Ｌイニモニマニモ, 24,田中勝, 0.9, 48,  -9,  -9,11,205.7, ⑪⑪, 3,14,Ａタッチミｰノット, 75,蛯名正, 0.1, 58,  -2,  -8, 1,  1.6, ⑥⑥, 4, 3,Ｃトゥルｰボｰン, 68,後藤浩, 0.7, 64,*  2,   2, 3,  5.2,③④④, 4, 2,Ｅパパラチア, 71,吉田隼, 0.2, 77,  -3,* 13, 8, 30.3,   
 5, 7,Ｉニュｰコネクション, 41,勝浦正, 1.1, 46,  -9, -12, 9,103.7, ⑫⑫, 4,15,Ｃキクノアキレス, 67,吉田隼, 0.2, 59,  -6,*  2, 3,  9.9, ⑭⑭, 5,13,Ｅワキノブライアン, 67,小野次, 0.9, 63,*  2,   0, 2,  4.5,⑤③③, 5,13,Ｆレイザｰバック, 70,松岡正, 0.2, 79,   7,   6, 4,  8.3,   
 6, 8,Ｂロｰグランド, 56,村田一, 1.3, 44,  -6, -21, 5, 22.2, ⑤⑤, 6,11,Ｄマスタｰハルバｰド, 65,内田博, 0.4, 55,  -4,  -9, 5, 14.0, ⑦⑧, 6, 2,Ｉハバナシガｰ, 55,草野太, 1.1, 63,   0,   1,13,106.7,⑦⑦⑥, 6, 9,Ｇスマｰトエッジ, 69,石神深, 0.4, 76,   4,   6,11, 66.5,   
 7, 9,Ｅドラゴンソニック, 46,北村宏, 1.5, 38,  -8, -21, 6, 23.0, ⑧⑧, 7, 9,Ｍアコガレノダンス, 50,小林淳, 0.5, 58,  -6,  -3,10,134.9, ⑬⑬, 7,15,Ｋアｰスセイバｰ, 50,石橋脩, 1.2, 64,   0,   3, 7, 21.5,⑭⑫⑫, 7, 8,Ｂムラマサノメイトｰ, 75,石橋脩, 0.7, 73,  13,  -5, 3,  8.2,   
 8,10,Ｋトｰセンゴルゴ, 32,西田雄, 1.6, 40,  -6, -23,12,231.4, ⑨⑨, 8, 1,Ｇヤマイチヘレネ, 58,勝浦正, 0.6, 54,  -5,  -9, 8, 75.1, ⑨⑨, 8, 6,Ｇショウナンアンサｰ, 56,蛯名正, 1.4, 61,*  3,  -5, 6, 18.2,②②②, 8,10,Ｃナチュラルウィン, 74,北村宏, 0.9, 65,  -9,   7, 5, 16.1,   
