09年 5月31日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月31日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2400m 3 歳ｵｰﾌﾟﾝ 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京優駿 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｇセイカドルチェ, 58,内田博,, 65,*  1,  -1, 4,  8.6, ①①, 1, 1,Ａアイティムサシ, 63,岩田康,, 70,* 12,  19, 2,  4.7, ③③, 1, 6,Ｐモンテフェニックス, 62,四位洋,, 79,   9,*  7, 9, 30.9, ⑰⑫, 1, 1,Ｑロジユニヴァｰス, 75,横山典,, 74,* 16,*-29, 2,  7.7,③③③
 2,13,Ｄマエストラｰレ, 61,松岡正, 0.0, 64,  -3,*  4, 1,  2.4, ⑨⑨, 2,18,Ｅクｰルアンフルｰル, 60,三浦皇, 0.4, 67,* 12,  15, 1,  3.3, ⑤④, 2, 5,Ｍシルクペガサス, 65,江田照, 0.2, 77,   7,*  9,14,122.0, ⑮⑯, 2,12,Ｏリｰチザクラウン, 76,武豊  , 0.7, 71,* 17, -42, 5,  9.9,②②②
 3, 3,Ｅケイズパステル, 61,勝浦正, 0.2, 62,  -2,   1, 7, 17.9, ⑤⑤, 3,15,Ｇディヴァインレッド, 56,藤田伸, 0.5, 66,  10,  17, 4,  7.7, ⑦⑥, 3, 8,Ｊダイメイザバリヤル, 66,木幡初, 0.3, 76,   7,*  8,12, 70.6, ⑯⑰, 3,10,Ｇアントニオバロｰズ, 83,角田晃, 0.7, 72,* 16, -37, 8, 23.3,⑥⑤⑤
 4, 4,Ｍトワインブルｰム, 47,高橋智, 0.4, 62,  -5,*  4, 9, 34.3, ⑪⑩, 4, 4,Ｋリｰサムニュｰエラ, 50,田中勝, 0.6, 67,   3,* 26, 8, 24.4, ⑬⑭, 4, 2,Ｇダノンギムレット, 69,蛯名正, 0.3, 76,   8,*  5, 6, 21.7, ⑫⑮, 4, 7,Ｌナカヤマフェスタ, 81,蛯名正, 0.8, 71,  12,*-25, 9, 25.1,⑰⑰⑭
 5,12,Ｋデルマネフティス, 49,柴山雄, 0.8, 59,  -6,   2,11,100.2, ⑭⑫, 5,13,Ｑレアメタル, 35,伊藤工, 0.6, 65,   7,  19,15,209.5, ⑨⑨, 5, 9,Ｅニシノガｰランド, 70,藤田伸, 0.4, 73,   9,   0, 3,  5.6, ③⑧, 5, 2,Ｄアプレザンレｰヴ, 87,内田博, 1.0, 70,  13, -34, 4,  9.5,⑨⑨⑨
 6,15,Ａナドレ, 63,藤田伸, 0.8, 57,*  0,  -7, 5, 10.4, ④③, 6,16,Ｈモリトアヤメ, 55,吉田隼, 0.7, 65,   7,  18,10, 70.4, ⑩⑩, 6,12,Ｂサトノウインク, 72,北村宏, 0.4, 70,* 12,  -4,11, 51.9, ④③, 6,13,Ｅシェｰンヴァルト, 84,北村友, 1.1, 69,  11,*-26,13, 70.2,⑱⑱⑯
 7,10,Ｂビュｰティファイン, 61,蛯名正, 0.9, 58,  -5,  -1, 6, 11.7, ⑧⑪, 7,11,Ｆワカギミ, 58,丸田恭, 0.7, 62,   9,  14, 9, 26.8, ④⑤, 7,13,Ｆアブラシオ, 69,三浦皇, 0.5, 72,* 17, -13, 4,  7.3, ①①, 7,14,Ｐゴｰルデンチケット, 75,川田将, 1.3, 68,* 16, -46,12, 66.9,④④④
 8, 7,Ｆムｰンライトソング, 60,伊藤工, 1.3, 55,  -9,*  4, 2,  4.9, ⑯⑯, 8,17,Ｍホウショウワｰルド, 46,川田将, 0.8, 64,   5,  20,11,126.6, ⑭⑬, 8, 3,Ａプリティダンス, 82,福永祐, 0.7, 71,   8,  -1, 2,  4.6, ⑦⑭, 8, 5,Ｆマッハヴェロシティ, 84,柴田善, 1.4, 67,  14, -42,16, 87.7,⑤⑥⑥
 9,14,Ｌヒラボクフレンチ, 48,田中勝, 1.5, 54,  -5,  -3, 8, 25.3, ⑬⑭, 9,14,Ｂビｰビｰボルト, 62,田中博, 0.8, 61,* 16,   5, 6,  9.6, ①①, 9,11,Ｃカツヨカムトゥルｰ, 71,武士沢, 0.7, 70,   9,  -3, 8, 26.3, ⑩⑩, 9, 4,Ｈトップカミング, 82,幸英明, 1.5, 68,  13, -38,17, 93.1,⑯⑬⑩
10, 8,Ｊクリノシｰグリｰン, 52,丸田恭, 1.7, 52,  -5,  -6,13,187.0, ⑫⑬,10, 5,Ｄプラチナチャリス, 60,内田博, 0.9, 62,   5,  18, 3,  5.3, ⑫⑫,10,17,Ｄウェスタリｰズ, 71,横山典, 0.9, 65,* 13, -12, 1,  2.5, ②②,10, 6,Ｉケイアイライジン, 82,松岡正, 2.0, 65,  14, -49,15, 87.6,⑦⑧⑧
