09年 2月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銀蹄ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａスマｰトダズル, 68,伊藤工,, 70,*  1,*  5, 2,  3.5, ②①, 1, 4,Ｂギンザジャスマック, 61,後藤浩,, 71,* 13, -16, 3,  4.7, ①①, 1, 5,Ｄレッドスパｰダ, 70,横山典,, 75,*  0,* 11, 3,  6.4, ③③, 1, 9,Ｂレオエンペラｰ, 87,江田照,, 88,   7,  20, 3,  5.4, ⑥⑤
 2, 2,Ｊムｰンライトソング, 41,千葉直, 1.4, 55,  -9,*  6,13,210.4, ⑮⑭, 2, 5,Ｊマンハッタンジョイ, 48,武士沢, 0.1, 68,   3,* -1, 8, 58.6, ⑧⑦, 2,13,Ｅドリｰムゼニス, 68,松岡正, 0.0, 78,  -1,* 14, 5, 12.5, ⑦⑥, 2,13,Ｆワンダｰポデリオ, 85,柴山雄, 0.3, 88,   3,* 23, 2,  4.3, ⑩⑩
 3, 1,Ｃアントルシャカトル, 63,戸崎圭, 1.5, 57,  -4,  -2, 5, 10.6, ⑧⑨, 3, 3,Ａディｰエスジャック, 64,横山典, 0.2, 62,  -5,*  6, 2,  4.2, ⑬⑫, 3, 8,Ｆストロングリタｰン, 65,内田博, 0.1, 78,  -6,* 20, 1,  1.7, ⑫⑭, 3,11,Ｅスリｰセブンスピン, 85,蛯名正, 0.4, 84,* 11,  12, 1,  3.6, ②②
 4,16,Ｇプリティオｰドリｰ, 52,北村宏, 2.1, 53,  -1, -10,11, 86.9, ⑥⑤, 4, 1,Ｅカフェアラジン, 56,藤田伸, 0.2, 66,*  7, -10, 5,  9.3, ③②, 4,10,Ｃクｰデグレイス, 71,藤田伸, 0.2, 75,  -1,  10, 6, 21.2, ⑤⑤, 4,10,Ｋマルタｰズマッシブ, 81,後藤浩, 0.5, 84,   3,  20, 9, 21.6, ⑨⑧
 5, 6,Ｆハニｰインチｰフ, 53,大野拓, 2.2, 53,  -2, -10,10, 66.2, ⑤④, 5, 6,Ｃマイネプリンセス, 60,松岡正, 0.4, 62,   3,  -9, 1,  2.4, ⑤⑤, 5, 4,Ｂサトノロマネ, 73,蛯名正, 0.3, 73,*  3,   1, 2,  5.8, ①①, 5,15,Ｈサンマルセイコｰ, 83,大野拓, 0.7, 83,   1,* 22,13,133.0, ⑬⑫
 6,14,Ｅショウナンアンサｰ, 55,田中勝, 2.2, 52,  -3,  -8, 9, 55.2, ⑪⑧, 6,12,Ｄショウナンダンク, 59,三浦皇, 0.7, 61,*  7, -16, 4,  6.8, ④④, 6, 9,Ｌジャストルｰラｰ, 58,三浦皇, 0.8, 70,  -3,   4, 7, 40.7, ⑥⑦, 6,14,Ｃタマモグレアｰ, 86,三浦皇, 0.7, 82,   8,  13, 5,  8.5, ③③
 7,15,Ｏマザｰロｰド, 31,後藤浩, 2.4, 50,*  0, -15, 6, 19.1, ①②, 7, 7,Ｆクｰルザヒｰト, 52,蛯名正, 1.0, 56,  -8,*  0, 6, 23.7, ⑮⑬, 7,16,Ｋアカリ, 60,吉田隼, 1.3, 62,  -4,  -1,11,133.7, ⑩⑩, 7, 8,Ｊタガノシャンハイ, 82,小野次, 0.8, 82,   1,  20,12, 92.2, ⑪⑪
 8,13,Ｄクリノビリオネア, 58,内田博, 2.6, 47,  -8,  -7, 3,  4.5, ⑬⑬, 8, 2,Ｋチュラヌウジ, 47,北村宏, 1.1, 54,   0, -12, 9, 87.4, ⑩⑨, 8, 2,Ｊリｰチマイドリｰム, 61,柴山雄, 1.3, 62,  -4,  -1, 9, 53.2, ⑧⑧, 8,12,Ｉミスタｰモナルコス, 83,田中勝, 0.8, 81,   4,  17, 6, 17.1, ⑧⑨
