09年 8月 2日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月 2日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9, 3,Ｊトウシンボルト, 41,岩田康, 1.1, 53, -10,  -2, 6, 16.1,⑨⑩⑪, 9, 9, ホｰプカムトゥルｰ,---,田中博, 2.8, 34, -13, -23, 9,194.5,⑨⑨⑨, 9, 1,Ｄマッキｰバッハ, 77,岩田康, 2.1, 69,   7,  -2, 3,  4.8,④④④, 9,13,Ｈウッドウインド, 73,川島信, 1.3, 65,   4,   2, 8, 28.4,⑥⑤⑨
10,13,Ｋディｰエスブリスク, 35,田中博, 1.9, 44,* -4, -21,14,275.3,⑤③⑥,,,,,,,,,,,,,10,10,Ｉデルマアルタイル, 67,宮崎北, 2.8, 66,   3,   2,10,127.5,⑪⑪⑩,10,10,Ｅカリキュレイタｰ, 74,宮崎北, 1.4, 67,  -1,  10,10,106.9,⑫⑫⑩
11, 4,Ｍトレノジャイアント, 28,小野寺, 2.0, 44, -13,  -9,12,249.7,⑩⑬⑫,,,,,,,,,,,,,11, 7,Ｋジャングルゼット, 49,池添謙, 4.1, 57,   6, -18, 9, 48.2,⑥⑦⑪,11, 1,Ｌルビウス, 62,千葉直, 2.1, 63,   0,   2,11,136.9,④⑪⑬
12, 5,Ｈレオキュｰト, 43,藤岡佑, 2.0, 46, -14,  -5,11,148.7,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,12, 3,Ｂクｰノキセキ, 76,藤田伸, 2.3, 59,*  5, -10, 3,  4.4,①①①
13,14,Ｌナンヨｰスラッガｰ, 29,上村洋, 2.7, 36,  -5, -29,10, 50.6,⑫⑥⑩,,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｍニットウエジョン, 59,小野寺, 3.2, 54,   2, -12,13,271.8,⑩⑧⑫
14, 8,Ｎラブニュｰイン, 26,中舘英, 3.5, 31,  -9, -31,13,272.2,⑪⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,
"単勝:280円 複勝:07=130円 10=660円 06=190円 枠連:1,260円",,,,,,,,,,,,単勝:220円 複勝:06=110円 02=130円 05=160円 枠連:370円,,,,,,,,,,,,単勝:410円 複勝:03=170円 09=350円 04=280円 枠連:820円,,,,,,,,,,,,単勝:270円 複勝:09=120円 07=150円 06=200円 枠連:330円,,,,,,,,,,,
"馬連:5,990円 ワイド:07-10=1,590円 06-07=380円 06-10=2,270円",,,,,,,,,,,,馬連:390円 ワイド:02-06=180円 05-06=270円 02-05=280円,,,,,,,,,,,,"馬連:2,760円 ワイド:03-09=950円 03-04=670円 04-09=1,320円",,,,,,,,,,,,馬連:510円 ワイド:07-09=200円 06-09=320円 06-07=640円,,,,,,,,,,,
"馬単:5,970円 3連複:9,050円 3連単:61,390円",,,,,,,,,,,,"馬単:660円 3連複:610円 3連単:2,250円",,,,,,,,,,,,"馬単:5,200円 3連複:8,130円 3連単:42,240円",,,,,,,,,,,,"馬単:920円 3連複:1,340円 3連単:4,390円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 5R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1500m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｱｶｼﾔ特別,,,,,,,,,,,,藻岩山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｍデンコウヤマト, 44,小島太,, 75,  -2,* 18, 5, 28.4,⑤⑤③, 1,10,Ｆサクラサクラサクラ, 52,宮崎北,, 66,  -1,*  5, 7, 40.0, ③④, 1, 1,Ａフサイチセブン, 89,四位洋,, 81,* -5,* 26, 1,  1.7,①①①, 1,11,Ｄファイアｰフロｰト, 79,三浦皇,, 82,* -2,  17, 2,  4.3,②②②
 2, 3,Ｄモリノマｰケット, 63,三浦皇, 0.7, 68,*  0,   9, 3,  5.9,①①①, 2, 9,Ａプロウスト, 63,藤岡佑, 0.3, 64,*  0,*  2, 1,  1.9, ②②, 2, 6,Ｂプラチナメｰン, 85,藤田伸, 0.2, 78,* -5,* 26, 2,  3.2,②②②, 2, 2,Ｃグラスキング, 80,岩田康, 0.4, 80,  -9,* 21, 4,  8.1,⑦⑦⑦
 3, 9,Ａポイマンドレｰス, 71,竹之下, 1.0, 68,  -3,* 12, 2,  4.9,⑩⑩⑧, 3, 8,Ｃブラストオンセット, 57,丸田恭, 0.3, 65,*  3,   0, 2,  4.8, ①①, 3, 9,Ｉロッソトウショウ, 77,松田大, 0.5, 80,  -6,  25, 5, 26.9,⑤⑤⑤, 3, 3,Ｋサトノロマネ, 73,中舘英, 0.4, 79,  -5,  16, 3,  4.8,③③④
 4, 4,Ｋルドゥｰテ, 48,丸山元, 1.5, 65,  -2,   5,10,179.9,②④⑥, 4, 2,Ｂコアレスフラッシュ, 59,中舘英, 0.7, 59,  -2,   0, 6, 19.6, ④③, 4, 7,Ｈキクノプログレッソ, 77,川島信, 0.6, 74,  -6,  24,10,267.9,③④④, 4,12,Ｅセトノアンテウス, 79,安藤勝, 0.5, 77,  -5,  15, 1,  3.4,⑤④③
 5, 8,Ｆショウナンタイリン, 57,岩田康, 1.7, 63,  -2,   4, 4,  8.9,⑥⑥⑦, 5, 6,Ｊクロスロｰド, 48,岩田康, 0.9, 58,  -4,  -1, 3,  6.7, ⑦⑤, 5,10,Ｆウィッシュビｰワン, 81,中舘英, 0.6, 75,* -5,  22, 4,  8.9,④③③, 5, 6,Ａコアレスストｰム, 83,丸田恭, 0.6, 72,* -1,   7, 9, 33.5,①①①
 6,13,Ｂツクバショウグン, 71,藤田伸, 1.7, 62,  -2,   4, 1,  1.6,⑧⑦④, 6, 4,Ｅユメヲカナエル, 55,田中博, 1.1, 56,  -5,  -2, 4,  7.3, ⑥⑦, 6,11,Ｃトｰセンゴライアス, 84,横山典, 0.8, 74,  -6,  23, 3,  7.0,⑥⑥⑥, 6, 5,Ｇテｰオｰエンペラｰ, 76,藤田伸, 0.8, 75,  -7,  14, 6, 10.2,④⑥⑤
 7, 2,Ｇスイｰトフロｰラル, 57,丸田恭, 1.8, 63,  -5,   9, 6, 35.8,⑪⑪⑩, 7, 3,Ｄヒノデドリｰム, 56,丸山元, 1.4, 52, -10,  -2, 8, 51.7, ⑫⑨, 7, 8,Ｇコスモアブソルｰト, 81,宮崎北, 1.1, 73, -10,* 26, 8,134.3,⑩⑩⑩, 7, 1,Ｎオリエンタルロック, 51,武幸四, 0.9, 77, -11,* 18,14,108.8,⑫⑩⑫
 8, 5,Ｉユメヒマワリ, 52,武英智, 2.2, 58,* -1,  -3, 8, 53.9,③②⑤, 8,11,Ｉフィｰルドダンス, 49,荻野琢, 1.5, 53,  -2,  -8, 9, 53.9, ⑤⑥, 8, 2,Ｅマイグロｰリアス, 82,池添謙, 1.2, 73,  -8,  22, 6, 34.8,⑧⑨⑧, 8,13,Ｈエテルノ, 75,秋山真, 0.9, 75, -11,* 18,11, 48.1,⑪⑪⑩
 9, 6,Ｌジャズロック, 46,荻野琢, 2.2, 61,*  0,  -3, 9, 96.8,④③②, 9, 5,Ｋデルマアヌビス, 48,竹之下, 1.5, 52,  -8,  -4,11,191.3, ⑨⑩, 9, 4,Ｄマルサンテクニカル, 82,竹之下, 1.3, 72,  -7,  20, 7, 57.2,⑨⑦⑨, 9, 4,Ｌサクラモサ, 71,田中博, 1.0, 72,  -9,  13,13, 72.8,⑧⑧⑨
10, 7,Ｈハワイアンシェｰナ, 52,国分優, 2.5, 58,  -3,   0,12,567.6,⑨⑨⑪,10, 7,Ｇウイニングドラゴン, 51,小原義, 1.9, 48,  -7,  -7, 5, 12.5, ⑩⑧,10, 3,Ｊウグイスジョウ, 75,長谷川, 1.6, 72,  -8,  19,11,275.6,⑦⑧⑦,10, 9,Ｍトシザコジｰン, 65,上村洋, 1.3, 67,  -6,   5, 8, 30.7,⑥⑤⑥
11, 1,Ｊインディアンボス, 48,菊沢隆, 2.9, 56,  -3,  -4,11,398.5,⑦⑧⑨,11, 1,Ｌゴｰルデンスイ, 31,小野寺, 2.6, 40, -10, -13,12,217.8, ⑪⑫,11, 5,Ｋイｰサンジャンパｰ, 69,藤岡佑, 1.9, 68, -10,  19, 9,218.0,⑪⑪⑪,11,10,Ｂジャングルテクノ, 80,藤岡佑, 1.3, 72, -13,  17,12, 69.7,⑬⑭⑭
12,12,Ｅオｰスミホｰネット, 63,小林徹, 2.9, 57,  -6,   2, 7, 40.2,⑫⑫⑫,12,12,Ｈコメットシャワｰ, 50,川島信, 2.6, 39,  -5, -16,10, 66.7, ⑧⑪,,,,,,,,,,,,,12, 8,Ｉアイアンデュｰク, 75,横山典, 1.3, 69, -11,  13, 5,  9.4,⑭⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,Ｆサダムイダテン, 76,四位洋, 1.4, 67,  -9,   8, 7, 20.2,⑩⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｊスパラｰト, 75,宮崎北, 1.5, 68, -12,  13,10, 37.2,⑨⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,
"単勝:2,840円 複勝:11=550円 03=180円 09=200円 枠連:3,130円",,,,,,,,,,,,"単勝:4,000円 複勝:10=630円 09=110円 08=160円 枠連:3,860円",,,,,,,,,,,,単勝:170円 複勝:01=110円 06=110円 09=330円 枠連:270円,,,,,,,,,,,,単勝:430円 複勝:11=160円 02=220円 03=210円 枠連:790円,,,,,,,,,,,
"馬連:4,790円 ワイド:03-11=1,300円 09-11=1,720円 03-09=420円",,,,,,,,,,,,"馬連:3,430円 ワイド:09-10=1,120円 08-10=1,770円 08-09=230円",,,,,,,,,,,,馬連:290円 ワイド:01-06=160円 01-09=680円 06-09=830円,,,,,,,,,,,,"馬連:1,770円 ワイド:02-11=620円 03-11=550円 02-03=750円",,,,,,,,,,,
"馬単:10,860円 3連複:8,680円 3連単:66,800円",,,,,,,,,,,,"馬単:10,100円 3連複:4,080円 3連単:53,560円",,,,,,,,,,,,"馬単:410円 3連複:1,770円 3連単:3,010円",,,,,,,,,,,,"馬単:3,020円 3連複:3,360円 3連単:18,800円",,,,,,,,,,,
■ 3R  ダ1700m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 9R  芝1200m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,UHB杯,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7, ベビｰネイル,---,横山典,, 57,* -8,*  6, 1,  1.9,②②②, 1, 4,Ａダニエルバロｰズ, 70,小林徹,, 71,* -1,  11, 3,  5.0,①①①, 1, 2,Ｂピサノパテック, 87,横山典,, 90,   1,* 23, 6, 10.0, ⑪⑪, 1, 8,Ｍイイデエｰス, 66,秋山真,, 83,* -3,  20,10, 29.5,②②②
 2, 5, コングラチュレｰト,---,秋山真, 0.8, 53, -10,   4, 7, 35.4,⑥⑥④, 2,12,Ｅトウショウアトム, 65,中谷雄, 0.3, 68,* -2,  10, 9, 34.8,③②②, 2, 6,Ｌウエスタンビｰナス, 81,長谷川, 0.0, 91,* 13,  11,10, 24.5, ①①, 2, 7,Ｊレジェンドブルｰ, 68,宮崎北, 0.2, 81,* -5,  20, 5, 11.7,④③③
 3, 2, ジンダリｰ,---,藤岡佑, 1.0, 50, -10,  -1, 3,  7.4,④③③, 3, 1,Ｂコスモジュゲム, 70,丸田恭, 0.4, 68,  -3,  11, 1,  2.9,②③③, 3,13,Ｍモルトグランデ, 81,三浦皇, 0.0, 91,   8,  16, 8, 14.6, ⑥⑤, 3, 5,Ｂメジロルマン, 78,横山典, 0.2, 81,  -6,  22, 3,  6.7,③④⑤
 4, 1, マリンバラッド,---,荻野琢, 1.3, 49,* -7,  -7, 5, 11.7,①①①, 4, 5,Ｈフォックスブラボｰ, 61,横山典, 0.5, 66,  -3,  10, 5, 12.0,④④④, 4, 1,Ｃランチボックス, 86,武幸四, 0.1, 91,   5,  17, 2,  5.6, ⑧⑦, 4,12,Ｇトモロポケット, 70,芹沢純, 0.4, 84,  -7,* 25, 9, 24.3,⑧⑦⑦
 5, 8, メモリｰアンジェロ,---,岩田康, 1.4, 49, -11,   0, 2,  2.9,⑦⑦⑦, 5, 2,Ｇティフィン, 62,安藤勝, 0.5, 67,  -4,  12, 2,  3.1,⑤⑤⑤, 5,11,Ｋドラゴンウェルズ, 83,藤岡佑, 0.1, 90,   7,  16, 9, 22.9, ⑦⑧, 5, 4,Ｄハギノトラスト, 74,三浦皇, 0.6, 80,  -7,  21, 4,  7.5,⑥⑧⑧
 6, 4, ナムラアンカｰ,---,藤田伸, 1.4, 47, -11,  -3, 4, 11.3,⑤⑤⑥, 6,11,Ｄリバｰトップガン, 65,三浦皇, 0.8, 66,  -4,  11, 4,  7.9,⑧⑥⑥, 6, 8,Ｇタニノマティｰニ, 84,秋山真, 0.1, 90,   5,  18, 7, 10.1, ⑨⑨, 6, 1,Ａフサイチダイチャン, 83,四位洋, 0.6, 79,  -8,  19, 1,  3.2,⑬⑥⑥
 7, 6, メイショウラリｰ,---,三浦皇, 2.9, 36, -10, -17, 6, 30.5,③④⑤, 7, 9,Ｋボスオブザリンド, 53,四位洋, 1.0, 65,  -5,  10,10,100.9,⑨⑧⑧, 7, 7,Ａトレノジュビリｰ, 91,岩田康, 0.2, 88,   2,* 20, 3,  5.8, ⑫⑫, 7,16,Ｅフィックルベリｰ, 72,藤田伸, 0.7, 81,  -8,  22, 2,  3.7,⑨⑪⑨
 8, 3, デルマメッサリｰナ,---,宮崎北, 3.7, 31, -14, -15, 8,124.3,⑧⑧⑧, 8, 8,Ｆメイショウアッチラ, 62,川島信, 1.0, 65,  -8,* 17, 8, 33.2,⑬⑫⑪, 8, 4,Ｐウエスタンダンサｰ, 72,池添謙, 0.4, 86,   9,  10,13, 80.0, ④③, 8, 2,Ｈゴｰルドウェｰヴ, 69,丸田恭, 0.7, 82, -11,* 29,11, 62.8,⑭⑮⑫
,,,,,,,,,,,, 9, 7,Ｉケンマ, 60,宮崎北, 1.1, 62,  -7,  12, 7, 30.6,⑩⑩⑨, 9, 9,Ｆシンボリウエスト, 84,田中博, 0.5, 84,* 13,   5,12, 40.2, ②②, 9,15,Ｃブルｰリッチ, 75,中舘英, 0.7, 75,* -3,   9, 8, 19.4,①①①
,,,,,,,,,,,,10, 6,Ｊネヴァウブロ, 55,小野寺, 1.6, 60,  -6,   6,13,238.3,⑥⑨⑩,10, 3,Ｉアｰバンストリｰト, 83,上村洋, 0.7, 83,  -5,* 20, 4,  8.1, ⑭⑬,10, 9,Ｆマルラニビスティｰ, 70,池添謙, 0.7, 77,  -6,  15, 6, 13.6,⑤⑤④
,,,,,,,,,,,,11, 3,Ｌキリシマノホシ, 53,丸山元, 1.7, 60,  -5,   4,12,118.7,⑦⑦⑦,11,14,Ｄマイネルハｰティｰ, 85,中舘英, 0.7, 83,  -8,* 23,15,133.7, ⑯⑯,11,10,Ｉメイショウベｰネ, 69,藤岡佑, 0.9, 77,  -9,  19, 7, 19.2,⑩⑩⑩
,,,,,,,,,,,,12,10,Ｃゲンパチデピュティ, 65,田中博, 4.5, 40,  -8, -16, 6, 16.8,⑫⑪⑫,12,10,Ｊエｰシンエフダンズ, 83,藤田伸, 0.8, 81,   4,  10, 1,  4.3, ⑩⑩,12,14,Ｋケイエスユリ, 68,小林徹, 1.3, 74, -10,  18,13,162.8,⑫⑬⑬
,,,,,,,,,,,,13,13,Ｍマルタカクリスタル, 48,中舘英, 5.7, 32, -11, -19,11,116.2,⑪⑬⑬,13,16,Ｏロイヤルキャンサｰ, 75,丸山元, 1.0, 78,   9,   2,16,452.1, ⑤⑥,13,11,Ｎタガノブレｰド, 62,岩田康, 1.5, 74, -13,  22,12, 69.5,⑮⑯⑭
,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｅナカヤマパラダイス, 84,丸田恭, 1.0, 77,* 12,   0,14, 91.3, ③④,14, 3,Ｌフィｰルドウイナｰ, 67,武英智, 1.7, 67, -10,  11,16,268.0,⑯⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｎアドマイヤホクト, 78,安藤勝, 1.1, 77,  -3,  12,11, 29.2, ⑬⑭,15,13,Ｐオルｰロ, 50,長谷川, 2.8, 55, -10,  -3,14,187.0,⑪⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｈブラックバｰスピン, 83,四位洋, 1.4, 73,  -5,  11, 5,  9.1, ⑮⑮,16, 6,Ｏティリブルティｰト, 62,国分優, 4.0, 37,  -8, -27,15,251.7,⑦⑨⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:0),,,,,,,,,,,
単勝:190円 複勝:07=110円 05=470円 02=200円 枠連:0円,,,,,,,,,,,,"単勝:500円 複勝:04=200円 12=580円 01=140円 枠連:5,600円",,,,,,,,,,,,"単勝:1,000円 複勝:02=350円 06=750円 13=440円 枠連:3,070円",,,,,,,,,,,,"単勝:2,950円 複勝:08=680円 07=340円 05=280円 枠連:15,910円",,,,,,,,,,,
"馬連:2,570円 ワイド:05-07=730円 02-07=380円 02-05=1,480円",,,,,,,,,,,,"馬連:6,940円 ワイド:04-12=2,560円 01-04=360円 01-12=1,520円",,,,,,,,,,,,"馬連:12,340円 ワイド:02-06=3,220円 02-13=1,920円 06-13=4,090円",,,,,,,,,,,,"馬連:15,330円 ワイド:07-08=3,440円 05-08=2,880円 05-07=1,520円",,,,,,,,,,,
"馬単:3,320円 3連複:4,230円 3連単:20,220円",,,,,,,,,,,,"馬単:14,810円 3連複:7,840円 3連単:64,450円",,,,,,,,,,,,"馬単:23,670円 3連複:35,970円 3連単:312,940円",,,,,,,,,,,,"馬単:39,790円 3連複:32,960円 3連単:334,390円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
