09年 4月26日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月26日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1150m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,燧ヶ岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａオｰミレイライン, 69,太宰啓,, 66,   0,*  4, 2,  5.0, ⑦③, 1, 3,Ｃシルバｰビｰト, 63,北村友,, 69,   7,*  1, 5,  9.1,③②③, 1, 8,Ａシンボリシュタルク, 72,中舘英,, 68,*  8,  -2, 1,  3.2, ①①, 1, 4,Ｃエアクラマン, 71,大野拓,, 72,   6,*  1, 8, 14.8,⑩⑪⑥
 2, 8,Ｃバルバロッサ, 64,宮崎北, 0.1, 65,*  2,*  2, 6, 16.8, ②②, 2, 2,Ｇセイカドルチェ, 60,吉田隼, 0.7, 66,   6,  -2, 6, 16.5,⑤④②, 2,10,Ｄレインボｰルシファ, 69,宮崎北, 0.1, 65,   2,   2,10, 23.3, ⑦⑦, 2, 3,Ａメジロレディｰ, 76,長谷川, 0.3, 70,*  9, -14, 3,  6.6,⑨③①
 3, 4,Ｂミッキｰシュタルク, 66,小野次, 0.1, 66,*  3,   1, 1,  1.8, ①①, 3, 7,Ｈシゲルサヌキフジ, 58,河北通, 0.9, 65,   3,*  1, 8, 41.6,⑨⑧⑦, 3, 2,Ｉキンシニュｰストン, 66,赤木高, 0.2, 61, -11,* 12, 5, 10.8, ⑮⑮, 3, 1,Ｆスマｰトファントム, 69,中舘英, 0.5, 69,   7, -10, 1,  3.7,⑭⑦③
 4, 5,Ｅマンシュウクロフネ, 61,西田雄, 1.3, 55,   0,  -7, 4, 14.0, ⑤④, 4, 8,Ｄレオビンテｰジ, 63,大野拓, 1.5, 60,   6, -10, 3,  6.1,⑦⑥⑤, 4,15,Ｐオｰミバンディエラ, 46,中谷雄, 0.2, 64,  -2,   4,12, 74.4, ⑪⑩, 4, 5,Ｌサウンドロｰデッド, 62,古川吉, 0.9, 68,   5,* -6,14, 69.9,⑫⑬⑨
 5,10,Ｆマザｰロｰド, 61,中舘英, 1.5, 52,*  1, -10, 3,  8.1, ③⑤, 5,10,Ｆウメノスキャタｰ, 60,宮崎北, 1.8, 58,  -2,*  0, 9, 61.2,⑪⑫⑩, 5,13,Ｊケイティラブ, 65,野元昭, 0.3, 64,   2,   0, 9, 21.0, ⑧⑧, 5,13,Ｋグランプリカメ, 63,北村友, 0.9, 65,   7, -14,12, 40.5,⑬⑨⑤
 6, 7,Ｈカシノコロン, 58,二本柳, 1.5, 53,  -3,  -5, 9, 32.7, ⑩⑨, 6,13,Ｅドリｰムアスパイア, 61,中舘英, 1.8, 56,* 13, -25, 2,  5.9,①①①, 6, 4,Ｃテイエムカイブツ, 71,松山弘, 0.3, 64,   2,   0, 2,  5.1, ⑥⑥, 6,12,Ｊエイデンダンス, 63,的場勇, 1.1, 62,   8, -17, 9, 16.2,⑦⑧⑩
 7,13,Ｉメジロハイヌｰン, 50,的場勇, 1.5, 52,  -9,  -1, 5, 16.8, ⑫⑫, 7, 6,Ｂマイネルサウダｰジ, 66,石橋脩, 2.0, 56,   7, -15, 4,  7.0,④③④, 7,16,Ｈフェミニンワイルド, 68,松田大, 0.4, 65,   4,  -2, 3,  6.6, ⑤⑤, 7, 6,Ｈテイエムチｰタｰ, 66,太宰啓, 1.3, 63,*  9, -23, 7, 14.1,④④④
 8,12,Ｊシルシ, 46,嘉藤貴, 1.5, 51, -15,*  5,16,275.2, ⑭⑭, 8, 9,Ｊシルクフォｰナイン, 57,田中博, 2.6, 54,   1,  -8, 7, 38.8,⑫⑪⑨, 8,14,Ｋフェｰルクｰクｰ, 64,小野次, 0.8, 61,*  7,  -8,11, 28.0, ③③, 8,10,Ｉファｰトゥム, 65,吉田隼, 1.9, 59,   8, -28,10, 25.1,⑥⑥⑧
