09年12月26日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月26日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■10R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9,14,Ｃシャイニｰブラック, 58,藤岡佑, 1.6, 48,  -6,  -5,10, 73.9,⑨⑧⑨, 9, 8, ユｰセイヤマトオｰ,,出津孝,202.4,,,, 6, 19.7,⑩⑨⑨, 9, 3, スズカロｰゼ,---,武豊  , 0.9, 34, -40,   2, 2,  3.9, ⑥⑤, 9, 7,Ｃマイネルキｰロフ, 82,内田博, 1.4, 74,  11,  -6, 5, 22.6,⑤⑤⑤
10, 8,Ｄフミノヤマビコ, 57,幸英明, 1.8, 48,  -9,   0,11, 90.6,⑬⑮⑮,10,12, カシノヨウスケ,,岩崎祐,202.6,,,, 5, 12.8,⑦⑦⑦,10, 4, セレナデスタン,---,デムｰ, 1.3, 34, -43,   5, 8, 33.5, ⑩⑩,10, 4,Ｌマルイチクエスト, 69,藤岡康, 1.9, 68,  11, -11,12,183.8,⑥⑥⑥
11, 4,Ｈピサノファンゴッホ, 52,浜中俊, 1.9, 47,  -6,  -8, 4, 22.4,⑧⑦⑧,11, 5, ファイトシｰン,,植野貴,203.0,,,,11, 82.2,⑬⑬⑬,11, 1, オンワｰドホｰプ,---,和田竜, 1.5, 32, -47,   5,12,110.7, ⑫⑬,11,12,Ｇエｰシンコンファｰ, 81,デムｰ, 2.0, 68,   8,  -8, 7, 25.5,⑧⑨⑨
12, 1,Ｌメイプリマベｰラ, 42,武幸四, 1.9, 50,  -8,  -4,12,122.3,⑩⑪⑩,12,14, コｰド,,柴田未,203.2,,,, 9, 52.5,⑧⑩⑧,12, 2, ラｰトリｰ,---,川田将, 1.7, 25, -41,  -6,11, 96.1, ⑤⑦,12, 3,Ｊシルクダッシュ, 78,藤岡佑,14.1,-46, -30, -86,11,157.9,⑫⑫⑫
13, 5,Ｎジパングダマシイ, 40,角田晃, 2.0, 48,  -7,  -5,13,230.4,③⑩⑫,13, 7, ライブリシュロム,,仲田雅,203.3,,,, 8, 44.8,⑪⑫⑫,13, 7, ハｰトロック,---,岩田康, 2.5,  9, -38, -24, 3,  7.0, ②③,,,,,,,,,,,,
14,13,Ｍロスマリン, 41,藤岡康, 2.3, 46,  -8,  -5,14,236.2,⑭⑬⑬,14,10, ブロｰヒッタｰ,,浜野谷,205.1,,,,13,110.9,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
15, 7,Ｏシゲルウジヤス, 37,酒井学, 3.1, 41, -10,  -9,16,405.6,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 6,Ｐコスモガジェット, 30,石橋守, 5.7, 25,  -8, -35,15,400.2,⑪⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-23 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,
単勝:140円 複勝:16=110円 03=610円 02=130円 枠連:760円,,,,,,,,,,,,"単勝:10,710円 複勝:13=1,600円 02=140円 01=280円 枠連:3,250円",,,,,,,,,,,,単勝:190円 複勝:13=130円 06=550円 08=310円 枠連:460円,,,,,,,,,,,,単勝:540円 複勝:05=150円 10=110円 01=340円 枠連:180円,,,,,,,,,,,
"馬連:3,240円 ワイド:03-16=1,140円 02-16=150円 02-03=1,050円",,,,,,,,,,,,"馬連:20,060円 ワイド:02-13=4,310円 01-13=12,370円 01-02=530円",,,,,,,,,,,,"馬連:2,170円 ワイド:06-13=990円 08-13=570円 06-08=2,900円",,,,,,,,,,,,"馬連:440円 ワイド:05-10=220円 01-05=1,090円 01-10=560円",,,,,,,,,,,
"馬単:4,340円 3連複:2,860円 3連単:16,030円",,,,,,,,,,,,"馬単:49,380円 3連複:40,230円 3連単:472,470円",,,,,,,,,,,,"馬単:3,020円 3連複:8,900円 3連単:30,810円",,,,,,,,,,,,"馬単:1,320円 3連複:2,130円 3連単:9,810円",,,,,,,,,,,
■ 2R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 5R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝2000m 2 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵNIKKEI杯2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｈゼンノベラｰノ, 53,角田晃,, 62,   8,  -8,11, 42.8, ④④, 1, 2,Ｈエｰシンリタｰンズ, 57,四位洋,, 63, -10,*  0, 7, 31.8, ⑩⑪, 1,14,Ｂフロムスクラッチ, 76,佐藤哲,, 75,* 11,   4, 3,  5.3, ①①, 1, 3,Ａヴィクトワｰルピサ, 79,武豊  ,, 77,   1,* 23, 1,  1.6,⑪⑩⑨
 2,12,Ｃシゲルタダカツ, 59,和田竜, 0.3, 60,* 10, -13, 3,  4.8, ③③, 2,10,Ｎサンライズモｰル, 50,川田将, 0.2, 58,* -8, -10, 8, 40.3, ②②, 2, 7,Ｆマヤフィオｰレ, 72,和田竜, 0.0, 76,* 10,   7, 5,  9.9, ②②, 2,13,Ｄコスモファントム, 74,和田竜, 0.0, 76,*  4,  16, 2,  6.4,②②②
 3,14,Ｏノルマンディｰ, 36,川田将, 0.3, 58,   5,* -8, 1,  4.5, ⑧⑧, 3, 7,Ｂスマｰトフォｰカス, 75,和田竜, 0.3, 57,  -9,  -8, 2,  4.0, ⑥⑥, 3, 4,Ｉカフェレジェンド, 69,内田博, 0.4, 72,   2,* 10, 2,  4.9, ⑧⑨, 3, 4,Ｎダノンシャンティ, 56,内田博, 0.2, 76,   1,  20, 7, 27.8,⑥⑧⑧
 4, 3,Ｇビップピュアレディ, 55,内田博, 0.3, 59,   3,* -4, 6, 16.2, ⑬⑪, 4, 1,Ｆアドマイヤツバサ, 58,岩田康, 0.3, 61, -13,*  1, 3,  8.9, ⑭⑭, 4,10,Ｅマイネルエルドラド, 72,デムｰ, 0.5, 70,   5,   5, 6, 11.8, ⑨⑦, 4, 1,Ｋヒルノダムｰル, 66,藤田伸, 0.2, 76,   0,* 22, 3,  8.1,⑨⑨⑩
 5,13,Ａシルククラリティ, 63,小牧太, 0.3, 58,   6,  -8, 2,  4.8, ⑩⑨, 5, 5,Ａムｰンライトソｰド, 78,武豊  , 0.4, 57, -10,  -5, 1,  1.8, ⑪⑫, 5, 9,Ｌビヨンドマックス, 67,武幸四, 0.6, 72,   1,   9, 9, 17.6, ⑪⑩, 5, 7,Ｌアドマイヤテンクウ, 65,岩田康, 0.2, 75,  -2,* 24,10, 66.1,⑩⑪⑫
 6,15,Ｊツルマルライダｰ, 49,幸英明, 0.4, 59,* 12, -17, 4,  4.8, ①①, 6, 6,Ｌドリｰムセｰリング, 56,内田博, 0.5, 55,  -9, -11, 5, 16.9, ⑤⑤, 6, 8,Ａクイックメｰル, 77,小牧太, 0.8, 68,   5,   4, 4,  7.9, ⑥⑥, 6, 6,Ｏエクセルサス, 53,川田将, 0.3, 73,*  3,  14,11, 85.0,④⑥⑤
 7, 2,Ｍスクｰデリアピサ, 39,岩田康, 0.4, 58,   8, -11, 5,  9.7, ⑥⑥, 7, 9,Ｍロｰドホｰリｰ, 55,藤田伸, 0.5, 57, -12,  -5, 4, 16.8, ⑬⑬, 7, 1,Ｇピュアマリｰン, 72,石橋守, 0.8, 70,  -2,* 11, 1,  4.3, ⑯⑫, 7,14,Ｇエｰシンウェズン, 70,小牧太, 1.1, 62,*  4,  -1, 8, 29.6,①①①
 8,11,Ｋトウショウヒｰロｰ, 48,四位洋, 0.6, 56,   7, -12,10, 30.2, ⑦⑦, 8,13,Ｑオｰスミマリオン, 44,武幸四, 0.5, 60, -12,  -4,12,127.8, ⑰⑰, 8,11,Ｈアルフェラッツ, 70,藤田伸, 0.8, 68,  -1,   9,11, 33.9, ⑫⑬, 8,15,Ｅサクラエルドｰル, 72,藤岡佑, 1.3, 61,*  3,  -1, 4, 13.1,⑤③③
 9, 5,Ｂプリティスタｰ, 61,池添謙, 1.4, 52,* 11, -23, 8, 17.9, ②②, 9, 4,Ｊアルメｰリヒ, 57,藤岡康, 0.5, 57, -13,  -3,10, 45.4, ⑯⑯, 9,13,Ｄセレスコクオｰ, 74,池添謙, 0.8, 68,   7,   1, 7, 13.7, ④④, 9,10,Ｃアドマイヤプリンス, 74,安藤勝, 1.5, 62,  -1,   7, 6, 20.3,⑫⑫⑭
10, 8,Ｌクニフォフィア, 47,藤岡佑, 2.6, 41,   3, -23,13, 96.5, ⑭⑭,10,12,Ｋサトノコンテッサ, 56,藤岡佑, 0.5, 60, -14,*  2,15,165.2, ⑱⑱,10, 3,Ｎサラノロクサボｰド, 63,角田晃, 0.9, 68,  -5,* 12,14,108.8, ⑮⑯,10, 9,Ｆタニノエポレット, 71,デムｰ, 1.5, 61,  -1,   6, 9, 49.4,⑭⑬⑪
11, 1,Ｎシｰキングカフェ, 37,浜中俊, 2.6, 41,   8, -31,12, 62.0, ⑤⑤,11,17,Ｅフォｰリアル, 58,五十嵐, 0.7, 54, -10, -11,14,140.4, ⑫⑩,11, 2,Ｋナスノマツカゼ, 68,浜中俊, 0.9, 69,   1,   7,13, 77.9, ⑩⑪,11, 2,Ｊディアブラスト, 66,武幸四, 1.5, 66,  -3,  10,15,214.5,⑬⑭⑮
12, 9,Ｐオリオンザドｰタｰ, 33,藤岡康, 2.7, 41,   5, -28,15,267.6, ⑨⑩,12, 8,Ｄサトノケンオｰ, 59,浜中俊, 0.7, 51,* -8, -17, 9, 44.6, ①①,12, 5,Ｃタマモトワイライト, 74,岩田康, 1.1, 66,   6,  -1, 8, 15.5, ⑤⑤,12,12,Ｈアイウォントユｰ, 70,幸英明, 1.5, 63,  -1,   9,14,204.3,⑮⑮⑬
13, 7,Ｆザハブ, 56,デムｰ, 3.0, 37,   5, -30, 7, 16.4, ⑫⑫,13,16,Ｒジャクソンバロｰズ, 38,角田晃, 0.9, 48,* -8, -20,11, 47.5, ③③,13, 6,Ｊヤマサラグランジュ, 69,幸英明, 1.2, 66,   4,   2,10, 24.5, ⑦⑧,13, 5,Ｂメイショウホンマル, 78,池添謙, 2.1, 54,   1,  -8, 5, 16.2,⑦⑦⑥
14,10,Ｉアンテリジェンス, 51,藤田伸, 3.0, 37,  -1, -22,14,155.1, ⑮⑮,14,14,Ｉシャイニｰナイト, 57,小牧太, 1.0, 48,  -9, -17, 6, 18.4, ⑧⑨,14,12,Ｍニチドウダイヤ, 67,藤岡康, 1.5, 63,*  9,  -6,12, 45.4, ③③,14, 8,Ｍヘイダｰリン, 65,佐藤哲, 2.3, 49,*  3, -14,12, 97.7,③④④
15, 6,Ｅエムオｰゴｰルド, 56,佐藤哲, 3.0, 37,   3, -28, 9, 28.1, ⑪⑬,15,18,Ｏテイエムフジスタｰ, 50,幸英明, 1.1, 46,* -8, -21,16,171.3, ④④,15,16,Ｏマザｰロｰド, 57,酒井学, 1.9, 60,  -3,   1,15,134.7, ⑬⑮,15,11,Ｉマストハブ, 67,四位洋, 2.4, 50,*  3, -14,13,182.8,⑧⑤⑦
,,,,,,,,,,,,16, 3,Ｃケｰジｰモモタロウ, 62,石橋守, 1.2, 48, -13, -13,18,181.7, ⑮⑮,16,15,Ｐテイエムプレストン, 56,高井彰, 2.7, 51,  -2,  -7,16,197.1, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,17,11,Ｐマイネルリブレット, 44,池添謙, 1.2, 46,  -9, -21,17,175.8, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,15,Ｇエリモエクセレント, 57,酒井学, 1.6, 38,  -9, -27,13,136.4, ⑨⑧,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:0),,,,,,,,,,,
"単勝:4,280円 複勝:16=890円 12=160円 14=190円 枠連:2,160円",,,,,,,,,,,,"単勝:3,180円 複勝:02=860円 10=660円 07=180円 枠連:2,300円",,,,,,,,,,,,単勝:530円 複勝:14=230円 07=280円 04=200円 枠連:750円,,,,,,,,,,,,単勝:160円 複勝:03=110円 13=150円 04=450円 枠連:450円,,,,,,,,,,,
"馬連:9,290円 ワイド:12-16=2,630円 14-16=2,520円 12-14=580円",,,,,,,,,,,,"馬連:34,390円 ワイド:02-10=8,880円 02-07=2,030円 07-10=1,520円",,,,,,,,,,,,"馬連:2,630円 ワイド:07-14=1,070円 04-14=730円 04-07=1,190円",,,,,,,,,,,,"馬連:450円 ワイド:03-13=220円 03-04=630円 04-13=2,040円",,,,,,,,,,,
"馬単:25,790円 3連複:11,540円 3連単:125,860円",,,,,,,,,,,,"馬単:82,540円 3連複:56,660円 3連単:618,380円",,,,,,,,,,,,"馬単:4,730円 3連複:4,810円 3連単:28,380円",,,,,,,,,,,,"馬単:610円 3連複:2,190円 3連単:7,040円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,摂津特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｆケイエスケイト, 60,佐藤哲,, 61,* -9,  -2, 6, 51.3, ②②, 1,10, タカノキング,---,酒井学,, 67,* -1,*  2,10, 88.0, ②②, 1,11,Ｏブライティアパルス, 74,藤岡康,, 86,* 18,  -3, 6, 15.6, ①①, 1,12,Ｍアｰスワンハｰト, 77,小牧太,, 78,*  3,  13, 9, 21.5,②②②
 2,16,Ｎテイエムキングダム, 49,和田竜, 0.1, 62, -12,   1, 9, 59.9, ④④, 2, 1, カレンチャン,---,武豊  , 0.2, 64,  -6,*  5, 1,  1.6, ⑥⑥, 2, 5,Ｍメジロラフィキ, 77,浜中俊, 0.4, 86,   4,* 16, 8, 23.3, ⑨⑨, 2, 4,Ｇトｰセンスタｰン, 81,デムｰ, 0.1, 80,   1,* 17, 6, 10.9,⑨⑫⑪
 3, 4,Ｏアスカトップレディ, 49,藤田伸, 0.1, 65, -13,   6,17,242.8, ⑦⑤, 3, 4, ヒシビビッド,---,佐藤哲, 0.5, 61,*  0,  -3, 2,  4.9, ①①, 3, 3,Ｃフサイチオフトラ, 82,川田将, 0.4, 84,   8,   7, 2,  5.7, ③③, 3,16,Ｏシルクダイナスティ, 75,武幸四, 0.1, 85,   0,* 20,13, 79.1,⑮⑮⑭
 4,12,Ｃホットチリペッパｰ, 66,武豊  , 0.1, 64, -13,   5, 4, 11.2, ⑤⑥, 4, 2, ラブアスコットｰ,---,岩田康, 1.8, 49, -12,  -3, 5, 26.4, ⑪⑨, 4,16,Ｋハギノトラスト, 78,石橋守, 0.7, 80,   8,   4, 9, 25.6, ⑤⑤, 4,14,Ａハイロｰラｰ, 85,幸英明, 0.2, 78,*  3,  13, 2,  4.1,⑪⑪⑤
 5, 3,Ａセイクリッドセブン, 71,岩田康, 0.1, 68, -19,* 14, 1,  2.0, ⑭⑭, 5, 3, ビントサリエ,---,藤田伸, 1.8, 50,  -9,  -5, 4, 12.0, ⑧⑧, 5,18,Ｅマイネルクラッチ, 81,内田博, 0.7, 80,*  9,   0, 7, 17.5, ②②, 5, 2,Ｊウィッシュビｰワン, 79,佐藤哲, 0.2, 78,*  3,  13,10, 46.2,③③③
 6,18,Ｇデンコウセッカチ, 60,石橋守, 0.2, 63, -13,   3,11, 82.4, ⑥⑦, 6,13, ボｰンストｰン,---,和田竜, 2.0, 48, -13,  -4, 8, 43.4, ⑩⑩, 6,17,Ａアグネスサクラ, 85,武豊  , 0.7, 82,   4,* 12, 1,  2.1, ⑩⑩, 6,13,Ｎジェンティリティｰ, 76,藤岡康, 0.3, 77,*  3,   9,15,205.7,①①①
 7,10,Ｐマイネルアクア, 46,幸英明, 0.3, 56,* -5, -12,16,206.0, ①①, 7, 9, シゲルシゲザネ,---,幸英明, 2.0, 48,  -4, -12, 3,  5.5, ③③, 7, 7,Ｇマヤノベンケイ, 79,和田竜, 0.8, 80,   5,   6,13, 57.2, ⑦⑥, 7, 5,Ｆスカｰレットライン, 81,内田博, 0.3, 78,   2,  14, 7, 11.8,⑥⑧⑦
 8, 9,Ｂセイウンホルス, 69,デムｰ, 0.4, 58, -12,  -3, 3,  5.7, ③③, 8, 6, キクノアルバ,---,小牧太, 2.4, 44,  -5, -14, 6, 29.6, ⑤⑤, 8, 2,Ｄロｰドエキスパｰト, 82,デムｰ, 0.9, 80,   1,* 11, 3,  7.6, ⑪⑪, 8, 7,Ｉエｰシンエヴァン, 79,野元昭, 0.4, 79,   2,  12,14,168.6,⑧⑥⑥
 9,15,Ｄジャポニズム, 63,池添謙, 0.5, 60, -14,   1, 2,  3.2, ⑩⑩, 9, 7, ナムラアメイズ,---,内田博, 2.7, 42,  -8, -15, 7, 34.8, ⑦⑦, 9, 9,Ｉディｰプスピリット, 78,岩田康, 1.0, 79,   0,* 13, 4, 13.9, ⑭⑬, 9,11,Ｄアドマイヤシャトル, 83,岩田康, 0.5, 78,  -1,* 18, 1,  3.8,⑯⑯⑯
10, 6,Ｈキョウワティアラ, 54,藤岡康, 0.9, 55, -15,  -3,14,140.0, ⑧⑧,10,11, キャニオンシュネル,---,池添謙, 2.7, 42,  -3, -19,11,118.1, ④④,10, 1,Ｌメイショウジェイ, 78,佐藤哲, 1.1, 75,   5,   3,11, 34.6, ⑥⑧,10,15,Ｈゴッドエンブレム, 80,藤田伸, 0.6, 75,*  3,   9, 8, 15.9,⑤④④
11, 7,Ｉサｰベルダンス, 52,浜中俊, 0.9, 58, -20,   4, 7, 51.9, ⑮⑮,11,12, カネトシトキメキ,---,藤岡康, 4.3, 29,  -9, -27, 9, 75.6, ⑨⑪,11,14,Ｑカシノマイケル, 72,岩崎祐, 1.2, 74,   5,   0,17,258.6, ⑧⑦,11, 9,Ｅショｰファイトダダ, 82,池添謙, 0.6, 76,   1,  13,12, 59.1,⑭⑬⑫
12,14,Ｊテイエムバゴオｰ, 51,小牧太, 1.0, 55, -17,   0,13,116.7, ⑬⑬,12, 5, カシノモナルダ,---,武幸四, 8.3, -6, -36, -36,12,164.0, ⑫⑫,12,13,Ｈブルｰモｰリシャス, 78,小牧太, 1.2, 77,   0,  10,10, 28.8, ⑬⑮,12, 3,Ｋマッシヴエンペラｰ, 78,和田竜, 0.6, 75,   2,  10, 4,  7.3,④⑤⑧
13, 8,Ｍメイショウコゴロウ, 50,武幸四, 1.1, 54, -16,  -6,12,104.7, ⑨⑨,,,,,,,,,,,,,13,15,Ｆヒカリベルサイユ, 80,金折知, 1.2, 77,   0,  10,12, 53.5, ⑮⑭,13,10,Ｌウインペンタゴン, 77,浜中俊, 0.9, 75,   1,   9,11, 51.2,⑩⑩⑨
14, 2,Ｑエリドゥバビロン, 44,川田将, 1.2, 52, -17,  -5,15,179.2, ⑫⑪,,,,,,,,,,,,,14, 4,Ｎトシザワイルド, 76,四位洋, 1.2, 74,   8,  -3, 5, 14.9, ④④,14, 8,Ｃアイノレグルス, 83,武豊  , 1.0, 75,   1,  10, 5, 10.4,⑬⑭⑩
15, 5,Ｋスカイサｰファｰ, 51,内田博, 1.2, 58, -26,* 10, 8, 53.1, ⑯⑱,,,,,,,,,,,,,15, 8,Ｂアドマイヤダｰリン, 82,藤岡佑, 1.3, 76,  -2,* 11,14, 73.5, ⑯⑯,15, 1,Ｂホワイトベッセル, 83,川田将, 1.3, 72,   1,   7, 3,  6.8,⑫⑨⑮
16,17,Ｌデュｰクビスティｰ, 51,藤岡佑, 1.2, 53, -20,   0,10, 69.1, ⑰⑯,,,,,,,,,,,,,16,10,Ｒマルサンチｰフ, 67,野元昭, 1.5, 73,  -4,  10,18,329.7, ⑰⑰,16, 6,Ｐスリｰベイダｰ, 70,石橋守, 3.7, 56,   2, -15,16,221.2,⑦⑦⑬
17,13,Ｒアイアンアタック, 37,野元昭, 1.4, 48, -17,  -7,18,572.4, ⑪⑫,,,,,,,,,,,,,17, 6,Ｊスｰパｰマｰクン, 78,藤田伸, 1.6, 71,   1,   1,15,136.7, ⑫⑫,,,,,,,,,,,,
