09年 8月15日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月15日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 4R  芝1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9, 7,Ｈスクｰデリアピサ, 41,岩田康, 1.9, 48,  -5, -10, 3,  4.0,⑧⑨⑨, 9, 6, クリｰンチェンジ,---,田中博, 2.7, 32, -15, -23, 7, 38.7,④⑤⑧, 9, 5,Ｅハッピｰネｰション, 69,岩田康, 1.2, 65,   4,  -1, 3,  6.5, ④④, 9, 8,Ｃエリモアラルマ, 78,松田大, 1.2, 64,   0,  -1, 4,  7.8,⑨⑧⑨
10, 8,Ｅジｰルドリル, 46,藤田伸, 2.3, 43,  -2, -18, 2,  3.9,④④⑦,,,,,,,,,,,,,10, 3,Ｈトｰセンモンロｰズ, 66,安藤勝, 1.2, 62,  -7,   5, 4,  7.6, ⑨⑩,10, 1,Ｈツカサゲンキ, 67,古川吉, 1.3, 62,   1,  -4, 8, 61.4,④④④
11,11,Ｄエイシンイチフジ, 47,中舘英, 2.5, 44,  -4, -14, 7, 21.3,⑨⑩⑪,,,,,,,,,,,,,11, 7,Ｌアメリカンヒロイン, 55,柴山雄, 1.3, 62, -10,   8,12,100.6, ⑫⑫,11, 6,Ｍアイスジャッカ, 56,柴山雄, 1.4, 60,  -4,   4,10,103.3,⑫⑬⑬
12, 5,Ｊメジロニコｰル, 41,芹沢純, 2.7, 41,  -5, -14,12,285.5,⑫⑫⑫,,,,,,,,,,,,,12,11,Ｇラスカルデュｰク, 68,長谷川, 1.6, 62,  -4,   1, 9, 27.2, ⑩⑨,12, 5,Ｊカネスアスラン, 64,丸山元, 2.1, 55,  -1,  -6,13,396.0,⑩⑪⑪
13, 9,Ｆキサキタ, 44,四位洋, 4.3, 32,  -4, -32, 4,  7.8,⑦⑦⑬,,,,,,,,,,,,,,,,,,,,,,,,,13, 4,Ｌセイウンホウジョｰ, 57,長谷川, 2.7, 53,   0, -13,12,285.5,⑦⑨⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,
"単勝:300円 複勝:10=150円 04=270円 01=5,980円 枠連:1,080円",,,,,,,,,,,,単勝:360円 複勝:03=130円 04=110円 05=170円 枠連:370円,,,,,,,,,,,,"単勝:2,770円 複勝:10=800円 01=450円 09=310円 枠連:6,500円",,,,,,,,,,,,"単勝:6,510円 複勝:11=850円 03=140円 13=110円 枠連:1,780円",,,,,,,,,,,
"馬連:1,500円 ワイド:04-10=450円 01-10=9,580円 01-04=19,550円",,,,,,,,,,,,馬連:380円 ワイド:03-04=190円 03-05=420円 04-05=340円,,,,,,,,,,,,"馬連:24,050円 ワイド:01-10=6,560円 09-10=3,680円 01-09=2,170円",,,,,,,,,,,,"馬連:12,260円 ワイド:03-11=2,290円 11-13=1,210円 03-13=200円",,,,,,,,,,,
"馬単:2,100円 3連複:79,500円 3連単:293,640円",,,,,,,,,,,,"馬単:870円 3連複:770円 3連単:2,990円",,,,,,,,,,,,"馬単:53,220円 3連複:61,980円 3連単:593,930円",,,,,,,,,,,,"馬単:34,750円 3連複:3,780円 3連単:66,960円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■11R  芝2600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,定山渓特別,,,,,,,,,,,,支笏湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂシャｰズブルｰ, 68,池添謙,, 68,*  1,*  4, 2,  5.1, ②②, 1, 3,Ｂジュモｰ, 70,岩田康,, 76,   0,* 17, 2,  3.1,⑧⑥③, 1, 7,Ｊスイｰトブレナム, 71,横山典,, 80,* -4,  18, 6, 12.0,②②②, 1,14,Ｅマイネルアンサｰ, 79,川島信,, 86,  13,*  9,12, 66.2,⑫⑩⑦
 2, 3,Ｋメイクボックス, 51,三浦皇, 0.4, 63,  -4,*  4, 8, 38.0, ⑤④, 2, 9,Ａユキノクイｰン, 71,中舘英, 0.5, 71,*  2,*  8, 1,  2.4,①①①, 2, 3,Ｃアオゾラペダル, 77,藤田伸, 0.3, 77,  -6,  16, 2,  4.4,③③③, 2, 8,Ｂボｰテセレスト, 83,小林徹, 0.0, 88,  12,* 14,11, 53.9,⑪⑪⑩
 3, 8,Ｉスズカスウィｰプ, 54,岩田康, 0.5, 64,*  1,   0, 5,  8.2, ③③, 3, 1,Ｃレッドストリング, 68,安藤勝, 1.2, 65,*  1,   4, 3,  4.0,④②②, 3, 2,Ｅネオベロｰナ, 74,藤岡佑, 0.3, 81,  -7,* 21, 8, 20.9,⑥⑦⑥, 3, 6,Ｈピエナグッドラック, 77,岩田康, 0.1, 85,  14,   4, 4, 11.8,⑩④③
 4,12,Ｃプロウスト, 68,藤岡佑, 0.5, 62,  -4,   3, 1,  2.4, ⑥⑦, 4, 8,Ｄフミノタカラ, 59,長谷川, 3.0, 57,  -2,  -5,10, 90.8,⑩⑨⑧, 4, 4,Ａレジェンドブルｰ, 81,宮崎北, 0.5, 79,  -8,* 21, 3,  6.2,⑨⑩⑪, 4, 7,Ｆテｰオｰストｰム, 79,藤岡佑, 0.1, 86,  13,*  8, 1,  2.3,⑧⑧④
 5, 2,Ｆフクノライジン, 62,藤田伸, 0.6, 61,  -7,*  5, 6,  9.9, ⑧⑤, 5,10,Ｆキャリコロｰズ, 54,荻野琢, 3.1, 54,*  1, -13, 9, 60.2,③④⑤, 5, 8,Ｈカイゼリン, 72,岩田康, 0.6, 74,  -6,  14, 5, 10.3,④⑤⑤, 5, 1,Ｃヴェルトマイスタｰ, 83,藤田伸, 0.3, 84,* 15,  -3, 2,  3.3,④②②
 6, 6,Ａブラストオンセット, 69,丸田恭, 0.8, 61,*  5,  -5, 3,  5.8, ①①, 6,13,Ｊダイヤモンドフィズ, 48,三浦皇, 3.2, 51,*  2, -13, 5, 16.7,②③④, 6,11,Ｄマルラニビスティｰ, 75,池添謙, 0.7, 76,  -7,  16,12, 45.9,⑦⑧⑧, 6, 5,Ｄロックザキャスバ, 79,中舘英, 0.3, 84,* 18, -12,10, 41.5,①①①
 7, 5,Ｈラッキｰパズル, 54,荻野琢, 0.8, 60,  -7,   3,10,122.6, ⑨⑧, 7, 2,Ｈアッフェルグランデ, 53,国分優, 3.3, 51,  -1, -10, 8, 59.2,⑦⑦⑥, 7, 9,Ｂモルガナイト, 78,三浦皇, 0.7, 73,  -6,  11, 1,  3.3,⑤④④, 7, 2,Ａメイショウベルｰガ, 85,池添謙, 0.3, 85,  13,   4, 3,  5.3,⑦⑥⑨
 8, 9,Ｅヴェスパｰ, 63,横山典, 1.4, 54,  -1,  -6, 4,  6.9, ④⑥, 8, 7,Ｇスマイルトゥゲザｰ, 54,藤岡佑, 3.4, 51,   1, -13, 6, 28.7,⑥⑤⑦, 8, 6,Ｆグリッツェルン, 73,長谷川, 0.7, 70,* -3,   6,13, 58.0,①①①, 8, 9,Ｋサムデイシュアｰ, 76,四位洋, 1.5, 75,  10,  -3, 7, 33.8,⑬⑫⑫
 9, 4,Ｄクレバｰヒロイン, 65,宮崎北, 1.4, 51, -13,   1, 7, 28.3, ⑪⑪, 9, 6,Ｋナイヤンビｰチ, 43,丸山元, 3.7, 49,  -1, -13,11,102.9,⑤⑧⑨, 9,12,Ｎメジロスプレンダｰ, 66,中舘英, 0.8, 75,  -7,  13, 9, 25.7,⑧⑥⑦, 9,11,Ｌマイネルファｰマ, 75,三浦皇, 1.7, 73,  14, -19, 6, 30.6,⑥⑤⑧
10,10,Ｇザバトルメイトル, 55,中舘英, 1.9, 48,  -7,  -7, 9, 39.1, ⑩⑨,10, 5,Ｅエオストレ, 58,宮崎北, 3.7, 49,  -6,  -5, 7, 39.0,⑬⑫⑪,10,10,Ｉクヴァルダ, 72,秋山真, 0.9, 74,  -8,  16, 7, 16.3,⑪⑪⑫,10, 4,Ｉヒシウィンザｰ, 77,丸田恭, 2.2, 67,  13, -20,13,133.9,⑤⑨⑪
11,11,Ｊテイエムヤマビコ, 51,長谷川, 2.2, 47,  -5, -12,11,194.9, ⑦⑩,11,11,Ｌレディラブノット, 29,武士沢, 3.9, 47,  -5,  -7,13,360.5,⑫⑪⑩,11,15,Ｏベイルリ, 65,古川吉, 0.9, 76,  -8,  16,11, 43.6,⑬⑫⑩,11,10,Ｍロｰマンブリッジ, 75,荻野琢, 2.2, 69,* 15, -30, 8, 33.9,③③⑤
12, 7,Ｌフェザｰズビｰン, 38,芹沢純, 2.7, 38, -15,  -9,12,350.0, ⑫⑫,12,12, ディアンサス,---,藤田伸, 6.6, 30,  -7, -29, 4, 12.5,⑪⑬⑫,12, 5,Ｇハッピｰパレｰド, 72,武士沢, 1.0, 70,  -8,  13,10, 27.2,⑩⑨⑨,12,12,Ｊエテルノ, 77,秋山真, 2.2, 69,  13, -23, 9, 35.0,⑨⑦⑥
,,,,,,,,,,,,13, 4,Ｉペイントカフェ, 52,武幸四, 8.1, 27,  -5, -45,12,129.0,⑨⑩⑬,13, 1,Ｋハｰマジェスティ, 69,芹沢純, 1.0, 74, -10,  17, 4,  8.2,⑫⑭⑭,13,13,Ｇマヒオレ, 79,横山典, 4.9, 54,   6, -37, 5, 17.1,⑭⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｌケイエスユリ, 69,小林徹, 1.1, 74, -10,  17,16,443.4,⑭⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,14, ビｰビｰルミナス,---,服部茂, 1.1, 74, -11,  18,15,273.4,⑮⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｍメジロアｰスラ, 66,川島信, 1.1, 75, -12,* 21,14,114.1,⑯⑯⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,
"単勝:510円 複勝:01=230円 03=1,300円 08=260円 枠連:13,950円",,,,,,,,,,,,単勝:310円 複勝:03=110円 09=110円 01=120円 枠連:290円,,,,,,,,,,,,"単勝:1,200円 複勝:07=330円 03=160円 02=530円 枠連:660円",,,,,,,,,,,,"単勝:6,620円 複勝:14=1,940円 08=1,050円 06=340円 枠連:1,860円",,,,,,,,,,,
"馬連:13,060円 ワイド:01-03=5,200円 01-08=960円 03-08=4,120円",,,,,,,,,,,,馬連:290円 ワイド:03-09=140円 01-03=220円 01-09=200円,,,,,,,,,,,,"馬連:2,000円 ワイド:03-07=720円 02-07=2,880円 02-03=1,470円",,,,,,,,,,,,"馬連:84,180円 ワイド:08-14=17,730円 06-14=7,200円 06-08=5,550円",,,,,,,,,,,
"馬単:21,400円 3連複:30,590円 3連単:223,810円",,,,,,,,,,,,"馬単:700円 3連複:260円 3連単:1,450円",,,,,,,,,,,,"馬単:4,460円 3連複:14,250円 3連単:68,880円",,,,,,,,,,,,"馬単:179,940円 3連複:244,720円 3連単:1,498,580円",,,,,,,,,,,
■ 3R  ダ1700m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 9R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,札幌日刊ｽﾎﾟｰﾂ杯,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, ユメノキラメキ,---,藤田伸,, 65,* -9,* 16, 2,  4.2,①①①, 1, 6,Ａベルモントガリバｰ, 67,藤田伸,, 74,*  2,* 13, 1,  1.4,②②②, 1,11,Ｄダイワマックワン, 81,武士沢,, 83,  12,   5, 3,  5.4, ⑤④, 1, 7,Ｋセブンシｰクィｰン, 62,中舘英,, 90,* 11,* 11, 5,  7.9, ①①
 2,10, ペガサスヒルズ,---,安藤勝, 0.7, 60,* -9,* 10, 1,  1.7,②②②, 2,11,Ｈセプテンバｰレイン, 54,岩田康, 1.7, 63,*  3,  -3, 5, 24.9,①①①, 2, 9,Ａランチボックス, 88,池添謙, 0.1, 82,   3,* 11, 2,  4.7, ⑪⑪, 2, 1,Ｂサクライダテン, 75,三浦皇, 0.8, 80,   6,   7, 2,  3.9, ③②
 3, 1, ラスティングソング,---,岩田康, 1.2, 60, -10,* 10, 3,  6.7,⑥⑥③, 3, 7,Ｅマイスタｰ, 58,上野翔, 2.0, 61,   1,  -3,10,107.7,⑤④③, 3,14,Ｃショウナンカザン, 83,岩田康, 0.1, 81,  10,   5, 1,  3.2, ⑥⑥, 3,16,Ｅロｰドバロック, 69,秋山真, 1.1, 77,  -5,* 15, 6,  9.0, ⑭⑫
 4, 3, オンマイマインド,---,中舘英, 2.1, 50,*-10,   0, 5, 15.7,③③④, 4, 4,Ｊアトムスパンカｰ, 52,横山典, 2.3, 60,  -2,   2, 3,  6.9,⑪⑪⑧, 4,16,Ｎキルシュブリュｰテ, 69,秋山真, 0.2, 81,   5,   9,12, 72.9, ⑩⑩, 4, 4,Ｆスズカライアン, 68,川島信, 1.1, 75,   2,   6, 7, 47.1, ⑥⑤
 5,12, ペスタロッチ,---,丸田恭, 2.4, 49, -11,  -1, 6, 33.4,⑦⑤⑤, 5,12,Ｋサイタ, 51,小原義, 2.3, 60,  -2,   2,11,123.3,⑨⑩⑨, 5, 6,Ｇエフテｰストライク, 79,丸田恭, 0.2, 80,   1,* 13,14,198.2, ⑫⑬, 5, 3,Ｊバロンダンス, 63,宮崎北, 1.2, 75,*  8,   0, 9, 59.7, ②③
 6, 9, エクストラセック,---,三浦皇, 2.5, 47, -12,  -1, 4,  8.9,⑧⑧⑥, 6, 2,Ｃニシノアッシュ, 63,松田大, 2.5, 61,   1,  -6, 2,  6.5,③③④, 6, 4,Ｆエネルマオｰ, 79,藤岡佑, 0.2, 81,   4,  10, 7, 16.0, ⑨⑨, 6,15,Ｍピンクバｰディｰ, 60,柴山雄, 1.4, 72,  -3,   8, 8, 51.7, ⑨⑨
 7,11, セトウチリｰダｰ,---,秋山真, 3.4, 42, -12,  -5, 8, 76.4,⑨⑨⑦, 7, 3,Ｉレッドブラッド, 53,国分優, 2.8, 56,   0,  -7, 4, 20.0,④⑤⑥, 7, 3,Ｈメジロチャンプ, 77,中舘英, 0.3, 80,* 15,  -3, 8, 19.4, ①①, 7,12,Ｈヒシフラッシｰ, 68,小野寺, 1.6, 68, -10,* 11,10, 77.1, ⑯⑭
 8, 2, シャコｰムサシ,---,丸山元, 4.5, 35, -15, -11,10,105.0,⑪⑪⑧, 8,10,Ｂボスオブザリンド, 66,四位洋, 3.2, 54,  -1,  -8, 6, 32.0,⑩⑨⑦, 8, 7,Ｅストラテジｰ, 80,川島信, 0.5, 76,  -1,  10, 6, 13.4, ⑭⑭, 8,14,Ｄエリザベスムｰン, 69,岩田康, 1.7, 67,   6,  -5, 4,  6.1, ④④
 9, 4, ノルカソルカ,---,武士沢, 4.7, 32, -15, -12, 9,104.0,⑫⑫⑨, 9, 8,Ｍヨツバノクロｰバｰ, 46,川島信, 3.2, 52,   0,  -9, 9, 55.3,⑧⑦⑤, 9,15,Ｉアグネスナチュラル, 77,三浦皇, 0.6, 75,   7,   1, 5,  8.9, ⑧⑧, 9, 5,Ｇダノンマスタｰズ, 68,横山典, 1.7, 67,  -1,   1, 3,  5.8, ⑧⑦
10, 5, ハヤブサイッポン,---,川島信, 5.1, 27, -12, -23, 7, 39.0,⑤⑦⑪,10, 5,Ｌロｰドブラン, 51,荻野琢, 3.3, 57, -11,*  8, 8, 48.1,⑬⑬⑬,10, 1,Ｋスｰパｰマルトク, 74,荻野琢, 0.7, 75,   0,   8,11, 60.1, ⑬⑫,10, 8,Ｎフロｰラルパタｰン, 60,丸田恭, 1.8, 65,  -4,   4,13,139.9, ⑪⑪
11, 7, コスモトウゴウ,---,藤岡佑, 5.3, 27, -11, -26,11,147.6,④④⑩,11,13,Ｇヨイチラブソング, 54,宮崎北, 3.8, 48,  -1, -13, 7, 45.3,⑦⑧⑩,11,12,Ｏハイパｰレスポンス, 67,田中博, 0.8, 72,  -5,  10,16,291.6, ⑮⑮,11, 2,Ｉケイエスバウアｰ, 65,小林徹, 1.9, 65,  -9,   6,11,136.5, ⑮⑬
12, 6, レックスムンディ,---,田中博, 5.3, 29, -14, -21,12,190.7,⑩⑩⑫,12, 1,Ｆインディアンボス, 55,菊沢隆, 3.9, 50,  -5,  -8,12,282.7,⑫⑫⑫,12, 2,Ｌクィｰンマルトク, 74,梶晃啓, 0.8, 73,   7,  -1,10, 56.3, ⑦⑦,12, 9,Ａスペシャルポケット, 76,四位洋, 2.0, 64,   3,  -6, 1,  3.2, ⑤⑥
,,,,,,,,,,,,13, 9,Ｄヴァイタペ, 58,小野寺, 4.8, 42,   0, -24,13,285.0,⑥⑥⑪,13, 5,Ｐトｰセンブレイク, 63,松田大, 1.0, 70,  11,  -8,13, 90.8, ④③,13, 6,Ｐカシマワｰルド, 55,丸山元, 2.0, 64,  -4,   2,16,253.5, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｂサンクスノｰト, 85,安藤勝, 1.7, 61,* 14, -19, 4,  6.3, ②②,14,10,Ｌアイティｰバトル, 61,国分優, 2.4, 58,  -7,  -1,15,200.9, ⑬⑮
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｍミレニアムカｰスル, 73,芹沢純, 2.1, 56, -12,   1,15,226.2, ⑯⑯,15,13,Ｏヴィクトリアブルｰ, 59,松田大, 2.5, 58,   2, -12,14,179.3, ⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｊシベリアンクラシカ, 75,津村明, 2.4, 52,* 12, -27, 9, 46.1, ③⑤,16,11,Ｃエプソムアイリス, 71,武英智, 5.3, 22,  -4, -41,12,137.1, ⑫⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
単勝:420円 複勝:08=140円 10=110円 01=170円 枠連:360円,,,,,,,,,,,,"単勝:140円 複勝:06=110円 11=410円 07=1,360円 枠連:560円",,,,,,,,,,,,"単勝:540円 複勝:11=160円 09=160円 14=130円 枠連:1,430円",,,,,,,,,,,,"単勝:790円 複勝:07=250円 01=160円 16=240円 枠連:1,810円",,,,,,,,,,,
