09年 5月30日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月30日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金鯱賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａクリムゾンブｰケ, 63,浜中俊,, 55,   1,* -2, 1,  2.3,⑦⑤④, 1,11,Ｃマイウエイ, 60,荻野琢,, 72,  -1,*  8, 1,  2.5,⑧⑥⑤, 1, 5,Ｂフレアキャスケｰド, 72,赤木高,, 78,*  8,* 10, 7, 14.2,⑭②②, 1,17,Ａサクラメガワンダｰ, 92,福永祐,, 91,   6,  26, 1,  2.1,⑧⑦⑤
 2, 1,Ｂナムラワカバ, 63,田中克, 0.3, 54,*  3,  -8, 3,  3.7,①①①, 2, 6,Ｉエリモキスミｰ, 49,大下智, 0.6, 63,*  2,  -7, 7, 26.0,①①①, 2, 9,Ｅラブリｰコンサｰト, 71,藤岡佑, 0.0, 78,*  9,*  7, 2,  5.4,⑧①①, 2, 9,Ｃシャドウゲイト, 87,田中勝, 0.2, 87,*  9,  19, 8, 25.7,③④③
 3, 9,Ｅテイエムミチシオ, 56,田中健, 0.5, 53,  -1,* -2,14,162.6,⑥⑧⑧, 3, 3, ベｰリンジア,---,藤岡康, 0.7, 63,  -4,*  2, 3,  6.6,⑪⑨⑧, 3, 4,Ｄマイネソシオ, 71,安藤勝, 1.6, 68,   4,   3, 1,  2.4,⑪⑨⑥, 3, 6,Ｋホワイトピルグリム, 81,川田将, 0.2, 90,   5,  26, 5, 16.2,⑨⑩⑧
 4,15,Ｃホクセツテンシ, 62,安藤勝, 0.9, 47,  -2,  -4, 2,  3.4,⑮⑫⑦, 4,10,Ｄタニノネグロｰニ, 59,宮崎北, 1.3, 56,  -4,  -7, 2,  4.8,⑦⑧⑩, 4,16,Ｇシアトルレイナ, 69,秋山真, 1.7, 67,   6,  -2,12, 69.7,⑩⑤③, 4,11,Ｐベッラレイア, 77,秋山真, 0.2, 92,   3,* 30, 2,  6.0,⑫⑫⑫
 5,11, タガノスティｰド,---,幸英明, 1.1, 47,  -4,* -1,10, 64.9,⑯⑯⑭, 5, 5,Ｅオカゲサマデ, 56,生野賢, 1.5, 56,  -3,  -8, 9, 30.9,⑬⑩⑨, 5, 3,Ｏコナフェット, 55,小牧太, 1.9, 67,   1,   4,13,111.5,⑫⑬⑪, 5, 3,Ｌスマｰトギア, 80,武豊  , 0.3, 92,   4,* 30, 3,  6.2,⑬⑬⑬
 6,16,Ｄカバｰドブリッジ, 59,藤岡康, 1.2, 47,  -2,  -6, 4, 19.7,⑬⑪⑩, 6, 1,Ｇニホンピロリｰベル, 51,田中健, 1.6, 56,  -6,  -5, 8, 28.0,⑫⑮⑫, 6,13,Ｃキラメキパスワｰド, 71,吉田稔, 2.0, 67,   2,   4, 8, 32.9,⑮⑭⑫, 6, 4,Ｂインティライミ, 90,佐藤哲, 0.5, 81,*  8,  16, 6, 16.6,⑤③④
 7,10,Ｌジャズシンガｰ, 46,秋山真, 1.2, 47,  -3,  -4, 8, 42.5,⑭⑭⑬, 7, 2,Ａコンゴウテンリュオ, 68,田中克, 1.7, 52,  -2, -14, 4,  7.5,⑥⑦⑥, 7,11,Ｊヴァリアントレディ, 63,上村洋, 2.0, 67,  -1,*  8, 3,  6.3,⑬⑮⑮, 7,10,Ｇニルヴァｰナ, 83,幸英明, 0.5, 81,*  9,  12,10, 34.8,①①①
 8,14,Ｋマコトディアナ, 47,吉田稔, 1.3, 45,*  2, -14, 5, 27.5,⑤③③, 8,15,Ｈサンライズゴｰルド, 50,田村太, 1.8, 51,  -1, -18,10, 38.8,④⑤⑦, 8,10,Ｆバブルガムレディ, 69,北村友, 2.4, 60,   5,  -6, 9, 40.8,④⑦⑦, 8, 7,Ｆマンハッタンスカイ, 84,芹沢純, 0.6, 83,*  7,  16, 9, 26.5,④⑤⑥
 9, 5,Ｊサンレイシャｰマン, 48,難波剛, 1.4, 45,   0, -11,11, 71.1,⑨⑦⑥, 9,13,Ｋカントリｰロｰズ, 42,北村浩, 1.9, 52,  -6,  -9,16,282.2,⑮⑯⑯, 9, 1,Ｉラフアップ, 64,荻野琢, 2.6, 62,   3,  -6,11, 68.7,⑦⑩⑩, 9,15,Ｎトウショウヴォイス, 80,岩田康, 0.6, 88,   2,* 29,15,103.9,⑭⑮⑮
10, 4,Ｇエリモメトロポリス, 50,国分恭, 1.6, 43,   1, -15,12, 93.3,④⑥⑤,10, 7,Ｊキャラバンシチｰ, 48,高井彰, 2.0, 50,  -3, -15,12,158.9,⑯⑫⑪,10, 8,Ｎアメリカンヒロイン, 57,川島信, 3.1, 57,   1,  -6,15,214.6,⑨⑫⑬,10, 1,Ｊミストラルクルｰズ, 82,中舘英, 0.8, 82,   6,  16,13, 76.1,⑦⑧⑩
11, 2,Ｈスタｰカットジェム, 50,渡辺薫, 1.8, 44,  -4,  -8, 7, 39.6,⑪⑮⑯,11, 4,Ｎイラクリオン, 31,国分恭, 2.2, 47,  -5, -17,11, 55.3,⑩⑬⑭,11, 2,Ｋヤマニンファンシｰ, 62,藤岡康, 3.2, 57,   4, -12, 4,  9.1,⑤⑧⑧,11, 8,Ｍライムキャンディ, 80,藤岡康, 0.8, 79,   6,  14,14, 87.2,⑥⑥⑦
12, 8,Ｍミラクルフェイマス, 40,西田雄, 1.9, 42,*  2, -19,15,231.9,③②②,12,14,Ｌチムドンドン, 41,中村将, 2.2, 48,  -5, -15,15,183.3,⑭⑭⑬,12,14,Ｌスティｰルシャｰク, 61,松山弘, 3.3, 55,   6, -16,10, 42.2,③④⑤,12,18,Ｅヴィクトリｰ, 84,北村友, 0.8, 77,*  9,   9, 4, 11.7,②②②
13, 3,Ｉトップスタイリスト, 49,荻野琢, 1.9, 43,  -2, -12, 6, 28.2,⑧⑩⑪,13,12,Ｂカネトシタフガイ, 61,上野翔, 2.3, 46,*  1, -29, 5, 10.5,②②②,13,12,Ａウッドウインド, 73,国分恭, 3.8, 52,*  6, -21, 5, 10.4,①③④,13, 5,Ｄサクラオリオン, 86,藤岡佑, 1.0, 84,   1,  24,12, 59.6,⑯⑯⑭
14, 7,Ｆスタｰペスレイコ, 54,宮崎北, 2.9, 33,  -3, -19, 9, 55.3,⑫⑬⑮,14, 9,Ｆタガノシュｰマン, 51,松山弘, 2.5, 43,  -1, -30, 6, 10.8,③④④,14,15,Ｍシゲルスペランツァ, 59,幸英明, 4.1, 51,   4, -17,14,134.2,⑥⑪⑭,14,13,Ｒリキアイサイレンス, 71,小牧太, 1.0, 85,   1,  26,17,259.6,⑰⑰⑯
