09年11月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年11月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銀嶺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂケイアイブリザｰド, 60,岩田康,, 65,*  3,* -4, 2,  3.4, ①①, 1, 6,Ｎサイレントメロディ, 38,横山典,, 68,  -7,* 13, 1,  2.9,⑧⑪⑩, 1,14,Ｋテクニカルラン, 65,内田博,, 82,*  7,* 13, 1,  2.8, ④④, 1, 3,Ｇケイアイテンジン, 84,藤田伸,, 89,* 11,* 15, 2,  4.3, ①①
 2, 7,Ｋシングンデパｰチャ, 41,北村宏, 0.3, 59,  -3,* -1,11, 93.0, ⑧⑥, 2, 5,Ｉビレッジブライト, 47,蛯名正, 0.3, 65,* -3,   0, 2,  4.5,③②②, 2, 2,Ｏジュメイラムｰン, 60,クラス, 0.4, 77,   4,* 12, 9, 39.3, ⑨⑧, 2, 1,Ａデイトユアドリｰム, 87,三浦皇, 0.3, 87,   8,* 15, 1,  3.7, ③⑤
 3,16,Ｃミスタｰルイス, 59,内田博, 0.4, 62,  -1,* -3, 3,  6.1, ④⑤, 3,10,Ｅウエスタンブラボｰ, 60,田中勝, 0.4, 64,* -4,   0, 3,  5.5,④④③, 3,11,Ａヴァルドルフ, 74,蛯名正, 0.5, 77,   5,  10, 2,  4.0, ⑥⑥, 3,13,Ｌホットフレイバｰ, 79,藤岡佑, 0.7, 83,*  9,  10, 6,  9.0, ②②
 4,15,Ｅマキシムクロｰバｰ, 56,大庭和, 0.8, 55,  -2,* -4, 9, 60.9, ⑨⑧, 4, 2,Ａセレスマジェスティ, 65,小牧太, 0.5, 65,  -8,*  8, 8, 19.6,⑩⑩⑫, 4,12,Ｃディアトウシロウ, 73,藤岡佑, 0.9, 74,   3,  11, 4,  7.7, ⑪⑫, 4, 6,Ｄワｰキングウｰマン, 85,小牧太, 1.0, 81,   4,* 15, 8, 15.0, ⑫⑬
 5,10,Ｊエンダｰズシャドウ, 46,スミヨ, 1.1, 54,  -2,  -7, 6, 44.4, ⑥⑦, 5,14,Ｋトｰアボンジョルノ, 44,小林淳, 0.6, 66,  -8,*  7,11,128.5,⑯⑯⑭, 5, 9,Ｄブラストヘッド, 71,三浦皇, 1.2, 70,   5,   3, 8, 30.2, ⑤⑤, 5, 9,Ｆコンティネント, 84,スミヨ, 1.1, 80,*  9,   7, 3,  6.5, ④③
 6,11,Ｄエムオｰハンズ, 57,三浦皇, 1.2, 54,  -1, -10, 4,  8.4, ⑤③, 6, 1,Ｃパンテｰル, 60,藤田伸, 0.7, 61,* -4,  -3, 7, 16.6,②③④, 6, 7,Ｆアイノカゼ, 69,大庭和, 1.2, 67,   4,   5, 7, 20.9, ⑦⑦, 6, 4,Ｈエアマックｰル, 83,横山典, 1.4, 78,   5,   8, 5,  8.7, ⑦⑧
 7, 6,Ｆショウナンアッパレ, 52,田中勝, 1.5, 52,*  3, -16, 5, 11.5, ②②, 7,12,Ｆマイネルグｰト, 54,三浦皇, 0.9, 59,  -6,  -3, 4,  7.3,⑦⑦⑦, 7, 1,Ｂダイレクトパス, 73,岩田康, 1.3, 72,   2,  10, 5,  9.6, ⑫⑬, 7, 8,Ｅタマモグレアｰ, 85,蛯名正, 1.5, 77,   4,   9, 4,  7.3, ⑯⑫
 8, 9,Ａツクバグロｰバル, 68,藤田伸, 1.6, 49,  -5,  -8, 1,  2.2, ⑫⑩, 8,16,Ｈゲンパチヒｰロｰ, 48,北村宏, 0.9, 58,  -7,   0, 6, 15.1,⑮⑬⑪, 8, 6,Ｈソｰクアップザサン, 68,伊藤工, 1.4, 69,   3,   7,11, 53.5, ⑬⑪, 8,12,Ｋアポロダヴィンチ, 80,伊藤工, 1.5, 76,   8,   5,15,184.3, ⑥⑥
 9,14,Ｌネコキック, 37,伊藤工, 1.9, 45,  -9,  -7,10, 82.4, ⑮⑭, 9, 7,Ｂタカミツボｰド, 63,内田博, 1.2, 56,* -4, -10, 5,  8.1,⑥⑥⑤, 9, 3,Ｉノアプレミアム, 67,北村宏, 1.5, 69,   0,  10,12, 54.3, ⑭⑮, 9, 2,Ｃタイキシルバｰ, 86,大庭和, 1.6, 75,   2,  12,11, 83.8, ⑮⑯
10, 3,Ｇダイワシュガｰ, 51,クラス, 2.5, 43,  -7, -13,13,137.3, ⑪⑬,10, 9,Ｊマキシムトパｰズ, 47,大庭和, 1.4, 55,  -8,  -3,13,248.1,⑬⑭⑮,10, 8,Ｍエストシャイン, 62,ムンロ, 1.7, 66,*  8,  -5, 3,  7.5, ①①,10, 5,Ｍロッソトウショウ, 79,横山義, 1.6, 77,   3,  10,12,129.6, ⑬⑭
11, 2,Ｉホクセツトップ, 46,小野次, 2.6, 43,  -4, -17,14,190.7, ⑦⑨,11, 8,Ｄクイｰンアラベスク, 60,伊藤工, 1.6, 52,  -7,  -9,10, 61.5,⑨⑫⑬,11, 5,Ｊオルトリンデ, 65,田中勝, 1.8, 66,   4,   1, 6, 10.2, ⑩⑨,11,11,Ｊダイイチミラクル, 81,柴田大, 1.6, 77,   4,   8,13,178.9, ⑩⑪
12,13,Ｈトウショウチャンス, 48,田面木, 2.6, 41,  -7, -15, 8, 53.9, ⑬⑪,12, 3,Ｍリッツィｰスタｰ, 38,丹内祐, 1.8, 49,  -7, -15,12,150.5,⑤⑤⑨,12,10,Ｇマルサンサイレンス, 69,小牧太, 2.0, 65,   0,   5,16,224.8, ⑮⑯,12,14,Ｐダイワプリベｰル, 65,ムンロ, 1.7, 75,*  9,   2,10, 49.4, ⑤④
13, 8,Ｍイワイザケ, 34,藤岡佑, 2.7, 42,   0, -23, 7, 45.5, ③④,13,11,Ｇトレジャｰゴッド, 48,藤岡佑, 2.1, 45,* -4, -23, 9, 40.2,⑪⑧⑥,13, 4,Ｅナンヨｰサンセット, 70,横山典, 2.1, 65,   3,   1,10, 49.0, ⑧⑩,13, 7,Ｂノワｰルシチｰ, 87,郷原洋, 1.9, 74,   4,   6, 9, 34.0, ⑧⑩
14, 5,Ｏエコドライブ, 32,柴田大, 2.7, 40, -10, -12,16,256.5, ⑭⑮,14, 4,Ｌジュニアレジデント, 39,小野次, 3.1, 39,* -3, -42,14,285.2,①①①,14,13,Ｌナムラシンドバッド, 64,丹内祐, 2.5, 62,*  7, -10,14,129.2, ③②,14,15,Ｉスナｰクユｰチャン, 81,小野次, 1.9, 75,   6,   5, 7, 12.4, ⑪⑨
15,12,Ｎスズノベティ, 33,郷原洋, 4.0, 30, -17, -16,15,251.6, ⑯⑯,15,13,Ｏリュウシンノア, 36,黛弘人, 4.1, 32,  -5, -50,16,413.7,⑫⑨⑧,15,16,Ｎアンハｰトキング, 61,小林淳, 2.6, 64,   0,  -1,13,108.0, ⑯⑭,15,16,Ｏスズノマグマ, 76,水出大, 2.0, 73,   4,   6,16,312.2, ⑭⑮
