09年 3月28日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 3月28日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9, 8, シルクエンプレス,---,松田大, 3.4, 45,  -5, -17, 7, 22.9,⑩⑥⑥, 9,13,Ｇワイドロｰタス, 51,藤岡康, 0.8, 52,*  3, -17, 4,  8.9, ③③, 9, 7,Ｏウォｰタｰギブン, 52,小林慎, 0.8, 59, -10,   4,15,164.8, ⑪⑩, 9, 3,Ｆマイネルシュトルム, 63,石橋脩, 1.3, 61,* 10, -18, 7, 22.2,③②④
10,16,Ｍヤマニンラシャス, 39,中村将, 4.0, 41,  -4, -22,14,221.3,⑪⑦⑧,10, 6,Ａラガｰキセキ, 62,荻野琢, 0.8, 52,*  4, -18, 2,  3.6, ②②,10,14,Ａセトノジェネシス, 78,川島信, 0.8, 57, -15,*  7, 3,  6.1, ⑭⑭,10,10,Ｇゴｰルドスパｰクル, 62,北村友, 2.2, 54,  10, -27, 8, 25.5,⑦⑤⑥
11, 3,Ｇフレンドリｰノア, 50,岩部純, 4.1, 41, -10, -13,10, 89.3,⑭⑬⑫,11,12,Ｉサウンドデイジｰ, 51,草野太, 0.9, 51, -19,*  3,14, 94.4, ⑮⑬,11, 8,Ｄシルクマタドｰル, 71,石橋脩, 1.0, 58,*  4,  -7, 6,  9.5, ②②,11, 7,Ｌアドマイヤサムライ, 54,芹沢純, 3.3, 44,* 11, -44, 9, 38.1,④④⑧
12, 5, ジョウノノｰブル,---,荻野琢, 4.4, 38,  -6, -22, 3,  8.9,⑤⑩⑪,12, 7,Ｋライブリリュウショ, 46,赤木高, 1.0, 48,  -3, -15,13, 82.4, ⑥⑥,12, 1,Ｊシルクグラディウス, 61,黛弘人, 1.2, 55,  -7,  -3,10, 68.7, ⑦⑦,12, 9,Ｋトゥザハッスル, 55,上村洋, 6.3,  7,   5, -74,11, 60.6,⑥⑩⑫
13, 7,Ｊグラフィックレディ, 47,田中博, 4.4, 39, -11, -14,13,189.9,⑬⑭⑭,13, 1,Ｄガイアファイア, 54,田中博, 1.3, 46, -19,  -3, 9, 20.3, ⑭⑭,13,10,Ｎキシリトｰル, 54,荻野要, 1.5, 52,  -8,  -4,12, 80.8, ⑨⑪,,,,,,,,,,,,
14, 4,Ｌドリｰムガｰデン, 44,加藤士, 5.4, 31,  -6, -30,11,109.0,④⑨⑬,14,17, シャア,---,中村将, 1.6, 43, -25,*  0,15,105.6, ⑰⑰,14, 3, ドンサルｰト,---,的場勇, 1.6, 50, -21,   3,11, 75.6, ⑮⑮,,,,,,,,,,,,
15,12,Ｎモモレノン, 33,草野太,10.3, -3, -13, -59,15,330.7,⑥⑮⑮,15, 8,Ｌオｰシャンハンタｰ, 42,上村洋, 1.7, 41, -25,  -1,10, 27.6, ⑯⑯,15, 4,Ｍマコトヴェロニカ, 55,田辺裕, 1.6, 49, -20,   3,13, 87.0, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,16,18,Ｏスプリングモロｰ, 40,的場勇, 2.1, 35, -15, -15,18,303.0, ⑬⑮,16,13,Ｌカシマワｰルド, 56,池崎祐, 2.2, 46, -10,  -8,16,368.0, ⑫⑬,,,,,,,,,,,,
,,,,,,,,,,,,17,16,Ｆイサミゴｰルド, 52,田中健, 2.2, 35,  -8, -24, 7, 17.5, ⑨⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,14, テキエロタント,---,古川吉, 2.8, 30, -28, -10,17,205.9, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,370円 複勝:10=370円 11=110円 06=220円 枠連:770円",,,,,,,,,,,,"単勝:1,400円 複勝:15=520円 05=150円 04=1,120円 枠連:600円",,,,,,,,,,,,単勝:700円 複勝:16=240円 11=210円 09=180円 枠連:620円,,,,,,,,,,,,単勝:310円 複勝:08=140円 04=180円 02=160円 枠連:870円,,,,,,,,,,,
"馬連:2,290円 ワイド:10-11=860円 06-10=850円 06-11=380円",,,,,,,,,,,,"馬連:3,410円 ワイド:05-15=1,210円 04-15=6,030円 04-05=2,990円",,,,,,,,,,,,"馬連:1,820円 ワイド:11-16=730円 09-16=640円 09-11=530円",,,,,,,,,,,,"馬連:1,000円 ワイド:04-08=380円 02-08=290円 02-04=580円",,,,,,,,,,,
"馬単:6,050円 3連複:4,070円 3連単:40,570円",,,,,,,,,,,,"馬単:7,540円 3連複:34,230円 3連単:220,070円",,,,,,,,,,,,"馬単:3,890円 3連複:3,010円 3連単:18,730円",,,,,,,,,,,,"馬単:1,840円 3連複:2,050円 3連単:6,730円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 8R  ダ2300m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝2500m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,恋路ｹ浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａワイドヒリュウ, 63,中舘英,, 69,*  5,*  1, 3,  6.2, ①①, 1, 1,Ｅセトノオレンジ, 54,古川吉,, 60, -14,*  4, 5, 11.7,③⑥⑤, 1,11,Ｂウォｰタｰボｰイズ, 80,青木芳,, 74,* 10,  -2, 2,  4.6,①①①, 1, 7,Ｏオｰプンセサミ, 72,北村友,, 82,  12,   0,16, 70.4,③⑤⑤
 2, 6,Ｇチェンジ, 58,飯田祐, 0.0, 69,*  2,*  3, 1,  3.3, ③③, 2,15,Ｂキングウェｰルズ, 65,安藤光, 0.0, 59,*-13,*  2, 1,  2.9,⑫⑤⑦, 2, 2,Ｉナリタチャレンジ, 72,川島信, 0.1, 73,   9,*  2, 3,  6.1,⑬⑤④, 2, 4,Ｎメイショウイチバン, 73,飯田祐, 0.2, 81,   9,*  7, 6, 10.2,⑪⑪⑬
 3, 7,Ｂチャンピオンラブ, 62,的場勇, 0.4, 65,  -4,*  3, 2,  4.7, ⑤⑤, 3, 7,Ｈクリｰルエイト, 50,鮫島良, 0.2, 61, -17,*  8, 8, 37.2,⑨⑮⑮, 3,14,Ｍサクラシザｰズ, 66,古川吉, 0.2, 75,*  9,   0,13, 68.0,⑥④③, 3, 8,Ｋメインストリｰム, 75,鮫島良, 0.2, 81,   9,*  5, 4,  8.7,⑫⑫⑪
 4, 2,Ｄバルバロッサ, 60,宮崎北, 0.8, 60,*  2,  -4, 7, 11.2, ②②, 4, 2, ゴｰルドキｰパｰ,---,太宰啓, 0.4, 55, -16,   0,14,126.7,⑦⑨⑩, 4,13,Ａタキオンバッハ, 80,中舘英, 0.2, 74,* 11,  -2, 1,  3.4,③②②, 4,11,Ｄピエナグッドラック, 79,太宰啓, 0.4, 81,   8,*  7, 3,  6.4,⑯⑮⑭
 5, 9,Ｅブレｰヴクン, 60,丸山元, 0.9, 59,*  1,  -4, 6,  9.3, ④④, 5, 3,Ｉサンコロネット, 49,中舘英, 0.4, 54,*-11,  -6, 7, 17.7,①①①, 5,10,Ｋスリｰサンカリスマ, 70,丸田恭, 0.3, 73,   8,*  3,11, 42.9,⑫⑨⑦, 5,13,Ｅエテルノ, 78,上村洋, 0.5, 78,  12,  -9, 7, 10.2,⑥④④
 6,15,Ｃリキドｰ, 62,荻野琢, 1.6, 52,  -7,  -5, 5,  8.8, ⑨⑧, 6,13,Ｋニシノプライスレス, 47,川島信, 0.6, 52, -16,  -2, 6, 17.2,⑭⑪⑨, 6,16,Ｇマルタカワンタッチ, 75,田中健, 0.4, 73,   7,*  5, 5, 10.8,⑮⑫⑩, 6,14,Ｐキャンディｰストア, 71,荻野琢, 0.6, 77,  12,  -7,13, 46.9,⑤⑥⑥
 7, 8,Ｌスリｰテンペスト, 46,河北通, 1.6, 51, -11,  -3,13,132.0, ⑩⑨, 7,16,Ｍパｰプルラッキｰ, 45,宮崎北, 0.7, 48,*-13,  -9,15,165.4,④③③, 7,12,Ｆメイショウトンボ, 75,中村将, 0.5, 72,   9,   0, 8, 13.5,⑤⑥⑥, 7,15,Ｂミスタｰシｰザ, 83,安藤光, 0.6, 78,  11,  -3,10, 28.0,⑩⑨⑩
 8, 3,Ｈカシノコロン, 58,二本柳, 1.7, 51,  -7,  -6, 8, 19.7, ⑦⑥, 8, 6, ジャズシンガｰ,---,赤木高, 0.7, 52, -17,   0,10, 48.5,⑮⑭⑭, 8, 8,Ｃクリノコブオｰ, 77,安藤光, 0.6, 72,   8,   1,10, 40.6,⑨⑧⑨, 8, 6,Ｉバｰジンフォレスト, 75,石橋脩, 0.6, 77,* 15, -16,11, 33.8,①①①
 9,10,Ｉバンダムヴィｰヴォ, 49,鮫島良, 1.7, 53,  -6,  -5,12, 81.0, ⑧⑦, 9, 5,Ａマイネルアヴァル, 68,大野拓, 0.8, 47, -14,  -8, 2,  3.8,⑤⑦⑥, 9, 5,Ｈフェイクスパ, 74,宮崎北, 0.6, 70,   7,  -1, 6, 12.4,④⑦⑧, 9, 1,Ａテンシノゴｰルド, 84,中村将, 0.8, 77,   8,   1, 1,  4.1,⑬⑬⑫
10, 5,Ｋエイシンマジック, 46,北村友, 1.9, 46, -26,*  4,11, 72.9, ⑯⑯,10,14,Ｄパラダイスデイ, 55,長谷川, 0.9, 47,*-13, -11,11, 85.5,⑧④④,10,15,Ｄマイネルアｰバニタ, 77,石橋脩, 0.9, 70,   7,   2, 4,  8.0,⑪⑬⑫,10, 2,Ｊマｰムｰドイモン, 75,宮崎北, 0.9, 76,   9,   0,15, 50.7,⑭⑭⑮
11,13,Ｆホッコｰテイオｰ, 60,嘉藤貴, 1.9, 48, -11,  -6, 4,  7.7, ⑪⑩,11, 8,Ｇケイアイセイドウ, 53,丸田恭, 0.9, 43,*-12, -14, 9, 43.8,②②②,11, 4,Ｅトップモンジュｰ, 76,荻野琢, 1.7, 66,   7,  -7, 7, 13.4,⑧⑩⑪,11, 9,Ｍオッティマルｰチェ, 73,田中博, 1.1, 72,* 13, -20, 8, 19.0,②②②
12,12, トップレｰサｰ,---,太宰啓, 2.1, 45,  -7, -11, 9, 41.6, ⑥⑪,12,11,Ｌゴｰゴｰヒロシ, 47,北村友, 1.0, 47, -14,  -9,12, 88.2,⑥⑧⑧,12, 9,Ｊスガノゴｰルド, 71,西田雄, 2.9, 59,   7, -16,14,119.0,⑩⑪⑬,12,12,Ｆクヴァルダ, 77,中舘英, 1.2, 73,* 13, -20, 5, 10.1,④③③
13,11,Ｊオｰスミシリング, 47,西田雄, 2.2, 46, -10,  -8,15,168.5, ⑫⑫,13, 4,Ｎファンドリリｰダｰ, 42,田中健, 1.0, 47, -16,  -6,16,182.0,⑩⑫⑪,13, 1,Ｐカリズマウイッシュ, 26,大野拓, 3.1, 58,   6, -15,12, 61.8,⑭⑭⑭,13, 3,Ｈビクトリｰフラッグ, 75,大野拓, 1.3, 70,   9, -10,12, 33.9,⑨⑩⑧
14, 4,Ｏエアｰレｰス, 30,池崎祐, 2.4, 43, -18,  -5,15,168.5, ⑮⑬,14, 9,Ｆディアトゥドリｰム, 54,高野容, 1.1, 45, -16,  -9, 4,  8.5,⑪⑩⑫,14, 3,Ｏウイニングコウイチ, 58,太宰啓, 3.5, 55,   5, -17,15,144.8,⑦⑮⑮,14, 5,Ｌマスラタケヲ, 74,丸田恭, 1.4, 69,  11, -13,14, 47.8,⑦⑧⑦
15,16,Ｍエプソムスウィｰプ, 43,丸田恭, 3.3, 35, -14, -15,10, 64.3, ⑭⑭,15,12,Ｊミラクルリベロ, 48,丹内祐, 1.2, 45, -17,  -8,13, 95.9,⑬⑬⑬,15, 6,Ｎルドベキア, 66,田中博, 4.8, 49,   8, -38, 9, 30.6,②③⑤,15,16,Ｇピエナオンリｰワン, 76,松田大, 1.5, 70,  11, -17, 9, 25.0,⑧⑦⑨
16,14,Ｎスリｰアイアン, 43,田面木, 4.3, 24, -12, -27,14,164.0, ⑬⑮,,,,,,,,,,,,,16, 7,Ｌヤマノフェロｰ, 68,丸山元, 5.1, 48,   4, -28,16,148.9,⑯⑯⑯,16,10,Ｃハｰマジェスティ, 80,的場勇, 1.7, 67,   8, -10, 2,  5.3,⑮⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:1),,,,,,,,,,,
単勝:620円 複勝:01=150円 06=130円 07=150円 枠連:540円,,,,,,,,,,,,"単勝:1,170円 複勝:01=280円 15=160円 07=670円 枠連:1,530円",,,,,,,,,,,,"単勝:460円 複勝:11=190円 02=220円 14=980円 枠連:1,140円",,,,,,,,,,,,"単勝:7,040円 複勝:07=2,270円 04=380円 08=360円 枠連:3,560円",,,,,,,,,,,
馬連:890円 ワイド:01-06=320円 01-07=390円 06-07=270円,,,,,,,,,,,,"馬連:1,720円 ワイド:01-15=540円 01-07=4,320円 07-15=2,150円",,,,,,,,,,,,"馬連:1,380円 ワイド:02-11=530円 11-14=3,790円 02-14=5,730円",,,,,,,,,,,,"馬連:26,560円 ワイド:04-07=9,310円 07-08=6,150円 04-08=1,710円",,,,,,,,,,,
"馬単:1,970円 3連複:1,200円 3連単:6,700円",,,,,,,,,,,,"馬単:3,780円 3連複:15,130円 3連単:58,760円",,,,,,,,,,,,"馬単:3,030円 3連複:31,570円 3連単:132,300円",,,,,,,,,,,,"馬単:69,900円 3連複:86,670円 3連単:633,150円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 9R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,刈谷特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂナムラブレット, 63,太宰啓,, 71,*  3,* 12, 1,  2.3,⑥④③, 1, 2,Ａロッソトウショウ, 73,古川吉,, 74,   3,*  9, 1,  3.3,⑦⑥⑥, 1, 2,Ｌケイアイコンセプト, 68,田辺裕,, 72,*  6,*  6, 5, 12.8,⑩⑦④, 1,11,Ａテイエムカゲムシャ, 75,中舘英,, 76,*  5,*  2, 1,  1.7, ④④
 2, 1,Ｇトｰホウライダｰ, 53,中村将, 0.4, 67,*  4,*  6, 3,  8.4,①①①, 2,11,Ｆビバロングライフ, 70,河北通, 0.1, 70,*  4,*  7, 6, 11.0,④⑤③, 2, 6,Ａエイブルベガ, 79,中舘英, 0.3, 72,*  6,   3, 1,  1.8,③③②, 2, 4,Ｊドンマルゴｰ, 64,北村友, 0.6, 69,*  4,  -4, 7, 17.9, ③③
 3,15,Ａプロヴィデンス, 66,中舘英, 1.6, 59,*  3,  -3, 2,  3.6,④③②, 3,12,Ｄペチカ, 72,宮崎北, 0.1, 69,*  5,   5, 5,  9.5,①①①, 3, 4,Ｄシンボリプロキオン, 73,大野拓, 0.6, 71,*  7,   1, 4,  9.3,④⑤⑤, 3, 2,Ｅデュｰクデビル, 68,上村洋, 0.7, 67,   1,  -3, 5, 16.6, ⑤⑥
 4,14,Ｅコスモツイマイ, 56,田中博, 2.0, 57,   1,  -2, 8, 25.7,⑫⑥⑥, 4,14,Ｃアドマイヤミスティ, 72,中舘英, 0.2, 68,*  4,   5, 2,  4.1,⑤③②, 4, 9,Ｊメモリｰジャグラｰ, 69,西田雄, 0.6, 72,*  7,   1, 9, 30.2,⑦④③, 4,16,Ｃネバｰチェンジ, 72,芹沢純, 0.8, 65,  -6,*  2, 9, 20.2, ⑫⑪
 5,10,Ｊヤマイチコマンド, 43,佐久間, 2.1, 57,*  3,  -7, 9, 31.7,②②④, 5, 3,Ｉシャフツレディ, 64,丸田恭, 0.3, 67,*  4,   5, 9, 58.1,③④④, 5,12,Ｃライジングバイオ, 74,赤木高, 0.7, 70,   6,   2, 3,  9.0,⑤⑥⑥, 5, 9,Ｑマイアイビギニング, 55,西田雄, 0.8, 65,  -3,   0,18,277.5, ⑧⑨
 6, 9,Ｃマルブツハッピｰ, 60,鮫島良, 2.3, 56,   1,  -5, 4,  9.9,③⑤⑤, 6, 6,Ｅラブリｰコンサｰト, 70,的場勇, 1.0, 65,   1,   3, 3,  6.2,⑧⑨⑧, 6, 1,Ｂコスモビｰスト, 75,丹内祐, 0.9, 69,   5,   2, 2,  8.4,⑥⑨⑧, 6,12,Ｂナリタアタッカｰ, 72,的場勇, 0.8, 64,  -2,  -2,10, 22.8, ⑨⑩
 7, 6,Ｄワシャモノタリン, 60,荻野琢, 2.5, 55,  -6,*  4, 5, 13.6,⑬⑭⑬, 7, 9,Ｊミココロ, 64,草野太, 1.3, 62,   1,   1,14,185.2,⑪⑧⑦, 7, 3,Ｅプレンティスピｰド, 73,丸田恭, 0.9, 70,   4,*  4,10, 36.4,⑨⑫⑫, 7, 8,Ｆノｰブルマン, 68,藤岡康, 0.8, 65,*  6,  -9, 8, 19.7, ②②
 8, 2,Ｆロッソネロ, 54,上村洋, 2.5, 54,  -3,   0, 6, 14.3,⑨⑨⑨, 8, 1,Ｌアルファメガハｰト, 61,菊沢隆, 1.3, 64,   0,   4,12,110.2,⑬⑫⑩, 8,13,Ｆステラパラダイス, 73,安藤光, 1.0, 67,   3,*  4, 7, 21.1,⑯⑬⑬, 8,13,Ｄエリモサリュｰト, 70,田嶋翔, 0.8, 65,  -2,  -1, 4, 15.3, ⑩⑧
 9, 5,Ｉエムエスシャｰプ, 51,金折知, 2.8, 52,  -1,  -6,15,320.5,⑦⑦⑦, 9, 7,Ｈイエロｰキン, 66,太宰啓, 1.4, 59,   2,  -2,10, 71.0,⑨⑦⑨, 9,16,Ｉピエナワイルド, 70,草野太, 1.2, 66,*  6,  -5, 6, 16.6,②②①, 9,10,Ｋシアトルナカヤマ, 64,安藤光, 0.9, 64,   1,  -5,14,107.0, ⑥⑤
10,13,Ｎスリｰコマンド, 27,古川吉, 3.3, 53,  -2,  -7,11,175.6,⑪⑩⑩,10, 8,Ｇメイショウシオギリ, 68,安藤光, 1.8, 56,   0,  -3, 7, 14.6,⑩⑪⑬,10,15,Ｇファイトシｰン, 72,太宰啓, 1.4, 64,   6,  -4, 8, 24.1,⑫⑧⑦,10, 5,Ｇロｰレルエルヴェル, 67,田辺裕, 0.9, 64, -11,*  7,11, 29.9, ⑮⑮
11, 4, フｰルハｰディｰ,---,石橋脩, 3.4, 47,  -4,  -6,10, 48.3,⑩⑪⑪,11, 4,Ｎエプソムフクムスメ, 53,田辺裕, 2.1, 53,   1,  -4,15,235.8,⑭⑬⑪,11,11,Ｈパッセジャｰレ, 70,古川吉, 1.5, 68,   5,  -3,11, 82.7,⑬⑪⑪,11, 7,Ｈクレイジｰラブ, 65,石橋脩, 0.9, 64,*  7, -12, 2, 10.4, ①①
12,11,Ｋミスタｰオスカｰ, 41,川島信, 4.1, 40,  -1, -16,14,309.3,⑧⑧⑧,12, 5,Ｂイイデソユｰズ, 73,藤岡康, 2.2, 56,   0,  -4, 4,  7.0,⑫⑭⑭,12, 8,Ｍデジャヴ, 60,松田大, 1.7, 65,   5,  -4,12, 83.7,⑧⑩⑩,12,17,Ｍゼットファｰスト, 63,松田大, 1.2, 60,  -7,  -2,17,186.5, ⑭⑫
13, 7,Ｈコｰド, 51,田面木, 4.2, 43,  -4, -13,13,212.9,⑭⑫⑫,13,15,Ｏシャルマンロｰテ, 43,石橋脩, 2.6, 51,   1, -10,11, 72.1,⑥⑩⑫,13, 5,Ｋワンダｰルビアノ, 68,千葉直, 1.9, 60,   2,  -2,13,103.6,⑭⑭⑭,13,15,Ｎジュメイラムｰン, 62,鮫島良, 1.4, 57, -12,   1, 3, 13.6, ⑰⑰
