09年 5月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1200m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 1,13,Ｃトップフリｰダム, 63,池添謙,, 60,  -3,  -3, 1,  2.7, ⑤②, 1,11,Ａエｰシンシｰクルｰ, 59,武豊  ,, 65,*  3,* -5, 1,  1.7, ①①, 1,14,Ｅエイシンフェアリｰ, 67,四位洋,, 76,*  2,   4, 7, 24.1, ①①, 1, 1,Ｆモチ, 79,池添謙,, 76,  10,   5, 9, 24.7,③⑤④
 2,10,Ｅホッコｰフクヒメ, 61,飯田祐, 0.0, 60, -11,*  7, 6, 15.8, ⑮⑯, 2, 8,Ｃハｰトマン, 52,秋山真, 0.3, 60,  -5,*  1, 5, 14.6, ⑩⑧, 2, 5,Ａチャｰムポット, 73,和田竜, 0.1, 76,  -2,   6, 1,  3.1, ⑤⑤, 2, 5,Ｅウエスタンシｰザｰ, 79,藤岡佑, 0.0, 75,* 11,   4, 2,  5.3,⑥④②
 3,15,Ｄコウエイテンプウ, 61,浜中俊, 0.1, 59,  -7,   2, 4,  8.4, ⑪⑫, 3,15,Ｂバンブｰレアル, 52,和田竜, 0.5, 59,*  1,  -8, 2,  5.7, ③③, 3, 2,Ｆアルテマイスタｰ, 64,小牧太, 0.4, 71,  -2,   2, 6, 12.8, ④③, 3, 3,Ｇホｰマンラフィット, 78,金折知, 0.1, 75,   9,*  7,11, 52.5,⑦⑩⑧
 4, 2,Ｋエｰシンプシュモア, 51,和田竜, 0.3, 58,  -6,  -1,12, 75.1, ⑩⑧, 4, 1,Ｇウイニングドラゴン, 47,小原義, 0.5, 57,  -5,* -1, 7, 28.1, ⑪⑪, 4, 3,Ｏショウナンアトム, 55,角田晃, 0.5, 73, -10,*  9,11, 94.0, ⑪⑩, 4,11,Ｈヒラボクオウショｰ, 77,四位洋, 0.1, 75,   9,*  5, 7, 13.2,⑩⑧⑨
 5,11,Ｂディアトゥドリｰム, 64,小牧太, 0.3, 57,  -7,   0, 2,  4.4, ⑫⑪, 5, 6,Ｋエアガルニエ, 44,藤岡佑, 0.6, 56,   0,  -8, 4, 10.4, ⑤④, 5, 1,Ｂラガｰシｰキング, 71,池添謙, 0.7, 69, -11,   8, 4,  6.6, ⑫⑫, 5,10,Ｉマイネルトラヴェル, 75,熊沢重, 0.2, 76,   8,*  7,12, 58.5,⑭⑫⑪
 6, 6,Ｆメイショウヨシムネ, 60,岩崎祐, 0.3, 57,  -4,  -5, 5, 15.2, ⑥④, 6, 7,Ｄキングコｰリンオｰ, 52,熊沢重, 0.6, 57,   0,  -8, 3,  9.0, ⑥⑤, 6,11,Ｄベルフロｰラ, 69,秋山真, 0.8, 67,  -7,   2, 8, 25.8, ⑦⑧, 6, 2,Ａショウケイ, 83,浜中俊, 0.3, 74,  10,   3, 5, 10.4,⑤⑥⑥
 7, 3,Ａマイスイｰトホｰム, 68,四位洋, 0.3, 57,* -1,  -9, 3,  4.4, ①①, 7,12,Ｉピサノイチバン, 46,浜中俊, 0.9, 52,  -3,  -9, 9, 35.7, ⑦⑥, 7,12,Ｊザバトルユｰジロｰ, 60,浜中俊, 0.9, 67,  -9,   4, 9, 77.1, ⑨⑪, 7, 4,Ｂビｰドラスティック, 83,田中健, 0.4, 76,  10,   5, 8, 15.0,⑫⑪⑩
 8, 8, マックスコヒヌｰル,---,藤岡佑, 0.6, 55, -12,*  3, 7, 17.5, ⑯⑭, 8, 2,Ｌジョｰイリス, 41,渡辺薫, 1.4, 44, -12,  -7,16,370.0, ⑭⑬, 8,10,Ｃキュｰトシルフ, 70,飯田祐, 1.0, 63,  -4,  -3, 5, 12.2, ⑥⑥, 8,12,Ｍジェネロｰゾ, 64,和田竜, 0.4, 74,* 11,   1,10, 28.2,④③⑤
 9, 4,Ｉマルブツワｰキング, 55,角田晃, 0.7, 56, -10,   0, 8, 24.9, ⑭⑮, 9, 3,Ｈアグネスジェｰド, 46,池添謙, 1.4, 45,  -8, -11,10, 54.9, ⑫⑩, 9, 6,Ｎカシノヘラクレス, 58,小坂忠, 1.0, 66, -15,   7,15,289.9, ⑬⑬, 9, 6,Ｃアイアンキング, 83,小牧太, 0.6, 72,   9,   1, 1,  2.4,⑨⑦⑦
10, 9,Ｈユウキグッドラン, 55,橋本美, 1.0, 52,  -6,  -7,11, 67.1, ⑨⑩,10,13,Ｊカシノスフィンクス, 45,大下智, 1.5, 43,  -5, -16,15,232.8, ⑨⑫,10, 8,Ｌヘリオスシチｰ, 60,武幸四, 1.1, 67, -19,* 10,13,135.1, ⑭⑭,10,13,Ｌカシノブレイヴリ, 67,国分恭, 0.6, 71,* 11,  -2,13, 93.1,②②①
11, 5,Ｊホッカイボンベイ, 54,中村将, 1.0, 51,  -5,  -8,16,219.3, ⑧⑨,11,14,Ｅコウセイグレイト, 49,小牧太, 1.5, 45,*  2, -23, 6, 14.9, ②②,11, 7,Ｇガッチリガッチリ, 63,中村将, 1.2, 65, -23,* 13,10, 92.7, ⑮⑮,11, 8,Ｊシャンパンファイト, 73,鮫島良, 1.0, 70,   7,   2, 6, 11.8,⑬⑭⑬
12,12,Ｇシゲルタカチホ, 56,渡辺薫, 1.0, 53,  -9,  -4, 9, 39.6, ⑬⑬,12,10,Ｎステキナコイビト, 37,飯田祐, 1.6, 41, -12,  -9, 8, 31.3, ⑬⑮,12, 4,Ｍリｰティラ, 59,長谷川, 1.2, 60,  -9,  -2,12,133.2, ⑧⑦,12,14,Ｄエイシンヴァイデン, 81,武豊  , 1.1, 69,   8,   0, 3,  9.7,⑧⑨⑭
13,16,Ｍメイショウイｰガｰ, 49,石橋守, 1.0, 53,  -4, -10,10, 64.8, ⑦⑦,13, 5,Ｆテイエムミステリｰ, 47,高井彰, 1.6, 40, -13, -10,14,224.7, ⑮⑭,13, 9,Ｈイセノスバル, 63,武豊  , 1.2, 59,*  1, -11, 3,  5.7, ②②,13, 9,Ｎシゲルレスポワｰル, 63,秋山真, 1.3, 68,   9,  -2,14,181.5,⑪⑬⑫
14, 1,Ｏリズムシチｰ, 39,国分恭, 1.6, 46,  -3, -17,14,183.6, ④⑤,14,16,Ｏマジカルワンコイン, 36,高橋亮, 1.8, 40,  -2, -23,13,208.3, ④⑨,14,13,Ｉクリノスレンダｰ, 62,古川吉, 1.4, 58,  -9,  -5,14,146.7, ⑩⑨,14, 7,Ｋスリｰベイダｰ, 72,小坂忠, 1.9, 63,* 11, -13, 4,  9.9,①①③
15,14,Ｎメデタイメデタイ, 40,秋山真, 1.8, 44,* -2, -20,13,142.8, ③③,15, 4,Ｍチョウキレル, 39,角田晃, 1.9, 40,  -4, -21,11, 70.0, ⑧⑦,15,15,Ｋカヴァリエ, 60,藤岡佑, 2.5, 42,* -1, -27, 2,  3.2, ③④,,,,,,,,,,,,
16, 7,Ｌシゲルヤリガタケ, 50,小林徹, 2.7, 39,* -1, -27,15,213.5, ②⑥,16, 9,Ｐニホンピロパプリカ, 35,酒井学, 2.2, 35, -16, -13,12,174.8, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-3),,,,,,,,,,,
"単勝:270円 複勝:13=150円 10=360円 15=240円 枠連:1,420円",,,,,,,,,,,,単勝:170円 複勝:11=110円 08=220円 15=140円 枠連:420円,,,,,,,,,,,,"単勝:2,410円 複勝:14=730円 05=150円 02=300円 枠連:450円",,,,,,,,,,,,"単勝:2,470円 複勝:01=610円 05=230円 03=1,070円 枠連:2,890円",,,,,,,,,,,
"馬連:2,110円 ワイド:10-13=750円 13-15=470円 10-15=1,850円",,,,,,,,,,,,"馬連:1,220円 ワイド:08-11=470円 11-15=210円 08-15=600円",,,,,,,,,,,,"馬連:4,470円 ワイド:05-14=1,290円 02-14=3,290円 02-05=630円",,,,,,,,,,,,"馬連:12,650円 ワイド:01-05=3,180円 01-03=8,010円 03-05=4,400円",,,,,,,,,,,
"馬単:3,640円 3連複:4,490円 3連単:23,940円",,,,,,,,,,,,"馬単:1,780円 3連複:1,530円 3連単:6,820円",,,,,,,,,,,,"馬単:9,860円 3連複:10,860円 3連単:97,370円",,,,,,,,,,,,"馬単:24,930円 3連複:107,380円 3連単:820,970円",,,,,,,,,,,
■ 3R  芝2910m 4歳上未勝利 定量,,,,,,,,,,,,■ 6R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,與杼特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11, ハマノオラトリオ,,熊沢重,,,,, 2,  3.3,②①①, 1, 2,Ｂロｰドラテアｰト, 62,池添謙,, 68,   6,* -4, 3,  6.3, ③③, 1, 7,Ｐゲットクｰル, 67,鮫島良,, 78,  -2,* 16,16,223.7, ⑫⑨, 1,13,Ａナミダガキラリ, 72,武豊  ,, 77, -13,  20, 1,  3.0, ⑦④
 2, 6, ゴｰルデンカイザｰ,,北沢伸,193.0,,,, 9, 29.6,④②②, 2, 6,Ｊスｰパｰオｰビット, 52,古川吉, 0.5, 64,   4,* -6,10, 34.2, ⑥④, 2, 6,Ｉテイエムフルパワｰ, 74,古川吉, 0.0, 80,   1,* 13, 5, 13.8, ⑨⑧, 2, 5,Ｌエｰシンコンファｰ, 61,藤岡佑, 0.0, 74,*-12,  15, 7, 20.2, ②②
 3, 2, シロキタベガ,,高井彰,193.2,,,, 6, 17.9,⑥⑥⑥, 3,12,Ａテイエムハリアｰ, 65,国分恭, 0.6, 60,* 10, -22, 1,  3.2, ②②, 3, 2,Ｆニットウサラン, 75,国分恭, 0.1, 77,  -4,* 17,11, 70.6, ⑬⑪, 3, 1,Ｇクリｰルトルネｰド, 67,四位洋, 0.2, 76, -16,* 21, 2,  4.5, ⑧⑨
 4, 5, アイアングリｰン,,林満明,193.5,,,, 1,  3.2,⑤⑤④, 4,14,Ｄロｰズリパブリック, 59,小牧太, 0.9, 59,   4, -12, 6, 10.0, ⑧⑥, 4,12,Ａマルブツサクラオｰ, 82,浜中俊, 0.4, 74,*  7,   1, 1,  1.6, ③③, 4,11,Ｅアコニットライアン, 68,和田竜, 0.4, 74, -16,  18, 6, 18.7, ⑨⑦
 5, 9, メイショウフウライ,,今村康,194.0,,,, 4,  8.8,③④⑤, 5, 5,Ｈハイドランジア, 56,武豊  , 1.1, 55,   5, -18, 2,  5.2, ⑤⑤, 5,16,Ｍセントエドワｰド, 72,和田竜, 0.4, 73,*  7,   1,14, 91.4, ②②, 5,10,Ｄクリノコブオｰ, 69,古川吉, 0.4, 77, -17,* 21,12, 40.0, ⑪⑩
 6,10, スプリングダボス,,白浜雄,194.3,,,, 5, 13.2,⑪⑦⑦, 6, 7, テｰオｰジュピタｰ,---,竹之下, 1.2, 56,   1, -10, 5,  8.7, ⑬⑫, 6, 5,Ｎコパノカチドキ, 69,武幸四, 1.0, 71,  -5,  11,13, 76.1, ⑭⑭, 6, 9,Ｍメジロジｰニｰ, 58,熊沢重, 0.4, 73, -15,  17,11, 30.2, ⑥⑥
 7, 4, エイシンルンナ,,浜野谷,194.6,,,,11, 33.7,①③③, 7, 3,Ｆゴｰルドキｰパｰ, 57,秋山真, 1.5, 50,* 10, -36,11, 69.2, ①①, 7, 3,Ｃトラベルシチｰ, 77,中村将, 1.1, 67,   3,   0, 7, 27.0, ⑦⑦, 7, 3,Ｊワンダｰアｰムフル, 64,石橋守, 0.6, 73, -17,  19,10, 27.7, ⑩⑪
 8,13, ヤマカツマドンナ,,植野貴,195.1,,,,10, 31.5,⑨⑧⑧, 8, 9,Ｅリリｰプレジャｰ, 57,熊沢重, 1.6, 52,   1, -17, 4,  7.5, ⑦⑩, 8, 8,Ｄドキャｰレ, 76,小牧太, 1.3, 66,   6,  -5, 4, 11.5, ④④, 8, 4,Ｎゲイリｰライアン, 53,渡辺薫, 0.6, 66,*-10,   4,13, 52.9, ①①
 9, 7, トレド,,小坂忠,196.0,,,, 7, 22.7,⑧⑨⑨, 9, 1,Ｉエリモサリｰレ, 54,飯田祐, 1.6, 52,   1, -15,12,100.7, ⑪⑨, 9,14,Ｌスイｰトフィズ, 72,熊沢重, 1.3, 66,   4,  -4, 8, 29.0, ⑥⑤, 9, 8,Ｃエｰシンサンスタｰ, 71,小牧太, 0.8, 74, -20,* 23, 3,  5.8, ⑬⑬
10, 1, カシノオウジャ,,金折知,196.5,,,, 3,  5.9,⑫⑪⑪,10,10,Ｋマルブツロック, 48,浜中俊, 1.8, 50,   1, -19, 7, 10.4, ⑨⑪,10,13,Ｂメイショウワカツキ, 77,武豊  , 1.4, 64,*  7,  -9, 2,  6.7, ①①,10,14,Ｋビビッドビビアン, 63,池添謙, 0.8, 73, -20,* 21, 8, 24.3, ⑭⑭
11,14, ライフチェンジ,,出津孝,196.6,,,,14,126.4,⑦⑩⑩,11,13,Ｃニホンピロリｰベル, 61,和田竜, 2.4, 44,   2, -31, 8, 20.2, ⑭⑧,11, 9,Ｈラガｰチトセオｰ, 75,石橋守, 1.5, 67,  -5,   6,12, 74.8, ⑮⑮,11, 6,Ｆメイショウシｰマ, 68,角田晃, 0.9, 66, -13,   5, 5, 13.0, ③③
12, 8, コウエイビｰト,,岩崎祐,198.2,,,,13, 94.4,⑬⑫⑫,12, 8,Ｍタイトｰキャップ, 38,田中健, 2.6, 42,  -2, -25,14,231.4, ⑫⑭,12,10,Ｋキアｰロ, 72,渡辺薫, 1.6, 65,  -2,   2,10, 45.3, ⑪⑫,12, 2,Ｂバクシンミノル, 71,南井大, 1.0, 64, -15,   8, 9, 26.9, ⑤⑧
13, 3, メイショウコンボイ,,菊地昇,200.3,,,, 8, 26.4,⑩⑬⑬,13,11,Ｇマチカネゲンペイ, 57,藤岡佑, 2.8, 39,   3, -38, 9, 25.7, ⑩⑦,13,11,Ｏトｰホウヘレン, 68,秋山真, 2.4, 57,   5, -14, 9, 32.8, ⑤⑥,13,12,Ｈロｰランビゴラス, 66,中村将, 1.2, 65, -18,  12,14, 96.0, ⑫⑫
14,12, ダイナミックタｰン,,黒岩悠,202.2,,,,12, 44.7,⑭⑭⑭,14, 4,Ｌヤマイチコマンド, 46,佐久間, 3.8, 32,   1, -47,13,145.6, ④⑬,14, 4,Ｊチュウワキング, 72,四位洋, 2.7, 57,  -7,  -1,15,109.8, ⑯⑯,14, 7,Ｉカネトシレジアス, 64,浜中俊, 1.3, 60, -12,   0, 4,  6.8, ④⑤
