09年10月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年10月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 1,Ｊトミケンダンク, 33,柴山雄, 1.2, 54, -26,*  9,11,165.9, ⑫⑪, 9, 4, スルｰザグリｰン,,蓑島靖,207.1,,,,11,118.0,⑫⑫⑫, 9,14,Ｂサマｰアクトレス, 76,北村宏, 0.6, 79,  -4,  14, 3,  6.3, ⑭⑮, 9,10,Ａダイワルビア, 87,北村宏, 1.5, 75,*  7,   4, 5,  6.2, ④④
10, 3,Ｌタマモドリｰム, 25,伊藤工, 1.5, 46, -22,  -3,10,115.9, ⑧⑨,10,11, テンブレイク,,平沢健,207.3,,,,13,280.4,⑬⑬⑬,10, 4,Ｌメジロアリス, 66,柴山雄, 0.7, 79,  -1,   9, 9, 43.7, ⑥⑧,10,13,Ｍアクセルファイヤｰ, 77,北村浩, 1.7, 76,   4,   9,11, 92.1, ⑫⑬
11, 6,Ｈビコｰペグｰ, 40,中谷雄, 1.7, 38,*-14, -20, 9, 89.4, ①①,11, 2, アントルシャカトル,,柴田未,209.1,,,, 9, 75.5,⑪⑪⑪,11, 8,Ｏショウナンハゴロモ, 64,横山義, 0.7, 78,  -4,  12,18,354.7, ⑨⑫,11, 6,Ｌスマｰトギルド, 78,五十嵐, 1.7, 75,   3,   8,16,220.6, ⑪⑪
12, 2,Ｉブルｰスマｰチ, 36,大庭和, 3.6, 24, -28, -19,12,200.1, ⑪⑫,12, 8, ヤマニンドレｰプ,,柴田大,209.4,,,,10, 96.6,⑨⑧⑧,12,17,Ｎプルプル, 65,大庭和, 0.7, 78,  -4,  12,15,184.7, ⑪⑬,12, 1,Ｋヒシハイグレｰド, 80,伊藤直, 2.0, 72,   2,   7,14,187.1, ⑮⑭
,,,,,,,,,,,,13, 5, ミンナシアワセ,,金子光,209.5,,,, 7, 41.4,⑧⑩⑩,13, 5,Ｊテイクザスカイ, 68,小林淳, 0.8, 82,  -8,  17,14,149.6, ⑱⑱,13,15,Ｐクリノビリオネア, 65,三浦皇, 2.2, 70,   3,   4, 6, 11.0, ⑨⑫
,,,,,,,,,,,,,,,,,,,,,,,,14,18,Ｇプリティダンス, 71,黛弘人, 0.9, 73,   0,   3,10, 46.0, ⑦⑤,14,14,Ｊイリュｰシブネス, 81,土谷智, 2.4, 69,*  8,  -4,12,125.5, ①①
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｍシｰディドアラバイ, 66,伊藤工, 1.1, 72,  -4,   6,13,111.2, ⑬⑪,15, 2,Ｏウォｰタｰマｰク, 74,柴田善, 2.5, 68,   6,  -2,13,166.3, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｑエレガントフラッグ, 61,村田一, 1.3, 68,   1,  -4,16,292.6, ④④,16,11,Ｆトｰセンセイント, 83,吉田豊, 2.9, 64,*  7,  -8, 8, 19.0, ③③
,,,,,,,,,,,,,,,,,,,,,,,,17, 9,Ｒサッチャリズム, 59,丸田恭, 1.9, 56,*  5, -20,17,322.5, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:1),,,,,,,,,,,
単勝:210円 複勝:10=110円 11=120円 08=240円 枠連:220円,,,,,,,,,,,,"単勝:1,100円 複勝:10=170円 01=110円 03=130円 枠連:650円",,,,,,,,,,,,"単勝:370円 複勝:16=150円 11=200円 15=130円 枠連:2,080円",,,,,,,,,,,,"単勝:530円 複勝:05=190円 12=250円 04=300円 枠連:1,030円",,,,,,,,,,,
馬連:330円 ワイド:10-11=160円 08-10=370円 08-11=420円,,,,,,,,,,,,馬連:800円 ワイド:01-10=290円 03-10=400円 01-03=180円,,,,,,,,,,,,"馬連:2,000円 ワイド:11-16=740円 15-16=320円 11-15=540円",,,,,,,,,,,,"馬連:1,320円 ワイド:05-12=550円 04-05=850円 04-12=1,110円",,,,,,,,,,,
"馬単:650円 3連複:1,530円 3連単:5,020円",,,,,,,,,,,,"馬単:2,500円 3連複:710円 3連単:6,960円",,,,,,,,,,,,"馬単:3,260円 3連複:2,010円 3連単:12,280円",,,,,,,,,,,,"馬単:2,940円 3連複:5,020円 3連単:19,620円",,,,,,,,,,,
■ 2R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  ダ1300m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ静岡賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａリリエンタｰル, 65,北村宏,, 74, -18,* 24, 1,  1.7,⑪⑫⑩, 1, 2,Ｃギンザナイト, 76,三浦皇,, 77,  10,*  5, 5,  7.8, ⑤⑤, 1, 7,Ａヒカルルｰキｰ, 80,伊藤工,, 82,   1,* 16, 1,  4.2,⑩⑫⑪, 1,14,Ｂゴｰルデンダリア, 87,内田博,, 94,  13,  14, 3,  5.8,⑨⑨⑧
 2, 7,Ｂメジロジェラルド, 59,吉田豊, 0.0, 67,*-12,   9, 2,  5.3,①①①, 2,15,Ｇロｰブドヴルｰル, 74,内田博, 0.3, 77,* 12,   0, 6,  9.4, ④③, 2,13,Ｎヴィｰヴァミラコロ, 64,戸崎圭, 0.2, 80,   2,  12, 5,  9.1,⑧⑧⑩, 2, 8,Ｉブルｰマｰテル, 82,五十嵐, 0.2, 91,  13,  11, 7, 25.9,⑦⑦⑦
 3, 9,Ｃウエスタンブラボｰ, 58,田中勝, 0.1, 68,*-14,  12, 4,  8.7,③③③, 3,10,Ｆシンボリバッハ, 74,柴田善, 0.5, 73,   7,*  4, 9, 36.7, ⑨⑧, 3,15,Ｂイケドラゴン, 79,中谷雄, 0.2, 79,   2,  10, 2,  5.5,⑤⑨⑦, 3, 7,Ａマッハヴェロシティ, 92,柴田善, 0.3, 90,  10,  13, 2,  3.6,⑪⑩⑩
 4,12,Ｅオペラオｰカン, 53,三浦皇, 0.3, 69, -17,* 16, 5, 16.5,⑧⑧⑧, 4, 3,Ｅテングジョウ, 74,菊沢隆, 0.6, 72,   4,*  6,10, 37.2, ⑫⑩, 4,10,Ｆベイルリ, 72,柴田善, 0.4, 79,  -1,* 15, 7, 10.7,⑬⑭⑭, 4,12,Ｒオリオンザドンペリ, 73,小林淳, 0.4, 91,  14,   5,15, 81.8,⑥⑥⑥
 5,10,Ｄパンテｰル, 53,戸崎圭, 0.3, 66, -16,  12, 6, 21.7,⑤⑤⑤, 5, 1,Ｊキクノフレヴァン, 70,柴山雄, 1.1, 69,  11,  -5, 7, 13.0, ②④, 5, 5,Ｐサクラルｰラｰ, 62,田中勝, 0.4, 77,   2,   7,12, 46.8,⑫⑩⑧, 5, 6,Ｃアスクデピュティ, 84,黛弘人, 0.5, 90,   6,* 19, 9, 28.9,⑮⑭⑮
 6, 6,Ｌヤマニンパソドブル, 28,柴山雄, 0.6, 63, -16,   8,11,246.2,④④④, 6,12,Ｈトロイオンス, 73,戸崎圭, 1.2, 69,* 12,  -8, 3,  6.3, ③②, 6,16,Ｇアｰスグラヴィティ, 71,吉田豊, 0.6, 76,  -1,  10, 9, 21.1,⑪⑬⑫, 6, 2,Ｅケイアイドウソジン, 83,戸崎圭, 0.6, 84,* 17,  -5, 1,  3.2,①①①
 7, 8,Ｆナイスオペラ, 52,内田博, 0.7, 63, -16,   9, 3,  6.1,⑦⑥⑦, 7,16,Ｉキョウエイストｰム, 70,村田一, 1.3, 67,   3,   3, 1,  3.6, ⑭⑭, 7, 8,Ｑテンジンミコオウヒ, 62,黛弘人, 0.6, 73,*  5,  -1,15,128.2,④④③, 7,13,Ｈショウナンライジン, 82,吉田豊, 0.6, 89,   7,* 16, 6, 18.5,⑭⑬⑭
 8, 4,Ｊユメユメユメ, 42,石橋脩, 0.9, 56,*-13,  -2, 7, 31.0,②②②, 8, 5,Ｌバリバリセレブ, 67,吉田豊, 1.3, 66,   7,  -2,12,114.0, ⑧⑦, 8, 6,Ｉバンダムレクス, 69,丸田恭, 0.7, 72,   4,   1,11, 46.0,③⑤⑤, 8,10,Ｌノｰプロブレム, 79,三浦皇, 0.8, 87,   9,  11,11, 30.7,⑫⑫⑪
 9,11,Ｈアルビダ, 48,柴田善, 1.2, 58, -18,   6, 9,132.6,⑫⑩⑪, 9, 9,Ｋリリｰザサン, 69,小林淳, 1.6, 63,   3,  -1,14,171.6, ⑬⑫, 9, 4,Ｄクリｰルトルネｰド, 75,北村宏, 0.7, 71,*  5,  -1, 6, 10.0,⑦②④, 9,17,Ｑマイネルグラシュｰ, 74,大庭和, 0.9, 82,* 15,  -5,12, 35.4,②③④
10, 3,Ｉマキシムトパｰズ, 43,大庭和, 1.3, 56, -17,   4,12,261.2,⑩⑨⑨,10,14,Ｄダｰクシャナオｰ, 76,田中勝, 1.7, 65,* 13, -13, 4,  7.7, ①①,10,17,Ｋベイビｰロｰズ, 66,内田博, 0.7, 73,   3,   0,10, 22.2,⑥⑥⑥,10, 5,Ｏマイネルアラバンサ, 78,中谷雄, 1.0, 81,  14,  -5,17,101.9,④④③
11, 2,Ｇタンクレディ, 48,丸田恭, 1.4, 53, -17,   1, 8, 66.1,⑥⑦⑥,11, 7,Ｂアグネスクイック, 77,武英智, 1.8, 62,   9,  -9, 8, 23.8, ⑥⑥,11, 1,Ｈシングンリタｰンズ, 70,三浦皇, 0.9, 77,  -4,* 17, 8, 14.4,⑰⑰⑰,11, 9,Ｇドモナラズ, 82,柴山雄, 1.0, 85,   9,   8,10, 30.7,⑧⑪⑫
12, 1,Ｋダンシングムｰン, 30,伊藤工, 2.3, 48, -21,  -1,10,202.8,⑨⑪⑫,12, 4,Ｍタケデンスキップ, 65,伊藤直, 1.9, 60,  -3,   4,16,336.5, ⑯⑯,12, 9,Ｊリワｰドルシアン, 66,石橋脩, 0.9, 75,  -2,  11,13, 63.7,⑯⑮⑮,12,18,Ｋヤマニンイグナイト, 79,橋本美, 1.0, 86,   4,* 18,14, 58.8,⑱⑱⑱
,,,,,,,,,,,,13, 6,Ｎレッドレイク, 61,伊藤工, 2.0, 58,   0,  -1,11, 65.2, ⑮⑮,13,12,Ｍリバｰインバウンド, 65,小林淳, 1.3, 68,*  6, -12,14,126.9,②③②,13,16,Ｊカレイジャスミン, 82,北村宏, 1.2, 81,   6,  10, 5, 15.2,⑰⑰⑰
,,,,,,,,,,,,14,13,Ａマルタｰズブレｰヴ, 83,北村宏, 2.0, 58,   2,  -3, 2,  4.1, ⑪⑬,14,14,Ｏエルシッド, 63,鮫島良, 1.4, 69,  -3,   6,16,323.5,⑭⑯⑯,14,15,Ｄラフィナｰル, 84,石橋脩, 1.2, 83,   7,   6, 4, 11.2,⑯⑯⑬
,,,,,,,,,,,,15,11,Ｏエイワイエヤス, 59,横山義, 3.0, 52,   4, -15,15,247.2, ⑩⑪,15, 2,Ｅエヴァ, 74,村田一, 1.4, 67,   2,  -5, 3,  6.5,⑨⑦⑨,15, 3,Ｆベルモントルパン, 82,横山義, 1.3, 79,  11,  -4,18,140.0,⑩⑧⑨
,,,,,,,,,,,,16, 8,Ｐカネトシバニラ, 45,丸田恭, 3.9, 45,   7, -25,13,131.4, ⑦⑨,16, 3,Ｃニシノホウギョク, 75,柴山雄, 1.6, 62,*  6, -18, 4,  7.0,①①①,16, 4,Ｍドリｰムトレジャｰ, 79,菊沢隆, 1.3, 76,* 17, -15, 8, 26.2,③②②
,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｌチｰフヴァｰジニア, 66,高山太, 2.2, 59,   0, -11,17,564.1,⑮⑪⑬,17, 1,Ｐアドバンスヘイロｰ, 76,丸田恭, 1.8, 72,  14, -15,16, 85.1,⑤⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,Ｎカイシュウタキオン, 78,村田一, 2.1, 73,   6,  -2,13, 40.7,⑬⑮⑯
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:5),,,,,,,,,,,
単勝:170円 複勝:05=110円 07=150円 09=160円 枠連:190円,,,,,,,,,,,,単勝:780円 複勝:02=270円 15=280円 10=660円 枠連:550円,,,,,,,,,,,,"単勝:420円 複勝:07=160円 13=270円 15=170円 枠連:2,090円",,,,,,,,,,,,単勝:580円 複勝:14=210円 08=520円 07=160円 枠連:590円,,,,,,,,,,,
馬連:380円 ワイド:05-07=170円 05-09=220円 07-09=480円,,,,,,,,,,,,"馬連:2,440円 ワイド:02-15=890円 02-10=2,580円 10-15=2,710円",,,,,,,,,,,,"馬連:2,090円 ワイド:07-13=790円 07-15=470円 13-15=1,080円",,,,,,,,,,,,"馬連:8,740円 ワイド:08-14=2,690円 07-14=500円 07-08=1,590円",,,,,,,,,,,
"馬単:500円 3連複:670円 3連単:1,560円",,,,,,,,,,,,"馬単:4,590円 3連複:20,710円 3連単:101,390円",,,,,,,,,,,,"馬単:3,520円 3連複:3,840円 3連単:19,440円",,,,,,,,,,,,"馬単:15,390円 3連複:10,850円 3連単:89,050円",,,,,,,,,,,
■ 3R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 6R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 9R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■12R  ダ1600m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,神奈川新聞杯,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3, シャラントレディ,---,内田博,, 67,  -4,*  3, 3,  5.3, ⑦⑤, 1, 2,Ｃユウタｰグロｰバル, 73,田中勝,, 80,   0,* 19, 2,  3.3, ⑨⑨, 1, 6,Ａブリッツェン, 82,内田博,, 82,  -8,  20, 2,  4.3, ⑤⑤, 1, 9,Ｂパワｰストラグル, 83,戸崎圭,, 82,   1,* 20, 4,  7.0, ⑥⑥
 2,12, ユメノキズナ,---,戸崎圭, 0.0, 66,  -3,   1, 7, 23.1, ⑤⑥, 2,11,Ａザドライブ, 75,内田博, 0.2, 79,   3,  13, 1,  2.6, ④④, 2, 7,Ｂタケショウオｰジ, 79,三浦皇, 0.0, 84, -11,  25, 3,  4.7, ⑦⑦, 2, 5,Ａオウロプレット, 86,伊藤工, 0.0, 80,*  3,  16, 3,  5.1, ①①
 3, 2, メジロジャクソン,---,吉田豊, 0.2, 63,*  2,  -8, 1,  2.7, ①①, 3, 6,Ｂメジロスプレンダｰ, 74,草野太, 0.6, 75,   2,  12, 4,  7.5, ⑥⑦, 3, 8,Ｅマチカネカミカゼ, 77,柴山雄, 0.0, 86, -13,* 29, 5,  8.8, ⑧⑧, 3,13,Ｊタガノアッシュ, 80,吉田豊, 0.2, 80,*  3,  15, 8, 26.8, ②②
 4,14, ボンジュｰルキセキ,---,三浦皇, 0.4, 62,* -1,  -6,10, 52.6, ②②, 4,16,Ｊトゥルｰボｰン, 67,戸崎圭, 0.7, 76,  -3,* 18, 7, 19.6, ⑬⑫, 4, 2,Ｄメイショウコウセイ, 77,田中勝, 0.1, 80,* -7,  16, 1,  3.0, ②②, 4, 7,Ｄドリｰムトラベラｰ, 81,三浦皇, 0.5, 77,*  2,  14, 6, 10.9, ④④
 5, 6, ポルトゥエンセ,---,田中勝, 0.5, 63, -13,*  9, 5, 10.8, ⑰⑯, 5, 4,Ｄハリマノワタリドリ, 73,石橋脩, 1.1, 73,   2,   7, 3,  7.5, ⑦⑧, 5, 5,Ｈブレイクナイン, 67,吉田豊, 0.4, 78, -11,  19, 7, 34.4, ⑥⑥, 5, 8,Ｋセイウンマル, 77,大庭和, 0.5, 75,  -1,* 18,11, 98.8, ⑨⑧
 6,15, マイネヴィッキｰ,---,石橋脩, 0.5, 62,  -4,  -2,11, 58.6, ⑧⑦, 6, 5,Ｅアッシュアッパｰ, 73,柴山雄, 1.2, 69,*  5,   2, 8, 21.3, ②②, 6, 9,Ｃサトノエクスプレス, 78,北村宏, 0.6, 77, -16,  24, 4,  5.5, ⑩⑨, 6, 3,Ｃリフレックス, 83,内田博, 0.6, 79,   0,  15, 1,  3.3, ⑤⑤
 7, 7, キャニオンビュｰ,---,北村宏, 0.6, 60, -11,*  4, 4,  8.6, ⑬⑬, 7, 1,Ｋソニックブレｰド, 66,黛弘人, 1.3, 69,*  5,  -1,12,222.9, ①①, 7, 1,Ｉエイブルインレｰス, 67,戸崎圭, 0.6, 71,* -5,   7, 6, 10.1, ①①, 7, 1,Ｆエジソン, 80,北村宏, 0.7, 75,*  2,  12, 2,  3.7, ③③
 8,13, ドリｰムラブソング,---,柴田善, 0.7, 59,  -8,   0, 6, 17.0, ⑪⑪, 8, 3,Ｉアルウェット, 67,三浦皇, 1.5, 67,   2,   4, 9, 23.9, ⑧⑥, 8, 4,Ｇムラマサノメイトｰ, 69,大庭和, 1.2, 64,  -8,   2,10, 91.8, ④④, 8,10,Ｌマルタカタキオン, 76,柴山雄, 0.9, 75,  -3,* 18,10, 64.4, ⑩⑪
 9, 9, スズカケノミチ,---,菊沢隆, 0.7, 59,  -9,   2,12,109.5, ⑫⑫, 9, 9,Ｆカゼノグッドボｰイ, 71,村田一, 1.8, 67,*  4,  -2, 5, 15.0, ③③, 9,10, スイｰトマカロン,---,村田一, 1.3, 68, -16,  14, 9, 67.1, ⑨⑩, 9, 4,Ｈホワイトショウフク, 80,丸田恭, 0.9, 76,   0,  14, 7, 26.5, ⑦⑦
10,16, エルフガｰランド,---,丸田恭, 0.8, 56,* -2, -10, 2,  4.0, ③③,10,13,Ｇヤマニンデュｰン, 67,伊藤工, 1.8, 67,  -3,   7, 6, 16.2, ⑫⑬,10, 3,Ｆアサヒバロン, 74,柴田善, 1.3, 62,  -8,   0, 8, 39.6, ③③,10, 2,Ｉニシノウェｰブ, 80,田中勝, 0.9, 76,  -2,* 18, 9, 45.8, ⑫⑫
11, 1, トｰセンドルチェ,---,村田一, 1.0, 57, -12,   2, 8, 24.1, ⑭⑭,11, 7,Ｈアツキオモイ, 67,丸田恭, 1.9, 68,  -5,  11,10,108.3, ⑮⑮,,,,,,,,,,,,,11, 6,Ｇインフィニットエア, 80,柴田善, 1.1, 75,  -2,  14, 5,  8.8, ⑧⑨
12,11, ノアスピリタス,---,小林淳, 1.2, 55,  -4, -12, 9, 49.0, ⑨⑨,12, 8,Ｌラビシュスペンダｰ, 65,吉田豊, 2.1, 64,   0,   1,11,171.3, ⑩⑩,,,,,,,,,,,,,12,11,Ｍグッドチョイス, 76,石橋脩, 1.4, 73,  -1,  11,13,139.4, ⑪⑩
13, 5, ランコントレ,---,草野太, 1.6, 49, -12,  -6,14,161.8, ⑯⑮,13,10,Ｏホｰリｰカップ, 53,小林淳, 2.7, 61,  -1,  -2,13,343.0, ⑪⑪,,,,,,,,,,,,,13,12,Ｅスプリングサンテ, 80,村田一, 1.4, 75,  -4,  16,12,110.5, ⑬⑬
14, 8, クリノケイブパｰル,---,高橋智, 1.7, 47,  -8, -14,17,282.7, ⑩⑩,14,15,Ｍビッグナイト, 58,鷹野宏, 3.4, 54,   3, -15,14,360.6, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,
15, 4, ケイビイパンサｰ,---,伊藤工, 1.7, 49, -15,  -4,16,277.6, ⑮⑰,15,14,Ｐクリノラブタイプ, 50,大庭和, 3.8, 49,  -5,  -5,15,425.2, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
16,17, エイチエヌイｰグル,---,大庭和, 2.0, 44,  -4, -22,15,164.5, ⑥⑧,16,12,Ｎレジェンドヘヴン, 54,高山太, 4.5, 48,  -8,  -7,16,675.3, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
17,10, エルボラｰチョ,---,柴山雄, 2.9, 36, -23,  -9,13,157.8, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18, メイフェアｰ,---,黛弘人, 3.4, 30,* -1, -43,18,370.8, ④④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
