09年 8月30日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月30日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1700m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａマンゴプディング, 71,柴原央,, 70,  -1,*  4, 3,  3.5, ③③, 1, 4, ブルｰソックス,---,丸田恭,, 64,*  0,*  2, 3,  5.3,①①①, 1, 6,Ｂヒロアンジェロ, 75,横山典,, 72,*  4,   8, 1,  1.8,②②①, 1, 4,Ｃエリモアラルマ, 77,松田大,, 76,  -4,  18, 9, 36.7,⑦⑦⑤
 2, 3,Ｂスワット, 65,横山典, 0.3, 64,*  3,  -5, 1,  2.6, ②②, 2, 9, フラッテロｰザ,---,秋山真, 0.9, 57,* -1,  -3, 1,  3.1,④④③, 2,10,Ａクｰノキセキ, 78,藤田伸, 0.3, 70,   3,   7, 2,  3.1,④④②, 2, 9,Ａダイバクフ, 78,丸山元, 0.0, 74,  -6,* 21, 3,  5.9,⑪⑨⑨
 3, 2,Ｉインフィニティラブ, 39,藤岡佑, 0.5, 62,*  4,  -9, 8, 45.2, ①①, 3, 6, タマモアルプス,---,藤岡佑, 1.2, 55,* -1,  -7, 2,  3.3,②②②, 3, 5,Ｊバｰニングラブ, 60,丸田恭, 0.3, 72,   2,*  9, 7, 42.8,⑥⑤④, 2, 6,Ｈヴァンクリマ, 73,秋山真, 0.0, 71,* -2,  14, 6, 16.5,②②②
 4,14,Ｃレオプライム, 64,岩田康, 0.5, 62,  -4,  -1, 2,  2.7, ⑤⑤, 4, 3, アポロプレシャス,---,勝浦正, 1.5, 54,  -1,  -7, 5,  9.6,③③④, 4, 4,Ｅリロ, 73,川島信, 1.1, 66,  -2,*  9, 8, 59.5,⑩⑨⑧, 4, 1,Ｅディアマジェスティ, 75,藤田伸, 0.1, 72,  -3,  16, 2,  3.2,③③③
 5, 7,Ｅチェリｰブランデｰ, 46,田中勝, 0.6, 63, -14,*  9, 5, 41.0, ⑩⑨, 5, 5, ミッキｰプリステン,---,中舘英, 2.0, 50,  -3, -10, 6, 13.2,⑥⑥⑥, 5, 9,Ｆカントリｰドｰタｰ, 68,勝浦正, 1.3, 64,   0,   3, 9, 91.0,⑧⑧⑤, 5,10,Ｇディアトウシロウ, 74,藤岡佑, 0.3, 73,  -7,* 23, 5, 15.4,⑫⑫⑩
 6, 9,Ｈマンダリンレイ, 41,津村明, 0.7, 60,  -6,  -1,12,269.4, ⑦⑦, 6, 2, ファンキｰラッシュ,---,松田大, 2.1, 53,  -2, -10, 9, 35.3,⑤⑤⑤, 6, 1,Ｈワキノドライバｰ, 65,藤岡佑, 1.6, 62,   0,   0, 6, 30.4,⑦⑦⑥, 6,11,Ｂアイソトｰプ, 78,安藤勝, 0.4, 69,* -2,  12, 1,  3.1,④④④
 7, 1,Ｊラブシェｰマ, 39,三浦皇, 0.7, 60,  -2,  -5, 4, 17.6, ④④, 7, 8, ナイスオペラ,---,荻野琢, 3.4, 42,  -5, -18, 4,  7.5,⑧⑦⑦, 7,11,Ｋアメリカンヒロイン, 47,荻野琢, 1.6, 66,  -2,   6,11,334.2,⑨⑩⑩, 7, 7,Ｋアグネスシグマ, 67,荻野琢, 0.5, 69,* -2,   9,10, 67.9,①①①
 8, 5,Ｆエイシンイチフジ, 45,中舘英, 1.0, 57,  -8,  -3, 9, 50.3, ⑥⑥, 8, 1, ヒノモトイチバン,---,藤田伸, 4.2, 35,  -6, -23, 7, 16.0,⑨⑧⑧, 8, 2,Ｇジョウキゲン, 65,丸山元, 1.7, 62,   0,   0,10,167.8,⑤⑥⑨, 7, 3,Ｄニュｰロザリオ, 76,小野寺, 0.5, 71,  -6,  17,11, 72.2,⑨⑩⑪
