09年 3月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 3月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沈丁花賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａクリノマックス, 68,古川吉,, 56,  -1,*  0, 1,  1.5,⑥⑤④, 1, 4,Ｈザバトルユｰジロｰ, 53,太宰啓,, 59,  -3,* -4, 4,  8.2, ⑧⑦, 1,11,Ａウインアンジェラス, 77,中舘英,, 72,* 11,   3, 1,  3.6, ②①, 1,16,Ａスタッドジェルラン, 80,佐藤哲,, 73,   2,* 13, 1,  2.0,⑪⑩③
 2, 1,Ｃイグナイトカフェ, 57,小島太, 0.4, 49,*  0,  -6, 6, 18.3,①①①, 2, 1,Ｅラガｰキセキ, 55,荻野琢, 0.0, 62,*  6, -13, 6, 11.9, ①①, 2, 5,Ｇフェミニンワイルド, 68,松田大, 0.2, 69,  -2,* 10, 5,  7.8, ⑦⑦, 2, 3,Ｃハギノリベラ, 74,中村将, 0.8, 68,   0,*  9, 4,  9.4,⑭⑬⑫
 3, 4,Ｂユキノマジック, 59,太宰啓, 0.6, 48,  -1,  -4, 3, 10.6,⑩⑦⑥, 3,13,Ｆジャックボイス, 54,中舘英, 0.2, 59,   2, -12, 2,  4.5, ⑥⑥, 3, 7,Ｉピエネヴェｰレ, 66,田中博, 0.3, 68,   3,   5,10, 48.7, ④③, 3,13,Ｅレッドボルサリｰノ, 70,中舘英, 1.0, 65,*  3,   3, 8, 19.7,④③⑥
 4, 7,Ｈナタｰシャ, 51,田中健, 0.8, 50,  -3,* -1, 7, 32.1,⑫⑫⑫, 4, 3,Ｃタマモコロナ, 59,西田雄, 0.3, 56,   2, -13, 7, 14.5, ④④, 4, 8,Ｆルｰシｰショｰ, 70,吉田稔, 0.3, 69,*  9,   1, 8, 23.1, ①②, 4, 5,Ｈシルバｰフィｰルド, 66,野元昭, 1.2, 65,   2,   3, 7, 17.1,⑬⑦⑦
 5, 9,Ｄアリソンイモン, 54,丸田恭, 0.9, 47,  -5,*  0,12,120.3,⑭⑭⑭, 5, 5,Ｎワイドロｰタス, 37,藤岡康, 0.4, 52,  -7,  -5,12, 48.6, ⑪⑪, 5, 2,Ｅヴァイスハイト, 70,国分恭, 0.5, 65, -11,* 13, 3,  5.5, ⑧⑧, 5, 4,Ｇシｰポラリス, 68,田中健, 1.2, 66,*  3,   2, 5, 11.7,③④④
 6, 3,Ｉメジロホリデイ, 50,高橋智, 1.0, 46,  -1,  -8, 4, 11.5,③④③, 6, 9,Ｒラインパンサｰ, 21,中村将, 0.5, 51, -12,* -1,17,229.4, ⑬⑭, 6,15,Ｋコロナガｰル, 62,北村友, 0.7, 63,   2,   2, 9, 29.6, ⑤⑤, 6, 7,Ｋフルボディｰ, 63,松田大, 1.3, 65,   0,   5,13, 67.5,⑩⑫⑪
 7,16,Ｅジョｰセレス, 53,的場勇, 1.2, 45,*  0, -13, 5, 14.9,②②②, 7,12,Ｄドレッシｰ, 56,津村明, 0.6, 52,   2, -17, 8, 15.8, ⑤⑤, 7, 4,Ｄフラミニアンウェイ, 71,西田雄, 1.2, 59,  -2,   1, 6,  9.6, ⑥⑥, 7, 6,Ｆスノｰマジック, 68,村田一, 1.3, 66,   2,   2, 6, 13.8,⑤⑤⑤
 8,12,Ｏハヤブサリｰフ, 39,宮崎北, 1.4, 43,  -1, -12,10, 96.0,⑤⑥⑤, 8, 7,Ａコクトｰ, 61,田面木, 0.7, 52,*  5, -21, 3,  6.8, ②②, 8,10,Ｃユメイッポ, 72,小林徹, 1.4, 59,*  8,  -8, 4,  6.0, ③④, 8,12,Ｊダスタップ, 65,太宰啓, 1.3, 62,*  4,  -1, 9, 34.6,②②①
 9,13,Ｍグラフィックレディ, 42,松田大, 1.4, 44,  -2,  -8,16,280.1,⑬⑩⑩, 9,11,Ｏマイネシラユキ, 34,佐藤哲, 0.7, 48,  -7,  -9,15, 75.8, ⑫⑫, 9,16,Ｌブルｰスコｰピオン, 59,田面木, 1.4, 55,  -9,   3,16,204.7, ⑩⑩, 9, 9,Ｂコウヨウドリｰム, 74,藤岡康, 1.5, 62,   2,   0, 3,  8.5,⑥⑥⑨
10, 8,Ｆカネトシフィオｰレ, 52,北村友, 1.7, 41,  -3,  -9, 8, 38.6,⑪⑪⑪,10, 2,Ｊヴィスペッツァ, 52,的場勇, 0.8, 45, -16,* -2, 5, 11.1, ⑯⑯,10, 6,Ｊステラクッキｰ, 63,丸田恭, 1.6, 53, -14,   4, 7, 21.3, ⑪⑪,10, 2,Ｄイソノラシアン, 70,赤木高, 1.7, 60,   1,   0,12, 59.4,⑧⑪⑩
11,15,Ｌカシノクリス, 44,二本柳, 1.9, 41,  -2, -13,11,106.5,⑨⑨⑨,11, 8,Ｌジャｰジデスマイル, 46,筒井勇, 0.8, 48,  -3, -14, 9, 18.7, ⑨⑧,11, 1,Ｂウインペガサス, 74,丸山元, 1.6, 53,  -9,   1, 2,  4.9, ⑨⑨,11,15,Ｍスズカケ, 60,石橋脩, 1.8, 58,   2,  -3,10, 45.5,⑨⑨⑧
12,10,Ｐオｰドフォｰレ, 30,村田一, 2.0, 42,  -2, -14,14,155.3,⑧⑧⑧,12,17,Ｉカモンベイビｰ, 53,吉田稔, 0.9, 46, -13,  -5,11, 37.0, ⑮⑬,12, 9,Ｎスズカゲラン, 55,太宰啓, 1.7, 51, -17,   5,14,141.4, ⑭⑬,12, 1, スギノブライアン,---,吉田稔, 2.4, 57,  -2,  -1,11, 49.5,⑫⑭⑭
