09年 6月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2500m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麦秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａダンサｰズブロンド, 73,宮崎北,, 76,*  8,*  1, 1,  2.5, ①①, 1,11,Ｂキングスチャペル, 61,四位洋,, 67,* -6,* 11, 1,  3.2,⑧⑧⑧, 1, 5,Ｇスコルピオンキッス, 73,蛯名正,, 74,   4,  11, 5,  9.4, ⑤⑤, 1,16,Ｇタカオセンチュリｰ, 85,四位洋,, 86,*  9,* 16, 3,  5.2, ①①
 2,14,Ｃフレンチドｰル, 59,伊藤工, 0.6, 66,   1,*  3, 2,  5.0, ⑥⑥, 2,14,Ｄタイキカレラ, 61,蛯名正, 0.1, 65,* -6,   8, 2,  3.9,⑨⑨⑨, 2, 2,Ｃクラッチヒット, 75,勝浦正, 0.1, 73,   3,  11, 4,  5.7, ⑧⑦, 2, 4,Ｂフサイチピｰジェイ, 88,安藤勝, 0.2, 84,* 10,* 15, 1,  3.5, ②②
 3, 8,Ｂキュｰティガビｰ, 60,岩田康, 0.9, 65,  -1,*  3, 3,  5.1, ⑧⑧, 3, 9,Ａカネトシユｰシャ, 66,村田一, 0.1, 71,  -8,* 15, 8, 19.7,⑭⑬⑭, 3,11,Ｊジャンバティスト, 70,田中勝, 0.1, 74,  -3,* 19,10, 44.6, ⑮⑮, 3,15,Ｋグランドバイオ, 83,田中勝, 0.7, 80,   8,  13, 7, 14.6, ⑥⑦
 4, 1,Ｆコスモスプリッツァ, 57,松岡正, 2.0, 57,   4, -13, 8, 27.5, ⑤③, 4, 3,Ｊラインクラッシャｰ, 55,勝浦正, 0.2, 65,* -6,   7,10, 39.6,⑤⑦⑥, 4,14,Ｈアイオロスシチｰ, 71,宮崎北, 0.2, 69,* 11,  -2, 9, 36.2, ①①, 4, 8,Ｍトップディアマンテ, 83,武豊  , 0.8, 80,   7,  13,14, 63.3, ⑧⑥
 5, 5,Ｉオフザリップ,  2,丸山元, 2.1, 57,*  6, -18,12,135.1, ②②, 5,13,Ｆベイルリ, 61,柴田善, 0.4, 63,  -7,   7, 3,  4.9,⑪⑪⑪, 5, 6,Ｆスマｰトキャスタｰ, 73,伊藤工, 0.7, 66,*  7,   0, 8, 33.1, ③②, 5,14,Ｐシルクストリｰト, 80,村田一, 1.0, 79,   7,   9,13, 46.1, ⑤⑤
 6, 4,Ｄケンタッキｰブルｰ, 59,武士沢, 2.1, 54,   1, -11, 4,  7.2, ⑦⑤, 6,16,Ｈシャドウノｰト, 56,戸崎圭, 0.5, 59,* -6,   1, 5, 14.8,⑦⑥⑤, 6, 1,Ｐシャイニｰモス, 62,柴山雄, 0.7, 69,  -6,* 16,14,142.8, ⑯⑯, 6,13,Ｄポｰカｰフェイス, 87,岩田康, 1.1, 80,   5,  14, 2,  4.7, ⑬⑫
 7,16, プラチナグリッタｰ,---,大野拓, 2.2, 55,   3, -15, 5, 12.3, ④④, 7,12,Ｎハクサン, 49,プレブ, 0.6, 61,  -7,   4,13, 91.6,⑫⑩⑩, 7, 8,Ｉホウライブライアン, 71,武豊  , 0.7, 68,   0,   9, 7, 14.5, ⑪⑪, 7, 5,Ｈミスタｰモナルコス, 84,福永祐, 1.1, 80,   5,  14, 5, 10.3, ⑫⑪
 8,13,Ｈコチャ, 41,内田博, 2.2, 54,  -8,*  0, 7, 16.5, ⑬⑬, 8, 1,Ｇブルｰデザフィｰオ, 60,後藤浩, 0.7, 54,* -5,  -7, 4,  7.3,①①①, 8, 3,Ｋダイワウイザｰド, 68,北村宏, 0.7, 68,   0,   9,12,103.4, ⑩⑩, 8,11,Ｌイアオニｰドル, 83,伊藤工, 1.3, 73,   7,   7,16,214.6, ④④
 9, 9,Ｅコスモカサブランカ, 58,石橋脩, 2.8, 49,   0, -15, 6, 14.0, ⑨⑨, 9, 6,Ｅトｰセンエシェゾｰ, 61,吉田隼, 0.7, 62,  -8,   7, 7, 18.8,⑬⑮⑬, 9,12,Ｅダイレクトパス, 74,岩田康, 0.7, 70,  -2,  12, 6,  9.5, ⑭⑬, 9, 9,Ｊパルジファル, 84,横山典, 1.3, 76,   5,  11, 8, 19.3, ⑦⑧
10, 7,Ｇボスオブザリンド, 53,黛弘人, 2.9, 49,  -3, -13, 9, 46.7, ⑪⑪,10,10,Ｃタッチオブマスタｰ, 61,藤田伸, 0.9, 61, -10,   8, 6, 15.4,⑮⑯⑯,10,13,Ｂマルタｰズマゼル, 75,藤田伸, 1.0, 66,   3,   3, 2,  4.9, ⑥⑥,10,10,Ｆショウナンアクト, 85,柴田善, 1.5, 77,   3,  13, 4,  9.9, ⑭⑭
11,11, コスモスイレン,---,戸崎圭, 3.2, 47,  -3, -15,15,184.5, ⑫⑫,11, 2,Ｋメジロボニｰ, 54,武士沢, 0.9, 54,* -5,  -6,12, 77.3,③③②,11, 9,Ａクラッカｰジャック, 76,松岡正, 1.0, 65,   6,  -2, 1,  3.6, ④④,11, 2,Ｃスマｰトサイクロン, 87,吉田隼, 1.6, 76,   4,  11,10, 28.9, ⑪⑬
12, 2, トｰセンマリレット,---,岩部純, 3.8, 41, -16,  -5,11, 95.7, ⑯⑯,12, 8,Ｉシｰアンムｰン, 55,伊藤工, 0.9, 59,  -9,   4,11, 70.8,⑩⑫⑫,12,10,Ｎカラｰチャｰジ, 65,中谷雄, 1.1, 65,   2,   4,15,276.1, ⑨⑨,12, 7,Ｎスリｰアリスト, 82,蛯名正, 1.7, 76,   1,* 16, 6, 13.5, ⑮⑮
13, 6, ステファナイト,---,和田竜, 4.0, 40,  -2, -24,10, 91.9, ⑩⑩,13,17,Ｑグラスチャレンジ, 37,小林淳, 2.8, 38, -10, -19,18,459.0,⑱⑰⑮,13,15,Ｍサイレントパンサｰ, 66,戸崎圭, 1.4, 64,  -2,   6,11, 63.6, ⑬⑭,13, 3,Ｏラインストｰム, 82,菊沢隆, 1.8, 74,   6,   6,12, 42.7, ⑩⑨
14,15, ダイワナデシコ,---,北村宏, 4.3, 37, -13, -12,14,171.6, ⑮⑮,14,18,Ｍコスモハｰモニｰ, 50,丹内祐, 2.8, 38,  -9, -20,17,291.5,⑯⑭⑰,14,16,Ｄティティボス, 74,内田博, 1.5, 62,*  7,  -7, 3,  5.2, ②③,14, 1,Ａサンワｰドラン, 89,宮崎北, 1.9, 70,   8,   2, 9, 20.9, ③③
15,12, バイモ,---,国分優, 4.8, 34, -13, -17,13,154.1, ⑭⑭,15,15,Ｏゴｰルドチョウサン, 49,北村宏, 2.8, 34,* -5, -31, 9, 37.6,④⑤④,15, 4,Ｌセイウンヒｰロｰ, 68,石橋脩, 2.4, 55,   0,  -5,16,309.9, ⑫⑫,15, 6,Ｉシルクヒｰロｰ, 84,黛弘人, 1.9, 74,   1,  13,15,159.3, ⑯⑯
16,10, ヒロノペニｰ,---,梶晃啓, 9.9, -7,   1, -77,16,187.7, ③⑦,16, 7,Ｒサラサラ, 34,石橋脩, 3.9, 31,* -6, -45,14,217.3,⑥④⑦,16, 7,Ｏコスモミネルヴァ, 63,土谷智, 2.6, 52,   3, -11,13,125.1, ⑦⑧,16,12,Ｅマルタｰズマッシブ, 86,勝浦正, 2.0, 71,   6,   4,11, 36.5, ⑨⑩
,,,,,,,,,,,,17, 5,Ｐタイムサイクル, 40,小野寺, 4.1, 29, -11, -31,16,258.4,⑰⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 4,Ｌハクシンアマゾｰヌ, 52,田中博, 4.8, 11,* -5, -61,15,246.8,②②③,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-6),,,,,,,,,,,
単勝:250円 複勝:03=110円 14=160円 08=160円 枠連:350円,,,,,,,,,,,,単勝:320円 複勝:11=140円 14=180円 09=360円 枠連:330円,,,,,,,,,,,,"単勝:940円 複勝:05=300円 02=220円 11=1,470円 枠連:1,540円",,,,,,,,,,,,単勝:520円 複勝:16=200円 04=190円 15=420円 枠連:890円,,,,,,,,,,,
馬連:670円 ワイド:03-14=310円 03-08=310円 08-14=520円,,,,,,,,,,,,"馬連:700円 ワイド:11-14=360円 09-11=920円 09-14=1,250円",,,,,,,,,,,,"馬連:2,230円 ワイド:02-05=950円 05-11=5,880円 02-11=5,540円",,,,,,,,,,,,"馬連:1,300円 ワイド:04-16=550円 15-16=920円 04-15=1,260円",,,,,,,,,,,
"馬単:1,130円 3連複:1,260円 3連単:4,230円",,,,,,,,,,,,"馬単:1,240円 3連複:3,750円 3連単:13,650円",,,,,,,,,,,,"馬単:5,380円 3連複:40,540円 3連単:201,040円",,,,,,,,,,,,"馬単:3,010円 3連複:5,730円 3連単:30,010円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾛﾍﾞﾘｱ賞,,,,,,,,,,,,安田記念 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｃシｰダｰラック, 60,的場勇,, 67,  -2,* 10, 5, 23.2, ⑦⑤, 1, 8,Ｄクレヨンロケット, 73,蛯名正,, 74,   3,*  9, 2,  4.1, ⑪⑪, 1, 3,Ｇケイアイドウソジン, 68,戸崎圭,, 73,*  7,  -2, 4,  7.2,③②②, 1, 3,Ａウオッカ,101,武豊  ,, 91,  23,  -7, 1,  1.8, ⑦⑤
 2, 2,Ｄキストゥクラウン, 58,黛弘人, 0.3, 62,*  0,   5, 2,  9.5, ①①, 2, 3,Ｉエルサフィｰル, 65,伊藤工, 0.2, 70,   4,*  6,12,116.1, ⑩⑨, 2, 9,Ｂブレｰブビスティｰ, 73,勝浦正, 0.3, 73,  -1,*  9, 2,  3.2,⑨⑩⑨, 2, 6,Ｄディｰプスカイ, 94,四位洋, 0.1, 90,  20,* -4, 2,  3.7, ⑪⑧
 3, 3,Ｊディアメガスタｰ, 52,丸田恭, 0.4, 60,* -1,   4, 6, 44.9, ②②, 3, 6,Ｂユノゾフィｰ, 77,横山典, 0.2, 72,   2,*  9, 1,  2.1, ⑬⑬, 3, 8,Ｊモエレオフィシャル, 62,田中博, 0.4, 67,*  7, -10,10, 50.7,②①①, 3, 4,Ｊファリダット, 88,安藤勝, 0.3, 88,  17,* -1,10, 52.0, ⑱⑱
 4, 8,Ａリｰプアヘッド, 69,田中博, 0.7, 59,  -2,   4, 1,  1.2, ⑤④, 4, 2,Ｃシツジツゴウケン, 74,宮崎北, 0.5, 68,   5,   1,13,121.7, ⑥⑥, 4,11,Ｅフサイチナガラガワ, 69,後藤浩, 0.4, 69,*  8,  -8, 5, 12.4,⑤③③, 4, 9,Ｂカンパニｰ, 96,横山典, 0.3, 87,  19,* -4, 4, 20.6, ⑮⑮
 5,16,Ｂコリオレイナス, 63,小島太, 1.6, 53,  -3,  -2, 3, 10.3, ⑥⑦, 5, 4,Ｊスタｰリバイバル, 65,江田照, 0.5, 69,*  9,  -5, 8, 50.4, ①①, 5, 1,Ｃガンズオブナバロン, 73,内田博, 0.6, 69,   2,   1, 1,  2.8,⑪⑪⑧, 5, 7,Ｉライブコンサｰト, 89,和田竜, 0.5, 86,  20,  -8,15,139.1, ⑧⑪
 6, 1,Ｅケンマ, 57,千葉直, 2.0, 50, -10,   5,11,148.4, ⑬⑭, 6, 1,Ｋアグネスクイック, 56,三浦皇, 0.6, 69,   4,   2, 5, 22.6, ⑨⑩, 6, 7,Ｆスマイルキング, 68,三浦皇, 0.6, 68,   3,  -2, 7, 19.1,①④④, 6,18, サイトウィナｰ,---,プレブ, 0.7, 83,  21, -14, 9, 48.3, ⑨⑨
 7, 4,Ｋラｰクフライト, 48,伊藤工, 2.0, 50, -12,* 10, 4, 17.0, ⑯⑮, 7, 7,Ｈノボレインボｰ, 66,田辺裕, 0.6, 66,*  9,  -5,15,174.9, ②②, 7,10,Ａトｰセンペトリュス, 80,横山典, 0.7, 66,  -2,*  8, 3,  6.0,⑩⑨⑪, 7,13,Ｃスｰパｰホｰネット, 94,藤岡佑, 0.7, 84,  20, -11, 3,  6.8, ⑫⑫
 8, 9,Ｉクレバｰチｰコ, 52,加藤士, 2.2, 48,* -1, -11,12,156.5, ③③, 8, 5,Ａアンシャンレジｰム, 78,安藤勝, 0.9, 66,   5,  -2, 3,  5.0, ⑧⑧, 8, 4,Ｉレオパレｰド, 63,藤田伸, 0.9, 64,   1,  -2, 9, 50.1,④⑤⑥, 8,16,Ｆアルマダ, 92,ホワイ, 0.9, 81,* 24, -21,13, 95.1, ④④
 9,13,Ｆヴァイタペ, 54,水出大, 2.3, 48,  -5,  -5,15,344.2, ⑧⑧, 9,15,Ｏクリノビリオネア, 52,柴田善, 1.1, 66,   0,   4,10, 83.8, ⑮⑯, 9, 6,Ｋコスモオｰカン, 56,木幡初, 1.8, 55,   0, -15,11,201.4,⑧⑦⑦, 9, 2,Ｈスマイルジャック, 89,岩田康, 1.2, 77,  19, -17, 5, 30.0, ⑯⑭
10, 7, プリンセスビジュｰ,---,小野寺, 2.7, 46,  -8,  -4,14,321.8, ⑫⑫,10,11, カネゼンホｰプ,---,戸崎圭, 1.4, 64,   5,  -6, 9, 77.4, ⑦⑦,10, 2,Ｈヴィｰヴァシャトル, 65,小野次, 2.0, 53,   1, -18, 8, 41.9,⑥⑥⑤,10,10,Ｐタマモサポｰト, 85,津村明, 1.2, 78,* 24, -27,17,163.8, ③③
11,10,Ｍコスモハイスペック, 44,丹内祐, 2.7, 45,  -2, -13, 8,118.5, ④⑥,11,10,Ｆトップランナｰ, 68,小野寺, 1.6, 62,  -1,   1, 6, 24.7, ⑯⑮,11, 5,Ｄハリマノワタリドリ, 72,松岡正, 2.0, 53,  -1, -15, 6, 12.7,⑦⑧⑩,11,12,Ｎトウショウカレッジ, 86,内田博, 1.2, 77,  22, -23,11, 81.3, ⑤⑦
12,14,Ｎインテグリティｰ, 39,国分優, 3.0, 43,  -7,  -8, 9,133.8, ⑨⑩,12,12,Ｇレッドシャドウ, 67,内田博, 1.9, 61,*  8, -16, 4,  9.1, ③③,,,,,,,,,,,,,12, 1,Ｌスズカコｰズウェイ, 87,後藤浩, 1.4, 76,  19, -18, 7, 43.7, ⑭⑯
13,15,Ｌスｰパｰグランデラ, 48,高野和, 3.2, 42,  -7, -10,16,413.6, ⑪⑨,13, 9,Ｅプレジャｰラン, 69,田中勝, 2.2, 57,   2,  -9,11, 93.4, ⑭⑫,,,,,,,,,,,,,13, 8,Ｇアブソリュｰト, 89,田中勝, 1.4, 77,  19, -18, 8, 44.3, ⑰⑰
14,11, トウショウジオン,---,池崎祐, 3.7, 38,  -9, -12,10,144.9, ⑭⑬,14,13,Ｎルナロッソ, 52,木幡初, 3.3, 47,   7, -26,16,227.7, ④④,,,,,,,,,,,,,14,15,Ｑリザｰブカｰド, 83,三浦皇, 1.5, 75,  20, -23,16,161.5, ⑬⑬
15, 5,Ｈコウギョウサクラ, 53,鈴木慶, 4.0, 37,  -8, -14, 7, 51.3, ⑩⑪,15,16,Ｌメジロポッタｰ, 55,高橋智, 3.5, 48,   7, -27,14,172.3, ⑤⑤,,,,,,,,,,,,,15,17,Ｅロｰレルゲレイロ, 93,藤田伸, 1.5, 74,* 26, -32, 6, 30.9, ②②
16, 6,Ｇグラスレイダｰ, 53,佐藤聖, 4.1, 37, -12,  -9,13,217.0, ⑮⑯,16,14,Ｍダイワハｰキュリｰ, 53,松岡正, 4.4, 41,   0, -26, 7, 24.9, ⑫⑭,,,,,,,,,,,,,16,14,Ｋマルカフェニックス, 87,福永祐, 1.6, 73,  23, -30,18,207.0, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｍコンゴウリキシオｰ, 87,戸崎圭, 2.0, 68,* 27, -41,14,138.8, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 5,Ｏホッカイカンティ, 85,石橋脩, 2.3, 67,  20, -34,12, 92.3, ⑩⑩
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:96 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-18 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,320円 複勝:12=690円 02=380円 03=1,540円 枠連:7,420円",,,,,,,,,,,,"単勝:410円 複勝:08=160円 03=1,160円 06=130円 枠連:6,870円",,,,,,,,,,,,"単勝:720円 複勝:03=200円 09=150円 08=1,000円 枠連:1,470円",,,,,,,,,,,,単勝:180円 複勝:03=110円 06=130円 04=620円 枠連:290円,,,,,,,,,,,
"馬連:6,050円 ワイド:02-12=940円 03-12=4,550円 02-03=2,250円",,,,,,,,,,,,"馬連:23,020円 ワイド:03-08=3,170円 06-08=250円 03-06=2,130円",,,,,,,,,,,,"馬連:1,420円 ワイド:03-09=500円 03-08=2,790円 08-09=2,450円",,,,,,,,,,,,"馬連:290円 ワイド:03-06=170円 03-04=1,300円 04-06=1,920円",,,,,,,,,,,
"馬単:19,860円 3連複:49,270円 3連単:427,980円",,,,,,,,,,,,"馬単:38,470円 3連複:12,210円 3連単:132,640円",,,,,,,,,,,,"馬単:3,470円 3連複:15,270円 3連単:80,250円",,,,,,,,,,,,"馬単:460円 3連複:4,100円 3連単:10,000円",,,,,,,,,,,
■ 3R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  芝1600m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾎﾝｺﾝJCT,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,18,Ｐテクニカルラン, 45,内田博,, 76, -16,* 19, 7, 23.2, ⑱⑰, 1, 1,Ｃスズカスパｰク, 73,福永祐,, 73,  12,  -4, 2,  4.0,⑥④③, 1, 1,Ｅリｰベストラウム, 76,内田博,, 83,  -3,* 21, 5, 14.9, ⑭⑭, 1, 9,Ｊオｰロマイスタｰ, 75,内田博,, 85,  12,* 10, 2,  6.6, ⑤④
 2, 9,Ｂマヤノマヤ, 65,藤田伸, 0.0, 69,* -3,   2, 3,  5.6, ①①, 2, 3,Ｂエナｰジバイオ, 78,武豊  , 0.0, 73,   8,*  4, 1,  2.4,⑬⑬⑩, 2,11,Ｂマジックビクトリア, 77,戸崎圭, 0.2, 78,   3,   8, 3,  9.4, ⑧⑨, 2, 6,Ｈケイアイコンセプト, 76,田辺裕, 0.7, 75,  10,   6, 6, 17.5, ⑧⑦
 3,15,Ｆコスモドロス, 61,松岡正, 0.4, 68,  -9,   6,10, 36.3, ⑭⑫, 3, 7,Ｆサプライズユｰ, 70,丸田恭, 0.0, 70,   9,*  1, 8, 42.0,⑦⑦⑦, 3,14,Ｄラヴドシャンクシｰ, 76,三浦皇, 0.3, 77,   5,   3, 4, 10.9, ⑦⑦, 3, 1,Ｄデスバラｰド, 79,戸崎圭, 0.8, 78,  10,   6, 4,  8.6, ⑦⑥
 4,11,Ｉブルｰスバロｰズ, 58,武豊  , 0.4, 64,* -5,  -2, 4, 12.7, ②②, 4, 5,Ｊビルトミｰアップ, 63,戸崎圭, 0.1, 71,* 13,  -9, 9, 48.8,②②②, 4, 7,Ｃダイワチャｰム, 77,後藤浩, 0.3, 75,*  7,  -1, 2,  3.8, ③③, 4,14,Ｆフランコフォニｰ, 77,黛弘人, 0.8, 77,* 17,  -5, 5, 17.5, ①①
 5,14,Ａヒカルルｰキｰ, 66,田中勝, 0.4, 66,  -8,   3, 1,  2.9, ⑧⑨, 5, 4,Ａダノンマスタｰズ, 79,北村宏, 0.2, 67,* 15, -12, 6, 17.3,①①①, 5, 6,Ａメイショウマリア, 77,武豊  , 0.3, 75,*  9,  -4, 1,  2.7, ①①, 5, 3,Ｂヘイアンレジェンド, 82,伊藤工, 0.9, 75,   7,* 10, 8, 32.2, ⑫⑪
 6,10,Ｃチャｰムドサｰクル, 64,柴山雄, 0.5, 68, -13,*  9, 6, 16.5, ⑰⑯, 6, 6,Ｉマイネエアウエイ, 65,石橋脩, 0.2, 72,  10,  -5,10, 53.2,⑤⑤⑤, 6, 8,Ｆスパニッシュソウル, 76,柴山雄, 0.4, 78,  -1,* 12,11, 37.7, ⑫⑬, 6,13,Ｃアンヴェイル, 79,松岡正, 1.0, 75,* 16,  -6, 3,  7.3, ②②
 7, 5,Ｎトｰセンウィザｰド, 50,大野拓, 0.7, 63,  -9,   2,17,319.3, ⑪⑪, 7,14,Ｅマイネルロｰゼン, 71,松岡正, 0.4, 68,  10,  -7, 3,  4.2,④⑥⑥, 7, 2,Ｈシェリルピンク, 74,田中勝, 0.6, 74,   3,   2, 6, 15.8, ⑨⑧, 7, 4,Ａトｰセンモナｰク, 90,四位洋, 1.0, 76,  12,   0, 1,  1.7, ③③
 8, 8,Ｇハｰトマン, 60,三浦皇, 0.8, 64, -13,   5, 9, 33.2, ⑫⑮, 8,12,Ｄニシノシュテルン, 71,三浦皇, 0.6, 68,   7,  -4, 7, 36.5,⑪⑪⑪, 8,12,Ｌスイｰトブレナム, 69,吉田隼, 0.7, 71,*  7,  -7,13, 43.1, ⑤⑤, 8,11,Ｇエドノドリｰム, 77,田中勝, 1.1, 77,   7,*  9,12, 96.4, ⑪⑫
 9,17,Ｋナビエストｰクス, 57,北村宏, 0.8, 58,* -6,  -6, 5, 15.3, ⑨③, 9, 9,Ｋタカラボス, 62,木幡初, 0.8, 66,   7,  -4,12,111.3,⑫⑫⑫, 9, 4,Ｎパパラチア, 69,岩田康, 0.7, 72,   0,   5, 9, 21.0, ⑪⑩, 9, 2,Ｉグッドチョイス, 76,横山典, 1.8, 69,  10,  -4, 9, 59.2, ④⑤
10,16,Ｌアフィリエイト, 57,柴田善, 0.8, 60,  -7,  -4, 8, 26.2, ③⑥,10,13,Ｈセイカカリンバ, 69,岩田康, 0.9, 62,  12, -18, 5, 14.3,③③④,10,13,Ｉノｰスリヴァｰ, 74,木幡初, 0.8, 72,   0,   3, 7, 16.7, ⑩⑪,10,12,Ｍチョウノヨウニマイ, 73,宮崎北, 1.8, 69,   8,  -1,13,107.5, ⑨⑨
11, 6,Ｅジャｰジデスマイル, 62,岩田康, 1.2, 56,  -9,  -6,11, 43.2, ⑥⑦,11, 8,Ｌテラモミリオネ, 60,津村明, 1.5, 58,   9, -20,13,221.7,⑨⑩⑨,11,10,Ｇテイクバイストｰム, 74,小野次, 0.9, 69,*  7, -10,10, 22.4, ④④,11, 8,Ｋモエレジンダイコ, 74,木幡初, 2.2, 66,   8,  -2,10, 77.5, ⑩⑩
12, 2, シングシング,---,池崎祐, 1.3, 56, -14,  -2,15, 77.7, ⑮⑭,12,11,Ｍリバｰパッション, 56,郷原洋, 3.1, 43,   7, -38,14,439.1,⑧⑧⑬,12, 9,Ｋスｰパｰウｰマン, 73,蛯名正, 1.0, 67,*  7, -12, 8, 17.8, ②②,12, 7,Ｌシルクデュエリスト, 73,西田雄, 2.5, 67,   5,  -1,14,338.8, ⑬⑭
13, 3,Ｄキングヴァント, 64,横山典, 1.3, 54, -10,  -6, 2,  3.3, ⑩⑩,13, 2,Ｎポコアポコフォルテ, 46,伊藤工, 4.0, 36,   9, -55,11, 68.7,⑩⑨⑧,13, 5,Ｊスイｰトカルタゴ, 73,柴田善, 1.1, 67,   4,  -8,12, 40.9, ⑥⑥,13,10,Ｅペイデイ, 78,三浦皇, 2.7, 64,  10, -11,11, 80.9, ⑥⑧
14,13,Ｍメイブルｰム, 53,勝浦正, 1.3, 55, -10,  -7,14, 71.9, ⑦⑧,14,10,Ｇステイウィズユｰ, 70,四位洋, 8.1,-20,   5, ---, 4, 10.8,⑭⑭⑭,14, 3,Ｍフレンチムスメ, 69,勝浦正, 1.5, 65,  -2,  -2,14,120.7, ⑬⑫,14, 5,Ｎダノンブライアン, 69,岩田康, 2.7, 65,   5,  -3, 7, 24.2, ⑭⑬
