09年 5月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,早苗賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂフィロンルｰジュ, 67,中舘英,, 60,*  6, -10, 2,  4.9,①①①, 1, 5,Ａサウスクリヨン, 68,石橋脩,, 62,  -5,*  8, 1,  1.5,③⑤⑥, 1, 6,Ａキタノアラワシ, 79,芹沢純,, 74,   6,  10, 1,  2.3, ⑦⑥, 1, 8,Ｇワシャモノタリン, 60,中村将,, 73,* 13, -14, 4, 14.4,⑥③③
 2, 5,Ａミルフィアタッチ, 68,佐藤哲, 0.0, 61,   4,  -6, 1,  1.9,⑥⑤⑥, 2,14,Ｂサンワｰドカペラ, 63,北村友, 0.2, 59,* -4,*  4, 4,  9.5,④④③, 2,12,Ｋスカイビュｰティｰ, 60,西田雄, 0.6, 70,   8,   3,11, 83.3, ⑤⑤, 2, 1,Ｅホクトグレイン, 63,吉田隼, 0.1, 72,* 13, -17, 3,  9.1,②②②
 3, 9,Ｆグレｰトダンサｰ, 56,柴原央, 0.0, 62,   2,* -2, 3,  4.9,⑨⑦⑦, 3,12,Ｇサイモントルナｰレ, 55,中舘英, 0.5, 59,* -3,   1, 5, 10.3,②①①, 3,13,Ｅテイエムヨカドｰ, 71,石橋脩, 0.6, 67,  -1,* 12, 6, 11.9, ⑪⑩, 3, 9,Ｂブルｰスタｰキング, 71,佐藤哲, 0.3, 70,  12, -14, 2,  4.3,⑧⑥⑤
 4, 7,Ｇミステリアスオｰラ, 55,田辺裕, 0.2, 59,   5,  -8, 6, 28.3,⑤④②, 4,11,Ｄキクノシュバラ, 59,松山弘, 1.1, 56,  -6,   1, 3,  9.1,⑪⑦⑦, 4,15,Ｄナスノマツカゼ, 71,佐藤哲, 0.7, 67,   1,   9, 8, 17.2, ⑨⑧, 4, 6,Ｈオウシュウプレイ, 60,丸田恭, 0.5, 67,   9,*-10, 8, 36.7,⑨⑨⑨
 5, 3,Ｋアドニスラモｰサ, 52,上村洋, 1.2, 55,  -1,  -6,10,123.6,⑧⑪⑩, 5,13,Ｃティアップメキラ, 60,黛弘人, 1.4, 54,  -6,  -1,10, 57.5,⑨⑩⑨, 5, 3,Ｇマルブツエンペラｰ, 69,中舘英, 1.2, 65,   8,  -2, 2,  6.3, ④④, 5, 7,Ｄネコパンチ, 65,上村洋, 0.7, 68,* 13, -27, 6, 22.1,①①①
 6,12,Ｄシｰサイドカフェ, 60,丸田恭, 1.3, 53,   5, -18, 4,  8.1,⑦⑥④, 6, 8,Ｍサンライズウィル, 42,丸田恭, 1.8, 50,  -5,  -8,11, 94.9,⑥⑥④, 6,14,Ｉキンシニュｰストン, 63,四位洋, 1.3, 60,  -8,* 12, 4,  9.5, ⑬⑫, 6, 4,Ｃマイネルフレンズ, 68,池崎祐, 1.5, 62,  12, -33, 7, 29.7,③④⑥
 7,14,Ｃブルｰパフュｰム, 65,宮崎北, 1.4, 52,  -1,  -6,12,240.0,⑭⑫⑪, 7, 2, アサクサフレンズ,---,武英智, 2.1, 50,  -6,  -6, 8, 42.8,⑦⑧⑧, 7,11,Ｃキｰミヤビ, 71,荻野琢, 1.3, 66,* 11,  -6, 7, 12.2, ③③, 7, 3,Ｆコスモオｰカン, 61,木幡初, 1.6, 61,  10, -30, 9,123.3,⑤⑦⑧
 8,13,Ｈナタｰシャ, 54,松山弘, 1.5, 53,   0, -10,11,128.1,⑪⑩⑨, 8, 9,Ｆトウケイシャイン, 55,佐藤哲, 2.3, 46,* -4, -12,12,107.3,①③⑤, 8,10,Ｆドリｰムシャドウ, 69,津村明, 1.7, 62,* 11, -10, 3,  7.6, ②②, 8, 5,Ｉピサノシンボル, 57,中舘英, 3.1, 56,  12, -55, 5, 19.6,④⑤⑦
