09年 4月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1150m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■10R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ひめさゆり賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａアグネスアンカｰ, 78,的場勇,, 71,   1,* 11, 1,  1.6,⑩⑧⑥, 1,15,Ａマイネプリンセス, 67,丸田恭,, 62,* -6,*  2, 3,  4.8,②②①, 1, 1,Ｃルｰジュアルダン, 70,中舘英,, 65,* 12,   2, 1,  3.2, ①①, 1, 2,Ｆレインフォｰレスト, 61,中舘英,, 68,* -5,   4, 4,  6.7,④③②
 2,14,Ｃフェｰズシックス, 64,田辺裕, 0.0, 67,   4,*  8, 3,  6.4,⑦⑥④, 2,12,Ｃエリモアクアポリス, 59,的場勇, 0.5, 58,  -8,*  3, 1,  2.8,⑨⑨⑦, 2, 9,Ａテイエムカイブツ, 73,松山弘, 0.0, 65,   5,*  7, 4,  7.4, ⑥⑥, 2, 5,Ａブリッツェン, 71,木幡初, 0.0, 64,* -5,   3, 1,  2.4,②②①
 3, 7, ジェネラルノブレス,---,田中博, 0.3, 68,   0,* 11, 6, 19.7,⑭⑩⑧, 3, 4,Ｆデオ, 54,鮫島良, 0.5, 60,  -8,   1, 4,  8.2,⑥⑥⑤, 3,12,Ｉキンシニュｰストン, 61,赤木高, 0.1, 63,   4,*  7, 9, 63.8, ⑩⑨, 3, 1,Ｇレオウィザｰド, 59,的場勇, 0.2, 61,  -7,   4, 2,  4.8,③④④
 4,10,Ｇドリｰムアスパイア, 53,津村明, 1.5, 57,* 10, -17, 4, 11.1,①①①, 4, 2,Ｇセカンドフラッシュ, 51,小野寺, 0.7, 59,  -9,   1,11, 73.5,⑬⑧⑧, 4, 8,Ｄガオウ, 67,西田雄, 0.1, 65,   4,*  8, 3,  5.6, ⑨⑤, 4, 9,Ｄミミオブパラダイス, 63,松田大, 0.4, 63,  -8,   4, 3,  5.1,⑦⑧⑤
 5, 4,Ｅハジメレンジャｰ, 55,飯田祐, 1.7, 59,  -4,   5, 9, 47.6,⑮⑭⑫, 5, 5,Ｂカサブランカ, 59,中舘英, 0.8, 61, -11,*  3, 2,  4.1,⑪⑭⑩, 5,10,Ｂケイアイモｰガン, 71,大野拓, 0.2, 63,   5,   6, 2,  4.5, ⑦⑧, 5,10,Ｉレオマイヒメ, 56,黛弘人, 0.4, 63, -10,*  7, 9, 25.8,⑪⑩⑩
 6, 3,Ｉアルカディアシチｰ, 50,西田雄, 1.8, 56,   7, -13,10,112.0,③④③, 6,10,Ｌウインパランセ, 44,国分優, 1.3, 53, -10,  -4,15,150.8,⑭⑪⑪, 6,16,Ｅコロナガｰル, 67,芹沢純, 0.4, 60,*  9,   0, 6,  9.2, ④③, 6, 6,Ｈコハクジョｰ, 58,西田雄, 0.5, 62, -11,*  7, 7, 19.3,⑨⑨⑨
 7,12,Ｋゴｰカイフォンテン, 45,赤木高, 2.4, 51,   7, -19,11,153.5,④③⑤, 7, 1, ウエスタンイライザ,---,宮崎北, 1.9, 43, -11, -13,13,131.1,⑩⑫⑫, 7, 2,Ｆリリｰザサン, 66,木幡初, 0.5, 60,   4,   4, 7, 12.8, ⑧⑦, 7, 8,Ｅマイネラプソディ, 62,田中博, 1.0, 56,  -9,  -3, 8, 23.3,⑥⑦⑧
 8,15,Ｆファンタジｰゲｰト, 53,丸田恭, 2.8, 50,   2, -15, 7, 32.2,⑥⑤⑦, 8,13,Ｎダッパｰユウ, 43,千葉直, 1.9, 47, -13,  -7, 8, 37.4,⑮⑯⑮, 8, 6,Ｇカワチノオジサン, 64,丸田恭, 0.7, 57,  -2,*  6, 5,  9.0, ⑫⑬, 8,11,Ｊコスモオｰカン, 54,津村明, 1.3, 50,  -8,  -9,10,114.7,⑧⑥⑦
 9, 6,Ｄマキノワｰルド, 61,木幡初, 2.9, 50,   0, -10, 5, 17.2,⑨⑨⑨, 9, 9,Ｅマチカネシズガタケ, 54,松田大, 1.9, 43,  -7, -21, 5, 11.3,⑤④③, 9, 7,Ｊステルスワン, 61,丸山元, 0.7, 58,   8,  -1, 8, 24.2, ②④, 9, 7,Ｋブレイブワイズ, 54,中谷雄, 1.6, 46,  -8, -14,11,177.7,⑤⑤⑥
10,13,Ｂセイウンウィスパｰ, 65,中舘英, 3.0, 47,*  9, -28, 2,  6.1,②②②,10,14,Ｊレディアミュレット, 48,田中博, 2.0, 42,  -8, -20, 7, 21.0,⑧⑦⑨,10, 5,Ｍエクストラシチｰ, 54,鈴来直, 1.4, 53,  -2,   2,12, 91.4, ⑬⑫,10, 3,Ｃナニハトモアレ, 63,鮫島良, 1.7, 48, -12,  -7, 6, 16.2,⑩⑪⑪
11, 2,Ｈキングエｰコｰ, 51,大野拓, 3.1, 51,   1, -10,12,156.5,⑪⑪⑪,11, 3, ツルヒメ,---,池崎祐, 2.1, 44, -14,  -9,16,206.5,⑯⑮⑭,11,15,Ｐチョウキング, 38,太宰啓, 1.5, 51,*  9,  -9,10, 64.4, ③②,11, 4,Ｂミスタｰレンチ, 64,赤木高, 2.2, 37,* -4, -30, 5, 12.4,①①③
12, 5,Ｍユウタｰフラッシュ, 41,南田雅, 3.1, 50,  -5,  -2,15,354.2,⑫⑮⑮,12, 6,Ｈアイスキャッスル, 50,菊沢隆, 2.2, 38,  -8, -23, 9, 43.5,④⑤⑥,12,13,Ｌワンダｰグロｰリｰ, 56,野元昭, 1.6, 50,  -5,   3,16,269.1, ⑭⑭,,,,,,,,,,,,
13,11,Ｌヤマカツモモタロウ, 44,松山弘, 3.3, 48,  -3, -10, 8, 37.6,⑧⑫⑬,13,11,Ｄタツミニピンク, 59,田辺裕, 2.3, 38,  -9, -21, 6, 13.4,⑫⑩⑬,13, 4,Ｈエイコｰロマン, 63,宮崎北, 1.7, 48,  -6,   2,15,253.7, ⑮⑮,,,,,,,,,,,,
14, 9,Ｎカシマモナｰク, 39,宮崎北, 3.6, 46,  -3, -11,14,323.1,⑬⑬⑭,14,16,Ｋアイティティアラ, 44,大野拓, 3.3, 29,* -5, -43,10, 55.7,③③④,14, 3,Ｋツキミデイッパイ, 59,田辺裕, 1.7, 48,   2,  -5,14,198.5, ⑪⑩,,,,,,,,,,,,
15, 8,Ｊオｰドフォｰレ, 46,丸山元, 4.8, 37,   1, -28,13,234.9,⑤⑦⑩,15, 8,Ｍヨツバノクロｰバｰ, 43,長谷川, 3.3, 30,* -4, -45,14,144.1,①①②,15,14,Ｎワンダｰバｰスト, 54,松田大, 1.8, 50,  -7,   4,13,160.7, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,16, 7,Ｉフレアトウショウ, 49,木幡初, 4.1, 22, -11, -43,12,122.5,⑦⑬⑯,16,11,Ｏツカサラッキｰ, 54,長谷川, 2.0, 49,   6,  -9,11, 67.4, ⑤⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,
単勝:160円 複勝:01=110円 14=160円 07=460円 枠連:420円,,,,,,,,,,,,単勝:480円 複勝:15=160円 12=130円 04=200円 枠連:620円,,,,,,,,,,,,"単勝:320円 複勝:01=150円 09=240円 12=1,130円 枠連:370円",,,,,,,,,,,,単勝:670円 複勝:02=160円 05=120円 01=160円 枠連:630円,,,,,,,,,,,
"馬連:540円 ワイド:01-14=240円 01-07=720円 07-14=1,180円",,,,,,,,,,,,馬連:840円 ワイド:12-15=320円 04-15=610円 04-12=490円,,,,,,,,,,,,"馬連:1,040円 ワイド:01-09=480円 01-12=2,800円 09-12=6,110円",,,,,,,,,,,,馬連:670円 ワイド:02-05=280円 01-02=460円 01-05=260円,,,,,,,,,,,
"馬単:710円 3連複:2,300円 3連単:6,980円",,,,,,,,,,,,"馬単:1,870円 3連複:1,700円 3連単:9,860円",,,,,,,,,,,,"馬単:2,150円 3連複:18,280円 3連単:45,700円",,,,,,,,,,,,"馬単:1,820円 3連複:920円 3連単:6,120円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 5R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 8R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吾妻小富士賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａキュｰトシルフ, 59,飯田祐,, 72,*  3,*  0, 1,  1.8, ①①, 1, 2,Ｍミスベルツリｰ, 38,池崎祐,, 63,  -6,*  4, 8, 48.1, ⑦④, 1, 8,Ａアマゾネスバイオ, 73,丸田恭,, 67,  -1,*  8, 1,  3.3,⑪⑨④, 1, 6,Ｈキルシュブリュｰテ, 73,大野拓,, 70,   4,   2, 7, 16.2, ④⑤
 2,10,Ｉフジマサキャプテン, 46,中谷雄, 0.3, 67,*  3,  -4, 8, 34.8, ②②, 2, 8,Ｅフェバリットガｰル, 53,松田大, 0.2, 64,*  2,  -6, 5, 33.3, ①①, 2,10,Ｄハエヌキ, 69,中舘英, 0.2, 64,*  1,   2, 2,  4.3,②①①, 2,13,Ｅテイクザホｰク, 75,芹沢純, 0.0, 71,  -6,* 13, 8, 23.4, ⑮⑭
