09年12月20日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月20日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝2500m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 4, 6,Ｃホトダｰ, 73,大江原, 0.9, 71,   6,*  6, 7, 25.5,⑮⑫⑪, 4, 8, ウィングヴェｰル,---,小林徹, 0.8, 48,*-10, -11,10, 78.6, ②②, 4,14,Ｂハｰドトゥセイ, 75,鷹野宏, 0.4, 74,   7,* 11, 3,  6.2,⑮⑪⑦, 4,14,Ｎボストンゴｰルド, 72,和田竜, 0.6, 72,   2,   5,12, 70.5, ⑭⑭
 5,11,Ｌアイディリック, 60,田中博, 1.0, 71,   9,   1,11, 45.6,⑪⑦⑦, 5,10, ビッグラジャｰ,---,古川吉, 0.8, 48, -11, -10, 9, 75.8, ④④, 5,15,Ｋラプタｰストｰム, 67,丹内祐, 0.9, 70,   8,   5, 5, 17.3,⑫⑧⑥, 5, 2,Ｏユキノハボタン, 72,古川吉, 0.6, 75,   7,   0, 6, 12.1, ⑩⑩
 6, 4,Ｂマイネルサラン, 74,丹内祐, 1.1, 70,   9,   0, 3,  6.0,⑬⑧⑧, 6, 3, ニシノヤッコ,---,田辺裕, 1.2, 42, -24,  -4, 7, 20.1, ⑧⑧, 6, 5,Ｈメモリｰジャグラｰ, 68,和田竜, 0.9, 70,  11,   1, 8, 29.4,⑥⑤⑤, 6,15,Ｇエフテｰストライク, 75,安部幸, 0.6, 71,  -5,* 12,14, 86.4, ⑯⑯
 7,15,Ｆシンボリプロキオン, 71,千葉直, 1.6, 66,* 10,  -7,10, 38.4,⑥⑤⑤, 7, 1, トウカイミラクル,---,的場勇, 1.3, 39,* -8, -21, 3,  5.7, ①①, 7, 9,Ｄファイナルパンチ, 71,渡辺薫, 1.4, 69,   5,   6,15, 89.6,⑭⑫⑭, 7, 7,Ｆオリオンスタｰズ, 77,鮫島良, 0.7, 74,  12,  -6, 3,  5.7, ⑤④
 8,13,Ｉマイアイビギニング, 68,生野賢, 1.8, 64,   8,  -5,12,160.4,⑦⑩⑨, 8, 9, トップダラｰ,---,中舘英, 1.5, 38, -20, -11, 1,  2.7, ⑦⑦, 8, 2,Ｎフレンドケント, 61,大野拓, 1.4, 64,* 11,  -6,14, 83.0,①①①, 8, 9,Ｈエネルマオｰ, 75,国分恭, 0.8, 71,   6,  -1,10, 27.0, ⑫⑬
 9,12,Ｎキタサンエンペラｰ, 54,大下智, 2.1, 67,   9,  -9, 8, 28.1,④⑥⑩, 9, 5, アラマサマンボウ,---,大野拓, 2.7, 22, -28, -19, 8, 40.5, ⑨⑨, 9, 1,Ｆサｰチリザルト, 70,石橋脩, 1.4, 69,   7,   2, 7, 20.8,④⑥⑪, 8,16,Ｐミレニアムカｰスル, 72,高橋智, 0.8, 67,  -8,* 12,18,210.8, ⑰⑰
10,10,Ｐマンテンテイオｰ, 47,佐久間, 2.3, 61,* 10, -12,14,265.9,③③③,10, 2, メイショウハクサン,---,上村洋, 4.3,  1, -29, -39, 6, 13.0, ⑩⑩,10, 8,Ｇジャングルゼット, 69,荻野琢, 1.8, 67,   5,   2,13, 77.8,⑪⑬⑮,10,11,Ｋスｰパｰマルトク, 73,畑端省, 0.9, 71,  10,  -6,15,111.5, ⑧⑥
11, 2,Ｈメルシｰヨｰク, 69,荻野琢, 2.4, 63,* 10, -14, 2,  5.8,①②②,,,,,,,,,,,,,11, 4,Ｌシルバｰフィｰルド, 66,安部幸, 2.0, 64,* 11, -11, 6, 19.6,②②②,11, 3,Ｍバルバレスコ, 72,村田一, 0.9, 69,   2,   2,16,190.5, ⑬⑪
12, 1,Ｊクリノラプソディｰ, 67,丸山元, 2.5, 60,   6,  -7,15,273.1,⑯⑬⑬,,,,,,,,,,,,,12, 3,Ｉメテオストリｰム, 68,古川吉, 2.5, 59,   6,  -6,12, 73.1,⑧⑩⑫,12,13,Ｌストラテジｰ, 73,川島信, 1.0, 64,  -9,* 11,11, 53.6, ⑱⑱
13, 7,Ｇアルファヨンジュン, 70,黛弘人, 2.5, 59,   7,  -8,13,243.7,⑨⑪⑫,,,,,,,,,,,,,13,12,Ｏメイショウボルト, 60,小野寺, 2.6, 58,   8,  -9,10, 45.6,③⑦⑧,13, 1,Ｂベイリングボｰイ, 80,渡辺薫, 1.0, 69,   7,  -5, 2,  5.4, ⑨⑧
14, 9,Ｍカワチノオジサン, 58,田中克, 2.8, 60,   4,  -6, 9, 29.9,⑭⑮⑭,,,,,,,,,,,,,14,11,Ｍマイネルテｰベ, 63,中舘英, 2.7, 57,   7,  -9, 9, 40.1,⑩⑨⑨,14,10,Ｒキルシュワッサｰ, 70,田中博, 1.0, 72,* 15, -13,13, 80.7, ②②
15, 8,Ｏワンダｰバｰスト, 50,小野寺, 4.1, 50,   5, -16,16,507.1,⑫⑯⑯,,,,,,,,,,,,,15, 7,Ｊエルベンセドｰル, 68,田中博, 2.8, 58,   6,  -7,11, 46.5,⑦⑭⑬,15, 8,Ｅワンダｰクラフティ, 78,上村洋, 1.2, 67,  10, -10, 7, 15.3, ⑦⑤
16,16,Ｄニュｰロザリオ, 72,田中健, 4.7, 46,   5, -24, 4,  7.9,⑧⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,16,17,Ｃワｰルドコンパス, 79,石橋脩, 1.6, 63,  12, -18, 1,  3.7, ⑥⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｑテイエムカゲムシャ, 70,中舘英, 2.0, 56,   6, -17, 9, 20.7, ⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｄパッションロｰズ, 79,芹沢純, 2.1, 57,* 14, -26, 8, 18.3, ③⑦
ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,
単勝:230円 複勝:03=140円 14=230円 05=430円 枠連:680円,,,,,,,,,,,,"単勝:680円 複勝:07=220円 04=160円 06=240円 枠連:1,180円",,,,,,,,,,,,"単勝:450円 複勝:10=170円 13=180円 06=120円 枠連:1,980円",,,,,,,,,,,,"単勝:620円 複勝:06=230円 04=370円 18=3,170円 枠連:2,590円",,,,,,,,,,,
"馬連:950円 ワイド:03-14=480円 03-05=960円 05-14=1,760円",,,,,,,,,,,,"馬連:1,290円 ワイド:04-07=530円 06-07=1,090円 04-06=460円",,,,,,,,,,,,"馬連:2,130円 ワイド:10-13=740円 06-10=310円 06-13=320円",,,,,,,,,,,,"馬連:3,650円 ワイド:04-06=1,160円 06-18=14,440円 04-18=22,930円",,,,,,,,,,,
"馬単:1,710円 3連複:6,710円 3連単:22,050円",,,,,,,,,,,,"馬単:3,590円 3連複:3,480円 3連単:24,480円",,,,,,,,,,,,"馬単:3,870円 3連複:1,450円 3連単:14,630円",,,,,,,,,,,,"馬単:6,470円 3連複:216,550円 3連単:780,320円",,,,,,,,,,,
■ 3R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 6R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 9R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,犬山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂアｰムズトウショウ, 72,村田一,, 76,* 11,   0, 4,  7.5, ②②, 1, 4,Ｃフェイドレスシｰン, 74,和田竜,, 75,   7,   5, 3,  5.6,⑮⑥⑥, 1, 1,Ｃアイスカｰビング, 73,大野拓,, 81,*  6,   7, 9, 18.0, ④②, 1, 8,Ｊフミノウインダム, 64,松田大,, 80,* -2,  14,12, 90.2,④③③
 2, 8,Ｍフライトマイル, 56,古川吉, 0.0, 75,* 11,   0,11, 59.1, ①①, 2,12,Ｂマルチメトリック, 74,大庭和, 0.1, 69,   5,*  5, 2,  3.6,⑥⑦⑤, 2, 2,Ａフレッドバロｰズ, 77,川島信, 0.1, 77,* 10,   1, 1,  2.6, ①①, 2,14,Ｄサクラシャイニｰ, 71,田中博, 0.0, 84,  -7,* 23, 7, 17.7,⑨⑩⑩
 3, 1,Ａワンズガｰホッド, 72,小野寺, 0.3, 66,   3,*  2, 2,  4.4, ⑤⑤, 3, 9,Ｄエレガントマナｰ, 73,中舘英, 0.5, 70,   4,   4, 1,  3.2,⑧⑩⑧, 3,12,Ｌマッキｰコバルト, 66,野元昭, 0.3, 76,   1,   8, 3,  8.2, ⑦⑨, 3, 5,Ｍアクアブルｰスカイ, 63,長谷川, 0.0, 82,  -5,* 20,10, 45.2,⑤⑥⑤
 4, 4,Ｉホリノティアラ, 63,的場勇, 0.6, 63,   2,   1, 5,  8.1, ⑥⑥, 4, 6,Ｈワキノキルシェ, 67,小林徹, 0.6, 75,   2,* 10, 8, 55.7,⑯⑮⑭, 4,17,Ｂナリタスパｰク, 74,渡辺薫, 0.3, 76,   0,   8, 6, 14.7, ⑨⑧, 4, 3,Ａマイネルボｰデン, 76,和田竜, 0.4, 74,  -4,  10, 1,  2.1,③④④
 5, 3,Ｋハッピｰシャトル, 60,嘉藤貴, 0.6, 66,   7,  -3,12, 66.5, ③③, 5, 7,Ｊドンダケｰ, 63,的場勇, 0.7, 68,   3,   5,12,128.0,⑫⑬⑩, 5, 3,Ｐヤマニンオクタゴン, 64,村田一, 0.5, 74,   5,   2,12, 64.9, ⑤⑤, 5,12,Ｈドリｰムラプチャｰ, 67,安部幸, 0.5, 71,* -1,   4,13, 99.2,②②②
 6, 9,Ｏサイモンラメｰル, 49,田辺裕, 0.7, 61,  -3,*  2,10, 23.8, ⑧⑧, 6, 5,Ａクレバｰクリス, 75,田辺裕, 0.8, 68,*  7,  -4, 4,  5.8,④③②, 6, 4,Ｆトｰホウカイザｰ, 71,石橋脩, 0.5, 74,  -8,* 13, 4, 10.0, ⑫⑫, 6, 7,Ｃトムウィンズ, 74,渡辺薫, 0.7, 71,  -5,   9, 2,  6.2,⑥⑦⑥
 7, 6,Ｆブリリアントマリｰ, 65,田中博, 1.0, 59,  -2,   0, 9, 20.2, ⑦⑦, 7, 2,Ｇテイエムノキセキ, 69,古川吉, 1.4, 64,*  7,  -8, 6, 14.0,③②③, 7,16,Ｄリキサンシンオｰ, 73,柴原央, 0.6, 72,   4,   0, 5, 10.9, ⑥⑥, 7,15,Ｆタキオンクｰル, 69,古川吉, 0.7, 72,  -4,   7, 6, 11.8,⑦⑤⑦
 8,10,Ｅエレガントスピｰチ, 67,中舘英, 1.2, 59,   6,  -8, 6,  9.0, ④④, 8, 3,Ｉティフィン, 66,安部幸, 1.5, 67,   4,  -4, 5,  6.9,⑪⑫⑫, 8,13,Ｋワｰルドロレックス, 67,中舘英, 0.7, 72,   1,   3, 7, 15.8, ⑧⑦, 8, 4,Ｂフェイズシフト, 75,川島信, 0.8, 70,  -7,  11, 4,  9.4,⑫⑪⑫
 9, 2,Ｎアイファｰスイｰツ, 51,安部幸, 1.7, 51,  -8,  -2,16,295.1, ⑩⑩, 9, 1,Ｋリリｰオブザバリｰ, 63,丸山元, 1.6, 61,*  8, -13, 9, 79.1,①①①, 9,10,Ｅウインリｰズン, 72,松田大, 0.7, 72,  -5,   8,10, 20.9, ⑪⑪, 9, 2,Ｎサマｰレプタンサ, 62,丹内祐, 0.8, 72,  -8,  13,14,122.3,⑧⑫⑨
10,12,Ｊアムネリス, 61,石橋脩, 1.9, 50,  -1,  -9, 8, 19.1, ⑨⑨,10,11,Ｆマルサンサイレンス, 70,石橋脩, 2.1, 61,*  7, -15,10,117.2,⑩⑤④,10, 5,Ｍドリｰムクラフト, 66,田辺裕, 0.8, 70, -10,* 12,11, 24.4, ⑮⑮,10,16,Ｇゲｰムコンセプト, 69,村田一, 0.9, 69,  -6,   7, 5,  9.4,⑩⑧⑪
11,11,Ｐコイノキセキ, -1,大庭和, 4.8,  7, -18, -24,14,151.4, ⑪⑪,11,13,Ｅイニミタブル, 70,荻野琢, 2.2, 61,   4, -10, 7, 31.2,⑨⑪⑬,11, 8,Ｊアンティックドｰル, 67,田中博, 1.2, 66, -10,   7,13, 68.7, ⑯⑯,11,11,Ｌタイキティアラ, 64,小野寺, 0.9, 74,  -7,  14,16,343.5,⑬⑮⑭
,,,,,,,,,,,,12,15,Ｌマルタｰズアディラ, 62,津村明, 2.2, 59,  -1,  -1,16,329.3,⑭⑯⑯,12,11,Ｉドンマルゴｰ, 70,国分恭, 1.2, 64,  -9,   6, 2,  6.0, ⑬⑬,12,13,Ｐシュペルブロマネ, 61,上村洋, 1.0, 65,* -1,  -3,11, 74.4,①①①
,,,,,,,,,,,,13,16,Ｍシルキｰチュチュ, 58,大野拓, 2.9, 53,   6, -18,13,183.7,⑬⑨⑨,13, 7,Ｏフォｰチュンガｰル, 65,鮫島良, 1.3, 65,  -3,   0,18,180.1, ⑩⑩,13, 1,Ｋショウナンアルディ, 64,石橋脩, 1.0, 71,  -8,  10, 3,  9.0,⑭⑬⑮
,,,,,,,,,,,,14,10,Ｎカシノアマゾネス, 56,野元昭, 3.2, 54,*  7, -24,11,123.7,②④⑦,14,15,Ｑブリオｰサ, 62,高橋智, 1.3, 63,  -9,   4,14,103.4, ⑭⑭,14, 6,Ｏキングケイザンオｰ, 61,大野拓, 1.1, 70,  -8,  10,15,219.1,⑪⑭⑬
