09年 6月 6日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月 6日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湘南ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａカズノウォｰニング, 72,内田博,, 67,*  2,   5, 1,  2.2, ②②, 1, 2, ペリｰ,,宗像徹,,,,, 2,  3.5,②③②, 1,17,Ａシャイニｰデザｰト, 75,武豊  ,, 71,   3,*  2, 2,  4.4, ⑯⑬, 1,15,Ｃレッドシュｰタｰ, 84,北村宏,, 84,   1,* 15, 1,  1.7, ⑩⑩
 2,11,Ｃエｰシンフラクタル, 64,岩田康, 0.0, 66,*  3,   4, 3,  4.7, ①①, 2, 1, レイザストレングス,,穂苅寿,203.6,,,, 1,  2.2,③②①, 2,10,Ｈサザンスタｰディ, 62,伊藤工, 0.1, 71,   7,  -7, 9, 31.4, ③④, 2,14,Ｄムラマサノヨｰトｰ, 83,田中勝, 0.1, 85,   4,  10, 4, 10.5, ⑧⑧
 3, 3,Ｅメジロホリデイ, 61,高橋智, 0.3, 63,  -5,*  9, 7, 45.9, ⑧⑧, 3,14, メジロマシュｰズ,,山本康,204.2,,,, 4, 11.2,⑤④④, 3, 8,Ｇウインバンディエラ, 63,吉田隼, 0.2, 71,   7,  -5, 8, 18.5, ⑤⑤, 3, 7,Ｅタマモナイスプレイ, 83,武豊  , 0.2, 82,*  6,   6, 3,  8.8, ③③
 4,10,Ｇマスタｰプラン, 48,戸崎圭, 0.4, 62,*  1,   2, 5, 27.7, ④③, 4, 8, サニｰネイティブ,,高野和,205.8,,,, 3,  5.8,①①③, 4, 4,Ｆレンディル, 64,ホワイ, 0.3, 67,   3,  -3, 1,  3.8, ⑩⑨, 4,12,Ｇスピリタス, 80,松岡正, 0.2, 83,*  7,   5, 2,  8.5, ②②
 5,13,Ｂラプタｰストｰム, 65,藤岡佑, 0.7, 59,  -2,   2, 2,  2.6, ⑦⑥, 5, 9, レオスタｰライト,,平沢健,207.4,,,,10, 92.7,⑪⑧⑧, 5, 3,Ｅショウナンアルディ, 65,内田博, 0.4, 66,  -2,*  4, 3,  6.2, ⑭⑯, 5,10,Ｏゴｰルデンダリア, 68,内田博, 0.4, 80,   4,   4, 5, 10.8, ④④
 6, 8,Ｉルラパン, 44,江田照, 0.8, 59,  -1,   0,15,295.9, ③④, 6, 5, キラｰパンサｰ,,草野太,207.7,,,, 9, 88.8,⑥⑦⑦, 6,12,Ｂギンザジャスマック, 70,後藤浩, 0.4, 66,   3,  -4, 5,  9.0, ⑬⑪, 6, 8,Ｆショウナンアクロス, 81,柴田善, 0.4, 81,   3,   7, 8, 33.6, ⑦⑦
 7, 9,Ｄコスモジブリル, 61,松岡正, 1.0, 58,  -1,   0, 4, 18.4, ⑤⑤, 7, 6, スプリングロック,,五十嵐,207.8,,,, 7, 19.8,⑧⑥⑥, 7,14,Ｉショウナンサミット, 61,柴田善, 0.5, 69,* 11, -15,11, 53.7, ④②, 7, 6,Ｈオリオンザドンペリ, 78,田辺裕, 0.4, 82,   2,  10,11, 54.4, ⑨⑨
 8,12,Ｊスガノオｰバｰカム, 43,池添謙, 1.2, 57,  -9,*  7,11,132.7, ⑫⑫, 8,12, オンワｰドマック,,蓑島靖,210.1,,,,13,145.5,⑩⑨⑨, 8, 9,Ｄマイネルウェイヴ, 67,松岡正, 0.5, 66,   6, -10, 4,  7.2, ⑥⑥, 8, 1,Ｊコアレスコジｰン, 75,岩田康, 0.5, 81,  -1,* 13,10, 46.9, ⑬⑫
