09年 4月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱﾝﾀﾚｽｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｇレッドオマｰジュ, 53,小牧太,, 59,* -5,  -2, 2,  3.6, ①①, 1, 9,Ａマｰブルデイビｰ, 68,浜中俊,, 62,  -3,*  1, 1,  2.4, ④⑥, 1, 5,Ａキャッツインブｰツ, 81,藤田伸,, 77,   5,* 17, 1,  2.6,⑤④③, 1, 4,Ｄウォｰタクティクス, 91,川田将,, 94,* 17,  11, 2,  4.2,①①①
 2, 1, プリティゴｰルド,---,川田将, 0.1, 58,* -6,  -1, 8, 29.6, ④③, 2, 4,Ｅラプタｰストｰム, 64,藤岡佑, 0.0, 63,* -1,  -1, 4,  8.8, ②②, 2,10,Ｃマサライト, 77,小牧太, 0.0, 78,*  6,* 16, 2,  3.1,③③①, 2, 5,Ａワンダｰスピｰド, 97,小牧太, 0.3, 92,  15,  12, 1,  2.7,④⑤④
 3, 2,Ａアキノワンツｰ, 67,渡辺薫, 0.6, 54, -11,  -1, 1,  2.9, ⑧⑧, 3, 2,Ｌシセイギンガ, 47,幸英明, 0.0, 61,  -5,*  5, 7, 27.8, ⑨⑨, 3, 4,Ｆワイルドアフリカ, 75,福永祐, 0.8, 74,   5,  10, 5, 11.9,④⑤④, 3, 1,Ｊボランタス, 88,池添謙, 0.3, 93,  14,* 14,11, 62.7,⑦⑧⑤
 4, 3,Ｊムｰヴィンオン, 50,大下智, 0.8, 52, -13,  -1,15,225.6, ⑪⑩, 4,14,Ｃエｰシンオナｰ, 66,小牧太, 0.2, 61,* -2,  -2, 3,  7.0, ⑤④, 4,13,Ｄシｰクレバｰ, 76,秋山真, 0.8, 72,   4,* 14, 7, 19.7,⑬⑩⑨, 4, 6,Ｅマコトスパルビエロ, 90,福永祐, 0.3, 92,* 16,  10, 7, 17.3,②②②
 5, 6,Ｆヤマニンライラ, 54,福永祐, 0.9, 51,  -9,  -6, 5, 10.4, ⑦⑥, 5,10,Ｂハチマンタロウ, 67,藤田伸, 0.3, 59,  -4,   0, 2,  3.3, ⑧⑧, 5,12,Ｅキャプテンマジン, 76,安藤勝, 0.9, 71,   3,  13, 3,  7.1,⑨⑪⑪, 5, 2,Ｉダイショウジェット, 89,柴山雄, 0.4, 91,* 16,  10, 9, 24.8,③③③
 6, 8,Ｎコスモブレッシング, 39,佐藤哲, 0.9, 51, -10,  -4,11, 71.7, ⑩⑨, 6, 5,Ｄハｰドイチオｰ, 64,四位洋, 0.6, 58,  -4,  -4, 6, 14.4, ⑦⑦, 6, 6,Ｂエｰシンサンスタｰ, 77,藤岡佑, 1.1, 71,   5,  11, 6, 14.2,⑩⑧⑩, 6,14,Ｈアロンダイト, 89,後藤浩, 0.9, 87,  12,  12, 6, 16.1,⑫⑩⑩
 7, 4,Ｈイナズマガイア, 53,浜中俊, 0.9, 52,  -7,  -7, 9, 46.3, ⑤⑤, 7,13,Ｊビオンドパンテｰラ, 53,福永祐, 0.9, 57,* -1,  -9, 5, 11.6, ③③, 7,11,Ｈクオン, 71,渡辺薫, 1.5, 71,   3,  10,12,161.9,⑭⑬⑬, 7, 8,Ｋフォｰティファイド, 88,和田竜, 0.9, 89,  14,   9, 8, 23.8,⑧⑨⑥
 8,14,Ｂヒミノマｰチ, 62,幸英明, 1.1, 49,* -6, -10, 3,  5.6, ③④, 8, 8,Ｇアスカノユタカ, 58,後藤浩, 1.0, 54,  -3,  -8, 9, 83.5, ⑥⑤, 8, 8,Ｉハッピｰドロップ, 70,佐藤哲, 1.6, 67,   5,   6, 9, 62.2,⑧⑨⑧, 8,16,Ｂメイショウトウコン, 96,藤田伸, 1.0, 88,  11,* 15, 4,  7.1,⑯⑮⑭
